National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
Words that appear in italics are defined in Article 1.4.1.2..,Words that appear in italics are defined in Article 1.4.1.2..,Words that appear in italics are defined in Article 1.4.1.2..,Words that appear in italics are defined in Article 1.4.1.2..,tensor(1.0000)
"Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)",tensor(1.)
"If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance rating not less than 45 min.",,"If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance ratings not less than 45 min.","If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance ratings not less than 45 min.",tensor(0.9993)
"Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.",tensor(1.0000)
"In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1.and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies.","In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1. and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies .","In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1. and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies.",,tensor(0.9994)
"Each construction camp building shall be provided with portable fire extinguishers in conformance with the appropriate provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, in conformance with the NFC.","Each construction camp building shall be provided with portable fire extinguishers in conformance with the appropriate provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, in conformance with the NFC.",,,0.0
,,Each construction camp building shall be provided with portable fire extinguishers in conformance with the British Columbia Fire Code.,Each construction camp building shall be provided with portable fire extinguishers in conformance with the British Columbia Fire Code.,0.0
,,"Except as provided in Sentences (2) and (3), public corridors shall be separated from the remainder of the building by a fire separation having not less than a 45 min fire-resistance rating.","Except as provided in Sentences (2) and (3), public corridors shall be separated from the remainder of the building by a fire separation having not less than a 45 min fire-resistance rating.",0.0
"Except as provided in Sentences 9.10.9.15.(2), 9.10.9.15.(3)and 9.10.9.15.(4), public corridors shall be separated from the remainder of the building by a fire separation having not less than a 45 minfire-resistance rating.","Except as provided in Sentences 9.10.9.15.(2) , 9.10.9.15.(3) and 9.10.9.15.(4), public corridors shall be separated from the remainder of the building by a fire separation having not less than a 45 min fire-resistance rating.",,,0.0
"Granular material need not be installed under slabs in garages, carports or accessory buildings, or buildings of industrial occupancy where the nature of the process contained therein permits or requires the use of large openings in the building envelope even during the winter.","Granular material need not be installed under slabs in garages, carports or accessory buildings, or buildings of industrial occupancy where the nature of the process contained therein permits or requires the use of large openings in the building envelope even during the winter.",,,0.0
,,"The drainage layer required in Sentence (1) need not be installed beneath slabs in garages, carports or accessory buildings, buildings of industrial occupancy where the nature of the process contained therein permits or requires the use of large openings in the building envelope even during the winter.","The drainage layer required in Sentence (1) need not be installed beneath slabs in garages, carports or accessory buildings, buildings of industrial occupancy where the nature of the process contained therein permits or requires the use of large openings in the building envelope even during the winter.",0.0
"Where an exhaust duct passes through an unheated space or is not separated from an unheated space by an insulated building assembly, the duct shall be insulated to not less than RSI 0.5.","Where an exhaust duct passes through an unheated space or is not separated from an unheated space by an insulated building assembly, the duct shall be insulated to not less than RSI 0.5.","Where an exhaust duct passes through or is located adjacent to a space that is not conditioned space, the duct shall conform to Article 9.36.3.2., except that in no case shall such a duct be insulated to less than RSI 0.75.","Where an exhaust duct passes through or is located adjacent to a space that is not conditioned space, the duct shall conform to Article 9.36.3.2., except that in no case shall such a duct be insulated to less than RSI 0.75.",tensor(0.8834)
"Except as provided in Sentence 9.32.3.6.(3), where an exhaust-only system is installed, the principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that, where applicable, activation of the principal ventilation fan automatically activates the circulation fan of the forced air distribution system required by Clause 9.32.3.6.(1)(b) at its rated capacity.","Except as provided in Sentence 9.32.3.6.(3), where an exhaust-only system is installed, the principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that, where applicable, activation of the principal ventilation fan automatically activates the circulation fan of the forced air distribution system required by Sentence 9.32.3.6.(1) at its rated capacity.",,,0.0
,,"For the purposes of Sentence (1), the capacity rating of the exhaust fan shall be determined, based on air-flow performance at 50 pa of external static pressure, in accordance with HVI Publication 916, ""Airflow Test Procedure,"" or CAN/CSA-C260-M, ""Rating the Performance of Residential Mechanical Ventilating Equipment.""","For the purposes of Sentence (1), the capacity rating of the exhaust fan shall be determined, based on air-flow performance at 50 pa of external static pressure, in accordance with HVI Publication 916, ""Airflow Test Procedure,"" or CAN/CSA-C260-M, ""Rating the Performance of Residential Mechanical Ventilating Equipment.""",0.0
"Except as provided in Sentences 9.32.3.7.(2)and 9.32.3.7.(3), a supplemental exhaust fan with a rated capacity not less than 50 L/s shall be installed in each kitchen.","Except as provided in Sentences 9.32.3.7.(2) and 9.32.3.7.(3), a supplemental exhaust fan with a rated capacity not less than 50 L/s shall be installed in each kitchen.",,,0.0
,,"Where a crawl space is heated by a ducted forced-air heating system that does not draw air from the crawl space to the furnace through the return air plenum, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille.","Where a crawl space is heated by a ducted forced-air heating system that does not draw air from the crawl space to the furnace through the return air plenum, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille.",0.0
,,"Where a crawl space is heated other than by a ducted forced-air heating system, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille, and the principal ventilation system by a supply air outlet or an exhaust air inlet, be connected to the floor space above the crawl space by at least 2 air-transfer grilles for every 30 m2 of crawl space area, or be connected to the floor space above the crawl space by at least one air-transfer grille, and the outdoors by a dedicated exhaust fan that complies with Sentence (4).","Where a crawl space is heated other than by a ducted forced-air heating system, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille, and the principal ventilation system by a supply air outlet or an exhaust air inlet, be connected to the floor space above the crawl space by at least 2 air-transfer grilles for every 30 m2 of crawl space area, or be connected to the floor space above the crawl space by at least one air-transfer grille, and the outdoors by a dedicated exhaust fan that complies with Sentence (4).",0.0
A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,,,0.0
"Except as provided in Sentences 9.32.3.8.(6)to 9.32.3.8.(8), any mechanical air exhausting device, other than the principal ventilation fan operating at a rate not greater than the maximum permitted by Table 9.32.3.3., shall be provided with outdoor makeup air supplied by a fan rated to deliver outdoor air to the dwelling unit at a rate not less than the exhaust capacity of the device, and not greater than that exhaust capacity plus 10%.","Except as provided in Sentences 9.32.3.8.(6) to 9.32.3.8.(8), any mechanical air exhausting device, other than the principal ventilation fan operating at a rate not greater than the maximum permitted by Table 9.32.3.3., shall be provided with outdoor makeup air supplied by a fan rated to deliver outdoor air to the dwelling unit at a rate not less than the exhaust capacity of the device, and not greater than that exhaust capacity plus 10%.",,,0.0
,,Exhaust ducts shall discharge to the outdoors.,Exhaust ducts shall discharge to the outdoors.,0.0
,,"Except for a supply air system described in Sentence 9.32.3.4.(2) or (3), all joints in exhaust ducts, and in supply ducts that conduct conditioned air, shall be sealed against air leakage with sealants or gaskets made from liquids, mastics or heat-applied materials, mastic with embedded fabric, foil-faced butyl tape, or aluminum foil tape.","Except for a supply air system described in Sentence 9.32.3.4.(2) or (3), all joints in exhaust ducts, and in supply ducts that conduct conditioned air, shall be sealed against air leakage with sealants or gaskets made from liquids, mastics or heat-applied materials, mastic with embedded fabric, foil-faced butyl tape, or aluminum foil tape.",0.0
The provision of makeup air as described in Sentence 9.32.3.8.(2) is not required for mechanical exhausting devices operating a subfloor depressurization system installed for the purpose of reducing the risk of radon ingress. (See Note A-9.32.3.9.),The provision of makeup air as described in Sentence 9.32.3.8.(2) is not required for mechanical exhausting devices operating a subfloor depressurization system installed for the purpose of reducing the risk of radon ingress.,,,0.0
"Electrical installations, including the service capacity of the installation and the number and distribution of circuits and receptacles, shall meet the requirements of the appropriate provincial, territorial or municipal legislation or, in the absence of such legislation, shall conform to CSA C22.1-12 Canadian Electrical Code, Part I","Electrical installations, including the service capacity of the installation and the number and distribution of circuits and receptacles, shall meet the requirements of the appropriate provincial, territorial or municipal legislation or, in the absence of such legislation, shall conform to CSA C22.1-12 Canadian Electrical Code, Part I",,,0.0
,,"Electrical installations, including the service capacity of the installation and the number and distribution of circuits and receptacles, shall conform to the Electrical Safety Regulation.","Electrical installations, including the service capacity of the installation and the number and distribution of circuits and receptacles, shall conform to the Electrical Safety Regulation.",0.0
Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. or Sentence 9.5.3.1.(2)or 9.5.3.1.(3) shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. or Sentence 9.5.3.1.(2) or 9.5.3.1.(3) shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. shall be contiguous with the entry or entries to those rooms or spaces.,tensor(0.9913)
"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.",tensor(1.)
"Except as provided in Sentences 9.7.3.1.(2)to 9.7.3.1.(4), windows, doors and skylights and their components separating conditioned space from unconditioned space or the exterior shall be designed, constructed and installed so that, when in the closed position, they resist the ingress of precipitation into interior space (see Note A-9.7.4.2.(1)), resist wind loads, control air leakage, resist the ingress of insects and vermin, where required, resist forced entry, and are easily operable when not intended to be fixed.","Except as provided in Sentences 9.7.3.1.(2) to 9.7.3.1.(4), windows, doors and skylights and their components separating conditioned space from unconditioned space or the exterior shall be designed, constructed and installed so that, when in the closed position, they resist the ingress of precipitation into interior space (see Note A-9.7.4.2.(1)), resist wind loads, control air leakage, resist the ingress of insects and vermin, where required, resist forced entry, and are easily operable when not intended to be fixed.",,,0.0
"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.",tensor(1.)
"Metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Except as permitted in Sentence (2), metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Except as permitted in Sentence (2), metal frames and sash of windows, doors and skylights shall incorporate a thermal break.",tensor(0.8532)
"The installation of manufactured and pre-assembled windows, doors and skylights and the field assembly of manufactured window and door combination units shall conform to the manufacturer’s instructions.","The installation of manufactured and pre-assembled windows, doors and skylights and the field assembly of manufactured window and door combination units shall conform to the manufacturer s instructions.","Except as provided by Sentence (2), the installation of manufactured and pre-assembled windows, doors and skylights and the field assembly of manufactured window and door combination units shall conform to the instructions, if any, provided by the manufacturer.","Except as provided by Sentence (2), the installation of manufactured and pre-assembled windows, doors and skylights and the field assembly of manufactured window and door combination units shall conform to the instructions, if any, provided by the manufacturer.",tensor(0.9098)
"The installation of windows, doors and skylights shall conform to CSA CAN/CSA-A440.4-07 Window, Door, and Skylight Installation except that shims used to support windows, doors and skylights are permitted to be made of treated plywood, and protection from precipitation for walls incorporating windows or doors and for roofs incorporating skylights, and the interfaces of these walls with windows or doors and of roofs with skylights, shall conform to Section 9.27.","The installation of windows, doors and skylights shall conform to CSA CAN/CSA-A440.4-07 Window, Door, and Skylight Installation except that shims used to support windows, doors and skylights are permitted to be made of treated plywood, and protection from precipitation for walls incorporating windows or doors and for roofs incorporating skylights, and the interfaces of these walls with windows or doors and of roofs with skylights, shall conform to part 9.",,,0.0
"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).) (See Note D-2.6., Background Information.)",,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives andfunctionalstatements listed in Table 9.38.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives andfunctionalstatements listed in Table 9.38.1.1. (See Note A-1.1.2.1.(1).)",tensor(0.9367)
A building conforming to Article 3.2.2.50.or 3.2.2.58. is permitted to contain a storage garage below the fourth storey. (See Note A-3.1.3.2.(3) to (5).) (See also Sentence 4.4.2.1.(1).),A building conforming to Article 3.2.2.50. or 3.2.2.58. is permitted to contain a storage garage below the fourth storey. (See Note A-3.1.3.2.(3).) (See also Sentence 4.4.2.1.(1).),"Group A, Division 2 major occupancies, Group E major occupancies, Group F, Division 2 and 3 major occupancies and storage garages located in a building or part of a building within the scope of this Article are permitted to be constructed in accordance with this Article provided the Group A, Division 2 major occupancy, and Group E major occupancy, and Group F, Division 2 and 3 major occupancy is located below the third storey, and the storage garage is located below the fourth storey (See also Sentence 4.4.2.1.(1)). (See Note A-3.2.2.50.(5) and 3.2.2.58.(4).)","Group A, Division 2 major occupancies, Group E major occupancies, Group F, Division 2 and 3 major occupancies and storage garages located in a building or part of a building within the scope of this Article are permitted to be constructed in accordance with this Article provided the Group A, Division 2 major occupancy, and Group E major occupancy, and Group F, Division 2 and 3 major occupancy is located below the third storey, and the storage garage is located below the fourth storey (See also Sentence 4.4.2.1.(1)). (See Note A-3.2.2.50.(5) and 3.2.2.58.(4).)",tensor(0.8440)
"Where a fuel-burning appliance is installed in a suite of residential occupancy, a CO alarm shall be installed inside each bedroom, or outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.","Where a fuel-burning appliance is installed in a suite of residential occupancy, a CO alarm shall be installed inside each bedroom, or outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.","Where a fuel-burning appliance is installed in a suite of residential occupancy, a CO alarm shall be installed inside each bedroom, or outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.","Where a fuel-burning appliance is installed in a suite of residential occupancy, a CO alarm shall be installed inside each bedroom, or outside each bedroom, within 5 m of each bedroom door, measured following corridors and doorways.",tensor(1.0000)
"Where a habitable room or space is not provided with natural ventilation as described in Article 9.32.2.2. and is not mechanically cooled, the non-heating-season mechanical ventilation system shall have the capacity to exhaust indoor air from the room or space or to introduce outdoor air to that room or space at a rate of one air change per hour.","Where a habitable room or space is not provided with natural ventilation as described in Article 9.32.2.2. and is not mechanically cooled, the non-heating-season mechanical ventilation system shall have the capacity to exhaust indoor air from the room or space or to introduce outdoor air to that room or space at a rate of one air change per hour.","Where a habitable room or space is not provided with natural ventilation as described in Clause (1)(a), mechanical ventilation shall be provided to exhaust inside air from, or to introduce outside air to, that room or space at the rate of one-half air change per hour if the room or space is mechanically cooled during the non-heating season, or one air change per hour if the room or space is not mechanically cooled during the non-heating season.","Where a habitable room or space is not provided with natural ventilation as described in Clause (1)(a), mechanical ventilation shall be provided to exhaust inside air from, or to introduce outside air to, that room or space at the rate of one-half air change per hour if the room or space is mechanically cooled during the non-heating season, or one air change per hour if the room or space is not mechanically cooled during the non-heating season.",tensor(0.8937)
