National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
Commercial cooking equipment that is certified shall be installed and maintained in conformance with its certification.,Commercial cooking equipment that is certified shall be installed and maintained in conformance with its certification.,,,0.0
,,"In a hotel establishment regulated by Section 9.9, a cooking operation that meets the requirements of Article 9.9.2.19. is deemed to be in compliance with Sentence (1).","In a hotel establishment regulated by Section 9.9, a cooking operation that meets the requirements of Article 9.9.2.19. is deemed to be in compliance with Sentence (1).",0.0
"Where piping passes through a secondary containment, such passages shall conform to Sentences 4.3.7.2.(1)and 4.3.7.2.(2). (See Note A-4.1.6.1.(1).)",,"Where piping passes through a secondary containment, such passages shall conform to Sentences (1) and (2).",,tensor(0.9686)
"Any access route, gateway or clear space required in this Section shall be maintained in conformance with Section 2.5., and kept free of obstructions and piles of snow.","Any access route, gateway or clear space required in this Section shall be maintained in conformance with Section 2.5., and kept free of obstructions and piles of snow.",,,0.0
,,Gateways shall be kept clear of obstructions so that gates may be opened fully at all times.,Gateways shall be kept clear of obstructions so that gates may be opened fully at all times.,0.0
"When barriers required in Sentence 4.1.6.1.(1) are provided to contain accidental spillage from aboveground storage tanks, they shall conform to the requirements for secondary containment in Subsection 4.3.7.","When barriers required in Sentence 4.1.6.1.(1) are provided to contain accidental spillage from aboveground storage tanks, they shall conform to the requirements for secondary containment in Subsection 4.3.7.","Where barriers required in Sentence (1) are provided to contain accidental spillage from aboveground storage tanks, they shall conform to the requirements for secondary containment in Subsection 4.3.7.","Where barriers required in Sentence (1) are provided to contain accidental spillage from aboveground storage tanks, they shall conform to the requirements for secondary containment in Subsection 4.3.7.",tensor(0.9887)
Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.,Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.,Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.,Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.,tensor(1.)
"Storage tanks, wooden vats, barrels, drums or containers used for the storage or processing of distilled beverage alcohols shall be designed, fabricated and tested for the anticipated maximum working pressure, operating temperature, internal corrosion conditions and structural stresses to which they could be subjected. (See Note A-4.10.3.2.)","Storage tanks, wooden vats, barrels, drums or containers used for the storage or processing of distilled beverage alcohols shall be designed, fabricated and tested for the anticipated maximum working pressure, operating temperature, internal corrosion conditions and structural stresses to which they could be subjected.","Storage tanks, wooden vats, barrels, drums or containers used for the storage or processing of distilled beverage alcohols shall be designed, fabricated and tested for the anticipated maximum working pressure, operating temperature, internal corrosion conditions and structural stresses to which they could be subjected.","Storage tanks, wooden vats, barrels, drums or containers used for the storage or processing of distilled beverage alcohols shall be designed, fabricated and tested for the anticipated maximum working pressure, operating temperature, internal corrosion conditions and structural stresses to which they could be subjected.",tensor(0.9966)
"Where an exit door leading directly to the outside is subject to being obstructed by parked vehicles or storage because of its location, a visible sign or a physical barrier prohibiting such obstructions shall be installed on the exterior side of the door.",,,,0.0
,,Exit signs shall be located along a means of egress so that directions of exit travel are apparent to the occupants.,,0.0
An outdoor area used for the container storage of flammable liquids or combustible liquids shall be fenced in conformance with Article 3.3.2.6.,An outdoor area used for the container storage of flammable liquids or combustible liquids shall be fenced in conformance with Article 3.3.2.6.,"An outdoor area used for the container storage of flammable liquids or combustible liquids shall be surrounded by a firmly anchored fence that is substantially constructed to discourage climbing and unauthorized entry, not less than 1.8 m high, and provided with gates that shall be locked when the storage area is not staffed.","An outdoor area used for the container storage of flammable liquids or combustible liquids shall be surrounded by a firmly anchored fence that is (a) substantially constructed to discourage climbing and unauthorized entry, (b) not less than 1.8 m high, and (c) provided with gates that shall be locked when the storage area is not staffed.",tensor(0.9322)
"This Section applies to hot works involving open flames or producing heat or sparks, including but not limited to, cutting, welding, soldering, brazing, grinding, adhesive bonding, roofing operations, thermal spraying and thawing pipes.","This Section applies to hot works involving open flames or producing heat or sparks, including but not limited to, cutting, welding, soldering, brazing, grinding, adhesive bonding, roofing operations, thermal spraying and thawing pipes.","This Section applies to hot works that use open flames or produce heat or sparks, including cutting, welding, soldering, brazing, grinding, adhesive bonding, thermal spraying and thawing pipes.","This Section applies to hot works that use open flames or produce heat or sparks, including cutting, welding, soldering, brazing, grinding, adhesive bonding, thermal spraying and thawing pipes.",tensor(0.9859)
"A tank vehicle is permitted to be left unattended by the vehicle operator outside a building for more than 1 h, but only in a parking space that is located not less than 15 m from a building, and where the tank vehicle is not exposed to undue hazard from accident or collision.",,"A tank vehicle is permitted to be left unattended by the vehicle operator outside a building for more than 1 h, but only in a parking space that is located not less than 15 m from a building, and where the tank vehicle is not exposed to undue hazard from accident or collision.",,tensor(1.0000)
Battery-powered industrial trucks shall conform to ULC ULC/ORD-C583-14 Guide for the Investigation of Electric Battery Powered Industrial Trucks,Battery-powered industrial trucks shall conform to ULC ULC/ORD-C583-14 Guide for the Investigation of Electric Battery Powered Industrial Trucks,,,0.0
,,"Where emergency power for the lights referred to in Sentence (5) is provided from a system of batteries, the batteries shall be inspected and tested in accordance with the procedures set out in Sentences (2) to (4).","Where emergency power for the lights referred to in Sentence (5) is provided from a system of batteries, the batteries shall be inspected and tested in accordance with the procedures set out in Sentences (2) to (4).",0.0
"In buildings not required to be equipped with a standpipe and hose system by the NBC, hose stations shall be provided in the vicinity of the storage room, such that all parts of the room are within reach of a hose stream. (See Note A-4.3.14.4.(1).)","In buildings not required to be equipped with a standpipe and hose system by the NBC, hose stations shall be provided in the vicinity of the storage room, such that all parts of the room are within reach of a hose stream. (See Note A-4.3.14.4.(1).)","In buildings not required to be equipped with a standpipe system by the Building Code, hose stations conforming to Articles 3.2.9.2. to 3.2.9.7. of the Building Code, as it read on August 21, 2000, shall be provided in the vicinity of the storage room, such that all parts of the room are within reach of a hose stream.","In buildings not required to be equipped with a standpipe system by the Building Code, hose stations conforming to Articles 3.2.9.2. to 3.2.9.7. of the Building Code, as it read on August 21, 2000, shall be provided in the vicinity of the storage room, such that all parts of the room are within reach of a hose stream.",tensor(0.9158)
"Rooms, corridors, shafts and other spaces shall be separated where practicable by fire separations conforming to the NBC.","Rooms, corridors, shafts and other spaces shall be separated where practicable by fire separations conforming to the NBC.",,,0.0
,,"Corridors serving bedrooms shall be separated from adjacent rooms, except sitting areas, lounges, nurses stations and washrooms, by fire separations having a fire-resistance rating not less than 45 min.",,0.0
"Except as provided in Sentences 4.1.3.1.(3)and 4.1.3.1.(4), the flash point of liquids having a kinematic viscosity of 6 cSt or more at 37.8°C or a flash point of 93.3°C or higher shall be determined in conformance with ASTM D 93-13e1 Flash Point by Pensky-Martens Closed Cup Tester","Except as provided in Sentences 4.1.3.1.(3) and 4.1.3.1.(4), the flash point of liquids having a kinematic viscosity of 6 cSt or more at 37.8°C or a flash point of 93.3°C or higher shall be determined in conformance with ASTM D 93-13e1 Flash Point by Pensky-Martens Closed Cup Tester","Except as provided in Sentences (3) and (4), the flash point of liquids having a viscosity of 6 mm2/s or more at 37.8°C or a flash point of 93.3°C or higher shall be determined in conformance with ASTM D93, Flash Point by Pensky-Martens Closed Cup Tester.","Except as provided in Sentences (3) and (4), the flash point of liquids having a viscosity of 6 mm2/s or more at 37.8°C or a flash point of 93.3°C or higher shall be determined in conformance with ASTM D93, ""Flash Point by Pensky-Martens Closed Cup Tester"".",tensor(0.9739)
"Except as provided in Article 4.2.7.9., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Article 3.2.2.2.","Except as provided in Article 4.2.7.9., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Article 3.2.2.2.","Except as provided in Article 4.2.7.10., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Articles 3.3.2.5. and 3.3.2.6.","Except as provided in Article 4.2.7.10., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Articles 3.3.2.5. and 3.3.2.6.",tensor(0.9819)
"Self-contained emergency lighting unit equipment shall be inspected at intervals not greater than one month to ensure that pilot lights are functioning and not obviously damaged or obstructed, the terminal connections are clean, free of corrosion and lubricated when necessary, the terminal clamps are clean and tight as per manufacturer's specifications, and the battery surface is kept clean and dry.","Self-contained emergency lighting unit equipment shall be inspected at intervals not greater than one month to ensure that pilot lights are functioning and not obviously damaged or obstructed, the terminal connections are clean, free of corrosion and lubricated when necessary, the terminal clamps are clean and tight as per manufacturer's specifications, and the battery surface is kept clean and dry.","Emergency lighting unit equipment shall be inspected monthly to ensure that the terminal connections are clean, free of corrosion and lubricated when necessary, the terminal clamps are clean and tight as per manufacturer s specifications, the electrolyte level and specific gravity are maintained as per manufacturer s specifications, and the battery surface is kept clean and dry.","Emergency lighting unit equipment shall be inspected monthly to ensure that (a) the terminal connections are clean, free of corrosion and lubricated when necessary, (b) the terminal clamps are clean and tight as per manufacturer's specifications, (c) the electrolyte level and specific gravity are maintained as per manufacturer's specifications, and (d) the battery surface is kept clean and dry.",tensor(0.9490)
"In assembly occupancies, flaming meals or drinks shall be ignited only at the location of serving.",,"In assembly occupancies, flaming meals or drinks shall be ignited only at the location of serving.",,tensor(1.0000)
"Dangerous goods shall be stored in packages or containers made of materials that are compatible with the product they contain, and of durable construction and designed to resist damage from normal material handling activities.","Dangerous goods shall be stored in packages or containers made of materials that are compatible with the product they contain, and of durable construction and designed to resist damage from normal material handling activities.",,,0.0
,,"The composition, design, size and arrangement of any material, object, device or thing is deemed to be in compliance with this Part where the material, object, device or thing provides a level of protection with respect to strength, health and safety that is equal to or greater than that prescribed in this Part, the compliance equivalency in Clause (a) has been approved, and the compliance equivalency has been implemented.","The composition, design, size and arrangement of any material, object, device or thing is deemed to be in compliance with this Part where (a) the material, object, device or thing provides a level of protection with respect to strength, health and safety that is equal to or greater than that prescribed in this Part, (b) the compliance equivalency in Clause (a) has been approved, and (c) the compliance equivalency has been implemented.",0.0
"Where vestibules or stairshafts are pressurized as a means of smoke control, all doors in the path of exit travel shall be tested to ensure that they can be operated as required in Article 2.7.2.1. when the entire smoke control system is being tested.","Where vestibules or stairshafts are pressurized as a means of smoke control, all doors in the path of exit travel shall be tested to ensure that they can be operated as required in Article 2.7.2.1. when the entire smoke control system is being tested.",,,0.0
,,"Subject to Sentences (2) to (5), where a smoke control system is designed to meet the requirements of the Building Code, the inspections and tests for equipment shall be carried out in accordance with procedures established by the designer of the system.","Subject to Sentences (2) to (5), where a smoke control system is designed to meet the requirements of the Building Code, the inspections and tests for equipment shall be carried out in accordance with procedures established by the designer of the system.",0.0
"Except as provided in Subsection 4.2.12. regarding self-service storage buildings, this Subsection applies to the storage of flammable liquids and combustible liquids in closed containers in industrial occupancies.","Except as provided in Subsection 4.2.12. regarding self-service storage buildings, this Subsection applies to the storage of flammable liquids and combustible liquids in closed containers in industrial occupancies.",,,0.0
,,"Despite Sentence (1), if Class IA liquids are stored in closed containers or Class I liquids are dispensed or stored in open containers for those occupancies or facilities that are regulated under Regulation 851 of the Revised Regulations of Ontario, 1990 (Industrial made under the Occupational Health and Safety Act or Ontario Regulation 67/93 (Health Care and Residential made under the Occupational Health and Safety Act, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in accordance with NFPA 68, Standard on Explosion Protection by Deflagration Venting.","Despite Sentence (1), if Class IA liquids are stored in closed containers or Class I liquids are dispensed or stored in open containers for those occupancies or facilities that are regulated under Regulation 851 of the Revised Regulations of Ontario, 1990 (Industrial made under the Occupational Health and Safety Act or Ontario Regulation 67/93 (Health Care and Residential made under the Occupational Health and Safety Act, the room shall be designed to prevent critical structural and mechanical damage from an internal explosion in accordance with NFPA 68, ""Standard on Explosion Protection by Deflagration Venting"".",0.0
"In cases where a compartmentalized tank is used, the entire tank shall be treated as one tank with the aggregate of all compartments totaling the total capacity of that tank.","In cases where a compartmentalized tank is used, the entire tank shall be treated as one tank with the aggregate of all compartments totaling the total capacity of that tank.",,,0.0
,,Tanks or drums shall be stored in piles separate from piles of other materials.,Tanks or drums shall be stored in piles separate from piles of other materials.,0.0
It is permitted to dispense a Class II or IIIA liquid into the fuel tank of a motor vehicle while its engine is running provided it is dispensed not less than 6 m away from any Class I liquid dispenser. (See Note A-4.6.8.6.(2).),It is permitted to dispense a Class II or IIIA liquid into the fuel tank of a motor vehicle while its engine is running provided it is dispensed not less than 6 m away from any Class I liquid dispenser. (See Note A-4.6.8.6.(2).),,,0.0
,,The liquid level in a dip tank shall be kept not less than 150 mm below the top of the tank.,The liquid level in a dip tank shall be kept not less than 150 mm below the top of the tank.,0.0
"The liquid used for the test shall exceed the elevation of the piping and other points of entry into the sump by at least 50 mm, and not be a flammable liquid or a combustible liquid.","The liquid used for the test shall exceed the elevation of the piping and other points of entry into the sump by at least 50 mm, and not be a flammable liquid or a combustible liquid.",,,0.0
,,"Except as permitted in Sentence (4), the sprinkler system shall be subjected to a hydrostatic pressure test of a minimum of 1400 kPa (gauge), or 350 kPa (gauge) in excess of the maximum static pressure to which the system may be subjected, for a period of 2 h without loss of pressure.","Except as permitted in Sentence (4), the sprinkler system shall be subjected to a hydrostatic pressure test of a minimum of 1400 kPa (gauge), or 350 kPa (gauge) in excess of the maximum static pressure to which the system may be subjected, for a period of 2 h without loss of pressure.",0.0
"For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.12.1.1. (See Note A-1.1.2.1.(1).)","For the purposes of compliance with this Code as required in Sentence 1.2.1.1.(1), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.12.1.1. (See Note A-1.1.2.1.(1).)",,,0.0
,,"The requirements of this Part shall be satisfied by implementing the requirements of the applicable Section, or by implementing an approved Life Safety Study in accordance with Subsection 9.1.4.",,0.0
