Full Index,ID,SEQ,DOCTYPE,DOCID,IDWITHINDOC,DIVISION,PROVISION,ARTICLE_TITLE,FRAG_DOCUMENT,FRAG_DOCUMENT_NOWHITESPACE,WORDCOUNT,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
3790,1416135,86060.0,B,nbc2015_divb,6.0,B,1.1.4.1.(1),Fire Safety Plan,"Where a fire safety plan is required, it shall conform to Section 2.8. of Division B of the NFC.","whereafiresafetyplanisrequired,itshallconformtosection2.8.ofdivisionbofthenfc.",19.0,1.0,1,4,1,1
9119,1408639,157172.0,E,necb2015_divb,4.0,B,1.1.4.1.(1),Climatic Values,"The climatic values required for the design of buildings under this Code shall be in conformance with the values established by the authority having jurisdiction or, in the absence of such data, with the climatic values in Table A- for the location nearest to the building site. (See Note A-1.1.4.1.(1).)","theclimaticvaluesrequiredforthedesignofbuildingsunderthiscodeshallbeinconformancewiththevaluesestablishedbytheauthorityhavingjurisdictionor,intheabsenceofsuchdata,withtheclimaticvaluesintablea-forthelocationnearesttothebuildingsite.(seenotea-1.1.4.1.(1).)",50.0,1.0,1,4,1,1
9283,1436256,157173.0,E,necb2015_divb,5.0,B,1.1.4.2.(1),Calculation Procedures,"Calculations carried out to ensure compliance with this Code and not described in the balance of this Subsection or in other Parts of the Code shall be carried out using procedures recognized for the particular purposes, such as those described in, but not limited to: ASHRAE Handbooks, Standards and Guidelines, HRAI SAR-G1 HRAI Digest Hydronics Institute Manuals, and ISO 13790:2008 Energy performance of buildings – Calculation of energy use for space heating and cooling","calculationscarriedouttoensurecompliancewiththiscodeandnotdescribedinthebalanceofthissubsectionorinotherpartsofthecodeshallbecarriedoutusingproceduresrecognizedfortheparticularpurposes,suchasthosedescribedin,butnotlimitedto:ashraehandbooks,standardsandguidelines,hraisar-g1hraidigesthydronicsinstitutemanuals,andiso13790:2008energyperformanceofbuildings–calculationofenergyuseforspaceheatingandcooling",74.0,1.0,1,4,2,1
1493,1371429,86061.0,B,nbc2015_divb,7.0,B,1.2.1.1.(1),Non-defined Terms,"Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. shall have the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.","wordsandphrasesusedindivisionbthatarenotincludedinthelistofdefinitionsinarticle1.4.1.2.shallhavethemeaningsthatarecommonlyassignedtotheminthecontextinwhichtheyareused,takingintoaccountthespecializeduseoftermsbythevarioustradesandprofessionstowhichtheterminologyapplies.",56.0,1.0,2,1,1,1
9129,1410575,157174.0,E,necb2015_divb,6.0,B,1.2.1.1.(1),Non-defined Terms,"Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. shall have the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.","wordsandphrasesusedindivisionbthatarenotincludedinthelistofdefinitionsinarticle1.4.1.2.shallhavethemeaningsthatarecommonlyassignedtotheminthecontextinwhichtheyareused,takingintoaccountthespecializeduseoftermsbythevarioustradesandprofessionstowhichtheterminologyapplies.",56.0,1.0,2,1,1,1
13986,1439377,309684.0,P,npc2015_divb,3.0,B,1.2.1.1.(1),Non-defined Terms,"Words and phrases used in Division B that are not included in the list of definitions in Article 1.4.1.2. of Division A shall have the meanings that are commonly assigned to them in the context in which they are used, taking into account the specialized use of terms by the various trades and professions to which the terminology applies.","wordsandphrasesusedindivisionbthatarenotincludedinthelistofdefinitionsinarticle1.4.1.2.ofdivisionashallhavethemeaningsthatarecommonlyassignedtotheminthecontextinwhichtheyareused,takingintoaccountthespecializeduseoftermsbythevarioustradesandprofessionstowhichtheterminologyapplies.",59.0,1.0,2,1,1,1
3217,1404853,86062.0,B,nbc2015_divb,8.0,B,1.2.1.1.(2),Non-defined Terms,"Where objectives and functional statements are referred to in Division B, they shall be the objectives and functional statements described in Parts 2 and 3 of Division A.","whereobjectivesandfunctionalstatementsarereferredtoindivisionb,theyshallbetheobjectivesandfunctionalstatementsdescribedinparts2and3ofdivisiona.",28.0,1.0,2,1,1,2
9405,1460898,157175.0,E,necb2015_divb,7.0,B,1.2.1.1.(2),Non-defined Terms,"Where objectives and functional statements are referred to in Division B, they shall be the objectives and functional statements described in Parts 2 and 3 of .","whereobjectivesandfunctionalstatementsarereferredtoindivisionb,theyshallbetheobjectivesandfunctionalstatementsdescribedinparts2and3of.",27.0,1.0,2,1,1,2
13699,1382132,309685.0,P,npc2015_divb,4.0,B,1.2.1.1.(2),Non-defined Terms,"Where objectives and functional statements are referred to in Division B, they shall be the objectives and functional statements described in Parts 2 and 3 of Division A.","whereobjectivesandfunctionalstatementsarereferredtoindivisionb,theyshallbetheobjectivesandfunctionalstatementsdescribedinparts2and3ofdivisiona.",28.0,1.0,2,1,1,2
5784,1453898,86063.0,B,nbc2015_divb,9.0,B,1.2.1.1.(3),Non-defined Terms,"Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 3 to 9.","whereacceptablesolutionsarereferredtoindivisionb,theyshallbetheprovisionsstatedinparts3to9.",20.0,1.0,2,1,1,3
9020,1388095,157176.0,E,necb2015_divb,8.0,B,1.2.1.1.(3),Non-defined Terms,"Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Parts 3 to 8.","whereacceptablesolutionsarereferredtoindivisionb,theyshallbetheprovisionsstatedinparts3to8.",20.0,1.0,2,1,1,3
14237,1491733,309686.0,P,npc2015_divb,5.0,B,1.2.1.1.(3),Non-defined Terms,"Where acceptable solutions are referred to in Division B, they shall be the provisions stated in Part 2.","whereacceptablesolutionsarereferredtoindivisionb,theyshallbetheprovisionsstatedinpart2.",18.0,1.0,2,1,1,3
7279,1482954,86064.0,B,nbc2015_divb,10.0,B,1.2.1.2.(1),Defined Terms,The words and terms in italics in Division B shall have the meanings assigned to them in Article 1.4.1.2..,thewordsandtermsinitalicsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.1.2..,19.0,1.0,2,1,2,1
9076,1400653,157177.0,E,necb2015_divb,9.0,B,1.2.1.2.(1),Defined Terms,The words and terms in italics in Division B shall have the meanings assigned to them in Article 1.4.1.2..,thewordsandtermsinitalicsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.1.2..,19.0,1.0,2,1,2,1
14132,1471353,309687.0,P,npc2015_divb,6.0,B,1.2.1.2.(1),Defined Terms,The words and terms in italics in Division B shall have the meanings assigned to them in Article 1.4.1.2. of Division A.,thewordsandtermsinitalicsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.1.2.ofdivisiona.,22.0,1.0,2,1,2,1
8865,1362448,157178.0,E,necb2015_divb,10.0,B,1.2.1.2.(2),Defined Terms,"For the purposes of this Code, a semi-heated building is considered to be a building with a design set-point temperature of less than 15°C.","forthepurposesofthiscode,asemi-heatedbuildingisconsideredtobeabuildingwithadesignset-pointtemperatureoflessthan15°c.",24.0,1.0,2,1,2,2
6306,1463763,86065.0,B,nbc2015_divb,11.0,B,1.2.2.1.(1),Symbols and Other Abbreviations,The symbols and other abbreviations in Division B shall have the meanings assigned to them in Article 1.4.2.1. and Article 1.3.2.1.,thesymbolsandotherabbreviationsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.2.1.andarticle1.3.2.1.,21.0,1.0,2,2,1,1
9340,1448614,157179.0,E,necb2015_divb,11.0,B,1.2.2.1.(1),Symbols and Other Abbreviations,The symbols and other abbreviations in Division B shall have the meanings assigned to them in Article 1.4.2.1. and Article 1.3.2.1.,thesymbolsandotherabbreviationsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.2.1.andarticle1.3.2.1.,21.0,1.0,2,2,1,1
13781,1397855,309688.0,P,npc2015_divb,7.0,B,1.2.2.1.(1),Symbols and Other Abbreviations,The symbols and other abbreviations in Division B shall have the meanings assigned to them in Article 1.4.2.1. of Division A and Article 1.3.2.1.,thesymbolsandotherabbreviationsindivisionbshallhavethemeaningsassignedtotheminarticle1.4.2.1.ofdivisionaandarticle1.3.2.1.,24.0,1.0,2,2,1,1
3532,1410772,86066.0,B,nbc2015_divb,12.0,B,1.3.1.1.(1),Effective Date,"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2017.","unlessotherwisespecifiedherein,thedocumentsreferencedinthiscodeshallincludeallamendments,revisions,reaffirmations,reapprovals,addendaandsupplementseffectiveto30june2017.",25.0,1.0,3,1,1,1
8798,1352524,157180.0,E,necb2015_divb,12.0,B,1.3.1.1.(1),Effective Date,"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2014.","unlessotherwisespecifiedherein,thedocumentsreferencedinthiscodeshallincludeallamendments,revisions,reaffirmations,reapprovals,addendaandsupplementseffectiveto30june2014.",25.0,1.0,3,1,1,1
13597,1362324,309689.0,P,npc2015_divb,8.0,B,1.3.1.1.(1),Effective Date,"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2017.","unlessotherwisespecifiedherein,thedocumentsreferencedinthiscodeshallincludeallamendments,revisions,reaffirmations,reapprovals,addendaandsupplementseffectiveto30june2017.",25.0,1.0,3,1,1,1
4569,1430544,86067.0,B,nbc2015_divb,13.0,B,1.3.1.2.(1),Applicable Editions,"Where documents are referenced in this Code, they shall be the editions designated in Table 1.3.1.2.","wheredocumentsarereferencedinthiscode,theyshallbetheeditionsdesignatedintable1.3.1.2.",16.0,1.0,3,1,2,1
8791,1351291,157181.0,E,necb2015_divb,13.0,B,1.3.1.2.(1),Applicable Editions,"Where documents are referenced in this Code, they shall be the editions designated in Table 1.3.1.2. (See also Note A-1.5.1.1.(1).)","wheredocumentsarereferencedinthiscode,theyshallbetheeditionsdesignatedintable1.3.1.2.(seealsonotea-1.5.1.1.(1).)",20.0,1.0,3,1,2,1
13989,1440019,309690.0,P,npc2015_divb,9.0,B,1.3.1.2.(1),Applicable Editions,"Where documents are referenced in this Code, they shall be the editions designated in Table 1.3.1.2.","wheredocumentsarereferencedinthiscode,theyshallbetheeditionsdesignatedintable1.3.1.2.",16.0,1.0,3,1,2,1
1398,1369432,86068.0,B,nbc2015_divb,14.0,B,1.3.2.1.(1),Abbreviations of Proper Names,"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)ACGIHAmerican Conference of Governmental Industrial Hygienists (www.acgih.org)AHAMAssociation of Home Appliance Manufacturers (www.aham.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AISIAmerican Iron and Steel Institute (www.steel.org)ANSIAmerican National Standards Institute (www.ansi.org)ASCEAmerican Society of Civil Engineers (www.asce.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org) AWPAAmerican Wood Protection Association (www.awpa.com)BIABrick Industry Association (www.bia.org)BNQBureau de normalisation du Québec (www.bnq.qc.ca)CANNational Standard of Canada designation (The number or name following the CAN designation represents the agency under whose auspices the standard is issued.)CAN3 designates CSACAN4 designates ULCCCBFCCanadian Commission on Building and Fire Codes (see NRC)CCMECanadian Council of Ministers of the Environment (www.ccme.ca)CGSBCanadian General Standards Board (www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)CHCCanadian Hydronics Council (www.ciph.com)CISCCanadian Institute of Steel Construction (www.cisc.ca)CMHCCanada Mortgage and Housing Corporation (www.cmhc.ca)CRCACanadian Roofing Contractors’ Association (www.roofingcanada.com)CSACSA Group (www.csagroup.org)CTICooling Technology Institute (www.cti.org)CWCCanadian Wood Council (www.cwc.ca)DOEDepartment of Energy (www.energy.gov)ECEnvironment Canada (www.ec.gc.ca)ECCEIFS Council of Canada (www.eifscouncil.org)EPAEnvironmental Protection Agency (U.S.) (www.epa.gov)FEMAFederal Emergency Management Agency (www.fema.gov)FLLGerman Landscape Research, Development and Construction Society (www.fll.de/shop/english-publications.html)FPIFPInnovations – Wood Products (formerly FCC – Forintek Canada (www.fpinnovations.ca)GRHCGreen Roofs for Healthy Cities (www.greenroofs.org)HCHealth Canada (www.hc-sc.gc.ca)HPVAHardwood Plywood &amp; Veneer Association (www.hpva.org)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)ICCInternational Code Council (www.iccsafe.org)IECInternational Electrotechnical Commission (www.iec.ch)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015NCMANational Concrete Masonry Association (www.ncma.org)NECBNational Energy Code of Canada for Buildings 2017NEMANational Electrical Manufacturers Association (www.nema.org)NFCNational Fire Code of Canada 2015NFPANational Fire Protection Association (www.nfpa.org)NFRCNational Fenestration Rating Council (www.nfrc.org)NLGANational Lumber Grades Authority (www.nlga.org)NPCNational Plumbing Code of Canada 2015NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCANational Roofing Contractors Association (www.nrca.net)NRCanNatural Resources Canada (www.nrcan.gc.ca)NRC Const.NRC Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NRC-IRCNational Research Council, Institute for Research in Construction (former name of the NRC Construction Research (www.nrc.gc.ca/construction)NYCDHNew York City Department of Health and Mental Hygiene (www.nyc.gov/health)OMMAHOntario Ministry of Municipal Affairs and Housing (www.mah.gov.on.ca)SEIStructural Engineering Institute (www.asce.org/structural-engineering/structural-engineering)SMACNASheet Metal and Air Conditioning Contractors’ National Association (www.smacna.org)SPRISingle Ply Roofing Industry (www.spri.org)TCTransport Canada (www.tc.gc.ca)TIACThermal Insulation Association of Canada (www.tiac.ca)TPICTruss Plate Institute of Canada (www.tpic.ca)TWCTarion Warranty Corporation (formerly Ontario New Home Warranty (www.tarion.com)ULUnderwriters Laboratories Inc. (www.ul.com)ULCULC Standards (canada.ul.com/ulcstandards)WCLIBWest Coast Lumber Inspection Bureau (www.wclib.org)WWPAWestern Wood Products Association (www.wwpa.org) (See Note A-3.)","theabbreviationsofpropernamesinthiscodeshallhavethemeaningsassignedtotheminthisarticle.aamaamericanarchitecturalmanufacturersassociation(www.aamanet.org)acgihamericanconferenceofgovernmentalindustrialhygienists(www.acgih.org)ahamassociationofhomeappliancemanufacturers(www.aham.org)ahriair-conditioning,heatingandrefrigerationinstitute(www.ahrinet.org)aisiamericanironandsteelinstitute(www.steel.org)ansiamericannationalstandardsinstitute(www.ansi.org)asceamericansocietyofcivilengineers(www.asce.org)ashraeamericansocietyofheating,refrigeratingandair-conditioningengineers(www.ashrae.org)asmeamericansocietyofmechanicalengineers(www.asme.org)astmamericansocietyfortestingandmaterialsinternational(www.astm.org)awpaamericanwoodprotectionassociation(www.awpa.com)biabrickindustryassociation(www.bia.org)bnqbureaudenormalisationduquébec(www.bnq.qc.ca)cannationalstandardofcanadadesignation(thenumberornamefollowingthecandesignationrepresentstheagencyunderwhoseauspicesthestandardisissued.)can3designatescsacan4designatesulcccbfccanadiancommissiononbuildingandfirecodes(seenrc)ccmecanadiancouncilofministersoftheenvironment(www.ccme.ca)cgsbcanadiangeneralstandardsboard(www.tpsgc-pwgsc.gc.ca/ongc-cgsb/index-eng.html)chccanadianhydronicscouncil(www.ciph.com)cisccanadianinstituteofsteelconstruction(www.cisc.ca)cmhccanadamortgageandhousingcorporation(www.cmhc.ca)crcacanadianroofingcontractors’association(www.roofingcanada.com)csacsagroup(www.csagroup.org)cticoolingtechnologyinstitute(www.cti.org)cwccanadianwoodcouncil(www.cwc.ca)doedepartmentofenergy(www.energy.gov)ecenvironmentcanada(www.ec.gc.ca)ecceifscouncilofcanada(www.eifscouncil.org)epaenvironmentalprotectionagency(u.s.)(www.epa.gov)femafederalemergencymanagementagency(www.fema.gov)fllgermanlandscaperesearch,developmentandconstructionsociety(www.fll.de/shop/english-publications.html)fpifpinnovations–woodproducts(formerlyfcc–forintekcanadacorporation)(www.fpinnovations.ca)grhcgreenroofsforhealthycities(www.greenroofs.org)hchealthcanada(www.hc-sc.gc.ca)hpvahardwoodplywood&amp;veneerassociation(www.hpva.org)hraiheating,refrigerationandairconditioninginstituteofcanada(www.hrai.ca)hvihomeventilatinginstitute(www.hvi.org)iccinternationalcodecouncil(www.iccsafe.org)iecinternationalelectrotechnicalcommission(www.iec.ch)isointernationalorganizationforstandardization(www.iso.org)nbcnationalbuildingcodeofcanada2015ncmanationalconcretemasonryassociation(www.ncma.org)necbnationalenergycodeofcanadaforbuildings2017nemanationalelectricalmanufacturersassociation(www.nema.org)nfcnationalfirecodeofcanada2015nfpanationalfireprotectionassociation(www.nfpa.org)nfrcnationalfenestrationratingcouncil(www.nfrc.org)nlganationallumbergradesauthority(www.nlga.org)npcnationalplumbingcodeofcanada2015nrcnationalresearchcouncilofcanada(ottawa,ontariok1a0r6;www.nrc-cnrc.gc.ca)nrcanationalroofingcontractorsassociation(www.nrca.net)nrcannaturalresourcescanada(www.nrcan.gc.ca)nrcconst.nrcconstruction(formernameofthenrcconstructionresearchcentre)(www.nrc.gc.ca/construction)nrc-ircnationalresearchcouncil,instituteforresearchinconstruction(formernameofthenrcconstructionresearchcentre)(www.nrc.gc.ca/construction)nycdhnewyorkcitydepartmentofhealthandmentalhygiene(www.nyc.gov/health)ommahontarioministryofmunicipalaffairsandhousing(www.mah.gov.on.ca)seistructuralengineeringinstitute(www.asce.org/structural-engineering/structural-engineering)smacnasheetmetalandairconditioningcontractors’nationalassociation(www.smacna.org)sprisingleplyroofingindustry(www.spri.org)tctransportcanada(www.tc.gc.ca)tiacthermalinsulationassociationofcanada(www.tiac.ca)tpictrussplateinstituteofcanada(www.tpic.ca)twctarionwarrantycorporation(formerlyontarionewhomewarrantyprogram)(www.tarion.com)ulunderwriterslaboratoriesinc.(www.ul.com)ulculcstandards(canada.ul.com/ulcstandards)wclibwestcoastlumberinspectionbureau(www.wclib.org)wwpawesternwoodproductsassociation(www.wwpa.org)(seenotea-3.)",376.0,1.0,3,2,1,1
9341,1448615,157182.0,E,necb2015_divb,14.0,B,1.3.2.1.(1),Abbreviations of Proper Names,"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.AAMAAmerican Architectural Manufacturers Association (www.aamanet.org)AHRIAir-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org)AMCAAir Movement and Control Association (www.amca.org)ANSIAmerican National Standards Institute (www.ansi.org)ASHRAEAmerican Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org)ASMEAmerican Society of Mechanical Engineers (www.asme.org)ASTMAmerican Society for Testing and Materials International (www.astm.org)CANNational Standard of Canada designationCCBFCCanadian Commission on Building and Fire Codes (see NRC)CSACSA Group (www.csagroup.ca)CTICooling Technology Institute (www.cti.org)DOEU.S. Department of Energy (www.energy.gov)HRAIHeating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca)HVIHome Ventilating Institute (www.hvi.org)IESIlluminating Engineering Society (www.ies.org)ISOInternational Organization for Standardization (www.iso.org)NBCNational Building Code of Canada 2015NECBNational Energy Code of Canada for Buildings 2015NEMANational Electrical Manufacturers Association (www.nema.org)NFCNational Fire Code of Canada 2015NFRCNational Fenestration Rating Council (www.nfrc.org)NPCNational Plumbing Code of Canada 2015 (see CCBFC)NRCNational Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca)NRCanNatural Resources Canada (www.nrcan.gc.ca)SMACNASheet Metal and Air Conditioning Contractors’ National Association (www.smacna.org)TIACThermal Insulation Association of Canada (www.tiac.ca)WDMAWindow &amp; Door Manufacturers Association (www.wdma.com)ULCULC Standards (canada.ul.com/ulcstandards)","theabbreviationsofpropernamesinthiscodeshallhavethemeaningsassignedtotheminthisarticle.aamaamericanarchitecturalmanufacturersassociation(www.aamanet.org)ahriair-conditioning,heatingandrefrigerationinstitute(www.ahrinet.org)amcaairmovementandcontrolassociation(www.amca.org)ansiamericannationalstandardsinstitute(www.ansi.org)ashraeamericansocietyofheating,refrigeratingandair-conditioningengineers(www.ashrae.org)asmeamericansocietyofmechanicalengineers(www.asme.org)astmamericansocietyfortestingandmaterialsinternational(www.astm.org)cannationalstandardofcanadadesignationccbfccanadiancommissiononbuildingandfirecodes(seenrc)csacsagroup(www.csagroup.ca)cticoolingtechnologyinstitute(www.cti.org)doeu.s.departmentofenergy(www.energy.gov)hraiheating,refrigerationandairconditioninginstituteofcanada(www.hrai.ca)hvihomeventilatinginstitute(www.hvi.org)iesilluminatingengineeringsociety(www.ies.org)isointernationalorganizationforstandardization(www.iso.org)nbcnationalbuildingcodeofcanada2015necbnationalenergycodeofcanadaforbuildings2015nemanationalelectricalmanufacturersassociation(www.nema.org)nfcnationalfirecodeofcanada2015nfrcnationalfenestrationratingcouncil(www.nfrc.org)npcnationalplumbingcodeofcanada2015(seeccbfc)nrcnationalresearchcouncilofcanada(ottawa,ontariok1a0r6;www.nrc-cnrc.gc.ca)nrcannaturalresourcescanada(www.nrcan.gc.ca)smacnasheetmetalandairconditioningcontractors’nationalassociation(www.smacna.org)tiacthermalinsulationassociationofcanada(www.tiac.ca)wdmawindow&amp;doormanufacturersassociation(www.wdma.com)ulculcstandards(canada.ul.com/ulcstandards)",159.0,1.0,3,2,1,1
