DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.4.22.(6),3.2.4.22. Voice Communication Systems ,Visible signal devices required by Sentence 3.2.4.19. and visible warning systems required by Sentence 3.2.4.19. shall continue to emit a visible signal while voice instructions are being transmitted.,3.0,2,4,22,6
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.15.4.2.(8),9.15.4.2. Foundation Wall Thickness and Required Lateral Support ,"In concrete block walls required to be reinforced, ladder- or truss-type lateral reinforcement not less than 3.8 mm in diameter (no. 9 shall be installed in the bed joint of every second masonry course.",9.0,15,4,2,8
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.1.5.15.(3),3.1.5.15. Foamed Plastic Insulation (See Notes A-3.1.4.2. and,"Foamed plastic insulation with a flame-spread rating more than 25 but not more than 500 on any exposed surface, or any surface that would be exposed by cutting through the material in any direction, is permitted in the exterior walls of a building required to be of noncombustible construction that is not sprinklered and is more than 18 m high, measured from grade to the underside of the roof, provided the insulation is protected from adjacent space in the building, other than adjacent concealed spaces within wall assemblies, by a thermal barrier consisting of gypsum board not less than 12.7 mm thick, mechanically fastened to a supporting assembly independent of the insulation and with all joints either backed or taped and filled, lath and plaster, mechanically fastened to a supporting assembly independent of the insulation, masonry or concrete not less than 25 mm thick, or any thermal barrier that, when tested in conformance with CAN/ULC-S101, ""Fire Endurance Tests of Building Construction and Materials,"" does not develop an average temperature rise more than 140°C or a maximum temperature rise more than 180°C at any point on its unexposed face within 10 min (see Note A-3.1.5.14.(5)(d)) (see also Article 3.2.3.7.).",3.0,1,5,15,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.2.20.(1),"3.2.2.20. Group A, Division 1, Any Height, Any Area, Sprinklered ","Except as permitted by Articles 3.2.2.21. and 3.2.2.22., a building classified as Group A, Division 1 shall conform to Sentence .",3.0,2,2,20,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.3.1.21.(1),3.3.1.21. Janitors’ Rooms ,"Except as permitted by Sentences and , a room or space within a floor area for the storage of janitorial supplies shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 1 h.",3.0,3,1,21,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.1.8.11.(12),4.1.8.11. Equivalent Static Force Procedure for Structures,"Where the fundamental lateral period, Ta, is determined in accordance with Clause and the building is constructed with more than 4 storeys of continuous wood construction and has a timber SFRS consisting of shear walls with wood-based panels or of braced or moment-resisting frames as defined in Table 4.1.8.9., the lateral earthquake force, V, as determined in accordance with Sentence shall be multiplied by 1.2 but need not exceed the value determined by using Clause (c). (See Note A-4.1.8.10.(4).)",4.0,1,8,11,12
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.2.3.4.(1),4.2.3.4. Prevention of Deterioration of Masonry ,"Where plain or reinforced masonry in foundations or in structures supporting soil or rock may be subject to conditions conducive to deterioration, protection shall be provided to prevent such deterioration.",4.0,2,3,4,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.3.5.4.(2),3.3.5.4. Repair and Storage Garages ,Treads and landings in interior stairs that extend to the roof of a storage garage shall be designed to be free of accumulations of ice and snow.,3.0,3,5,4,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.1.7.4.(1),3.1.7.4. Minimum Fire-Resistance Rating ,The use of materials or assemblies having a greater fire-resistance rating than required shall impose no obligation to exceed in whole or in part the minimum fire-resistance ratings required by this Part.,3.0,1,7,4,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.20.13.1.(2),9.20.13.1. Materials for Flashing ,Aluminum flashing in contact with masonry or concrete shall be effectively coated or separated from the masonry or concrete by an impervious membrane.,9.0,20,13,1,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.13.4.2.(3),9.13.4.2. Protection from Soil Gas Ingress ,"Except as permitted by Sentence or , where buildings are used for occupancies other than those described in Sentence and are intended to be occupied on average for greater than 4 hours within a 24 hour period, protection from radon ingress and the means to address high radon concentrations in the future shall conform to Article 9.13.4.3., or Parts 5 and 6 (see Article 5.4.1.1. and 6.2.1.1.). (See Note A-9.13.4.2.(3).)",9.0,13,4,2,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.34.1.5.(3),9.34.1.5. Wiring and Cables ,"Wires or cables within plenum spaces that are used for the transmission of signals in fire alarm, security, radio, and television broadcasting, closed circuit television or community television systems need not meet the requirements of Sentence .",9.0,34,1,5,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.3.8.(2),3.2.3.8. Protection of Exterior Building Face ,"The criteria for testing and the conditions of acceptance for a wall assembly to satisfy the requirements of Clause are that the fire exposed area of the wall assembly shall be not less than 9.3 m2 and have no dimension less than 2.75 m, the exposed surface shall include typical vertical and horizontal joints, the test shall be continued for not less than 15 min and the standard time/temperature curve of the referenced standard shall be followed, the noncombustible protective material must remain in place and no through openings should develop that are visible when viewed normal to the face of the material, and the noncombustible protective material should not disintegrate in a manner that would permit fire to propagate along the surface of the test assembly.",3.0,2,3,8,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.26.7.4.(4),9.26.7.4. Fasteners ,Fasteners referred to in Sentences and shall be located 25 mm to 40 mm from each end of each strip shingle with other fasteners equally spaced between them.,9.0,26,7,4,4
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.30.2.1.(3),9.30.2.1. Required Underlay ,Panel-type underlay shall be provided under ceramic tile applied with adhesive.,9.0,30,2,1,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.10.17.9.(1),9.10.17.9. Combustible Skylights ,Individual combustible skylights in corridors required to be separated from the remainder of the building by fire separations shall not exceed 1 m2 in area and shall be spaced not less than 1.2 m apart.,9.0,10,17,9,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.4.7.6.(2),3.4.7.6. Guards and Railings ,The top rail of a guard is permitted to serve as a handrail if it is free from obstructions which could break a handhold.,3.0,4,7,6,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.17.1.1.(1),9.17.1.1. Application ,"This Section applies to columns used to support beams carrying loads from not more than 2 wood-frame floors where the supported length of joists bearing on such beams does not exceed 5 m, and the live load on any floor does not exceed 2.4 kPa (see Table 4.1.5.3.), beams or header joists carrying loads from not more than 2 levels of wood-frame balconies, decks or other accessible exterior platforms, or 1 level plus the roof, where the supported length of joists bearing on such beams or joists does not exceed 5 m, the sum of the specified snow and occupancy loads does not exceed 4.8 kPa (see Sentence 9.4.2.3. for the determination of load on platform-type constructions), and the platform serves only a single suite of residential occupancy, or carport roofs (see Section 9.35.).",9.0,17,1,1,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.15.5.2.(2),9.15.5.2. Support of Beams ,"Where the beam referred to in Sentence is supported below the top of the foundation walls, the ends of such beams shall be protected from the weather.",9.0,15,5,2,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.10.3.3.(3),9.10.3.3. Fire Exposure ,Interior vertical fire separations required to have fire-resistance ratings shall be rated for exposure to fire on each side.,9.0,10,3,3,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.2.64.(1),"3.2.2.64. Group E, Any Height, Any Area, Sprinklered ","Except as permitted by Articles 3.2.2.65. to 3.2.2.69., a building classified as Group E shall conform to Sentence .",3.0,2,2,64,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.32.3.8.(1),9.32.3.8. Air Ducts ,"Except as required by Sentence , this Article applies to air ducts other than those described in Article 9.32.1.3.",9.0,32,3,8,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.1.7.5.(3),4.1.7.5. External Pressure Coefficients ,"For the design of roofs, the value of Cp shall be established as follows, where x is the distance from the upwind edge of the roof: for H/D = 1.0, Cp = –1.0, and for H/D &lt; 1.0, Cp= –1.0 for x = H, and = –0.5 for x > H. (See Note A-4.1.7.5.(2)and .)",4.0,1,7,5,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.3.4.1.(1),3.3.4.1. Scope ,This Subsection applies to residential occupancies.,3.0,3,4,1,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.1.8.11.(9),4.1.8.11. Equivalent Static Force Procedure for Structures,"Torsional effects that are concurrent with the effects of the forces mentioned in Sentence and are caused by the simultaneous actions of the following torsional moments shall be considered in the design of the structure according to Sentence : torsional moments introduced by eccentricity between the centres of mass and resistance and their dynamic amplification, and torsional moments due to accidental eccentricities.",4.0,1,8,11,9
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.18.6.2.(4),9.18.6.2. Ground Cover in Heated Crawl Spaces ,All penetrations of the ground cover required in Sentence shall be sealed against air leakage. (See Subsection 9.25.3.),9.0,18,6,2,4
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.36.2.4.(2),9.36.2.4. Calculation of Effective Thermal Resistance of Assemblies ,"Minor penetrations through assemblies, such as pipes, ducts, equipment with through-the-wall venting, packaged terminal air conditioners or heat pumps, shelf angles, anchors and ties and associated fasteners, and minor structural members that must partially or completely penetrate the building envelope to perform their intended function need not be taken into account in the calculation of the effective thermal resistance of that assembly.",9.0,36,2,4,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.13.1.1.(1),9.13.1.1. Scope and Application ,"This Section presents measures to control the ingress of water, moisture and soil gas.",9.0,13,1,1,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.33.6.11.(6),9.33.6.11. Warm-Air Supply Outlets ,"Except for pipeless furnaces, the capacity of warm-air supply outlets serving dwelling units shall be not less than the design heat loss from the area served and shall not exceed 3 kW per outlet.",9.0,33,6,11,6
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.33.6.7.(5),9.33.6.7. Installation of Ducts and Plenums ,Combustible ducts in concrete slabs-on-ground that are connected to a furnace supply plenum shall be located not closer than 600 mm to that plenum and not less than 600 mm from its connection to a riser or register.,9.0,33,6,7,5
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.36.4.4.(3),9.36.4.4. Piping ,"Where piping forming part of the service water heating system is located outside the building envelope or in an unconditioned space, it shall be insulated to a thermal resistance not less than the effective thermal resistance required for the exterior above-ground walls.",9.0,36,4,4,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.20.8.4.(4),9.20.8.4. Support of Beams and Columns ,Concrete pilasters required in Sentence shall be not less than 50 mm by 300 mm.,9.0,20,8,4,4
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.36.5.5.(1),9.36.5.5. Climatic Data ,"To calculate the effect of heating and cooling consumption, the energy model calculations shall be performed using climatic data measured at time intervals no greater than one hour for one year (8 760 based on the average of at least 10 years of measured data collected at the weather station nearest to the region in which the proposed house is located. (See Note A-9.36.5.5.(1).)",9.0,36,5,5,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,10.2.3.5.(3),10.2.3.5. Building Envelope Airtightness Testing ,Buildings and major occupancies shall be tested for airtightness to an induced test pressure of not less than 75Pa.,10.0,2,3,5,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.1.3.5.(3),4.1.3.5. Deflection ,"Except as provided in Sentence , the total drift per storey under service wind and gravity loads shall not exceed 1/500 of the storey height unless other drift limits are specified in the design standards referenced in Section 4.3. (See Note A-4.1.3.5.(3).)",4.0,1,3,5,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.1.2.(1),3.2.1.2. Storage Garage Considered as a Separate Building ,"A basement used primarily as a storage garage is permitted to be considered as a separate building for the purposes of Subsection 3.2.2. and Sentences 3.2.5.12. and , provided the floor and roof assemblies above the basement and the exterior walls of the basement above the adjoining ground level are constructed as fire separations of noncombustible construction having a fire-resistance rating not less than 2 h and protected in conformance with Clause 3.1.10.2.(4)(a), except as permitted by Sentence . (See Notes A-3.1.10.2. and A-3.2.5.12.(2).)",3.0,2,1,2,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.7.5.1.(1),9.7.5.1. Resistance to Forced Entry for Sliding Doors ,"This Article applies to sliding doors serving dwelling units, other than exterior doors to garages and to other ancillary spaces.",9.0,7,5,1,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.10.1.3.(3),9.10.1.3. Items under Part 3 Jurisdiction ,Basements containing more than 1 storey or exceeding 600 m2 in area shall conform to Part 3.,9.0,10,1,3,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.23.11.4.(3),9.23.11.4. Joints in Top Plates ,Joints in single top plates used with loadbearing walls shall be tied in accordance with Sentence .,9.0,23,11,4,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.26.4.4.(3),9.26.4.4. Intersection of Shingle Roofs and Masonry ,Flashing along the slopes of a roof described in Sentence shall be stepped so that there is not less than a 75 mm head lap in both the lower flashing and counter flashing.,9.0,26,4,4,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.10.15.5.(10),9.10.15.5. Construction of Exposing Building Face of Houses ,"The face of a roof soffit is permitted to project to the property line, where it faces a street, lane or public thoroughfare. (See Note A-9.10.14.5. and 9.10.15.5.(10).)",9.0,10,15,5,10
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,6.3.2.10.(13),6.3.2.10. Exhaust Ducts and Outlets ,"Where exhaust ducts containing air from conditioned spaces pass through or are adjacent to unconditioned spaces, the ducts shall be constructed to prevent condensation from forming on the inside or outside of the ducts.",6.0,3,2,10,13
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.8.2.2.(6),3.8.2.2. Entrances ,"Where provided, an intercom system shall be installed at the principal entrance to an apartment or condominium building conforming to Sentence .",3.0,8,2,2,6
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,6.8.1.2.(1),6.8.1.2. Openings in Air Duct Systems ,Air duct systems shall have no openings other than those required for the proper operation and maintenance of the system.,6.0,8,1,2,1
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.2.44.(2),"3.2.2.44. Group B, Division 3, up to 3 Storeys, Sprinklered ","The building referred to in Sentence is permitted to be of combustible construction or noncombustible construction, used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",3.0,2,2,44,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.2.4.18.(11),3.2.4.18. Audibility of Alarm Systems (See Note A-3.2.4.18.) ,"Audible signal devices within dwelling units that are wired on separate signal circuits need not include a means for silencing as required by Sentence provided the fire alarm system includes a provision for an automatic signal silence within dwelling units, where the automatic signal silence cannot occur within the first 60 s of operation or within the zone of initiation, a subsequent alarm elsewhere in the building will reactuate the silenced audible signal devices within dwelling units, after a period of not more than 10 min, the silenced audible signal devices will be restored to continuous audible signal if the alarm is not acknowledged, and the voice communication system referred to in Article 3.2.4.22. has a provision to override the automatic signal silence to allow the transmission of voice messages through silenced audible signal device circuits that serve the dwelling units. (See Note A-3.2.4.18.(7).)",3.0,2,4,18,11
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.32.3.8.(2),9.32.3.8. Air Ducts ,Exhaust ducts shall discharge to the outdoors.,9.0,32,3,8,2
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,4.1.7.5.(4),4.1.7.5. External Pressure Coefficients ,"For the design of the cladding and of secondary structural elements supporting the cladding, the value of Cp shall be established as follows, where W and D are the widths of the building: on walls, Cp shall be taken as ±0.9, except that within a distance equal to the larger of 0.1D and 0.1W from a building corner, the negative value of Cp shall be taken as .1.2, on walls where vertical ribs deeper than 1 m are placed on the facade, Cp shall be taken as ±0.9, except that, within a distance equal to the larger of 0.2D and 0.2W from a building corner, the negative value of Cp shall be taken as .1.4, and on roofs, Cp shall be taken as .1.0, except that within a distance equal to the larger of 0.1D and 0.1W from a roof edge, Cp shall be taken as .1.5, in a zone that is within a distance equal to the larger of 0.2W and 0.2D from a roof corner, Cp shall be taken as .2.3 but is permitted to be taken as .2.0 for roofs with perimeter parapets that are higher than 1 m, and on lower levels of flat stepped roofs, positive pressure coefficients established for the walls of the steps apply for a distance b (see Figure 4.1.7.6.-D for the definition of b). (See Note A-4.1.7.5.(4).)",4.0,1,7,5,4
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,9.7.5.2.(3),9.7.5.2. Resistance to Forced Entry for Swinging Doors ,"Where doors as described in Sentence are constructed of wood, they shall be solid core or stile-and-rail type, be not less than 45 mm thick, and if of the stile-and-rail type, have a panel thickness of not less than 19 mm, with a total panel area not more than half of the door area.",9.0,7,5,2,3
B,BC,2015,NBC,Div B,EN,bcbc2015_divb,B,3.3.6.6.(1),3.3.6.6. Ammonium Nitrate Storage ,"Where Article 3.2.9.1. of Division B of the British Columbia Fire Code applies due to the quantity and nature of the stored product, and as stipulated in Sentences to , buildings used for the storage of ammonium nitrate shall be classified as medium-hazard industrial occupancies (Group F, Division 2).",3.0,3,6,6,1
