DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.11.6.1.(9),3.11.6.1. Construction Requirements,"The bottom of a modified pool shall be marked with continuous black contour lines, 150 mm wide located where the water depth is 600 mm, and 300 mm wide located where the water depth is 1 200 mm.",3.0,11,6,1,9
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.7.6.5.(2),3.7.6.5. Hot and Cold Water Supply,This Article does not apply to a retail food premises described in Sentence 3.7.6.4.(3).,3.0,7,6,5,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.13.3.6.(1),3.13.3.6. Access to Adjacent Building,"Where an access is provided between a rapid transit station and an adjacent building, the station and the building shall be separated by a fire separation having a fire-resistance rating not less than 2 h.",3.0,13,3,6,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.5.7.6.(1),9.5.7.6. Camps for Housing Workers,A camp for housing of workers shall have a minimum area of 3.72 m² per employee in every room used for sleeping purposes.,9.0,5,7,6,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.4.10.2.(1),7.4.10.2. Hydraulic Loads for Fixtures,The hydraulic load from a fixture that is listed in Table 7.4.9.3. is the number of fixture units set forth in the Table.,7.0,4,10,2,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,8.7.4.2.(4),8.7.4.2. Construction Requirements,Sentence does not apply to any leaching bed fill added as backfill above the stone layer in which the distribution pipe is located.,8.0,7,4,2,4
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.16.1.6.(7),3.16.1.6. Sprinkler System,The notification to the person controlling the building and the fire department referred to in Sentences and shall be provided in accordance with Sentence 3.2.4.8.(4).,3.0,16,1,6,7
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.10.1.3.(9),9.10.1.3. Items Under Part 3 Jurisdiction,"Standpipe and hose systems shall be designed, constructed and installed in conformance with Article 3.2.5.18. and Subsection 3.2.9.",9.0,10,1,3,9
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.26.9.2.(1),9.26.9.2. Grade,Western cedar shingles shall be not less than No. 2 grade.,9.0,26,9,2,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.10.3.3.(1),9.10.3.3. Fire Exposure,"Floor, roof and ceiling assemblies shall be rated for exposure to fire on the underside.",9.0,10,3,3,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.3.1.21.(1),3.3.1.21. Common Laundry Rooms,"Except as permitted by Sentences and , in a building of residential occupancy, a laundry room in a floor area that is not within a dwelling unit shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 1 h.",3.0,3,1,21,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.8.6.1.(3),9.8.6.1. Application,"Finished floors, and ground surfaces with a slope not exceeding 1 in 50, at the top and bottom of stairs or ramps shall be considered as landings.",9.0,8,6,1,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.3.1.3.(10),3.3.1.3. Means of Egress,"Means of egress from a roof for personnel servicing roof top equipment or for a below ground service room that is not normally occupied, is permitted to be provided by stairways or fixed ladders.",3.0,3,1,3,10
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.3.1.10.(3),3.3.1.10. Door Swing,"Every door that divides a corridor that is not wholly contained within a suite shall swing on a vertical axis in the direction of travel to the exit where the corridor provides access to exit for, an occupant load more than 60, a high hazard industrial occupancy, a hazardous classroom in an elementary or secondary school, a Group B, Division 2 or 3 occupancy, or a retirement home.",3.0,3,1,10,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.3.2.4.(21),3.3.2.4. Aisles,"The riser of a step in an aisle shall be, not less than 110 mm high, and not more than 200 mm high.",3.0,3,2,4,21
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.5.6.5.(5),7.5.6.5. Terminals,"Where a vent pipe passes through a roof, it shall, be terminated high enough to prevent the entry of roof drainage but not less than 150 mm above the roof or above the surface of storm water, which could pond on the roof, and be equipped with flashing to prevent the entry of water between the vent pipe and the roof or the wall.",7.0,5,6,5,5
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.4.4.1.(1),7.4.4.1. Sewage Treatment,"Where a fixture or equipment discharges sewage or waste that may damage or impair the sanitary drainage system or the functioning of a sanitary sewage works or sanitary sewage system, provision shall be made for treatment of the sewage or waste before it is discharged to the sanitary drainage system.",7.0,4,4,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.3.6.1.(4),7.3.6.1. Tests and Inspection of Drainage or Venting Systems,"Where a prefabricated system is installed as part of a drainage system and venting system, all other plumbing work shall be tested and inspected and a final test shall be carried out on the complete system.",7.0,3,6,1,4
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,8.6.2.1.(3),8.6.2.1. Septic Tank Systems,A secured access opening to allow for regular maintenance of the effluent filter shall be provided at the ground surface.,8.0,6,2,1,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.7.3.1.(1),9.7.3.1. General Performance Criteria,"Except as provided in Sentences to , windows, doors and skylights and their components separating conditioned space from unconditioned space or the exterior shall be designed, constructed and installed so that, when in the closed position, they, resist the ingress of precipitation into interior space, resist wind loads, control air leakage, resist the ingress of insects and vermin, where required, resist forced entry, and are easily operable, unless they are fixed units.",9.0,7,3,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.10.10.1.(1),9.10.10.1. Application,This Subsection applies to service rooms in all buildings except rooms located within a dwelling unit.,9.0,10,10,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.26.7.2.(2),9.26.7.2. Starter Strip,"Starter strips shall be, at least Type M mineral-surfaced roll roofing not less than 300 mm wide, shingles of the same weight and quality as those used as a roof covering with tabs facing up the roof slope, or pre-manufactured starter strips installed with sealant at the eaves.",9.0,26,7,2,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.27.9.1.(1),9.27.9.1. Material Standards,"Factory-finished hardboard cladding shall conform to CAN/CGSB-11.5M, ""Hardboard, Precoated, Factory-Finished, for Exterior Cladding"".",9.0,27,9,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.21.4.9.(1),9.21.4.9. Separation of Flue Liners,"Flue liners in the same chimney shall be separated by not less than 70 mm of masonry or concrete exclusive of liners where clay liners are used, or 90 mm of firebrick where firebrick liners are used.",9.0,21,4,9,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.2.24.(1),"3.2.2.24. Group A, Division 2, up to 6 Storeys, Any Area, Sprinklered","A building classified as Group A, Division 2, that is not limited by building area, is permitted to conform to Sentence provided, except as permitted by Sentence 3.2.2.7.(1), the building is sprinklered, and it is not more than 6 storeys in building height.",3.0,2,2,24,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.2.29.(2),"3.2.2.29. Group A, Division 3, Any Height, Any Area","Except as permitted by Article 3.2.2.16., the building referred to in Sentence shall be of noncombustible construction, and, except as permitted by Sentence 3.2.2.7.(1), the building shall be sprinklered if it is regulated by Subsection 3.2.6., floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, if the building is not sprinklered, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",3.0,2,2,29,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.2.50.(2),"3.2.2.48A. Group C, Retirement Home, Any Height, Any Area,","Except as permitted by Article 3.2.2.16., the building referred to in Sentence shall be of noncombustible construction, and, except as permitted by Sentence 3.2.2.7.(1), the building shall be sprinklered, floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, mezzanines shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",3.0,2,2,50,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.32.3.4.(8),9.32.3.4. Principal Exhaust,"Where an exhaust air intake for the principal exhaust fan is located in the kitchen, it shall be located in the ceiling or on the wall within 300 mm of the ceiling.",9.0,32,3,4,8
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,4.1.6.10.(7),"4.1.6.10. Arch Roofs, Curved Roofs and Domes","For domes of circular plan form as shown in Figure 4.1.6.10.B., Ca shall, along the central axis parallel to the wind, vary in the same way as for an arch roof with the same rise-to-span ratio, h/b, and off this axis, vary according to, where, Ca(x,y) = value of Ca at location (x,y), Ca(x,0) = value of Ca on the central axis parallel to the wind, x = distance along the central axis parallel to the wind, y = horizontal coordinate normal to the x direction, and r = radius of dome.",4.0,1,6,10,7
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.20.3.2.(4),9.20.3.2. Mortar and Grout Mixes,"Grout mix proportions shall conform to Table 9.20.3.2.C., with sufficient water to provide a suitable flow to fill all voids completely, without excessive segregation or bleeding.",9.0,20,3,2,4
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,4.2.4.1.(4),4.2.4.1. Design Basis,Geotechnical components of service loads and geotechnical reactions for SLS shall be determined by a suitably qualified and experienced person.,4.0,2,4,1,4
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.1.8.11.(5),3.1.8.9A.  Installation of Smoke Dampers,A tightly fitted access door shall be installed for each smoke damper and combination smoke and fire damper to provide access for their inspection and the resetting of the release device.,3.0,1,8,11,5
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.10.13.15.(2),9.10.13.15. Doors Between Garages and Houses or Dwelling Units,A doorway between an attached or built-in garage and the house or the individual dwelling unit it serves shall not be located in a room intended for sleeping.,9.0,10,13,15,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.2.6.1.(1),"7.2.6.1. Cast Iron Frames, Covers, Drainage and Vent Pipe and","Drainage piping, vent piping and fittings made of cast iron shall be certified to CAN/CSA-B70, ""Cast Iron Soil Pipe, Fittings and Means of Joining"".",7.0,2,6,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.5.2.(1),6.2.5.2. Appliances Installed Outside the Building,"Fuel-fired appliances installed outside a building shall be, designed and constructed for outdoor use, installed not less than 1 200 mm from the property line, measured horizontally, and installed not less than 3 m from an adjacent wall of the same building when such wall contains an opening or openings within 3 storeys above and 5 m horizontally from the appliance, unless such openings are protected by a closure assembly having a 45 min fire-protection rating determined in conformance with Article 3.1.8.4., or by wired glass conforming to Article 3.1.8.14.",6.0,2,5,2,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.5.6.4.(1),7.5.6.4. Connection of Vents Above Fixtures Served,"Except for a wet vent, every vent pipe shall extend above the flood level rim of every fixture that it serves before being connected to another vent pipe.",7.0,5,6,4,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.3.22.(3),6.2.3.20. Return-Air System,Return ducts serving solid fuel-fired furnaces shall be constructed of noncombustible material.,6.0,2,3,22,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.4.9.2.(2),7.4.9.2. Serving Water Closets,The size of every horizontal drainage pipe downstream of the third water closet fixture drain connection shall be at least 4 in.,7.0,4,9,2,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.33.4.2.(3),9.33.4.2. Location of Carbon Monoxide Alarms,"Where a storage garage is located in a building containing a residential occupancy, a carbon monoxide alarm shall be installed adjacent to each sleeping area in every suite of residential occupancy that is adjacent to the storage garage.",9.0,33,4,2,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.16.1.3.(2),3.16.1.3. Construction,"Except as required by Sentence 3.16.3.2.(2), platform and walkway levels shall be of, solid construction consisting of steel plate or steel roof decking with a top substrate that forms a serviceable floor area, or open construction consisting of steel grating or open steel floor planking.",3.0,16,1,3,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,8.6.2.2.(2),8.6.2.2. Other Treatment Units  (See Appendix A.),"A treatment unit that is used in conjunction with a leaching bed constructed as a shallow buried trench, Type A dispersal bed or Type B dispersal bed shall be designed such that the effluent does not exceed the maximum concentrations set out opposite a Level IV treatment unit in Columns 2 and 3 of Table 8.6.2.2.",8.0,6,2,2,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.3.9.(11),6.2.3.8. Exhaust Ducts and Outlets,"Where exhaust ducts containing air from conditioned spaces pass through or are adjacent to unconditioned spaces, the ducts shall be constructed to prevent condensation from forming inside or outside of the ducts.",6.0,2,3,9,11
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.4.3.(9),6.2.4.3. Construction and Installation of Ducts and Plenums,"Ducts in or beneath concrete slabs-on-ground shall be watertight, corrosion-, decay- and mildew-resistant.",6.0,2,4,3,9
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.22.10.2.(3),9.22.10.2. Installation,"A fireplace insert installed in a masonry fireplace shall have, a listed metal chimney liner installed from the insert collar to the top of the chimney, or a direct sealed connection to the chimney flue where such provision is part of an insert conforming to Sentence 9.22.10.1.(1).",9.0,22,10,2,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.1.17.1.(4),3.1.17.1. Occupant Load Determination,"If a room or group of rooms is intended for different occupancies at different times, the value to be used from Table 3.1.17.1. shall be the value that gives the greatest number of persons for the occupancies concerned.",3.0,1,17,1,4
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.1.1.(6),3.2.1.1. Exceptions in Determining Building Height,"Platforms intended solely for periodic inspection and elevated catwalks need not be considered as floor assemblies or mezzanines for the purpose of determining building height provided, they are not used for storage, they are constructed with noncombustible materials unless the building is permitted to be of combustible construction, and where they are intended to be occupied, they have an occupant load of not more than four persons.",3.0,2,1,1,6
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.9.9.1.(1),9.9.9.1. Travel Limit to Exits or Egress Doors,"Except as provided in Sentences and , every dwelling unit containing more than 1 storey shall have exits or egress doors located so that it shall not be necessary to travel up or down more than 1 storey to reach a level served by, an egress door to a public corridor, enclosed exit stair or exterior passageway, or an exit doorway not more than 1 500 mm above adjacent ground level.",9.0,9,9,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,4.1.6.2.(1),4.1.6.2. Specified Snow Load  (See Appendix A.),"The specified load, S, due to snow and associated rain accumulation on a roof or any other building surface subject to snow accumulation shall be calculated from the formula,S = Is [Ss + Sr] where, Is = importance factor for snow load as provided in Table 4.1.6.2.A., Ss = 1-in-50-year ground snow load, in kPa, determined in accordance with Subsection 1.1.2., Cb = basic roof snow load factor in Sentence , Cw = wind exposure factor in Sentences and , Cs = slope factor in Sentences , and , Ca = accumulation factor in Sentence , and Sr = 1-in-50-year associated rain load, in kPa, determined in accordance with Subsection 1.1.2., but not greater than Ss(CbCwCsCa).",4.0,1,6,2,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.28.6.3.(1),9.28.6.3. First Coat,"The first coat shall be not less than 6 mm thick, measured from the face of the lath or masonry, fully embedding the lath.",9.0,28,6,3,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.31.3.1.(1),9.31.3.1. Required Water Supply,Every dwelling unit shall be supplied with a water distribution system where a drinking water system is available.,9.0,31,3,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.5.4.1.(2),3.5.4.1. Elevator Car Dimensions,An elevator satisfying the requirements of Sentence shall be clearly identified on the main entrance level of the building.,3.0,5,4,1,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.6.4.6.(1),3.6.4.6. Crawl Space Access,A crawl space shall have at least one access opening not less than 550 mm by 900 mm.,3.0,6,4,6,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,8.2.1.4.(1),8.2.1.4. Clearances  (See Appendix A.),"Unless it can be shown to be unnecessary, where the percolation time is 10 minutes or greater, the location of all components within a sewage system shall be in conformance with the clearances listed in Article 8.2.1.5. or 8.2.1.6.",8.0,2,1,4,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.4.2.3.(1),9.4.2.3. Platforms Subject to Snow and Occupancy Loads,"Balconies, decks and other accessible exterior platforms intended for an occupancy and subject to snow loads shall be designed to carry the specified roof snow load or 1.9 kPa, whichever is greater, where the platform, or each segregated area of the platform, serves a house or an individual dwelling unit. (See Appendix A.)",9.0,4,2,3,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.4.12.(1),3.2.4.12. Smoke and Heat Detectors,"If a fire alarm system is required, smoke detectors shall be installed in, each sleeping room and each corridor serving as part of a means of egress from sleeping rooms in portions of a building classified as Group B major occupancy, each room in a contained use area and corridors serving those rooms, each corridor in portions of a building classified as Group A, Division 1 major occupancy, each public corridor in portions of a building classified as Group C major occupancy, each exit stair shaft, each corridor serving classrooms in elementary and secondary schools, and each elevator machine room or machinery space.",3.0,2,4,12,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.5.5.1.(1),9.5.5.1. Area of Dining Rooms or Spaces,A dining space in combination with other space shall have an area of not less than 3.25 m².,9.0,5,5,1,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.4.6.11.(5),3.4.6.11. Doors,"Where an exit door leading directly to the outside is subject to being obstructed by a parked vehicle or storage because of its location, a visible sign prohibiting such obstructions shall be permanently mounted on the exterior side of the door.",3.0,4,6,11,5
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.16.2.1.(2),9.16.2.1. Required Installation of Granular Fill,"Granular material need not be installed under, slabs in garages, carports or accessory buildings, or buildings of industrial occupancy where the nature of the process contained in the occupancy permits or requires the use of large openings in the building envelope even during the winter.",9.0,16,2,1,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.32.2.1.(2),9.32.2.1. Natural Ventilation Area,"Where a vestibule opens directly off a living or dining room within a dwelling unit, ventilation to the outdoors for such rooms may be through the vestibule.",9.0,32,2,1,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.3.20.(3),6.2.3.18. Construction and Installation of Ducts and Plenums,"Ducts shall be securely supported by metal hangers, straps, lugs or brackets, except that where zero clearance is permitted, wooden brackets may be used.",6.0,2,3,20,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,5.3.1.3.(3),5.3.1.3. Location and Installation of Materials Providing Thermal,Reserved.,5.0,3,1,3,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.11.9.1.(3),3.11.9.1. Dressing Rooms and Sanitary Facilities,"Where a Class B pool is installed, dressing rooms, locker rooms, shower heads, lavatories, water closets, drinking fountains and urinals are not required if, dressing, water closet and shower facilities are conveniently available elsewhere on the premises for bathers when the pool is open for use, and foot sprays are provided in accordance with Sentence 3.11.3.1.(17).",3.0,11,9,1,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,6.2.3.3.(6),6.2.3.2. Materials in Air Duct Systems,All ductwork and fittings shall be constructed and installed in conformance with SMACNA Manuals and ASHRAE Handbooks.,6.0,2,3,3,6
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.11.7.1.(7),3.11.7.1. Construction Requirements,"Sets of steps or ladders recessed into pool side walls and having continuous vertical grab bars on each side of them shall be located at intervals of not more than 7.5 m along portions of the pool where the still water depth exceeds 1 000 mm, except that no steps or ladders shall be located within 3 m of the corners at the deep end of the pool.",3.0,11,7,1,7
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.13.8.3.(1),3.13.8.3. Elevator Requirements,"Except as provided in Sentence , the elevator described in Article 3.13.8.2. shall be capable of providing transportation from each platform to a barrier-free entrance described in Article 3.8.1.2.",3.0,13,8,3,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.10.4.4.(1),3.10.4.4. Fire Alarm Systems,"Except as provided in Sentence , the requirements in Subsection 3.2.4. shall not apply.",3.0,10,4,4,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.5.3.1.(3),7.5.3.1. Circuit Venting,"Except as provided in Sentences and , a relief vent shall be connected to the branch that forms part of a circuit vented system, downstream of the connection of the most downstream circuit vented fixture.",7.0,5,3,1,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,7.3.7.1.(3),7.3.7.1. Application of Tests,"Where a prefabricated system is assembled off the building site in such a manner that it cannot be inspected and tested on site, off-site inspections and tests shall be conducted.",7.0,3,7,1,3
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,10.3.2.2.(9),10.3.2.2. Reduction in Performance Level,"The performance level of a building or part of a building is reduced where the new major occupancy in an existing building of multiple occupancy is not separated from adjoining major occupancies by fire separations having fire-resistance ratings conforming to Article 3.1.3.1., Subsection 9.10.9. or Table 10.3.2.2.B.",10.0,3,2,2,9
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.2.80.(2),"3.2.2.73. Group F, Division 3, Any Height, Any Area","Except as permitted by Article 3.2.2.16., the building referred to in Sentence shall be of noncombustible construction, and, except as permitted by Sentence 3.2.2.7.(1), the building shall be sprinklered if it is regulated by Subsection 3.2.6., floor assemblies shall be fire separations with a fire-resistance rating not less than 2 h, except that floor assemblies are permitted to be fire separations with a fire-resistance rating not less than 1 h in a storage garage with all storeys constructed as open-air storeys, mezzanines shall have a fire-resistance rating not less 1 h, if the building is not sprinklered, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",3.0,2,2,80,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.9.6.7.(2),"9.9.6.7. Door Latching, Locking and Opening Mechanisms","Except for doors serving a house or an individual dwelling unit and except for doors to accessory buildings and to garages serving a house or an individual dwelling unit, door release hardware on doors in a means of egress shall be operable with one hand and the door shall be openable with not more than one releasing operation.",9.0,9,6,7,2
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,9.9.7.3.(1),9.9.7.3. Dead-End Corridors,"A dead-end public corridor is permitted in an occupancy shown in Table 9.9.7.3., where, the dead-end corridor, does not exceed the distance of travel measured from the most remote point of the dead-end to a point where it is possible to go in opposite directions to each of two separate exits, and is provided with doors equipped with self-closing devices, or there is a second and separate egress doorway from each room or suite not leading into the dead-end corridor.",9.0,9,7,3,1
B,ON,2015,NBC,Div B,EN,obc2019_divb,B,3.2.3.14.(1),3.2.3.14. Wall Exposed to Another Wall  (See Appendix A.),"Except as required by Sentences and 3.2.3.13. or as permitted by Sentence 3.2.3.19.(4), if an unprotected opening in an exterior wall of a fire compartment is exposed to an unprotected opening in the exterior wall of another fire compartment, and the planes of the two walls are parallel or at an angle less than 135 , measured from the exterior of the building, the unprotected openings in the two fire compartments shall be separated by a distance not less than DO,where, DO = 2D – [( /90) x D] but in no case less than 1 m, and D = the greater required limiting distance for the exposing building faces of the two fire compartments, and = the angle made by the intersecting planes of the exposing building faces of the two fire compartments (in the case where the exterior walls are parallel and face each other, = 0 ).",3.0,2,3,14,1
