Variation Sentence Number,Variation Sentence,Full Code Sentence,Similarity,Added
9.32.2.3.(2),"In applying Sentence 9.32.2.3.(1), at least one bedroom in each dwelling unit shall be designated as the master bedroom, air change rates for any combined living/dining or family/dining space shall be determined as if the spaces were individual rooms, where a basement incorporates rooms of the types designated in Table 9.32.2.3., the assigned air change rate for each room shall be as specified for those types of rooms, basement areas used for other purposes that exceed 2/3 of the total basement floor area shall be assigned an air change rate of 10 L/s, basement areas used for other purposes that are 2/3 of the total basement floor area or less shall be assigned an air change rate of 5 L/s, and other habitable rooms, other than spaces intended solely for access, egress, storage, or service equipment, shall be assigned an air change rate of 5 L/s.","In applying Clause 9.32.2.3.(1)(a), at least one bedroom in each dwelling unit shall be designated as the master bedroom, air change rates for any combined living/dining or family/dining space shall be determined as if the spaces were individual rooms, where a basement incorporates rooms of the types designated in Table 9.32.2.3., the assigned air change rate for each room shall be as specified for those types of rooms, basement areas used for other purposes that exceed 2/3 of the total basementfloor area shall be assigned an air change rate of 10 L/s, basement areas used for other purposes that are 2/3 of the total basementfloor area or less shall be assigned an air change rate of 5 L/s, and other habitable rooms, other than spaces intended solely for access, egress, storage, or service equipment, shall be assigned an air change rate of 5 L/s.",0.9726027397260274,True
9.32.3.9.(2),"Carbon monoxide  alarms required by this Article shall conform to CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices be equipped with an integral alarm that satisfies the audibility requirements of CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices have no disconnect switch between the overcurrent device and the CO alarm, where the CO alarm is powered by the dwelling unit s electrical system, and be mechanically fixed at a height recommended by the manufacturer.","Carbon monoxide  alarms required by this Article shall conform to CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices be equipped with an integral alarm that satisfies the audibility requirements of CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices have no disconnect switch between the overcurrent device and the CO alarm, where the CO alarm is powered by the dwelling unit’s electrical system, and be mechanically fixed at a height recommended by the manufacturer.",0.9722222222222222,True
9.6.1.3.(2),"Where the building has an essentially uniform distribution of paths for air leakage, including operable openings, but no large openings that would permit wind gusts to rapidly enter the building and the building is not in an exceptionally exposed location such as a hilltop, the maximum area of individual panes of glass for windows shall conform to Tables 9.6.1.3.-A to 9.6.1.3.-C, where the building has a height from grade to the uppermost roof of 12 m or less, and is located in a built-up area, no less than 120 m away from the boundary between this area and open terrain, or Tables 9.6.1.3.-D to 9.6.1.3.-F.","Where the building has an essentially uniform distribution of paths for air leakage, including operable openings, but no large openings that would permit wind gusts to rapidly enter the building and the building is not in an exceptionally exposed location such as a hilltop, the maximum area of individual panes of glass for windows shall conform to Tables 9.6.1.3.-Ato 9.6.1.3.-C, where the building has a height from grade to the uppermost roof of 12 m or less, and is located in a built-up area, no less than 120 m away from the boundary between this area and open terrain, or Tables 9.6.1.3.-Dto 9.6.1.3.-F. (See Note A-9.6.1.3.(2).)",0.9716981132075472,True
3.4.6.12.(2),"Exit doors need not conform to Sentence 3.4.6.12.(1), where they serve storage garages serving not more than one dwelling unit, they serve accessory buildings serving not more than one dwelling unit, they serve storage suites not more than 28 m2 in area that are on the first storey in warehousing buildings, and open directly outdoors at ground level, or they serve individual self-service storage units referred to in part 3.","Exit doors need not conform to Sentence 3.4.6.12.(1), where they serve storage garages serving not more than one dwelling unit, they serve accessory buildings serving not more than one dwelling unit, they serve storage suites not more than 28 m2 in area that are on the first storey in warehousing buildings, and open directly outdoors at ground level, or they serve individual self-service storage units referred to in Section 3.9.",0.9714285714285714,True
4.1.7.8.(4),"For the design of the main structural system, Cg shall be calculated as follows: Cg=1+gpsmwheregp = peak factor calculated as 2lnnT +0.5772lnnT, and  /  =KCeHB+ sFb, where = average fluctuation rate calculated as fnDsFsF+bB, T= 3 600 s, K= 0.08 for open terrain and 0.10 for rough terrain, CeH = exposure factor evaluated at reference height h = H, B = background turbulence factor, a function of w/H determined from Article 4.1.7.8., s= size reduction factor calculated as p311 +8fnH3VH11+10fnWV H, F = gust energy ratio calculated as x201+x2 04/3, where x0 = (1 220 fn/VH), and  = damping ratio, which shall be determined by a rational method, or may be taken to be 0.01 for steel structures, 0.02 for concrete structures, and 0.015 for composite structures, wherefnD = natural frequency of vibration of the building in the along-wind direction, in Hz, fn = lowest natural frequency of the building, in Hz, as defined in Sentences 4.1.7.2. and 4.1.7.2.(3), H= height of the building, w= effective width of windward face of the building calculated as hiwihi, where wi = width normal to wind direction at height hi, and VH = mean wind speed at the top of the structure, in m/s, calculated as V  CeH, where V  = reference wind speed at a height of 10 m, in m/s, calculated as 2 IW qr, whereIW = importance factor, q= reference velocity pressure, in Pa, and  = air density = 1.2929 kg/m3. (See Note A-4.1.7.8.(4).)","For the design of the main structural system, Cg shall be calculated as follows: Cg=1+gpsmwheregp= peak factor calculated as 2lnnT +0.5772lnnT, and  /  =KCeHB+ sFb, where = average fluctuation rate calculated as fnDsFsF+bB, T= 3 600 s, K= 0.08 for open terrain and 0.10 for rough terrain, CeH = exposure factor evaluated at reference height h = H, B = background turbulence factor, a function of w/H determined from Figure 4.1.7.8., s= size reduction factor calculated as p311 +8fnH3VH11+10fnWV H, F = gust energy ratio calculated as x201+x2 04/3, where x0 = (1 220 fn/VH), and  = damping ratio, which shall be determined by a rational method, or may be taken to be 0.01 for steel structures, 0.02 for concrete structures, and 0.015 for composite structures, wherefnD= natural frequency of vibration of the building in the along-wind direction, in Hz, fn= lowest natural frequency of the building, in Hz, as defined in Sentences 4.1.7.2.(2)and 4.1.7.2.(3), H= height of the building, w= effective width of windward face of the building calculated as hiwihi, where wi = width normal to wind direction at height hi, and VH= mean wind speed at the top of the structure, in m/s, calculated as V  CeH, where V  = reference wind speed at a height of 10 m, in m/s, calculated as 2 IW qr, whereIW= importance factor, q= reference velocity pressure, in Pa, and  = air density = 1.2929 kg/m3. (See Note A-4.1.7.8.(4).)",0.9713114754098361,True
9.8.7.7.(2),"Where exterior or interior handrails serving a single dwelling unit or a house with a secondary suite including their common spaces are attached to wood studs or blocking, the attachment shall be deemed to comply with Sentence 9.8.7.7.(1), where the attachment points are spaced not more than 1.2 m apart measured on the horizontal plane, the first attachment point at either end is located no more than 300 mm from the end of the handrail, and the fasteners consist of not less than 2 No. 8 wood screws at each point, penetrating not less than 32 mm into solid wood.","Where exterior or interior handrails serving a single dwelling unit or a house with a secondary suite including their common spaces are attached to wood studs or blocking, the attachment shall be deemed to comply with Sentence 9.8.7.7.(1), where the attachment points are spaced not more than 1.2 m apart measured on the horizontal plane, the first attachment point at either end is located no more than 300 mm from the end of the handrail, and the fasteners consist of not less than 2 No. 8 wood screws at each point, penetrating not less than 32 mm into solid wood. (See Note A-9.8.8.1.)",0.970873786407767,True
3.8.2.7.(1),"Except as provided in Sentences 3.8.2.7. and 3.8.2.7.(3), every door that provides a barrier-free path of travel through an entrance referred to in Article 3.8.2.2., including the interior doors of a vestibule where provided, shall be equipped with a power door operator that complies with part 3. and allows persons to activate the opening of the door in the intended direction of travel, where the entrance serves a hotel, a building of Group B, Division 2 major occupancy, or a building of Group A, Group B, Division 3, Group D or E major occupancy more than 500 m2 in building area.","Except as provided in Sentences 3.8.2.7.(2)and 3.8.2.7.(3), every door that provides a barrier-free path of travel through an entrance referred to in Article 3.8.2.2., including the interior doors of a vestibule where provided, shall be equipped with a power door operator that complies with Subsection 3.8.3. and allows persons to activate the opening of the door in the intended direction of travel, where the entrance serves a hotel, a building of Group B, Division 2 major occupancy, or a building of Group A, Group B, Division 3, Group D or E major occupancy more than 500 m2 in building area.",0.9702970297029703,True
3.2.2.10.(3),A building conforming to Article 3.2.2.50. or 3.2.2.58. is considered to face 1 street where not less than 25% of the building perimeter is located within 15 m of a street or streets.,A building conforming to Article 3.2.2.50.or 3.2.2.58. is considered to face 1 street where not less than 25% of the building perimeter is located within 15 m of a street or streets.,0.9696969696969697,True
6.2.1.2.(2),"Except as provided in Sentence 6.3.2.14.(1), the outdoor air quality conditions of the geographic area of the building site to be used in designing ventilation systems shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, shall be equal to or less than the maximum acceptable levels stated in the Canada-wide Standards for Particulate Matter  and Ozone as follows: a 24 hour average of 30 µg/m3 for particulate matter that is 2.5 µm or less in diameter (PM2.5), and an 8 hour average of 65 ppb for ground-level ozone.","Except as provided in Sentence 6.3.2.14.(1), the outdoor air quality conditions of the geographic area of the building site to be used in designing ventilation systems shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, shall be equal to or less than the maximum acceptable levels stated in the Canada-wide Standards for Particulate Matter  and Ozone as follows: a 24 hour average of 30 µg/m3 for particulate matter that is 2.5 µm or less in diameter (PM2.5), and an 8 hour average of 65 ppb for ground-level ozone. (See Note A-6.2.1.2.(2).)",0.9690721649484536,True
4.1.8.1.(9),"Accidental torsional effects applied concurrently with Fx shall be considered by applying torsional moments about the vertical axis at each level for each of the following cases considered separately: +0.1DnxFx, and 0.1DnxFx.","Accidental torsional effects applied concurrently with Fx shall be considered by applying torsional moments about the vertical axis at each level for each of the following cases considered separately: +0.1DnxFx, and –0.1DnxFx.",0.96875,True
9.36.5.10.(9),"The airtightness value used in the energy model calculations for the proposed house shall be 3.2 air changes per hour at 50 Pa pressure differential, where the construction complies with Section 9.25., 2.5 air changes per hour at 50 Pa pressure differential, where it can be shown that the air barrier system is constructed in accordance with part 9. and Articles 9.36.2.9. and 9.36.2.10., or where airtightness is tested in accordance with Sentence 9.36.5.10.(11), the number of air changes per hour at 50 Pa pressure differential, and the equivalent leakage area (see Note A-9.36.5.10.(9)(c)(ii)).","The airtightness value used in the energy model calculations for the proposed house shall be 3.2 air changes per hour at 50 Pa pressure differential, where the construction complies with Section 9.25., 2.5 air changes per hour at 50 Pa pressure differential, where it can be shown that the air barrier system is constructed in accordance with Subsection 9.25.3. and Articles 9.36.2.9.and 9.36.2.10., or where airtightness is tested in accordance with Sentence 9.36.5.10.(11), the number of air changes per hour at 50 Pa pressure differential, and the equivalent leakage area (see Note A-9.36.5.10.(9)(c)(ii)).",0.9680851063829787,True
9.32.2.3.(1),"Where a habitable room or space is not provided with natural ventilation as described in Article 9.32.2.2. and is mechanically cooled, its non-heating-season mechanical ventilation system shall have the capacity to exhaust air from inside the room or space, or to introduce outdoor air into that room or space, at a rate conforming with Table 9.32.2.3., or comply with part 9.","Where a habitable room or space is not provided with natural ventilation as described in Article 9.32.2.2. and is mechanically cooled, its non-heating-season mechanical ventilation system shall have the capacity to exhaust air from inside the room or space, or to introduce outdoor air into that room or space, at a rate conforming with Table 9.32.2.3., or comply with Subsection 9.32.3.",0.9672131147540983,True
3.8.2.8.(3),"In a building in which water closets are required in accordance with part 3., at least one barrier-free water closet shall be provided in the entrance storey, unless a barrier-free path of travel is provided to barrier-free water closets elsewhere in the building, or the water closets required by Subsection 3.7.2. are for dwelling units only. (See Note A-3.8.2.8. to .)","In a building in which water closets are required in accordance with Subsection 3.7.2., at least one barrier-free water closet shall be provided in the entrance storey, unless a barrier-free path of travel is provided to barrier-free water closets elsewhere in the building, or the water closets required by Subsection 3.7.2. are for dwelling units only. (See Note A-3.8.2.8. to .)",0.9672131147540983,True
4.1.6.5.(3),"The value of Ca0 for each of Cases I, II, and III shall be the lesser of Ca0=bghCbS sandCa0=FCbwhere = 1.0 for Case I, and 0.67 for Cases II and III, h= difference in elevation between the lower roof surface and the top of the parapet on the upper roof as shown in Figure 4.1.6.5.-A, and F=0.35bg lcs-5h' p Ss+Cb,butF 5forCws =1.0whereCws = value of Cw applicable to the source of drifting, lcs = characteristic length of the source area for drifting, defined as lcs=2ws-w2s ls, where ws and ls are respectively the shorter and longer dimensions of the relevant source areas for snow drifting shown in Figure 4.1.6.5.-B for Cases I, II and III, and h'p=hp-0.8 Ssg, but0 h'p l cs5wherehp = height of the roof perimeter parapet of the source area, to be taken as zero unless all the roof edges of the source area have parapets.","The value of Ca0 for each of Cases I, II, and III shall be the lesser of Ca0=bghCbS sandCa0=FCbwhere = 1.0 for Case I, and 0.67 for Cases II and III, h= difference in elevation between the lower roof surface and the top of the parapet on the upper roof as shown in Figure 4.1.6.5., and F=0.35bg lcs-5h' p Ss+Cb,butF 5forCws =1.0whereCws= value of Cw applicable to the source of drifting, lcs= characteristic length of the source area for drifting, defined as lcs=2ws-w2s ls, where ws and ls are respectively the shorter and longer dimensions of the relevant source areas for snow drifting shown in Figure 4.1.6.5. for Cases I, II and III, and h'p=hp-0.8 Ssg, but0 h'p l cs5wherehp= height of the roof perimeter parapet of the source area, to be taken as zero unless all the roof edges of the source area have parapets.",0.9664429530201343,True
3.1.5.24.(1),"On buildings required to be of noncombustible construction, decorative wood cladding is permitted to be used on the exterior fascias and soffits of marquees or canopies on the building face of a storey having direct access to a street or access route, provided the wood cladding is fire-retardant-treated wood that has been conditioned in conformance with ASTM D 2898-10 Accelerated Weathering of Fire-Retardant-Treated Wood for Fire Testing before being tested in accordance with ULC CAN/ULC-S102-10 Test for Surface Burning Characteristics of Building Materials and Assemblies","On buildings required to be of noncombustible construction, decorative wood cladding is permitted to be used on the exterior fascias and soffits of marquees or canopies on the building face of a storey having direct access to a street or access route, provided the wood cladding is fire-retardant-treated wood that has been conditioned in conformance with ASTM D 2898-10 Accelerated Weathering of Fire-Retardant-Treated Wood for Fire Testing before being tested in accordance with ULC CAN/ULC-S102-10 Test for Surface Burning Characteristics of Building Materials and Assemblies (See Note A-3.1.6.)",0.9659090909090909,True
3.2.1.1.(3),"Except as required by Sentence 3.2.1.1.(5), the space above a mezzanine need not be considered as a storey in calculating the building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and except as permitted in Sentences 3.2.1.1. and 3.3.2.13.(3), the space above the mezzanine is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.","Except as required by Sentence 3.2.1.1.(5), the space above a mezzanine need not be considered as a storey in calculating the building height, provided the aggregate area of mezzanines that are not superimposed does not exceed 40% of the open area of the room in which they are located (see Note A-3.2.1.1.(3)(a)), and (see Note A-3.2.1.1.(3)(a)), except as permitted in Sentences 3.2.1.1.(7)and 3.3.2.13.(3), the space above the mezzanine is used as an open area without partitions or subdividing walls higher than 1 070 mm above the mezzanine floor.",0.9659090909090909,True
9.8.5.3.(2),The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.9655172413793104,True
9.8.6.4.(2),The clear height over landings serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,The clear height over ramps serving a single dwelling unit or a house with a secondary suite including their common spaces shall be not less than 1 950 mm.,0.9655172413793104,True
3.9.2.3.(1),"Where Sentence 3.9.2.1. is applied to a group of buildings, Article 3.2.5.4. and Sentence 3.2.5.5. shall apply to that group of buildings as if they were a single building.","Where Clause 3.9.2.1.(1) is applied to a group of buildings, Article 3.2.5.4. and Sentence 3.2.5.5. shall apply to that group of buildings as if they were a single building.",0.9655172413793104,True
9.7.4.1.(1),"This Subsection applies to windows, doors and skylights covered in the scope of CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard).","This Subsection applies to windows, doors and skylights covered in the scope of CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights (Harmonized Standard).",0.9655172413793104,True
2.8.1.1.(1),"Fire emergency procedures conforming to this Section shall be provided for every building containing an assembly, care, treatment or detention occupancy, every building required by the NBC to have a fire alarm system, demolition and construction sites regulated under part 5., storage areas required to have a fire safety plan in conformance with Articles 3.2.2.5. and 3.3.2.9., areas where flammable liquids or combustible liquids are stored or handled, in conformance with Article 4.1.5.5., and areas where hazardous processes or operations occur, in conformance with Article 5.1.5.1.","Fire emergency procedures conforming to this Section shall be provided for every building containing an assembly, care, treatment or detention occupancy, every building required by the NBC to have a fire alarm system, demolition and construction sites regulated under Section 5.6., storage areas required to have a fire safety plan in conformance with Articles 3.2.2.5.and 3.3.2.9., areas where flammable liquids or combustible liquids are stored or handled, in conformance with Article 4.1.5.5., and areas where hazardous processes or operations occur, in conformance with Article 5.1.5.1.",0.9651162790697675,True
9.8.8.1.(5),"Windows need not be protected in accordance with Sentence 9.8.8.1.(4), where the window serves a dwelling unit that is not located above another suite, the window serves a house with a secondary suite, the only opening greater than 100 mm by 380 mm is a horizontal opening at the top of the window, the window sill is located more than 450 mm above the finished floor on one side of the window, or the window is located in a room or space with the finished floor described in Sentence 9.8.8.1. located less than 1 800 mm above the floor or ground on the other side of the window.","Windows need not be protected in accordance with Sentence 9.8.8.1.(4), where the window serves a dwelling unit that is not located above another suite, the window serves a house with a secondary suite, the only opening greater than 100 mm by 380 mm is a horizontal opening at the top of the window, the window sill is located more than 450 mm above the finished floor on one side of the window, or the window is located in a room or space with the finished floor described in Clause 9.8.8.1.(5) located less than 1 800 mm above the floor or ground on the other side of the window. (See Note A-9.8.8.1.(4).)",0.963963963963964,True
3.3.1.7.(1),"Every floor area above or below the first storey that is not sprinklered throughout and that has a barrier-free path of travel shall be served by an elevator conforming to Sentences 3.2.6.5. to 3.2.6.5.(6), protected against fire in conformance with Clauses 3.2.6.5. or 3.2.6.5.(3), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with part 1., be divided into at least 2 zones by fire separations conforming to Sentences 3.3.1.7. , 3.3.1.7. and 3.1.8.5. so that (see Note A-3.3.1.7.(1)(b)) persons with physical disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5. for the occupancy classification of the zone, in the case of residential occupancies, be provided with balconies conforming to Sentence 3.3.1.7.(4), except on the storey containing the barrier-free entrance required by Article 3.8.2.2., have an exterior exit at ground level, or have a ramp leading to ground level.","Every floor area above or below the first storey that is not sprinklered throughout and that has a barrier-free path of travel shall be served by an elevator conforming to Sentences 3.2.6.5.(4)to 3.2.6.5.(6), protected against fire in conformance with Clauses 3.2.6.5.(3)(b)or 3.2.6.5.(3)(c), and in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will not contain more than 1% by volume of contaminated air from a fire floor during a period of 2 h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with Subsection 1.1.3., be divided into at least 2 zones by fire separations conforming to Sentences 3.3.1.7.(2), 3.3.1.7.(3)and 3.1.8.5. so that (see Note A-3.3.1.7.(1)(b)) persons with physical disabilities can be accommodated in each zone, and the travel distance from any point in one zone to a doorway leading to another zone shall be not more than the value for travel distance permitted by Sentence 3.4.2.5. for the occupancy classification of the zone, in the case of residential occupancies, be provided with balconies conforming to Sentence 3.3.1.7.(4), except on the storey containing the barrier-free entrance required by Article 3.8.2.2., have an exterior exit at ground level, or have a ramp leading to ground level. (See Note A-3.3.1.7.(1).)",0.9638009049773756,True
3.2.4.20.(14),"The sound patterns of smoke alarms shall meet the temporal patterns of alarm signals (see Note A-3.2.4.18.(2)), or be a combination temporal pattern and voice relay.","The sound patterns of smoke alarms shall meet the temporal patterns of alarm signals (see Note A-3.2.4.18.(2)), or be a combination of temporal pattern and voice relay.",0.9629629629629629,True
3.8.3.6.(10),"Except for a door at the entrance to a dwelling unit, a closer for an interior door in a barrier-free path of travel shall have a closing period of not less than 3 s measured from when the door is in an open position of 70° to the doorway, to when the door reaches a point 75 mm from the closed position, measured from the leading edge of the latch side of the door. (See Note A-3.8.3.6.(10).)","Except for a door at the entrance to a dwelling unit, a closer for an interior door in a barrier-free path of travel shall have a closing period of not less than 3 s measured from when the door is in an open position of 70° to the doorway, to when the door reaches a point 75 mm from the closed position, measured from the leading edge of the latch side of the door. (See Note A-3.8.3.6.(10).) (See Note A-3.8.3.6.(10).)",0.9625,True
9.13.4.3.(3),"The rough-in referred to in Sentence 9.13.4.3. shall include clean granular material installed below the floor-on-ground in accordance with Sentence 9.16.2.1.(1), and a pipe not less than 100 mm in diameter installed through the floor, such that its bottom end opens into the granular layer required Sentence 9.13.4.3. at or near the centre of the floor and not less than 100 mm of granular material projects beyond the terminus of the pipe measured along its axis (see Note A-9.13.4.3.(2)(b)), its top end permits connection to depressurization equipment and is provided with an airtight cap, and the pipe is clearly labeled near the cap and, if applicable, every 1.8 m and at every change in direction to indicate that it is intended only for the removal of radon from below the floor-on-ground.","The rough-in referred to in Clause 9.13.4.3.(1) shall include clean granular material installed below the floor-on-ground in accordance with Sentence 9.16.2.1.(1), and a pipe not less than 100 mm in diameter installed through the floor, such that its bottom end opens into the granular layer required Clause 9.13.4.3.(3) at or near the centre of the floor and not less than 100 mm of granular material projects beyond the terminus of the pipe measured along its axis (see Note A-9.13.4.3.(2) and (b)(i)), its top end permits connection to depressurization equipment and is provided with an airtight cap, and the pipe is clearly labeled near the cap and, if applicable, every 1.8 m and at every change in direction to indicate that it is intended only for the removal of radon from below the floor-on-ground.",0.9624060150375939,True
4.1.6.7.(1),"Except as provided in Sentences 4.1.6.7. and 4.1.6.7.(3), the accumulation factor, Ca, for areas adjacent to roof-mounted vertical projections shall be calculated in accordance with Sentence 4.1.6.5. using the following values for the peak accumulation factor, Ca0, and the drift length, xd: Ca0 shall be taken as the lesser of 0.67ghCbSsandgl07.5CbSs+1,and xd shall be taken as the lesser of 3.35h and (2/3)l0, whereh= height of the projection, and l0 = longest horizontal dimension of the projection. (See Note A-4.1.6.7.(1).)","Except as provided in Sentences 4.1.6.7.(2)and 4.1.6.7.(3), the accumulation factor, Ca, for areas adjacent to roof-mounted vertical projections shall be calculated in accordance with Sentence 4.1.6.5. using the following values for the peak accumulation factor, Ca0, and the drift length, xd: Ca0 shall be taken as the lesser of 0.67ghCbSsandgl07.5CbSs+1,and xd shall be taken as the lesser of 3.35h and (2/3)l0, whereh= height of the projection, and l0= longest horizontal dimension of the projection. (See Note A-4.1.6.7.(1).)",0.9620253164556962,True
3.2.2.80.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7. and Articles 3.2.2.81. to 3.2.2.90., a building classified as Group F, Division 3 shall conform to Sentence 3.2.2.80.(2).","Except as permitted by Sentences 3.2.2.7.(3)and 3.2.2.7. and Articles 3.2.2.81.to 3.2.2.90., a building classified as Group F, Division 3 shall conform to Sentence 3.2.2.80.(2).",0.9615384615384616,True
9.32.3.9.(3),"Where a room contains a solid-fuel-burning appliance, a CO alarm conforming to CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices shall be mechanically fixed at the manufacturer s recommended height where these instructions specifically mention solid-fuel-burning appliances, or in the absence of specific instructions related to solid-fuel-burning appliances, on or near the ceiling.","Where a room contains a solid-fuel-burning appliance, a CO alarm conforming to CSA CAN/CSA-6.19-01 Residential Carbon Monoxide Alarming Devices shall be mechanically fixed at the manufacturer’s recommended height where these instructions specifically mention solid-fuel-burning appliances, or in the absence of specific instructions related to solid-fuel-burning appliances, on or near the ceiling.",0.9615384615384616,True
3.2.2.23.(1),"Except as permitted by Sentences 3.2.2.7. and 3.2.2.7. and Articles 3.2.2.24. to 3.2.2.28., a building classified as Group A, Division 2 shall conform to Sentence 3.2.2.23.(2).","Except as permitted by Sentences 3.2.2.7.(3)and 3.2.2.7. and Articles 3.2.2.24.to 3.2.2.28., a building classified as Group A, Division 2 shall conform to Sentence 3.2.2.23.(2).",0.9615384615384616,True
9.7.4.3.(2),"Windows, doors and skylights shall conform to the performance grades selected in Sentence 9.7.4.3. when tested in accordance with the Harmonized Standard referenced in Sentence 9.7.4.2.(1).","Windows, doors and skylights shall conform to the performance grades selected in Sentence 9.7.4.3. when tested in accordance with the Harmonized Standard referenced in Clause 9.7.4.2.(1)(a).",0.9615384615384616,True
5.9.2.2.(3),"Windows, doors and skylights shall conform to the performance grades selected in Sentence 5.9.2.2. when tested in accordance with the Harmonized Standard referenced in Sentence 5.9.2.2.(1).","Windows, doors and skylights shall conform to the performance grades selected in Sentence 5.9.2.2. when tested in accordance with the Harmonized Standard referenced in Clause 5.9.2.2.(1)(a).",0.9615384615384616,True
3.8.3.6.(11),"Unless equipped with a power door operator complying with Sentence 3.8.3.6.(6), a swinging door in a barrier-free path of travel shall have a clear space on the latch side extending the height of the doorway and not less than 600 mm beyond the edge of the door opening if the door swings toward the approach side, and 300 mm beyond the edge of the door opening if the door swings away from the approach side.","Unless equipped with a power door operator complying with Sentence 3.8.3.6.(6), a swinging door in a barrier-free path of travel shall have a clear space on the latch side extending the height of the doorway and not less than 600 mm beyond the edge of the door opening if the door swings toward the approach side, and 300 mm beyond the edge of the door opening if the door swings away from the approach side. (See Note A-3.8.3.6.(11).)",0.9615384615384616,True
5.9.3.4.(2),"Except as provided in Sentence 5.9.3.4.(3), other fenestration assemblies and their components shall have an air leakage characteristic, measured at an air pressure difference of 75 Pa, when tested in accordance with ASTM E 283-04 Determining Rate of Air Leakage Through Exterior Windows, Curtain Walls, and Doors Under Specified Pressure Differences Across the Specimen that is not greater than 0.2 L/(s·m2) for fixed portions, including any opaque portions, and 1.5 L/(s·m2) for operable portions.","Except as provided in Sentence 5.9.3.4.(3), other fenestration assemblies and their components shall have an air leakage characteristic, measured at an air pressure difference of 75 Pa, when tested in accordance with ASTM E 283-04 Determining Rate of Air Leakage Through Exterior Windows, Curtain Walls, and Doors Under Specified Pressure Differences Across the Specimen that is not greater than 0.2 L/(s·m2) for fixed portions, including any opaque portions, and 1.5 L/(s·m2) for operable portions. (See Note A-5.9.3.4.(2).)",0.961038961038961,True
3.8.2.2.(1),"In addition to the barrier-free entrances required by Sentence 3.8.2.2.(2), not less than 50% of the pedestrian entrances of a building referred to in Sentence 3.8.2.1. shall be barrier-free and shall lead from the outdoors at sidewalk level, or a ramp that complies with part 3. and leads from a sidewalk.","In addition to the barrier-free entrances required by Sentence 3.8.2.2.(2), not less than 50% of the pedestrian entrances of a building referred to in Sentence 3.8.2.1. shall be barrier-free and shall lead from the outdoors at sidewalk level, or a ramp that complies with Subsection 3.8.3. and leads from a sidewalk.",0.9607843137254902,True
9.32.3.4.(11),The airflow measurements required by Sentences 9.32.3.4. and 9.32.3.4. shall be done using a method accurate to within ±15% of the flow rate being measured.,The airflow measurements required by Sentences 9.32.3.4.(3)and 9.32.3.4. shall be done using a method accurate to within ±15% of the flow rate being measured.,0.96,True
1.3.1.1.(1),"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2017.","Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2014.",0.96,True
3.2.5.12.(7),"Notwithstanding the requirements of the standards referenced in Sentences 3.2.5.12. and 3.2.5.12. regarding the installation of automatic sprinkler systems, in buildings conforming to Article 3.2.2.50. or 3.2.2.58., sprinklers shall be provided for balconies and decks exceeding 610 mm in depth measured perpendicular to the exterior wall. (See Note A-3.2.5.12.(7).)","Notwithstanding the requirements of the standards referenced in Sentences 3.2.5.12.(1)and 3.2.5.12. regarding the installation of automatic sprinkler systems, in buildings conforming to Article 3.2.2.50.or 3.2.2.58., sprinklers shall be provided for balconies and decks exceeding 610 mm in depth measured perpendicular to the exterior wall. (See Note A-3.2.5.12.(7).)",0.9591836734693877,True
