National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
"Except as permitted by Sentences 3.2.2.7.(3)and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82.(2) provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","Except as permitted by Sentences 3.2.2.7.(3) and 3.2.2.7.(4), a building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.82.(2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it has a building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.",,,0.0
,,"A building classified as Group F, Division 3 is permitted to conform to Sentence (2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it hasa building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.","A building classified as Group F, Division 3 is permitted to conform to Sentence (2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 6 storeys in building height, and it hasa building area that is not limited if the building is not more than 1 storey in building height, not more than 21 600 m2 if 2 storeys in building height, not more than 14 400 m2 if 3 storeys in building height, not more than 10 800 m2 if 4 storeys in building height, not more than 8 640 m2 if 5 storeys in building height, or not more than 7 200 m2 if 6 storeys in building height.",0.0
Visual signal devices required by Sentence 3.2.4.19.(1) shall be installed so that the signal from at least one device is visible throughout the floor area or portion thereof in which they are installed. (See Note A-3.2.4.19.(2).),Visual signal devices required by Sentence 3.2.4.19.(1) shall be installed so that the signal from at least one device is visible throughout the floor area or portion thereof in which they are installed. (See Note A-3.2.4.19.(2).),,,0.0
,,Visible signal devices required by Sentence (1) shall be installed so that the signal from at least one device is visible throughout the floor area or portion thereof in which they are installed. (See Note A-3.2.4.19.(2).),Visible signal devices required by Sentence (1) shall be installed so that the signal from at least one device is visible throughout the floor area or portion thereof in which they are installed. (See Note A-3.2.4.19.(2).),0.0
"Except as permitted in Sentence 3.2.4.20.(13), a manually operated silencing device shall be incorporated within the circuitry of a smoke alarm installed in a dwelling unit so that it will silence the signal emitted by the smoke alarm for a period of not more than 10 min, after which the smoke alarm will reset and again sound the alarm if the level of smoke in the vicinity is sufficient to reactuate the smoke alarm.","Except as permitted in Sentence 3.2.4.20.(13), a manually operated silencing device shall be incorporated within the circuitry of a smoke alarm installed in a dwelling unit so that it will silence the signal emitted by the smoke alarm for a period of not more than 10 min, after which the smoke alarm will reset and again sound the alarm if the level of smoke in the vicinity is sufficient to reactuate the smoke alarm.",,,0.0
,,"Suites of residential occupancy equipped with smoke detectors installed to CAN/ULC-S524, ""Installation of Fire Alarm Systems,"" as part of the fire alarm system in lieu of smoke alarms as permitted by Sentence (8), need not incorporate the manually operated device required in Sentence (12). (See Note A-3.2.4.20.(8).)","Suites of residential occupancy equipped with smoke detectors installed to CAN/ULC-S524, ""Installation of Fire Alarm Systems,"" as part of the fire alarm system in lieu of smoke alarms as permitted by Sentence (8), need not incorporate the manually operated device required in Sentence (12). (See Note A-3.2.4.20.(8).)",0.0
"Except as required by Sentence 3.2.4.20.(5) and permitted by Sentence 3.2.4.20.(8), smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.","Except as required by Sentence 3.2.4.20.(5) and permitted by Sentence 3.2.4.20.(8), smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.",,,0.0
,,"Except as required by Sentence (5) and permitted by Sentence (8), smoke alarms conforming to CAN/ULC-S531, ""Standard for Smoke Alarms,"" shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.","Except as required by Sentence (5) and permitted by Sentence (8), smoke alarms conforming to CAN/ULC-S531, ""Standard for Smoke Alarms,"" shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit or suite of care occupancy.",0.0
Visual signal devices required by Sentence 3.2.4.19.(1) shall continue to emit a visible signal while voice instructions are being transmitted.,Visual signal devices required by Sentence 3.2.4.19.(1) shall continue to emit a visible signal while voice instructions are being transmitted.,,,0.0
,,Visible signal devices required by Sentence 3.2.4.19.(1) and visible warning systems required by Sentence 3.2.4.19.(3) shall continue to emit a visible signal while voice instructions are being transmitted.,Visible signal devices required by Sentence 3.2.4.19.(1) and visible warning systems required by Sentence 3.2.4.19.(3) shall continue to emit a visible signal while voice instructions are being transmitted.,0.0
"Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.","Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.",,,0.0
,,"Except for Group B, Division 1 and Group F, Division 1 major occupancies, where a fire alarm system is required under Subsection 3.2.4., a voice communication system shall be installed in buildings where a 2-stage fire alarm system is installed and whose occupant load exceeds 1 000.","Except for Group B, Division 1 and Group F, Division 1 major occupancies, where a fire alarm system is required under Subsection 3.2.4., a voice communication system shall be installed in buildings where a 2-stage fire alarm system is installed and whose occupant load exceeds 1 000.",0.0
A rooftop enclosure which is more than 200 m2 in area shall be provided with at least 2 means of egress.,A rooftop enclosure which is more than 200 m2 in area shall be provided with at least 2 means of egress.,,,0.0
,,A roof-top enclosure which is more than 200 m2 in area shall be provided with at least 2 means of egress.,A roof-top enclosure which is more than 200 m2 in area shall be provided with at least 2 means of egress.,0.0
"A balcony required by Clause 3.3.1.7.(1)(c) shall have direct barrier-free access from the suite or floor area be not less than 1.5 m deep from the outside face of the exterior wall to the inside edge of the balcony, and provide not less than 1.5 m2 of balcony space for each non-ambulatory occupant and 0.5 m2 for each ambulatory occupant.","A balcony required by Sentence 3.3.1.7.(1) shall have direct barrier-free access from the suite or floor area be not less than 1.5 m deep from the outside face of the exterior wall to the inside edge of the balcony, and provide not less than 1.5 m2 of balcony space for each non-ambulatory occupant and 0.5 m2 for each ambulatory occupant.",,,0.0
,,"A balcony required by Clause (1)(c) shall have direct access from the suite or floor area be not less than 1.5 m deep from the outside face of the exterior wall to the inside edge of the balcony, and provide not less than 2 m2 of balcony space for each accessible sleeping room or bed space.","A balcony required by Clause (1)(c) shall have direct access from the suite or floor area be not less than 1.5 m deep from the outside face of the exterior wall to the inside edge of the balcony, and provide not less than 2 m2 of balcony space for each accessible sleeping room or bed space.",0.0
"Where storage rooms are required by Part 4 of Division B of the NFC for the storage of flammable liquids or combustible liquids in assembly occupancies, such rooms shall not be located above or below the first storey.","Where storage rooms are required by Part 4 of Division B of the NFC for the storage of flammable liquids or combustible liquids in assembly occupancies, such rooms shall not be located above or below the first storey.",,,0.0
,,"Where storage rooms are required by Part 4 of Division B of the British Columbia Fire Code for the storage of flammable liquids or combustible liquids in assembly occupancies, such rooms shall not be located above or below the first storey.","Where storage rooms are required by Part 4 of Division B of the British Columbia Fire Code for the storage of flammable liquids or combustible liquids in assembly occupancies, such rooms shall not be located above or below the first storey.",0.0
This Subsection applies to industrial occupancies.,This Subsection applies to industrial occupancies.,,,0.0
,,This Subsection applies to industrial occupancies.,This Subsection applies to industrial occupancies.,0.0
Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the NFC.,Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the NFC.,,,0.0
,,Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the British Columbia Fire Code.,Fire separations for rooms where flammable liquids and combustible liquids are stored are required to be constructed with a fire-resistance rating in conformance with Subsection 4.2.9. of Division B of the British Columbia Fire Code.,0.0
"Every exit sign shall be visible on approach to the exit, consist of a green and white or lightly tinted graphical symbol meeting the colour specifications referred to in ISO 3864-1:2011 Graphical symbols – Safety colours and safety signs – Part 1: Design principles for safety signs and safety markings and conform to ISO 7010:2011 Graphical symbols – Safety colours and safety signs – Registered safety signs for the following symbols (see Note A-3.4.5.1.(2)(c)): E001 emergency exit left, E002 emergency exit right, E005 90-degree directional arrow, and E006 45-degree directional arrow.","Every exit sign shall be visible on approach to the exit, consist of a green and white or lightly tinted graphical symbol meeting the colour specifications referred to in ISO 3864-1:2011 Graphical symbols Safety colours and safety signs Part 1: Design principles for safety signs and safety markings and conform to ISO 7010:2011 Graphical symbols Safety colours and safety signs Registered safety signs for the following symbols (see Note A-3.4.5.1.(2)(c)): E001 emergency exit left, E002 emergency exit right, E005 90-degree directional arrow, and E006 45-degree directional arrow.",,,0.0
,,"Every exit sign shall be visible on approach to the exit, consist of a green and white or lightly tinted graphical symbol meeting the colour specifications referred to in ISO 3864-1, ""Graphical symbols – Safety colours and safety signs – Part 1: Design principles for safety signs and safety markings,"" and conform to ISO 7010, ""Graphical symbols – Safety colours and safety signs – Registered safety signs,"" for the following symbols (see Note A-3.4.5.1.(2)(c)): E001 emergency exit (left hand), E002 emergency exit (right hand), E005 Direction, arrow (90° increments), safe condition, and E006 Direction, 45° arrow (90° increments), safe condition.","Every exit sign shall be visible on approach to the exit, consist of a green and white or lightly tinted graphical symbol meeting the colour specifications referred to in ISO 3864-1, ""Graphical symbols Safety colours and safety signs Part 1: Design principles for safety signs and safety markings,"" and conform to ISO 7010, ""Graphical symbols Safety colours and safety signs Registered safety signs,"" for the following symbols (see Note A-3.4.5.1.(2)(c)): E001 emergency exit (left hand), E002 emergency exit (right hand), E005 Direction, arrow (90° increments), safe condition, and E006 Direction, 45° arrow (90° increments), safe condition.",0.0
"The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.","The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.",,,0.0
,,"The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern, readily visible from both directions of travel, to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.","The surfaces of ramps, and landings and treads shall have a finish that is slip resistant, and if accessible to the public, shall have either a colour contrast or a distinctive pattern, readily visible from both directions of travel, to demarcate the leading edge of the tread and the leading edge of the landing, as well as the beginning and end of a ramp.",0.0
"Every exit shall have a wall or a well-secured guard on each side, where there is a difference in elevation of more than 600 mm between the walking surface and the adjacent surface, or the adjacent surface within 1.2 m of the walking surface has a slope of more than 1 in 2. (See Note A-9.8.8.1.)","Every exit shall have a wall or a well-secured guard on each side, where there is a difference in elevation of more than 600 mm between the walking surface and the adjacent surface, or the adjacent surface within 1.2 m of the walking surface has a slope of more than 1 in 2.",,,0.0
,,"Every exit shall have a wall or a well-secured guard on each side, where there is a difference in elevation of more than 600 mm between the walking surface and the adjacent surface, or the adjacent surface within 1.2 m of the walking surface has a slope of more than 1 in 2. (See Note A-9.8.8.1.)","Every exit shall have a wall or a well-secured guard on each side, where there is a difference in elevation of more than 600 mm between the walking surface and the adjacent surface, or the adjacent surface within 1.2 m of the walking surface has a slope of more than 1 in 2. (See Note A-9.8.8.1.)",0.0
"Except as permitted by Sentence 3.4.6.8.(10), the top of the nosing of stair treads shall have a rounded or beveled edge extending not less than 6 mm and not more than 13 mm measured horizontally from the front of the nosing.","Except as permitted by Sentence 3.4.6.8.(10), the top of the nosing of stair treads shall have a rounded or beveled edge extending not less than 6 mm and not more than 13 mm measured horizontally from the front of the nosing.",,,0.0
,,"The top of the nosing of stair treads shall except as permitted in Sentence (10), have either a radius or a bevel between 6 mm and 10 mm in horizontal dimension, have no abrupt angles on the underside, and not project more than 38 mm.","The top of the nosing of stair treads shall except as permitted in Sentence (10), have either a radius or a bevel between 6 mm and 10 mm in horizontal dimension, have no abrupt angles on the underside, and not project more than 38 mm.",0.0
This Section is concerned with the barrier-free design of buildings.,This Section is concerned with the barrier-free design of buildings.,,,0.0
,,This Section is concerned with the design and construction of buildings and occupancies to make them accessible.,This Section is concerned with the design and construction of buildings and occupancies to make them accessible.,0.0
"Except as permitted by Sentence 3.8.2.3.(2), a barrier-free path of travel from the entrances required by Sentences 3.8.2.2.(1)and 3.8.2.2.(2) to be barrier-free shall be provided throughout the entrance storey and within all other normally occupied floor areas served by a passenger elevator, escalator, inclined moving walk, or other platform-equipped passenger-elevating device. (See Article 3.3.1.7. for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.) (See Article 3.3.1.7. for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.)","Except as permitted by Sentence 3.8.2.3.(2), a barrier-free path of travel from the entrances required by Sentences 3.8.2.2.(1) and 3.8.2.2.(2) to be barrier-free shall be provided throughout the entrance storey and within all other normally occupied floor areas served by a passenger elevator, escalator, inclined moving walk, or other platform-equipped passenger-elevating device. (See Article 3.3.1.7. for additional requirements regarding floor areas above or below the first storey to which a barrier-free path of travel is required.)",,,0.0
,,"Except as permitted by Sentence (2), access from the accessible entrances required by Sentences 3.8.2.2.(1) and (2) shall be provided throughout the entrance storey or storeys and within all other normally occupied floor areas as required by Sentence 3.8.2.1.(1).","Except as permitted by Sentence (2), access from the accessible entrances required by Sentences 3.8.2.2.(1) and (2) shall be provided throughout the entrance storey or storeys and within all other normally occupied floor areas as required by Sentence 3.8.2.1.(1).",0.0
"In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior barrier-free path of travel shall also be provided to that floor level. (See Note A-3.8.2.4.(1).)","In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior barrier-free path of travel shall also be provided to that floor level. (See Note A-3.8.2.4.(1).)",,,0.0
,,"In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior accessible path of travel shall also be provided to those floor levels. (See Note A-3.8.2.4.(1).)","In a building in which an escalator or inclined moving walk provides access to any floor level above or below the entrance floor level, an interior accessible path of travel shall also be provided to those floor levels. (See Note A-3.8.2.4.(1).)",0.0
Exterior passenger-loading zones shall comply with Subsection 3.8.3.,Exterior passenger-loading zones shall comply with part 3.,,,0.0
,,Passenger-loading zones shall comply with Subsection 3.8.3. and be provided with an accessible path of travel to an accessible entrance referred to in Article 3.8.2.2.,Passenger-loading zones shall comply with Subsection 3.8.3. and be provided with an accessible path of travel to an accessible entrance referred to in Article 3.8.2.2.,0.0
"Except as provided in Sentence 3.5.2.1.(3), controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to a barrier-free path of travel shall comply with Subsection 3.8.3. (See Note A-3.8.2.6.(1).)","Except as provided in Sentence 3.5.2.1.(3), controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to a barrier-free path of travel shall comply with part 3. (See Note A-3.8.2.6.(1).)",,,0.0
,,"Except as provided in Sentence 3.5.2.1.(3), controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door and window hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to an accessible floor area shall comply with Subsection 3.8.3. (See Note A-3.8.2.6.(1).)","Except as provided in Sentence 3.5.2.1.(3), controls for the operation of building services or safety devices, including electrical switches, thermostats, faucets, door and window hardware and intercom switches, that are intended to be operated by the occupant and are located in or adjacent to an accessible floor area shall comply with Subsection 3.8.3. (See Note A-3.8.2.6.(1).)",0.0
Only the active leaf in a multiple leaf door in a barrier-free path of travel need conform to the requirements of this Article.,Only the active leaf in a multiple leaf door in a barrier-free path of travel need conform to the requirements of this Article.,,,0.0
,,Only the active leaf in a multiple leaf door in an accessible path of travel need conform to the requirements of this Article.,Only the active leaf in a multiple leaf door in an accessible path of travel need conform to the requirements of this Article.,0.0
"Except as permitted by Sentence 3.8.2.8.(2), a washroom in a storey to which a barrier-free path of travel is required in accordance with Article 3.8.2.3., shall be barrier-free in accordance with Subsection 3.8.3. (See Note A-3.8.2.8.(1) to (4).)","Except as permitted by Sentence 3.8.2.8.(2), a washroom in a storey to which a barrier-free path of travel is required in accordance with Article 3.8.2.3., shall be barrier-free in accordance with Subsection 3.8.3. (See Note A-3.8.2.8.(1).)",,,0.0
,,"Except as permitted by Sentences (2) and (12), and as required by Sentence (3), a washroom in a storey to which access is required in accordance with Article 3.8.2.3., shall be accessible to the extent required by this Article and in accordance with Subsection 3.8.3. (See Note A-3.8.2.8.(1) to (3).)","Except as permitted by Sentences (2) and (12), and as required by Sentence (3), a washroom in a storey to which access is required in accordance with Article 3.8.2.3., shall be accessible to the extent required by this Article and in accordance with Subsection 3.8.3. (See Note A-3.8.2.8.(1) to (3).)",0.0
At least one water-closet stall or enclosure in a washroom required to be barrier-free shall comply with Subsection 3.8.3.,At least one water-closet stall or enclosure in a washroom required to be barrier-free shall comply with Subsection 3.8.3.,,,0.0
,,At least one water-closet stall or enclosure in a washroom required by Sentence (1)to be accessible shall comply with Subsection 3.8.3.,At least one water-closet stall or enclosure in a washroom required by Sentence (1)to be accessible shall comply with Subsection 3.8.3.,0.0
"Where urinals are provided in a barrier-free washroom, at least one urinal shall comply with Subsection 3.8.3.","Where urinals are provided in a barrier-free washroom, at least one urinal shall comply with Subsection 3.8.3.",,,0.0
,,"Where urinals are provided in an accessible washroom, at least one urinal shall comply with Subsection 3.8.3.","Where urinals are provided in an accessible washroom, at least one urinal shall comply with Subsection 3.8.3.",0.0
"Drinking fountains required by Sentence 3.8.2.8.(9) shall be located along a barrier-free path of travel, have a minimum clear floor space of 800 mm by 1 350 mm in front of it, where it has frontal access, provide a knee clearance in accordance with Clause 3.8.3.15.(1)(d), have a spout that is located near the front of the unit, at a height between 750 mm and 915 mm above the floor, and directs water flow in a trajectory that is nearly parallel to the front of the unit, at a height not less than 100 mm, and be equipped with controls that activate automatically, or are located either on the front or on both sides of it and comply with Clause 3.8.3.8.(1)(b).","Drinking fountains required by Sentence 3.8.2.8.(9) shall be located along a barrier-free path of travel, have a minimum clear floor space of 800 mm by 1 350 mm in front of it, where it has frontal access, provide a knee clearance in accordance with Clause 3.8.3.15.(1)(d), have a spout that is located near the front of the unit, at a height between 750 mm and 915 mm above the floor, and directs water flow in a trajectory that is nearly parallel to the front of the unit, at a height not less than 100 mm, and be equipped with controls that activate automatically, or are located either on the front or on both sides of it and comply with Clause 3.8.3.8.(1)(b).",,,0.0
,,"Drinking fountains required by Sentence 3.8.2.8.(9) shall be located along an accessible path of travel, have a minimum clear floor space of 800 mm by 1350 mm in front of it, where it has frontal access, provide a knee clearance in accordance with Clause 3.8.3.15.(1)(d), have a spout that is located near the front of the unit, at a height between 750 mm and 915 mm above the floor, and directs water flow in a trajectory that is nearly parallel to the front of the unit, at a height not less than 100 mm, and be equipped with controls that activate automatically, or are located either on the front or on both sides of it and comply with Clause 3.8.3.8.(1)(c).","Drinking fountains required by Sentence 3.8.2.8.(9) shall be located along an accessible path of travel, have a minimum clear floor space of 800 mm by 1350 mm in front of it, where it has frontal access, provide a knee clearance in accordance with Clause 3.8.3.15.(1)(d), have a spout that is located near the front of the unit, at a height between 750 mm and 915 mm above the floor, and directs water flow in a trajectory that is nearly parallel to the front of the unit, at a height not less than 100 mm, and be equipped with controls that activate automatically, or are located either on the front or on both sides of it and comply with Clause 3.8.3.8.(1)(c).",0.0
"A barrier-free path of travel is permitted to include ramps, passenger elevators or other platform-equipped passenger-elevating devices to overcome a difference in level.","A barrier-free path of travel is permitted to include ramps, passenger elevators or other platform-equipped passenger-elevating devices to overcome a difference in level.",,,0.0
,,"An accessible path of travel is permitted to include ramps, passenger elevators or other platform-equipped passenger-elevating devices to overcome a difference in level. (See Note A-3.8.3.2.(3).)","An accessible path of travel is permitted to include ramps, passenger elevators or other platform-equipped passenger-elevating devices to overcome a difference in level. (See Note A-3.8.3.2.(3).)",0.0
The width of a barrier-free path of travel that is more than 30 m long shall be increased to not less than 1 500 mm for a length of 1 500 mm at intervals not exceeding 30 m.,The width of a barrier-free path of travel that is more than 30 m long shall be increased to not less than 1 500 mm for a length of 1 500 mm at intervals not exceeding 30 m.,,,0.0
