Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T(Sentence(Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Exception,Comments,Text Difference Tracked,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NBC,Div B,4.3.1.1.(1),Design Basis for Wood,Buildings and their structural members made of wood shall conform to CSA O86-14 Engineering Design in Wood,orme,"Les bâtiments et leurs éléments structuraux en bois doivent être confnormes à la
norme CSA O86, « Règles de calcul des charpentes en bois ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Basis for Wood,Buildings and their structural members made of wood shall conform to CSA O86-09 Engineering Design in Wood,orme,"Les bâtiments et leurs éléments structuraux en bois doivent être confnormes à la
norme CSA O86, « Règles de calcul des charpentes en bois ».",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.3.2.1.(1),Design Basis for Plain and Reinforced Masonry,Buildings and their structural members made of plain and reinforced masonry shall conform to CSA S304-14 Design of Masonry Structures,ormes,"Les bâtiments et leurs éléments structuraux en maçonnerie armée ou non
doivent être confnormes à la norme CSA S304, « Calcul des ouvrages en maçonnerie ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Basis for Plain and Reinforced Masonry,Buildings and their structural members made of plain and reinforced masonry shall conform to CSA S304.1-04 Design of Masonry Structures,ormes,"Les bâtiments et leurs éléments structuraux en maçonnerie armée ou non
doivent être confnormes à la norme CSA S304, « Calcul des ouvrages en maçonnerie ».",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.3.3.1.(1),"Design Basis for Plain, Reinforced and Pre-stressed Concrete","Buildings and their structural members made of plain, reinforced and pre-stressed concrete shall conform to CSA A23.3-14 Design of Concrete Structures (See note A-4.3.3.1.(1).)",orme,"Les bâtiments et leurs éléments structuraux en béton armé, non armé et
précontraint doivent être confnormes à la norme CSA A23.3, « Calcul des ouvrages en
béton » (voir la note A-4.3.3.1. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,"Design Basis for Plain, Reinforced and Pre-stressed Concrete","Buildings and their structural members made of plain, reinforced and pre-stressed concrete shall conform to CSA CAN/CSA-A23.3-04 Design of Concrete Structures (See note A-4.3.3.1.(1).) ",orme,"Les bâtiments et leurs éléments structuraux en béton armé, non armé et
précontraint doivent être confnormes à la norme CSA A23.3, « Calcul des ouvrages en
béton » (voir la note A-4.3.3.1. 1)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.3.4.1.(1),Design Basis for Structural Steel,Buildings and their structural members made of structural steel shall conform to CSA S16-14 Design of Steel Structures (See note A-4.3.4.1.(1).) (See note A-4.3.4.1.(1).),orme,"Les bâtiments et leurs éléments structuraux en acier doivent être confnormes à la
norme CSA S16, « Règles de calcul des charpentes en acier » (voir la note A-4.3.4.1. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Basis for Structural Steel,Buildings and their structural members made of structural steel shall conform to CSA S16-09 Design of Steel Structures (See note A-4.3.4.1.(1).) (See note A-4.3.4.1.(1).),orme,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.3.4.2.(1),Design Basis for Cold-Formed Steel,Buildings and their structural members made of cold-formed steel shall conform to CSA S136-16 North American Specification for the Design of Cold-Formed Steel Structural Members (using the Appendix B provisions applicable to Canada) (See note A-4.3.4.2.(1).),Acier profilé à froid,"Les bâtiments et leurs éléments structuraux en acier profilé à froid doivent
être confnormes à la norme CSA S136, « Spécification ord-américaine pour le calcul
des éléments de charpente en acier formés à froid (utiliser l'annexe B qui s'applique
au Canada) » (voir la note A-4.3.4.2. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Basis for Cold-Formed Steel,Buildings and their structural members made of cold-formed steel shall conform to CSA CAN/CSA-S136-07 North American Specification for the Design of Cold-Formed Steel Structural Members (See note A-4.3.4.2.(1).) ,Acier profilé à froid,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.4.1.1.(1),Design Basis for Air-Supported Structures,"The structural design of air-supported structures shall conform to CSA S367-12 Air-, Cable-, and Frame-Supported Membrane Structures using the loads stipulated in Section 4.1., in accordance with limit states design in Subsection 4.1.3.",orme,"Le calcul des structures gonflables doit être confnorme à la norme CSA S367, « Air-,  Cable-, and Frame-Supported Membrane Structures », selon les charges décrites à la
section 4.1. et conformément aux calculs aux états limites de la sous-section 4.1.3.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Basis for Air-Supported Structures,"The structural design of air-supported structures shall conform to CSA S367-09 Air-, Cable-, and Frame-Supported Membrane Structures using the loads stipulated in Section 4.1., in accordance with limit states design in Subsection 4.1.3.",orme,"Le calcul des structures gonflables doit être confnorme à la norme CSA S367, « Air-,
Cable-, and Frame-Supported Membrane Structures », selon les charges décrites à la
section 4.1. et conformément aux calculs aux états limites de la sous-section 4.1.3.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,4.4.2.1.(1),Design Basis for Parking Structures and Repair Garages,Parking structures and repair garages shall be designed in conformance with CSA S413-14 Parking Structures (See note A-4.4.2.1.(1).),orme,"Les structures de stationnement et les garages de réparation doivent être calculésconformément à la norme CSA S413, « Parking Structures » (voir la note A-4.4.2.1. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,4.4.2.1.(1),Design Basis for Parking Structures,Parking structures shall be designed in conformance with CSA S413-07 Parking Structures,orme,"Les structures de stationnement et les garages de réparation doivent être calculésconformément à la norme CSA S413, « Parking Structures » (voir la note A-4.4.2.1. 1)).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.10.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.10.1.1. (See note A-1.1.2.1.(1).)",Attribution aux solutions acceptables,"Aux fins de l'établissement de la conformité au CNB en vertu de
l'alinéa 1.2.1.1. 1)b) de la division A, les objectifs et les énoncés fonctionnels attribués
aux solutions acceptables de la présente partie sont ceux énumérés au tableau 5.10.1.1.
(voir la note A-1.1.2.1. 1)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.11.1.1.(1),Attributions to Acceptable Solutions,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.10.1.1. (See note A-1.1.2.1.(1) in Appendix A.)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.2.2.3.(1),Design Procedures,Structural design shall be carried out in accordance with Subsection 4.1.3. and other applicable requirements in Part 4. (See note A-5.3.) (See note A-5.3.1.1.),Méthodes de calcul,"Les calculs doivent être effectués conformément à la sous-section 4.1.3. et aux
autres exigences applicables de la partie 4.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Design Procedures,Structural design shall be carried out in accordance with Subsection 4.1.3. and other applicable requirements in Part 4. (See note A-5.3..) (See note A-5.3.1.1..),,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.3.1.1.(2),Required Resistance to Heat Transfer,"The installation of materials to resist heat transfer in accordance with the remainder of this Subsection is not required where it can be shown that uncontrolled heat transfer will not adversely affect any of the health or safety of building users, the intended use of the building, or the operation of building services. (See note A-5.3.1.2.)",Résistance exigée au transfert de chaleur,"L'installation de matériaux qui s'opposent au transfert de chaleur,
conformément aux autres exigences de la présente sous-section, n'est pas exigée s'il
peut être démontré que le libre transfert de chaleur n'aura pas d'effets indésirables
sur l'un ou l'autre des éléments suivants :
a) la santé ou la sécurité des occupants;
b) l'utilisation prévue du bâtiment; ou
c) le fonctionnement des installations techniques.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.3.1.1.(2),Required Resistance to Heat Transfer,"The installation of materials to resist heat transfer in accordance with the remainder of this Subsection is not required where it can be shown that uncontrolled heat transfer will not adversely affect any of the health or safety of building users, the intended use of the building, or the operation of building services. (See note A-5.3.1.2..)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.5.1.1.(3),Required Resistance to Vapour Diffusion,"A vapour barrier is not required where it can be shown that uncontrolled vapour diffusion will not adversely affect any of the health or safety of building users, the intended use of the building, or the operation of building services. (See note A-5.3.1.2.)",Résistance exigée à la diffusion de vapeur d'eau,"Un pare-vapeur n'est pas exigé s'il peut être démontré que la diffusion de vapeur
d'eau n'aura pas d'effets indésirables sur l'un ou l'autre des éléments suivants :
a) la santé ou la sécurité des occupants;
b) l'utilisation prévue du bâtiment; ou
c) le fonctionnement des installations techniques.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Required Resistance to Vapour Diffusion,"A vapour barrier is not required where it can be shown that uncontrolled vapour diffusion will not adversely affect any of the health or safety of building users, the intended use of the building, or the operation of building services. (See note A-5.3.1.2. in Appendix A.)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.5.1.2.(2),Vapour Barrier Properties and Installation,Coatings applied to gypsum board to provide required resistance to vapour diffusion shall conform to the requirements of Sentence 5.5.1.2.(1) when tested in accordance with CGSB CAN/CGSB-1.501-M89 Method for Permeance of Coated Wallboard,Propriétés des pare-vapeur et mise en oeuvre,"La conformité au paragraphe 1) des enduits appliqués sur les plaques de plâtre
pour assurer la résistance exigée à la diffusion de vapeur d'eau doit être démontrée par
un essai confnorme à la norme CAN/CGSB-1.501-M, « Méthode de détermination de la
perméance des panneaux muraux revêtus ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Vapour Barrier Properties and Installation,Coatings applied to gypsum wallboard to provide required resistance to vapour diffusion shall conform to the requirements of Sentence 5.5.1.2.(1) when tested in accordance with CGSB CAN/CGSB-1.501-M89 Method for Permeance of Coated Wallboard,,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.5.1.2.(3),Vapour Barrier Properties and Installation,Coatings applied to materials other than gypsum board to provide required resistance to vapour diffusion shall conform to the requirements of Sentence 5.5.1.2.(1) when tested in accordance with ASTM E 96/E 96M-13 Water Vapor Transmission of Materials by the desiccant method (dry cup). (See note A-5.6.1.1.),Propriétés des pare-vapeur et mise en oeuvre,"La conformité au paragraphe 1) des enduits appliqués sur d'autres matériaux
que des plaques de plâtre pour assurer la résistance exigée à la diffusion de vapeur
d'eau doit être démontrée par un essai confnorme à la norme ASTM E 96/E 96M, « Water
Vapor Transmission of Materials », par la méthode du siccatif (vase sec).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Vapour Barrier Properties and Installation,Coatings applied to materials other than gypsum wallboard to provide required resistance to vapour diffusion shall conform to the requirements of Sentence 5.5.1.2.(1) when tested in accordance with ASTM E 96/E 96M-10 Water Vapor Transmission of Materials by the desiccant method (dry cup). (See note A-5.6.1.1..),,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.6.1.2.(2),Installation of Protective Materials,"Where protective materials applied to assemblies to provide the required protection from precipitation are part of a vegetated roofing system, they shall be resistant to root and rhizome penetration when tested in accordance with SPRI ANSI/GRHC/SPRI VR-1-2011 Investigating Resistance to Root Penetration on Vegetative Roofs (See note A-5.6.1.2.(2).) (See note A-5.6.2.1.)",Mise en oeuvre des matériaux de protection,"Les matériaux de protection appliqués sur des ensembles de construction pour assurer la protection exigée contre les précipitations dans le cadre d’un système de couverture végétalisée doivent résister à la pénétration des racines et des rhizomes lorsqu’ils sont soumis à l’essai conformément à la norme ANSI/GRHC/SPRI VR-1, « Investigating Resistance to Root Penetration on Vegetative Roofs », (voir la note A-5.6.1.2. 2)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.6.1.2.(2),Installation of Protective Materials,"Where protective materials are applied to assemblies to provide the required protection from precipitation, they shall be installed so as to shed precipitation or otherwise minimize its entry into the assembly and prevent its penetration through the assembly. (See note A-5.6.1.2.(3).) (See also Clause 5.3.1.2.(1)(d).) (See note A-5.6.2.1.)",Mise en oeuvre des matériaux de protection,"Les matériaux de protection appliqués sur des ensembles de construction pour assurer la protection exigée contre les précipitations dans le cadre d’un système de couverture végétalisée doivent résister à la pénétration des racines et des rhizomes lorsqu’ils sont soumis à l’essai conformément à la norme ANSI/GRHC/SPRI VR-1, « Investigating Resistance to Root Penetration on Vegetative Roofs », (voir la note A-5.6.1.2. 2)).",Common Sentence,Yes,,,,,,,,
2015,QC,NBC,Div B,5.6.2.2.(4),Accumulation and Disposal,"Junctions between vertical assemblies, and sloped or horizontal assemblies, shall be designed and constructed to minimize the flow of water from the sloped or horizontal assembly onto the vertical assembly. (See note A-5.7.)",Accumulation et évacuation,"Les jonctions entre les éléments verticaux et les ensembles inclinés ou horizontaux doivent être conçues et réalisées de manière à réduire au minimum
l'écoulement de l'eau sur les ensembles verticaux.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Accumulation and Disposal,"Junctions between vertical assemblies, and sloped or horizontal assemblies, shall be designed and constructed to minimize the flow of water from the sloped or horizontal assembly onto the vertical assembly.",Accumulation et évacuation,"Les jonctions entre les éléments verticaux et les ensembles inclinés ou horizontaux doivent être conçues et réalisées de manière à réduire au minimum
l'écoulement de l'eau sur les ensembles verticaux.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.7.1.2.(2),Required Protection,"Drainage shall be provided to direct water away from assemblies separating interior space from the ground, except where the assembly is designed in accordance with Subsection 5.7.2. to withstand continuous hydrostatic pressure, or where it can be shown that the lack of drainage will not adversely affect the health or safety of building users, the intended use of the building, or the operation of building services. (See note A-5.7.1.2.(2).)",Protection exigée,"Un drainage doit être aménagé pour acheminer l'eau à l'écart des ensembles séparant un espace intérieur du sol, sauf :a) lorsque l'ensemble est conçu conformément à la sous-section 5.7.2. pour résister à une pression hydrostatique continue; oub) lorsqu'il peut être démontré que l'absence de drainage n'aura pas d'effets indésirables sur :i) la santé ou la sécurité des occupants;ii) l’utilisation prévue du bâtiment; ouiii) le fonctionnement des installations techniques. (Voir la note A-5.7.1.2. 2).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.7.1.2.(2),,,Protection exigée,"Un drainage doit être aménagé pour acheminer l'eau à l'écart des ensembles séparant un espace intérieur du sol, sauf :a) lorsque l'ensemble est conçu conformément à la sous-section 5.7.2. pour résister à une pression hydrostatique continue; oub) lorsqu'il peut être démontré que l'absence de drainage n'aura pas d'effets indésirables sur :i) la santé ou la sécurité des occupants;ii) l’utilisation prévue du bâtiment; ouiii) le fonctionnement des installations techniques. (Voir la note A-5.7.1.2. 2).)",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.8.1.5.(6),Simplified Method for Calculating ASTC,"Once the pertinent indices and measurements referred to in Sentences 5.8.1.5.(1)to 5.8.1.5.(5) have been determined based on the type of construction, the ASTC shall then be calculated in accordance with ISO 15712-12005 Building Acoustics - Estimation of Acoustic Performance of Buildings From the Performance of Elements - Part 1: Airborne Sound Insulation Between Rooms",Méthode détaillée de calcul de l'ITSA,"Lorsque les indices et mesures pertinents mentionnés aux paragraphes 1) à 5) ont été déterminés en fonction du type de construction, l’ITSA doit alors être calculé conformément à la norme ISO 15712-1, « Acoustique du bâtiment – Calcul de la performance acoustique des bâtiments à partir de la performance des éléments – Partie1 : Isolement acoustique aux bruits aériens entre des locaux ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.8.1.5.(6),,,Méthode détaillée de calcul de l'ITSA,"Lorsque les indices et mesures pertinents mentionnés aux paragraphes 1) à 5) ont été déterminés en fonction du type de construction, l’ITSA doit alors être calculé conformément à la norme ISO 15712-1, « Acoustique du bâtiment – Calcul de la performance acoustique des bâtiments à partir de la performance des éléments – Partie1 : Isolement acoustique aux bruits aériens entre des locaux ».",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.1.1.(1),Compliance with Applicable Standards,"Except as provided in Sentence 5.9.1.1.(2) and elsewhere in this Part, materials and components, and their installation, shall conform to the requirements of the applicable standards in Table 5.9.1.1. where those materials or components are incorporated into environmental separators or assemblies exposed to the exterior, and installed to fulfill the requirements of this Part. (See note A-5.9.1.1.(1).)",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.1.1.(1),Compliance with Applicable Standards,"Except as provided in Sentence 5.10.1.1.(2) and elsewhere in this Part, materials and components, and their installation, shall conform to the requirements of the applicable standards in Table 5.10.1.1. where those materials or components are incorporated into environmental separators or assemblies exposed to the exterior, and installed to fulfill the requirements of this Part. (See note A-5.10.1.1.(1).)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.1.1.(2),Compliance with Applicable Standards,The requirements for flame-spread ratings contained in thermal insulation standards shall be applied only as required in Part 3.,,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.1.1.(2),Compliance with Applicable Standards,The requirements for flame-spread ratings contained in thermal insulation standards shall be applied only as required in Part 3.,,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.1.(1),General,"This Subsection applies to windows, doors and skylights, including their components, that separate interior space from exterior space, or environmentally dissimilar interior spaces.",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.1.(1),General,"This Subsection applies to windows, doors and skylights, including their components, that separate interior space from exterior space, or environmentally dissimilar interior spaces.",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.1.(2),General,"For the purpose of this Subsection, the term ""skylight"" refers to unit skylights, roof windows and tubular daylighting devices.",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.1.(2),General,"For the purpose of this Subsection, the term ""skylight"" refers to unit skylights, roof windows and tubular daylighting devices.",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.1.(3),General,"Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See note A-5.9.2.1.(3).) (See note A-5.9.2.2.)",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.1.(3),General,"Where a wired glass assembly is installed in a required fire separation, it need not conform to the requirements of this Subsection. (See note A-5.10.2.1.(3).) (See note A-5.10.2.2..)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.2.(1),Applicable Standards,"Windows, doors and skylights shall conform to the requirements in CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights and CSA A440S1-17 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440-11, NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.2.(1),Applicable Standards,"Windows, doors and skylights shall conform to the requirements in CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights and CSA A440S1-09 Canadian Supplement to AAMA/WDMA/CSA 101/I.S.2/A440, NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.2.(2),Applicable Standards,"Performance grades for windows, doors and skylights shall be selected according to the Canadian Supplement referenced in Clause 5.9.2.2.(1)(b) so as to be appropriate for the conditions and geographic location in which the window, door or skylight will be installed.",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.2.(2),Applicable Standards,"Performance grades for windows, doors and skylights shall be selected according to the Canadian Supplement referenced in Clause 5.10.2.2.(1)(b) so as to be appropriate for the conditions and geographic location in which the window, door or skylight will be installed.",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.2.(3),Applicable Standards,"Windows, doors and skylights shall conform to the performance grades selected in Sentence 5.9.2.2.(2) when tested in accordance with the Harmonized Standard referenced in Clause 5.9.2.2.(1)(a).",,,"qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.2.(3),Applicable Standards,"Windows, doors and skylights shall conform to the performance grades selected in Sentence 5.10.2.2.(2) when tested in accordance with the Harmonized Standard referenced in Clause 5.10.2.2.(1)(a).",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.4.(1),Heat Transfer,"Windows, doors and skylights shall meet the heat transfer performance requirements stated in Section 5.3. (See note A-5.3.1.2.)",Rendement thermique,"Les fenêtres, les portes et les lanterneaux doivent être confnormes aux exigences
de rendement thermique énoncées à la section 5.3. (voir la note A-5.3.1.2.).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.4.(1),Heat Transfer,"Windows, doors and skylights shall meet the heat transfer performance requirements stated in Section 5.3. (See note A-5.3.1.2. in Appendix A.)",Rendement thermique,"Les fenêtres, les portes et les lanterneaux doivent être confnormes aux exigences
de rendement thermique énoncées à la section 5.3. (voir la note A-5.3.1.2.).",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.4.(2),Heat Transfer,"Except as provided in Sentence 5.9.2.4.(3), all metal-framed glazed assemblies separating interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.",Rendement thermique,"Sous réserve du paragraphe 3), tous les vitrages à cadre métallique qui séparent
un espace climatisé intérieur d'un espace intérieur non climatisé ou de l'extérieur doivent
comporter une coupure thermique afin de réduire au minimum la condensation.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.4.(2),Heat Transfer,"Except as provided in Sentence 5.10.2.4.(3), all metal-framed glazed assemblies separating interior conditioned space from interior unconditioned space or exterior space shall incorporate a thermal break to minimize condensation.",Rendement thermique,"Sous réserve du paragraphe 3), tous les vitrages à cadre métallique qui séparent
un espace climatisé intérieur d'un espace intérieur non climatisé ou de l'extérieur doivent
comporter une coupure thermique afin de réduire au minimum la condensation.",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,5.9.2.4.(3),Heat Transfer,"Metal-framed glazed assemblies need not comply with Sentence 5.9.2.4.(2) where these assemblies are storm windows or doors, or windows or doors that are required to have a fire-protection rating. (See note A-5.9.2.4.(3).) (See note A-5.9.3.)",Rendement thermique,"Les vitrages à cadre métallique n'ont pas à satisfaire aux exigences du
paragraphe 2) s'ils sont :
a) des contre-fenêtres ou des contre-portes; ou
b) des fenêtres ou des portes qui doivent avoir un degré pare-flammes.
(Voir la note A-5.9.2.4. 3).)","qcc2019 (CNB2015modifierQC)_
proposer",Div B,5.10.2.4.(3),Heat Transfer,"Metal-framed glazed assemblies need not comply with Sentence 5.10.2.4.(2) where these assemblies are storm windows or doors, or windows or doors that are required to have a fire-protection rating. (See note A-5.10.2.4.(3).)",Rendement thermique,"Les vitrages à cadre métallique n'ont pas à satisfaire aux exigences du
paragraphe 2) s'ils sont :
a) des contre-fenêtres ou des contre-portes; ou
b) des fenêtres ou des portes qui doivent avoir un degré pare-flammes.
(Voir la note A-5.9.2.4. 3).)",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.1.3.1.(1),Required Plans and Specifications,"Plans, specifications and other information for heating, ventilating and air-conditioning systems shall conform to Subsection 2.2.6.. (See note A-6.2.1.1.)",Plans et devis exigés,"Les plans, devis et autres renseignements relatifs aux installations CVCA
doivent être confnormes à la sous-section 2.2.6. de la division C.","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,Required Plans and Specifications,"Plans, specifications and other information for heating, ventilating and air-conditioning systems shall conform to Subsection 2.2.6.. (See note A-6.2.1.1..)",,,Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.1.(1),Good Engineering Practice,"Heating, ventilating and air-conditioning systems, including mechanical refrigeration equipment, shall be designed, constructed and installed in conformance with good engineering practice such as that described in, but not limited to, the ASHRAE Handbooks and Standards, the HRAI SAR-G1 HRAI Digest the Hydronics Institute Manuals, the NFPA Standards, the SMACNA Manuals, ACGIH 28th Edition Industrial Ventilation: A Manual of Recommended Practice for Design published by the ACGIH, CSA B214-16 Installation Code for Hydronic Heating Systems CSA CAN/CSA-Z317.2-10 Special Requirements for Heating, Ventilation, and Air-Conditioning (HVAC) Systems in Health Care Facilities and EPA 625/R-92/016 (1994) Radon Prevention in the Design and Construction of Schools and Other Large Buildings",Règles de l'art,"La conception, la construction et la mise en place des installations CVCA, y compris les installations mécaniques de réfrigération, doivent être confnormes, sans s'y limiter, aux règles de l'art telles que celles énoncées dans :a) les normes et manuels de l'ASHRAE;b) le « HRAI Digest »;c) les manuels de l'Hydronics Institute;d) les normes NFPA;e) les manuels de la SMACNA;f) le document « Industrial Ventilation: A Manual of Recommended Practice for Design » publié par l'ACGIH;g) la norme CSA B214, « Code d'installation des systèmes de chauffage hydronique »;h) la norme CAN/CSA-Z317.2, « Systèmes de chauffage, de ventilation et de conditionnement d'air (CVCA) dans les établissements de soins de santé : exigences particulières »; eti) le document EPA 625/R-92/016, « Radon Prevention in the Design and Construction of Schools and Other Large Buildings ».","qcc2019 (CNB2015modifierQC)_
proposer",Div B,6.2.1.1.(1),Good Engineering Practice,"1) Heating, ventilating and air-conditioning systems, including mechanical refrigeration system equipment, shall be designed, constructed and installed in conformance with good engineering practice such as that described in, but not limited to, a) the ASHRAE Handbooks and Standards, b) the HRAI Digest, c) the Hydronics Institute Manuals, d) the NFPA Standards, e) the SMACNA Manuals, f) the Industrial Ventilation Manual published by the ACGIH, g) CSA B214, ""Installation Code for Hydronic Heating Systems,"" h) CAN/CSA-Z317.2, ""Special Requirements for Heating, Ventilation, and Air-Conditioning (HVAC) Systems in Health Care Facilities,"" and i) EPA 625/R-92/016, ""Radon Prevention in the Design and Construction of Schools and Other Large Buildings.""",Règles de l'art," La conception, la construction et la mise en place des installations CVCA, y compris les installations mécaniques de réfrigération, doivent être confnormes, sans s'y limiter, aux règles de l'art telles que celles énoncées dans :a) les normes et manuels de l'ASHRAE;b) le « HRAI Digest »;c) les manuels de l'Hydronics Institute;d) les normes NFPA;e) les manuels de la SMACNA;f) le document « Industrial Ventilation: A Manual of Recommended Practice for Design » publié par l'ACGIH;g) la norme CSA B214, « Code d'installation des systèmes de chauffage hydronique »;h) la norme CAN/CSA-Z317.2, « Systèmes de chauffage, de ventilation et de conditionnement d'air (CVCA) dans les établissements de soins de santé : exigences particulières »; eti) le document EPA 625/R-92/016, « Radon Prevention in the Design and Construction of Schools and Other Large Buildings ».",Common Sentence,No,,,,,,,,
2015,QC,NBC,Div B,6.2.1.2.(3),Outdoor Design Conditions,"The outdoor air quality conditions of the local area of the building site to be used in designing ventilation systems shall conform to appropriate provincial or territorial requirements or, in the absence of such requirements, to the requirements of Sentence 6.3.2.14.(2). (See note A-6.2.1.2.(3).)",Conditions climatiques,"La qualité de l’air extérieur de l’endroit où se situera le bâtiment et qui servira à la conception des installations de ventilation doit être confnorme aux exigences provinciales ou territoriales appropriées ou, en l’absence de telles exigences, aux exigences du paragraphe 6.3.2.14. 2) (voir la note A-6.2.1.2. 3)).","qcc2019 (CNB2015modifierQC)_
proposer",Div B,,,,,"La qualité de l’air extérieur de l’endroit où se situera le bâtiment et qui servira à la conception des installations de ventilation doit être confnorme aux exigences provinciales ou territoriales appropriées ou, en l’absence de telles exigences, aux exigences du paragraphe 6.3.2.14. 2) (voir la note A-6.2.1.2. 3)).",Common Sentence,Yes,,,,,,,,
