Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,Matched P/T Division,Matched P/T Sentence Number,Matched P/T Article Title,Matched P/T Sentence Text,Text Difference Tracked,Difference Type,Variation?,Variation Label,Exception?,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,Difference Type Updated?,Exception Updated?,Variation Updated?
2015,NU,NBC,Div B,9.36.1.2.(3),Definitions,"For the purpose of this Section, the term ""effective thermal resistance,"" or RSI value, shall mean the inverse of the overall thermal transmittance of an assembly, in (m2·K)/W. (See Note A-9.36.1.2.(3).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.2,9.36,9.36.1,9.36.1.2.(3),,,
2015,NU,NBC,Div B,9.36.1.2.(4),Definitions,"For the purpose of this Section, the term ""fenestration"" shall mean all building envelope assemblies, including their frames, that transfer visible light, such as windows, clerestories, skylights, translucent wall panels, glass block assemblies, transoms, sidelights, sliding, overhead or swinging glass doors, and glazed inserts in doors, etc. (See Note A-9.36.1.2.(4).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.2,9.36,9.36.1,9.36.1.2.(4),,,
2015,NU,NBC,Div B,9.36.1.3.(1),Compliance and Application,"Except as provided in Sentences 9.36.1.3.(2) to 9.36.1.3.(5), buildings shall comply with the prescriptive or trade-off requirements in Subsections 9. to 9., the performance requirements in part 9., or the NECB.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.3,9.36,9.36.1,9.36.1.3.(1),,,
2015,NU,NBC,Div B,9.36.1.3.(2),Compliance and Application,"Subsections 9. to 9. apply to buildings of residential occupancy to which Part 9 applies, buildings containing business and personal services, mercantile or low-hazard industrial occupancies to which Part 9 applies whose combined total floor area does not exceed 300 m2 , excluding parking garages that serve residential occupancies, and buildings containing a mix of the residential and non-residential occupancies described in Clauses 9.36.1.3.(2) and 9.36.1.3.(2).",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.3,9.36,9.36.1,9.36.1.3.(2),,,
2015,NU,NBC,Div B,9.36.1.3.(3),Compliance and Application,"part 9. applies only to houses with or without a secondary suite, and buildings containing only dwelling units and common spaces whose total floor area does not exceed 20% of the total floor area of the building.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.3,9.36,9.36.1,9.36.1.3.(3),,,
2015,NU,NBC,Div B,9.36.1.3.(4),Compliance and Application,Buildings containing non-residential occupancies whose combined total floor area exceeds 300 m2 or medium-hazard industrial occupancies shall comply with the NECB.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.3,9.36,9.36.1,9.36.1.3.(4),,,
2015,NU,NBC,Div B,9.36.1.3.(5),Compliance and Application,Buildings or portions of buildings that are not required to be conditioned spaces are exempted from the requirements of this Section. (See Note A-9.36.1.3.(5).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.1.3,9.36,9.36.1,9.36.1.3.(5),,,
2015,NU,NBC,Div B,9.36.2.1.(1),Scope and Application,"Except as provided in Sentence 9.36.2.1.(2), this Subsection is concerned with the loss of energy due to heat transfer and air leakage through materials, components and assemblies, including their interfaces, forming part of the building envelope where it separates conditioned space from unconditioned space, the exterior air or the ground.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.1,9.36,9.36.2,9.36.2.1.(1),,,
2015,NU,NBC,Div B,9.36.2.1.(2),Scope and Application,"The requirements of this Subsection also apply to components of a building envelope assembly that separate a conditioned space from an adjoining storage garage, even if the storage garage is intended to be heated. (See Notes A-9.36.2.1.(2) and A-9.36.1.3.(5).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.1,9.36,9.36.2,9.36.2.1.(2),,,
2015,NU,NBC,Div B,9.36.2.1.(3),Scope and Application,"Except for skylight shafts addressed in Sentence 9.36.2.6.(4), for the purpose of this Subsection, wall assemblies inclined less than 60° from the horizontal shall be considered as roof assemblies, and roof assemblies inclined 60° or more from the horizontal shall be considered as wall assemblies.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.1,9.36,9.36.2,9.36.2.1.(3),,,
2015,NU,NBC,Div B,9.36.2.1.(4),Scope and Application,"The properties, performance and installation of windows, doors and skylights shall also conform to part 9. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.1,9.36,9.36.2,9.36.2.1.(4),,,
2015,NU,NBC,Div B,9.36.2.1.(5),Scope and Application,"The properties, location and installation of thermal insulation, air barrier systems, vapour barriers, and materials with low air or vapour permeance shall also conform to part 9. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.1,9.36,9.36.2,9.36.2.1.(5),,,
2015,NU,NBC,Div B,9.36.2.10.(1),Construction of Air Barrier Details,Materials intended to provide the principal resistance to air leakage shall conform to ULC CAN/ULC-S741-08 Air Barrier Materials – Specification,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(1),,,
2015,NU,NBC,Div B,9.36.2.10.(10),Construction of Air Barrier Details,"Cantilevered floors and floors over unheated spaces or over the exterior shall be constructed airtight by one of the following methods or a combination thereof: sealing all joints and junctions between the structural components, or covering the structural components with an air barrier material and sealing it to the adjacent air barrier material.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(10),,,
2015,NU,NBC,Div B,9.36.2.10.(11),Construction of Air Barrier Details,"Interior walls that meet exterior walls or ceilings whose plane of airtightness is on the interior of the building envelope and knee walls that separate conditioned space from unconditioned space shall be constructed airtight by sealing all junctions between the structural components, covering the structural components with an air barrier material and sealing it to the adjacent air barrier material, or maintaining the continuity of the air barrier system above or through the interior wall or below or through the knee wall, as applicable.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(11),,,
2015,NU,NBC,Div B,9.36.2.10.(12),Construction of Air Barrier Details,Steel-lined chimneys that penetrate the building envelope shall be constructed airtight by blocking the void between required clearances for metal chimneys and surrounding construction with sheet metal and sealant capable of withstanding high temperatures. ,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(12),,,
2015,NU,NBC,Div B,9.36.2.10.(13),Construction of Air Barrier Details,Masonry or concrete chimneys that penetrate the building envelope shall be constructed airtight by mechanically fastening a metal flange or steel stud that extends not less than 75 mm out from the chimney and sealing the air barrier material to it with a sealant capable of withstanding high temperatures.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(13),,,
2015,NU,NBC,Div B,9.36.2.10.(14),Construction of Air Barrier Details,Ducts that penetrate the building envelope shall be constructed airtight by sealing the penetration through the building envelope. (See Note A-9.36.2.10.(14).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(14),,,
2015,NU,NBC,Div B,9.36.2.10.(15),Construction of Air Barrier Details,"Plumbing vent stack pipes that penetrate the building envelope shall be constructed airtight by sealing the air barrier material to the vent stack pipe with a compatible sealant or sheathing tape, or installing a rubber gasket or prefabricated roof flashing at the penetration of the plane of airtightness then sealing it and mechanically fastening it to the top plate.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(15),,,
2015,NU,NBC,Div B,9.36.2.10.(16),Construction of Air Barrier Details,"Where a party wall meets the plane of airtightness, that junction shall be constructed airtight by sealing any voids within the party wall at the perimeter to the adjacent air barrier material and by sealing all junctions between the structural components, or covering the structural components with an air barrier material and sealing it to the adjacent air barrier material.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(16),,,
2015,NU,NBC,Div B,9.36.2.10.(17),Construction of Air Barrier Details,"Where the concrete in a flat insulating concrete form wall acts as the air barrier, the continuity of the plane of airtightness shall be maintained between the concrete and adjacent air barrier materials.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(17),,,
2015,NU,NBC,Div B,9.36.2.10.(2),Construction of Air Barrier Details,"Materials referred to in Sentence 9.36.2.10.(1) shall be compatible with adjoining materials, and free of holes and cracks.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(2),,,
2015,NU,NBC,Div B,9.36.2.10.(3),Construction of Air Barrier Details,"Where the air barrier system consists of rigid panel-type material, all joints shall be sealed. (See Note A-9.36.2.10.(5)(b).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(3),,,
2015,NU,NBC,Div B,9.36.2.10.(4),Construction of Air Barrier Details,"Where the air barrier system consists of timber logs, all joints shall be sealed to resist airflow through gaps between logs that have shifted due to in-service conditions such as shrinkage and settling.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(4),,,
2015,NU,NBC,Div B,9.36.2.10.(5),Construction of Air Barrier Details,"Where the air barrier system consists of flexible sheet material, all joints shall be lapped not less than 50 mm, sealed (see Note A-9.36.2.10.(5)(b)), and structurally supported.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(5),,,
2015,NU,NBC,Div B,9.36.2.10.(6),Construction of Air Barrier Details,"Sealant material used for the purpose of creating a continuous air barrier system shall be a non-hardening type, or conform to part 9., ULC CAN/ULC-S710.1-11 Thermal Insulation – Bead-Applied One Component Polyurethane Air Sealant Foam, Part 1: Material Specification or ULC CAN/ULC-S711.1-11 Thermal Insulation – Bead-Applied Two Component Polyurethane Air Sealant Foam, Part 1: Material Specification",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(6),,,
2015,NU,NBC,Div B,9.36.2.10.(7),Construction of Air Barrier Details,"Penetrations by electrical wiring, outlets, switches or recessed light fixtures through the plane of airtightness shall be constructed airtight where the component is designed to provide a seal against air leakage, by sealing the component to the air barrier material (see Note A-9.36.2.10.(7)(a)), or where the component is not designed to provide a seal against air leakage, by covering the component with an air barrier material and sealing it to the adjacent air barrier material.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(7),,,
2015,NU,NBC,Div B,9.36.2.10.(8),Construction of Air Barrier Details,"The joints between the foundation wall and the sill plate, between the sill plate and rim joist, between the rim joist and the subfloor material, and between the subfloor material and the bottom plate of the wall above shall be constructed airtight by sealing all joints and junctions between the structural components, or covering the structural components with an air barrier material and sealing it to the adjacent air barrier material.",NBC NT2019,Div B,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(8),,,
2015,NU,NBC,Div B,9.36.2.10.(9),Construction of Air Barrier Details,"The interfaces between windows, doors and skylights and wall/ceiling assemblies shall be constructed airtight by sealing all joints and junctions between the air barrier material in the wall and the window, door or skylight frame. (See Note A-9.36.2.10.(9).) (See also part 9.)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.10,9.36,9.36.2,9.36.2.10.(9),,,
2015,NU,NBC,Div B,9.36.2.11.(1),Trade-off Options for Above-ground Building Envelope Components,"Subject to the limitations stated in Sentences 9.36.2.11.(6) to 9.36.2.11.(8), the trade-off options described in Sentences 9.36.2.11.(2) to 9.36.2.11.(4) apply only to above-ground building envelope components and assemblies, or portions thereof, of a single building.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(1),,,
2015,NU,NBC,Div B,9.36.2.11.(2),Trade-off Options for Above-ground Building Envelope Components,"The effective thermal resistance of one or more above-ground opaque building envelope assemblies is permitted to be less than that required in Article 9.36.2.6., provided the total areas of all proposed and reference assemblies are equal, the effective thermal resistance of one or more other proposed above-ground opaque building envelope assembly areas is increased to more than that required by Article 9.36.2.6., and the sum of the areas of all traded above-ground opaque building envelope assemblies divided by their respective effective thermal resistance is less than or equal to what it would be if all assemblies complied with Article 9.36.2.6. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(2),,,
2015,NU,NBC,Div B,9.36.2.11.(3),Trade-off Options for Above-ground Building Envelope Components,"The effective thermal resistance of one or more windows, as calculated in accordance with Sentence 9.36.2.11.(5), is permitted to be less than that required in Article 9.36.2.7., provided the total areas of all traded windows are equal, the traded windows are located in the same orientation, the effective thermal resistance of one or more other windows is increased to more than that required by Article 9.36.2.7., and the sum of the areas of all traded windows divided by their respective effective thermal resistance is less than or equal to what it would be if all windows complied with Article 9.36.2.7. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(3),,,
2015,NU,NBC,Div B,9.36.2.11.(4),Trade-off Options for Above-ground Building Envelope Components,"The effective thermal resistance of one or more portions of floor insulation or ceiling insulation in attics under sloped roofs in buildings that are one storey in building height is permitted to be less than that required in Article 9.36.2.6., provided the total area of fenestration, excluding skylights, and doors does not exceed 15% of the above-ground gross wall area as calculated in accordance with Article 9.36.2.3., the floor-to-ceiling height measured from the top of the subfloor to the underside of the finished ceiling of the storey does not exceed 2.34 m, the distance measured from the top of the subfloor to the underside of the bottom chord of the truss or joist of the roof is not more than 2.39 m, and the difference between the sum of the proposed areas of ceilings or floors divided by their respective proposed effective thermal resistance and the sum of the reference areas of ceilings or floors divided by their respective thermal resistance required in Article 9.36.2.6. is not more than the difference between 17% fenestration and door area and the proposed fenestration and door areas divided by the required effective thermal resistance values for windows and doors in Article 9.36.2.7. ",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(4),,,
2015,NU,NBC,Div B,9.36.2.11.(5),Trade-off Options for Above-ground Building Envelope Components,"The effective thermal resistance of windows shall be determined using one of the following equations, as applicable: RSI = 1/U, where the U-value is known, or RSI = 20/(57-ER), where the energy rating is known.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(5),,,
2015,NU,NBC,Div B,9.36.2.11.(6),Trade-off Options for Above-ground Building Envelope Components,"The reduction in effective thermal resistance of above-ground opaque building envelope assemblies permitted by Sentences 9.36.2.11.(2) and 9.36.2.11.(4) shall result in an RSI value that is not less than 55% of that required in Article 9.36.2.6. for above-ground walls and joist-type roofs (see Note A-9.36.2.11.(6)(a)), and 60% of that required in Article 9.36.2.6. for other opaque assemblies.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(6),,,
2015,NU,NBC,Div B,9.36.2.11.(7),Trade-off Options for Above-ground Building Envelope Components,"The effective thermal resistances of above-ground opaque assemblies with embedded heating cables, pipes or membranes are not permitted to be traded.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(7),,,
2015,NU,NBC,Div B,9.36.2.11.(8),Trade-off Options for Above-ground Building Envelope Components,The effective thermal resistances of doors and access hatches described in Sentences 9.36.2.7.(3) to 9.36.2.7.(7) are not permitted to be traded.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.11,9.36,9.36.2,9.36.2.11.(8),,,
2015,NU,NBC,Div B,9.36.2.2.(1),"Determination of Thermal Characteristics of Materials, Components","The thermal characteristics of materials shall be determined by calculation or by testing in accordance with the applicable product standards listed in the Code or, in the absence of such standards or where such standards do not address the determination of thermal resistance, in accordance with ASTM C 177-13 Steady-State Heat Flux Measurements and Thermal Transmission Properties by Means of the Guarded-Hot-Plate Apparatus or ASTM C 518-10 Steady-State Thermal Transmission Properties by Means of the Heat Flow Meter Apparatus",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.2,9.36,9.36.2,9.36.2.2.(1),,,
2015,NU,NBC,Div B,9.36.2.2.(2),"Determination of Thermal Characteristics of Materials, Components",Calculations and tests performed in accordance with Sentence 9.36.2.2.(1) shall be carried out at an average temperature of 24±2°C and under a temperature differential of 22±2°C.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.2,9.36,9.36.2,9.36.2.2.(2),,,
2015,NU,NBC,Div B,9.36.2.2.(3),"Determination of Thermal Characteristics of Materials, Components","The thermal characteristics of windows, doors and skylights shall be determined by calculation or testing in accordance with CSA A440.2-14/A440.3-14 Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performance for the reference sizes listed therein, or NFRC 100-2010 Determining Fenestration Product U-factors and NFRC 200-2010 Determining Fenestration Product Solar Heat Gain Coefficient and Visible Transmittance at Normal Incidence for the reference sizes listed therein.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.2,9.36,9.36.2,9.36.2.2.(3),,,
2015,NU,NBC,Div B,9.36.2.2.(4),"Determination of Thermal Characteristics of Materials, Components","The effective thermal resistance of opaque building assemblies shall be determined from calculations conforming to Article 9.36.2.4., or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C .",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.2,9.36,9.36.2,9.36.2.2.(4),,,
2015,NU,NBC,Div B,9.36.2.2.(5),"Determination of Thermal Characteristics of Materials, Components",The thermal characteristics of log walls shall be determined by calculation in accordance with Section 305 of ICC 400-2012 Design and Construction of Log Structures (See Note A-9.36.2.2.(5).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.2,9.36,9.36.2,9.36.2.2.(5),,,
2015,NU,NBC,Div B,9.36.2.3.(1),"Calculation of Ceiling, Wall, Fenestration and Door Areas",The gross ceiling or roof area shall be calculated as the sum of the interior surface areas of insulated ceiling and/or roof assemblies and of skylight openings.,,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.3,9.36,9.36.2,9.36.2.3.(1),,,
2015,NU,NBC,Div B,9.36.2.3.(2),"Calculation of Ceiling, Wall, Fenestration and Door Areas","Except as permitted by Sentence 9.36.2.3.(3), the gross wall area shall be calculated as the sum of the interior surface areas of all exterior building envelope assemblies above the finished ground level that are inclined 60° or more from the horizontal, including rim joists, fenestration and opaque portions of doors, insulated walls extending from finished ground level to the interior side of the insulated ceiling and/or roof assembly, and the exposed areas of below-ground building envelope assemblies, where fenestration or doors are located below the plane of the adjacent finished ground.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.3,9.36,9.36.2,9.36.2.3.(2),,,
2015,NU,NBC,Div B,9.36.2.3.(3),"Calculation of Ceiling, Wall, Fenestration and Door Areas","Where a building of residential occupancy contains more than 2 dwelling units , the gross wall area enclosing conditioned space shall be permitted to include the interior surface areas of walls that enclose a suite, measured from the top surface of the lowest floor to the underside of the highest ceiling in the suite. (See Note A-9.36.2.3.(2).)",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.3,9.36,9.36.2,9.36.2.3.(3),,,
2015,NU,NBC,Div B,9.36.2.3.(4),"Calculation of Ceiling, Wall, Fenestration and Door Areas","Fenestration and door areas shall be the actual sizes of windows, doors and skylights including all related frame and sash members.",,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.3,9.36,9.36.2,9.36.2.3.(4),,,
2015,NU,NBC,Div B,9.36.2.3.(5),"Calculation of Ceiling, Wall, Fenestration and Door Areas",The fenestration area made of flat panes that are not all in the same plane or curved panes shall be measured along the surface of the glass. (See Note A-9.36.2.3.(5).),,,,,,,National Only,Yes,Non-adoption,,Technical ,9,9.36.2.3,9.36,9.36.2,9.36.2.3.(5),,,
