Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Difference Type Updated,Exception Updated,Variation Updated
2015,QC,NECB,Div B,1.2.2.1.(1),Symbols and Other Abbreviations,The symbols and other abbreviations in Division B shall have the meanings assigned to them in Article 1.4.2.1. of Division A and Article 1.3.2.1.,QECB2015,Div B,,Symbols and Other Abbreviations,The symbols and other abbreviations in Division B shall have the meanings assigned to them in Article 1.4.2.1. of Division A and Article 1.3.2.1.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,1.3.1.1.(1),Effective Date,"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2017.",QECB2015,Div B,,Effective Date,"Unless otherwise specified herein, the documents referenced in this Code shall include all amendments, revisions, reaffirmations, reapprovals, addenda and supplements effective to 30 June 2014.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,1.3.1.2.(1),Applicable Editions,"Where documents are referenced in this Code, they shall be the editions designated in Table 1.3.1.2. (See also Note A-1.5.1.1.(1) of Division A.)",QECB2015,Div B,,Applicable Editions,"Where documents are referenced in this Code, they shall be the editions designated in Table 1.3.1.2. (See also Note A-1.5.1.1.(1) of Division A.)",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,1.3.2.1.(1),Abbreviations of Proper Names,"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.- AAMA American Architectural Manufacturers Association (www.aamanet.org) - AHRI Air-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org) - AMCA Air Movement and Control Association (www.amca.org) - ANSI American National Standards Institute (www.ansi.org) - ASHRAE American Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org) - ASME American Society of Mechanical Engineers (www.asme.org) - ASTM American Society for Testing and Materials International (www.astm.org) - CAN National Standard of Canada designation - CCBFC Canadian Commission on Building and Fire Codes (see NRC) - CSA CSA Group (www.csagroup.ca) - CTI Cooling Technology Institute (www.cti.org) - DOE U.S. Department of Energy (www.energy.gov) - HRAI Heating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca) - HVI Home Ventilating Institute (www.hvi.org) - IES Illuminating Engineering Society (www.ies.org) - ISO International Organization for Standardization (www.iso.org) - NBC National Building Code of Canada 2015 - NECB National Energy Code of Canada for Buildings 2017 - NEMA National Electrical Manufacturers Association (www.nema.org) - NFC National Fire Code of Canada 2015 - NFRC National Fenestration Rating Council (www.nfrc.org) - NPC National Plumbing Code of Canada 2015 - NRC National Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca) - NRCan Natural Resources Canada (www.nrcan.gc.ca) - SMACNA Sheet Metal and Air Conditioning Contractors' National Association (www.smacna.org) - TIAC Thermal Insulation Association of Canada (www.tiac.ca) - ULC ULC Standards (canada.ul.com/ulcstandards) - WDMA Window & Door Manufacturers Association (www.wdma.com)",QECB2015,Div B,,Abbreviations of Proper Names,"The abbreviations of proper names in this Code shall have the meanings assigned to them in this Article.- AAMA American Architectural Manufacturers Association (www.aamanet.org) - AHRI Air-Conditioning, Heating and Refrigeration Institute (www.ahrinet.org) - AMCA Air Movement and Control Association (www.amca.org) - ANSI American National Standards Institute (www.ansi.org) - ASHRAE American Society of Heating, Refrigerating and Air-Conditioning Engineers (www.ashrae.org) - ASME American Society of Mechanical Engineers (www.asme.org) - ASTM American Society for Testing and Materials International (www.astm.org) - BRE Building Research Establishment (www.bregroup.com)) - CAN National Standard of Canada designation - CCBFC Canadian Commission on Building and Fire Codes (see NRC) - CSA CSA Group (www.csagroup.ca) - CTI Cooling Technology Institute (www.cti.org) - DOE U.S. Department of Energy (www.energy.gov) - HRAI Heating, Refrigeration and Air Conditioning Institute of Canada (www.hrai.ca) - HVI Home Ventilating Institute (www.hvi.org) - IES Illuminating Engineering Society (www.ies.org) - ISO International Organization for Standardization (www.iso.org) - NBC National Building Code - NECB National Energy Code of Canada for Buildings 2015 - NFC National Fire Code of Canada 2015 - NFRC National Fenestration Rating Council (www.nfrc.org) - NPC National Plumbing Code of Canada 2015 - NRC National Research Council of Canada (Ottawa, Ontario K1A 0R6; www.nrc-cnrc.gc.ca) - NRCan Natural Resources Canada (www.nrcan.gc.ca) - SMACNA Sheet Metal and Air Conditioning Contractors' National Association (www.smacna.org) - TIAC Thermal Insulation Association of Canada (www.tiac.ca) - WDMA Window & Door Manufacturers Association (www.wdma.com) - UL Underwriters Laboratory (www.ul.com) - ULC ULC Standards (canada.ul.com/ulcstandards)",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.1.(1),Scope,"This Part is concerned with the transfer of heat and air through building materials, components and assemblies forming part of the building envelope, and interfaces between building materials, components and assemblies forming part of the building envelope.",QECB2015,Div B,,Scope,"This Part is concerned with the transfer of heat and air through building materials, components and assemblies forming part of the building envelope, and interfaces between building materials, components and assemblies forming part of the building envelope.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.2.(1),Application,"This Part applies to the building envelope in buildings that are equipped with space-conditioning systems or have provisions for the future installation of such systems (see Note A-3.1.1.2.(1)(a)), and whose heating and/or cooling system output capacity is equal to or greater than 10 W/m2 of floor surface area.",QECB2015,Div B,,Application,"This Part applies to the building envelope in buildings and parts of a building that are equipped with HVAC systems or have provisions for the future installation of such systems, and whose heating and/or cooling system output capacity is at least 10 W/m2 of floor surface area. (See Note A-3.1.1.2.(1)(b).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.3.(1),Compliance,"Compliance with this Part shall be achieved by following (See Note A-3.1.1.3.(1).)) the prescriptive path described in Section 3.2., the trade-off path described in Section 3.3., or the performance path described in Section 3.4. (see Note A-3.1.1.3.(1)(c)).",QECB2015,Div B,,Compliance,"Compliance with this Part shall be achieved by following (See Note A-3.1.1.3.(1).)) the prescriptive path described in Section 3.2., the trade-off path described in Section 3.3., or the performance path described in Section 3.4. (see Note A-3.1.1.3.(1)(c)).",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.4.(1),Definitions,Words that appear in italics are defined in Article 1.4.1.2. of Division A.,QECB2015,Div B,,Definitions,Words that appear in italics are defined in Article 1.4.1.2. of Division A.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.5.(1),Thermal Characteristics of Building Assemblies,"The thermal characteristics of building envelope materials shall be determined in accordance with the applicable product standards listed in the NBC or, in the absence of such standards or where such standards do not address the determination of thermal characteristics, in accordance with ASTM C 177-13 Steady-State Heat Flux Measurements and Thermal Transmission Properties by Means of the Guarded-Hot-Plate Apparatus or ASTM C 518-10 Steady-State Thermal Transmission Properties by Means of the Heat Flow Meter Apparatus",QECB2015,Div B,,Thermal Characteristics of Building Assemblies,"The thermal characteristics of building envelope materials shall be determined in accordance with the applicable product standards listed in the NBC or, in the absence of such standards or where such standards do not address the determination of thermal characteristics, in accordance with ASTM C 177-13 Steady-State Heat Flux Measurements and Thermal Transmission Properties by Means of the Guarded-Hot-Plate Apparatus or ASTM C 518-10 Steady-State Thermal Transmission Properties by Means of the Heat Flow Meter Apparatus",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.5.(2),Thermal Characteristics of Building Assemblies,Calculations and tests performed in accordance with Sentence 3.1.1.5.(1) shall be carried out at an average temperature of 24±2°C and under a temperature difference of 22±2°C.,QECB2015,Div B,,Thermal Characteristics of Building Assemblies,Calculations and tests performed in accordance with Sentence 3.1.1.5.(1) shall be carried out at an average temperature of 24±2°C and under a temperature difference of 22±2°C.,Common Sentence,No,,,,,,,
2015,ON,NECB,Div B,3.1.1.5.(3),3.1.1.5. Thermal Characteristics of Building Assemblies,"Except as provided in Sentence (4), the overall thermal transmittance of fenestration and doors shall be determined for the reference sizes listed in accordance with a) CSA A440.2/A440.3, “Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performance,”or b) NFRC 100, “Determining Fenestration Product U-factors.”",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.6.(8),"1.1.1.6. Enhancements to Division B, Part 3 “Building Envelope” of the 2015 NECB","Thermal characteristics of fenestration are permitted to be determined in conformance with; (a) CAN/CSA-A440.2, “Fenestration Energy Performance”, or (b) NFRC 100, “Procedure for Determining Fenestration Product U-factors” and NFRC 200, “Procedure for Determining Fenestration Product Solar Heat Gain Coefficient and Visible Transmittance at Normal Incidence”.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.5.(3),Thermal Characteristics of Building Assemblies,"Except as provided in Sentence 3.1.1.5.(4), the overall thermal transmittance of fenestration and doors shall be determined for the reference sizes listed in accordance with CSA A440.2-14/A440.3-14 Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performanceor NFRC 100-2010 Determining Fenestration Product U-factors",QECB2015,Div B,,Thermal Characteristics of Building Assemblies,"Except as provided in Sentence 3.1.1.5.(4), the overall thermal transmittance of fenestration and doors shall be determined for the reference sizes listed in accordance with CSA CAN/CSA-A440.2-14/A440.3-14 Fenestration Energy Performance/User Guide to CSA A440.2-14, Fenestration Energy Performance NFRC 100-2010 Determining Fenestration Product U-factors, or CSA AAMA/WDMA/CSA101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.5.(4),Thermal Characteristics of Building Assemblies,The overall thermal transmittance of fenestration and doors that are not within the scope of the standards listed in Sentence 3.1.1.5.(3) shall be determined from calculations carried out using the procedures described in the ASHRAE 2013 ASHRAE Handbook – Fundamentals or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C measured at the mid-height of the fenestration or door.,QECB2015,Div B,,Thermal Characteristics of Building Assemblies,The overall thermal transmittance of fenestration and doors that are not within the scope of the standards listed in Sentence 3.1.1.5.(3) shall be determined from calculations carried out using the procedures described in the ASHRAE 2013 ASHRAE Handbook – Fundamentals or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C measured at the mid-height of the fenestration or door.,Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.5.(5),Thermal Characteristics of Building Assemblies,"The thermal characteristics of building assemblies other than fenestration and doors shall be determined from calculations carried out using the procedures described in (see Note A-3.1.1.5.(5)(a)),) the ASHRAE 2013 ASHRAE Handbook – Fundamentals or ISO 14683:2007 Thermal bridges in building construction – Linear thermal transmittance – Simplified methods and default values two- or three-dimensional thermal modeling, or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C.",QECB2015,Div B,,Thermal Characteristics of Building Assemblies,"The effective thermal resistance of building assemblies other than fenestration, doors and opaque sections of curtain walls shall be determined in accordance with the calculation method described in ISO ISO6946:2007 Building components and building elements – Thermal resistance and thermal transmittance – Calculation method a method calculating the effective thermal resistance of building assemblies with a discontinuity at the expanses of insulation, and whose thermal conductivity difference between the materials contributing to the discontinuity is moderate, so that the heat transferred from the structural members is parallel to that of the insulation (see Note A-3.1.1.5.(5)(b)), the heat transfer digital simulations (see Note A-3.1.1.5.(5)(c), (6)(c) and (7)(a)), or laboratory tests performed in accordance with ASTM C 1363-11 Thermal Performance of Building Materials and Envelope Assemblies by Means of a Hot Box Apparatus using an indoor air temperature of 21±1°C and an outdoor air temperature of –18±1°C.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.6.(1),Calculation of Fenestration and Door Areas,Fenestration and door areas shall be calculated to the rough opening in the wall and shall include all related frame and sash members. (See Note A-3.1.1.6.(1).),QECB2015,Div B,3.1.1.6.(3),Characteristics and Calculation of Surface Areas,Fenestration and door areas shall be calculated to the rough opening in the opaque building assemblies. (See Note A-3.1.1.6.(3).),Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.6.(2),Calculation of Fenestration and Door Areas,The fenestration area made of flat panes that are not all in the same plane or curved panes shall be measured along the surface of the glass. (See Note A-3.1.1.6.(2).),QECB2015,Div B,3.1.1.6.(5),Characteristics and Calculation of Surface Areas,The fenestration area made of flat panes that are not all in the same plane or curved panes shall be measured along the surface of the glass. (See Note A-3.1.1.6.(5).),Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.1.1.6.(3),Calculation of Fenestration and Door Areas,"Except as provided in Sentence 3.1.1.6.(4), in the calculation of allowable fenestration and door area, the gross wall area shall be calculated as the sum of the areas of all above-ground wall assemblies including fenestration and doors, but not including parapets, projected fins, ornamentation and appendages.",QECB2015,Div B,3.1.1.6.(6),Characteristics and Calculation of Surface Areas,"In the calculation of allowable door and fenestration area, excluding skylight areas, the gross wall area shall be calculated as the sum of the areas of all above-ground wall assemblies including fenestration and doors, but not including parapets, projected fins, ornamentation and appendages.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.6.(4),Calculation of Fenestration and Door Areas,"The calculation of allowable fenestration and door area in additions shall be based upon the addition being considered by itself, or the addition being considered together with the existing building, provided that the combined overall thermal transmittance of the addition and existing building meets the prescriptive or trade-off requirements.",QECB2015,Div B,,Characteristics and Calculation of Surface Areas,Fenestration and door areas integrated to curtain walls shall be calculated from the axis of any mullion separating the fenestration or doors from the opaque sections of curtain walls.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(1),Calculation of Overall Thermal Transmittance,"In calculating the overall thermal transmittance of assemblies for purposes of comparison with the provisions in Section 3.2., the effect of thermal bridging shall be considered for closely spaced repetitive structural members, such as studs and joists, and ancillary members, such as lintels, sills and plates, major structural elements that penetrate or intersect the building envelope (see Note A-3.1.1.7.(1)(b)), the junctions between the following building envelope materials, components, and assemblies: glazing assemblies, spandrels, parapets, roof-to-wall junctions, corners, and edges of walls or floors, and secondary structural members (see Note A-3.1.1.7.(1)(d)).",QECB2015,Div B,,Calculation of Effective Thermal Resistance,"The calculation of the effective thermal resistance of opaque building assemblies shall account for the specific thermal resistance of (See Note A-3.1.1.7.(1).)) continuous members, repetitive structural members, such as studs and joists, jambs and resilient bars, and ancillary structural members, such as lintels, sills and plates.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(2),Calculation of Overall Thermal Transmittance,"In calculating the overall thermal transmittance of assemblies for purposes of comparison with the provisions in Section 3.2., pipes, ducts, equipment with through-the-wall venting, packaged terminal air conditioners or heat pumps need not be taken into account. (See Note A-3.1.1.7.(2).)",QECB2015,Div B,,Calculation of Effective Thermal Resistance,"In calculating the effective thermal resistance of opaque building assemblies, the thermal bridging effect of major structural members, such as columns and spandrel beams, that are parallel to the plane of the building envelope and partly penetrate that building envelope assembly need not be taken into account, provided they do not reduce the effective thermal resistance at the projected area at less than half the value required by Section 3.2. (See Note A-3.1.1.7.(2).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(3),Calculation of Overall Thermal Transmittance,"In calculating the overall thermal transmittance of assemblies for purposes of comparison with the provisions in Section 3.2., fasteners need not be taken into account.",QECB2015,Div B,,Calculation of Effective Thermal Resistance,"In calculating the effective thermal resistance of opaque building assemblies, the following elements need not be taken into account when they must partially or completely penetrate the building envelope to perform their intended function and comply with the requirements of Article 3.2.1.2.: pipes, ducts, equipment with through-the-wall venting, equipment of an HVAC system, minor ties and anchors, and any other similar member, necessary to the structure of the envelope, linear anchoring devices, such as shelf angles for masonry, and major structural penetrations, such as balcony slabs, beams, girders, columns, ornamentation and appendages. (See Note A-3.1.1.7.(3).))",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(4),Calculation of Overall Thermal Transmittance,"Where a component of the building envelope is protected by an enclosed unconditioned space, such as a sun porch, enclosed veranda or vestibule, the unconditioned enclosure may be considered to have an overall thermal transmittance of 6.25 W/(m2·K). (See Note A-3.1.1.7.(5).)",QECB2015,Div B,,Calculation of Effective Thermal Resistance,"Where a component of the building envelope is protected by an enclosed space other than a conditioned space, such as a sun porch, enclosed veranda or vestibule, the enclosure may be considered to have an effective thermal resistance of 0.16 m2·K/W. (See Note A-3.1.1.7.(4).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(5),Calculation of Overall Thermal Transmittance,"For the purposes of this Article, roof assemblies shall be considered to include all related structural framing.",QECB2015,Div B,,Calculation of Effective Thermal Resistance,"In calculating the effective thermal resistance of an opaque building assembly, the effect of overlapping expanses of insulation, on either side of a building assembly, does not have to be taken into account where they comply with the requirements of Article 3.2.1.2.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.1.1.7.(6),Calculation of Overall Thermal Transmittance,"For the purposes of this Article, wall assemblies inclined less than 60° from the horizontal shall be considered as roof assemblies, and roof assemblies inclined 60° or more from the horizontal shall be considered as wall assemblies.",QECB2015,Div B,3.1.1.6.(2),Characteristics and Calculation of Surface Areas,"Wall assemblies inclined less than 60° from the horizontal shall be considered as roof assemblies, and roof assemblies inclined 60° or more from the horizontal shall be considered as wall assemblies.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.2.1.1.(1),Protection of Insulation Materials,"Except as provided in Sentence 3.2.1.1.(2), the building envelope shall be designed to avoid increasing the overall thermal transmittance of the insulation material due to (See Note A-3.2.1.1.(1).)) air leakage or convection, wetting, or moisture bypassing the plane of thermal resistance.",QECB2015,Div B,,Protection of Insulation Materials,"Except as provided in Sentence 3.2.1.1.(2), the building envelope shall be designed to avoid reducing the thermal resistance of the insulation material due to (See Note A-3.2.1.1.(1).)) air leakage or convection, wetting, or moisture bypassing the plane of thermal resistance.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.1.(2),Protection of Insulation Materials,"Where any of the conditions described in Clauses 3.2.1.1.(1)(a) to 3.2.1.1.(1)(c) occur as a result of the designed building envelope system, their effect on the overall thermal transmittance of the insulation material shall be calculated in accordance with Article 3.1.1.5.",QECB2015,Div B,,Protection of Insulation Materials,"Where any of the conditions described in Clauses 3.2.1.1.(1)(a) to 3.2.1.1.(1)(c) occur as a result of the designed building envelope system, their effect on the thermal resistance of the insulation material shall be calculated in accordance with Article 3.1.1.5.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.2.(1),Continuity of Insulation,"Where mechanical ducts and chases or electrical system components, such as pipes, ducts, conduits, cabinets, panels, or recessed heaters, are placed within and parallel to the building envelope, the overall thermal transmittance of the building envelope at the projected area of the mechanical or electrical system components shall not be increased.",QECB2015,Div B,,Continuity of Insulation,"Except as provided in Sentences 3.2.1.2.(2) to 3.2.1.2.(7) and 3.2.1.2.(9), interior building assemblies, including partitions and major structural members that are embedded along exterior walls that partly penetrate the building envelope (See Note A-3.2.1.2.(1).)) shall not break the continuity of the insulation, and shall have an effective thermal resistance at their projected area equal to at least the resistance required for the building envelope.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.2.(2),Continuity of Insulation,"Joints between components of the building envelope, such as expansion or construction joints or joints between walls and doors or fenestration, shall be insulated in a manner that provides continuity across such joints. (See Note A-3.2.1.2.(2).)",QECB2015,Div B,3.2.1.2.(6),Continuity of Insulation,"Joints between building assemblies of the building envelope, such as expansion or construction joints and joints between walls and doors or fenestration, shall be insulated (See Note A-3.2.1.2.(6).)) in a manner that provides continuity across such joints, and in a manner that the effective thermal resistance at the location of those joints is equal to at least half of the lowest of the values required for the contiguous building assemblies.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.3.(1),Spaces Heated to Different Temperatures,"The overall thermal transmittance, U1, of building assemblies separating conditioned spaces that are intended to be heated to temperatures that differ by more than 10°C shall not be greater than that obtained with the following equation:where- t1 = indoor heating design temperature of the colder conditioned space, in °C, - t2 = indoor heating design temperature of the warmer conditioned space, in °C, - t0 = outdoor 2.5% January design temperature as specified in Article 1.1.4.1., in °C, and - U = overall thermal transmittance required in Sentences 3.2.2.2.(1), 3.2.2.3.(2) and 3.2.2.4.(1), in W/(m2·K). (See Note A-3.2.1.3.(1).))",QECB2015,Div B,,Spaces Heated or Cooled to Different Temperatures,"The effective thermal resistance, RSIE1, in m2·K/W, of building assemblies separating conditioned spaces that are intended to be heated or cooled to temperatures that differ by more than 10°C shall be equal to at least the value obtained with the following equation: where- t1 = indoor design temperature of the colder conditioned space, in °C, - t2 = indoor design temperature of the warmer conditioned space, in °C, and - RSIE = effective thermal resistance of 3.60 m2·K/W for a wall and 5.46 m2·K/W for a floor. (See Note A-3.2.1.3.(1).)",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.4.(1),Allowable Fenestration and Door Area,"The maximum allowable total vertical fenestration and door area to gross wall area ratio (FDWR), determined in accordance with Article 3.1.1.6., shall be as follows:where- HDD = the heating degree-days of the location of the building determined according to Sentence 1.1.4.1.(1). (See Note A-3.2.1.4.(1).))",QECB2015,Div B,,Allowable Fenestration and Door Area,"The total area of doors and fenestration, excluding the skylight area, shall be equal to or less than 40% of the gross wall area determined in accordance with Article 3.1.1.6.",Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.1.4.(2),Allowable Fenestration and Door Area,The total skylight area shall be less than 2% of the gross roof area as determined in Article 3.1.1.6.,QECB2015,Div B,,Allowable Fenestration and Door Area,The total skylight area shall be less than 3% of the gross roof area as determined in Article 3.1.1.6.,Common Sentence,Yes,,,,,,,
2015,QC,NECB,Div B,3.2.2.1.(1),Vestibules,"Except as provided in Sentence 3.2.2.1.(3), a door that separates conditioned space from the exterior shall be protected with an enclosed vestibule whose doors opening into and out of the vestibule are equipped with self-closing devices.",QECB2015,Div B,,Vestibules,"Except as provided in Sentence 3.2.2.1.(3), a door that separates conditioned space from the exterior shall be protected with an enclosed vestibule whose doors opening into and out of the vestibule are equipped with self-closing devices.",Common Sentence,No,,,,,,,
2015,QC,NECB,Div B,3.2.2.1.(2),Vestibules,"Except for doors equipped with power operators in barrier-free entrances, vestibules required in Sentence 3.2.2.1.(1) shall be designed so that users passing through the vestibule are not required to open the interior and exterior doors at the same time.",QECB2015,Div B,,Vestibules,"Except for doors equipped with power operators in barrier-free entrances, vestibules required in Sentence 3.2.2.1.(1) shall be designed so that users passing through the vestibule are not required to open the interior and exterior doors at the same time.",Common Sentence,No,,,,,,,
