Code Year,Province/Territory,Code Book,National Division,P/T Document,P/T Division,National Sentence Number,National Article Title,National Sentence Text,P/T Sentence Number,P/T Article Title,P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,National Article Title (FR),National Sentence Text (FR),P/T Article Title (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.2.(1),11.4.3.2. Structural,"Where the performance level of an existing building is reduced under Sentence 11.4.2.1.(1),(a) remedial measures shall be taken to support the proposed loads, or (b) the portion of the floor affected by the proposed loads shall be restricted to the loading it will support and signs stating the restrictions shall be posted. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.3.(1),11.4.3.3. Increase in Occupant Load (See Appendix A.),"Where the performance level of an existing building is reduced under Sentence 11.4.2.2.(1), (2) or (3), the building shall be evaluated, and the early warning and evacuation systems shall be upgraded, in conformance with the applicable requirements of Table 11.4.3.3.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.3.(2),11.4.3.3. Increase in Occupant Load (See Appendix A.),"Sentence (1) does not apply in a Group C occupancy where the new total occupant load is,(a) 14 persons or fewer in a boarding, lodging or rooming house, except that where the occupant load is between 10 and 15 persons, an interconnected system of smoke alarms in corridors near stairways is required, or (b) 16 persons or fewer in a building containing residential suites which are dwelling units, except that where the occupant load is between 10 and 17 persons, an interconnected system of smoke alarms in corridors near stairways is required.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.3.(3),11.4.3.3. Increase in Occupant Load (See Appendix A.),"Where the performance level of an existing building is reduced under Sentence 11.4.2.2.(1), additional construction shall be required in order that the building or part of the building subject to the increase in occupant load conforms to the requirements of Sentence 6.2.2.1.(2), Subsection 3.7.4. and Article 9.31.1.1.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(1),11.4.3.4. Change in Major Occupancy (See Appendix A.),"Where the performance level of an existing building is reduced under Clause 11.4.2.3.(1)(a), (b), (c), (d), (e), or (g), additional upgrading shall be required in conformance with Table 11.4.3.4.A. and so that the construction index of the building is increased to at least equal the hazard index of the new major occupancy that the building is to support.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(2),11.4.3.4. Change in Major Occupancy (See Appendix A.),"A building or part of the building subject to a change of major occupancy shall conform to the requirements of Subsection 3.2.6., Sections 3.7., 3.11., 3.12., Sentences 6.2.2.1.(2), 6.2.3.9.(1) and 6.2.4.7.(10), Subsections 9.5.1. and 9.5.3. to 9.5.10., Section 9.7., Subsection 9.10.17., Sections 9.31. and 9.32., and Subsections 9.34.1. to 9.34.3. as they apply to the new major occupancy that the building or part of the building is to support.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(3),11.4.3.4. Change in Major Occupancy (See Appendix A.),"(3) Where the performance level of an existing building is reduced under Sentence 11.4.2.3.(3), the building shall be evaluated, and the early warning and evacuation systems shall be upgraded, in conformance with the applicable requirements of Table 11.4.3.3.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(4),11.4.3.4. Change in Major Occupancy (See Appendix A.),"Where the performance level of an existing building is reduced under Sentence 11.4.2.3.(4), upgrading of the fire separations shall be required in conformance with the applicable requirements of Article 3.1.3.1. and Table 11.4.3.4.B.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(5),11.4.3.4. Change in Major Occupancy (See Appendix A.),"Where the performance level is reduced under Sentence 11.4.2.3.(5), the requirement for the building to be of noncombustible construction or to be constructed in accordance with Article 3.2.2.43A. or 3.2.2.50A. is satisfied if the building is sprinklered.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(6),11.4.3.4. Change in Major Occupancy (See Appendix A.),"Where the performance level is reduced under Sentence 11.4.2.3.(6), the storey subject to the change shall be sprinklered.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.4.(7),11.4.3.4. Change in Major Occupancy (See Appendix A.),"Where the performance level of an existing building is reduced under Clause 11.4.2.3.(1)(f), the following requirements apply: (a) the retirement home shall be sprinklered, (b) a voice communication system conforming to Article 3.2.4.23. shall be provided in the building, and (c) doors to suites and sleeping rooms not within suites in the retirement home, other than doors leading directly to the exterior, shall be equipped with self-closing devices.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.5.(1),11.4.3.5. Plumbing,"Where the performance level of an existing building is reduced under Sentence 11.4.2.4.(1), upgrading of plumbing in the existing building which is adversely affected by the extension, alteration or repair shall be required in conformance with Part 7.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.6.(1),11.4.3.6. Sewage Systems,"Where the performance level of an existing building is reduced under Article 11.4.2.5., upgrading of a sewage system which is adversely affected by the construction, increase in occupant load, increase in the total daily design sanitary sewage flow or change in amount or type of sanitary sewage shall be required in conformance with Part 8.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.4.3.7.(1),11.4.3.7. Extension of Buildings of Combustible Construction,"Where the performance level of an existing building is reduced under Article 11.4.2.6., the building shall be sprinklered.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.5.1.1.(1),11.5.1.1. Compliance Alternatives,"A compliance alternative shown in Table 11.5.1.1.A., 11.5.1.1.B., 11.5.1.1.C., 11.5.1.1.D/E. or 11.5.1.1.F. may be substituted for a requirement contained in Part 3, 4, 6 or 8 where the chief building official is satisfied that compliance with the requirement is impracticable because,(a) of structural or construction difficulties, or (b) it is detrimental to the preservation of a heritage building.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,11.5.1.1.(2),11.5.1.1. Compliance Alternatives,"A compliance alternative shown in Table 11.5.1.1.A., 11.5.1.1.B., 11.5.1.1.C., 11.5.1.1.D/E. or 11.5.1.1.F. may be substituted for a requirement contained in Part 9 or 12 without satisfying the chief building official that compliance with the requirement is impracticable.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.1.1.1.(1),12.1.1.1. Scope,The scope of this Part shall be as described in Subsection 1.1.2. of Division A.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.1.1.2.(1),12.1.1.2. Application,This Part applies to resource conservation and environmental integrity in the design and construction of buildings.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.1.(1),"12.2.1.1. Energy Efficiency Design Before January 1, 2017","This Article applies to construction for which a permit has been applied for before January 1, 2017.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.1.(2),"12.2.1.1. Energy Efficiency Design Before January 1, 2017","Except as provided in Sentences (3) and (4), the energy efficiency of all buildings shall conform to Division 1 and Division 2 or 4 of MMA Supplementary Standard SB-10, ""Energy Efficiency Requirements"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.1.(3),"12.2.1.1. Energy Efficiency Design Before January 1, 2017","Except as provided in Sentence (4), the energy efficiency of a building or part of a building of residential occupancy that is within the scope of Part 9 and is intended for occupancy on a continuing basis during the winter months shall, (a) meet the performance level that is equal to a rating of 80 or more when evaluated in accordance with NRCan, ""EnerGuide for New Houses: Administrative and Technical Procedures"", or (b) conform to Chapters 1 and 2 of MMA Supplementary Standard SB-12, ""Energy Efficiency for Housing"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.1.(4),"12.2.1.1. Energy Efficiency Design Before January 1, 2017","This Article does not apply to, (a) a farm building, (b) a building that does not use electrical power or fossil fuel, (c) a manufactured building described in Article 9.1.1.9., or (d) a seasonal recreational building described in Section 9.36. or 9.38.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.2.(1),"12.2.1.2. Energy Efficiency Design After December 31, 2016","This Article applies to construction for which a permit has been applied for after December 31, 2016.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.2.(2),"12.2.1.2. Energy Efficiency Design After December 31, 2016","Except as provided in Sentences (3) and (4), the energy efficiency of all buildings shall,(a) be designed to exceed by not less than 13% the energy efficiency levels required by Sentence 12.2.1.1.(2), or (b) conform to Division 1 and Division 3 or 5 of MMA Supplementary Standard SB-10, ""Energy Efficiency Requirements"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.2.(3),"12.2.1.2. Energy Efficiency Design After December 31, 2016","Except as provided in Sentence (4), the energy efficiency of a building or part of a building of residential occupancy that is within the scope of Part 9 and is intended for occupancy on a continuing basis during the winter months shall,(a) be designed to exceed by not less than 15% the energy efficiency levels required by Sentence 12.2.1.1.(3), or (b) conform to Chapters 1 and 3 of MMA Supplementary Standard SB-12, ""Energy Efficiency for Housing"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.1.2.(4),"12.2.1.2. Energy Efficiency Design After December 31, 2016","This Article does not apply to, (a) a farm building, (b) a building that does not use electrical power or fossil fuel, (c) a manufactured building described in Article 9.1.1.9., or (d) a seasonal recreational building described in Section 9.36. or 9.38.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.2.1.(1),12.2.2.1. Carbon Dioxide Equivalents,"Except as provided in Sentence (2), all buildings shall be designed to conform to the CO2e emission requirements set out in MMA Supplementary Standard SB-10, ""Energy Efficiency Requirements"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.2.1.(2),12.2.2.1. Carbon Dioxide Equivalents,"This Article does not apply to, (a) a building or part of a building of residential occupancy that is within the scope of Part 9 and is intended for occupancy on a continuing basis during the winter months, (b) a farm building, (c) a building that does not use electrical power or fossil fuel, (d) a manufactured building described in Article 9.1.1.9., or (e) a seasonal recreational building described in Section 9.36. or 9.38.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.3.1.(1),12.2.3.1. Peak Electric Demand,"Except as provided in Sentence (2), all buildings shall be designed to conform to the peak electric demand requirements set out in MMA Supplementary Standard SB-10, ""Energy Efficiency Requirements"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.3.1.(2),12.2.3.1. Peak Electric Demand,"This Article does not apply to, (a) a building or part of a building of residential occupancy that is within the scope of Part 9 and is intended for occupancy on a continuing basis during the winter months, (b) a farm building, (c) a building that does not use electrical power or fossil fuel, (d) a manufactured building described in Article 9.1.1.9., or (e) a seasonal recreational building described in Section 9.36. or 9.38.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.4.1.(1),12.2.4.1. Motion Sensors,"Lighting installed to provide the minimum illumination levels required by this Code may be controlled by motion sensors except where the lighting,(a) is installed in an exit, (b) is installed in a corridor serving patients or residents in a Group B, Division 2 or Division 3 occupancy, or (c) is required to conform to Sentence 3.2.7.1.(6).",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.4.1.(2),12.2.4.1. Motion Sensors,"Where motion sensors are used to control minimum lighting in a public corridor or corridor providing access to exit for the public, the motion sensors shall be installed with switch controllers equipped for fail-safe operation and illumination timers set for a minimum 15-minute duration.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.2.4.1.(3),12.2.4.1. Motion Sensors,A motion sensor shall not be used to control emergency lighting.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.1.(1),12.3.1.1. Application,This Section applies to the energy efficiency of a building or part of a building of residential occupancy that is within the scope of Part 9 and is intended for occupancy on a continuing basis during the winter months.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.2.(1),12.3.1.2. Windows and Sliding Glass Doors,"The energy rating and the overall coefficient of heat transfer required for windows and sliding glass doors shall be determined in conformance with,(a) CSA A440.2, ""Fenestration Energy Performance"", or (b) NFRC 100, ""Procedure for Determining Fenestration Product U-factors"" and NFRC 200, ""Procedure for Determining Fenestration Product Solar Heat Gain Coefficient and Visible Transmittance at Normal Incidence"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.3.(1),12.3.1.3. Temperature Control in Houses and Dwelling Units,"Except as provided in Sentence (3) and except where space heating energy is provided by a solid fuel-burning appliance or a ground source heat pump,(a) where a house contains two dwelling units and each dwelling unit is served by a separate heating system, the indoor air temperature in each dwelling unit shall be controlled by at least one programmable thermostatic control device located in the dwelling unit, (b) where a house contains one dwelling unit or contains two dwelling units and both dwelling units are served by one heating system, the indoor air temperature in the house shall be controlled by at least one programmable thermostatic control device located in the house, and (c) the indoor air temperature in an individual dwelling unit in a building other than a house shall be controlled by at least one programmable thermostatic control device located in the dwelling unit.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.3.(2),12.3.1.3. Temperature Control in Houses and Dwelling Units,"The programmable thermostatic control device required in Sentence (1) shall,(a) allow the setting of different air temperatures for at least, (i) four time periods per day, and (ii) two different day-types per week, (b) include a manual override, and (c) allow the setting of the air temperature to, (i) 13°C or lower in heating mode, and (ii) 29°C or higher in cooling mode, where air-conditioning is provided.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.3.(3),12.3.1.3. Temperature Control in Houses and Dwelling Units,"A manual thermostatic control device is permitted if it,(a) controls a heating or cooling system where the heating or cooling capacity is not more than 2 kW, or (b) serves an individual room or space.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.4.(1),12.3.1.4. Hot Water Piping Insulation,"Hot water pipes that are vertically connected to a hot water storage tank shall have heat traps on both inlet and outlet piping as close as practical to the tank, except where the tank,(a) has an integral heat trap, or (b) serves a recirculating system.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.4.(2),12.3.1.4. Hot Water Piping Insulation,The first 2.5 m of hot water outlet piping of a hot water storage tank serving a non-recirculating system shall be insulated to provide a thermal resistance of not less than RSI 0.62.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.4.(3),12.3.1.4. Hot Water Piping Insulation,The inlet pipe of a hot water storage tank between the heat trap and the tank serving a non-recirculating system shall be insulated to provide a thermal resistance of not less than RSI 0.62.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.5.(1),12.3.1.5. Residential Furnaces,A furnace serving a house or an individual dwelling unit shall be equipped with a brushless direct current motor. (See Appendix A.),,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.3.1.6.(1),12.3.1.6. Energy Supply for Kitchen and Laundry Facilities ,"In order to supply energy to cooking appliances and clothes dryers, every kitchen and laundry space shall be provided with, (a) an electrical outlet, (b) a natural gas line, or (c) a propane line.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,12.4.1.1.(1),12.4.1.1. Plumbing Systems,All buildings shall conform to the water efficiency requirements of Subsection 7.6.4.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.1.2.(1),8.1.1.2. Definitions ,"In this Part,Soil means in-situ, naturally occurring, unconsolidated mineral or organic material, at the earth's surface that is at least 100 mm thick and capable of supporting plant growth, and includes material compacted or cemented by soil forming processes, but does not include displaced materials such as gravel dumps, mine spoils, or like deposits. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.2.1.(1),8.1.2.1. Classification of Systems ,"All sewage systems shall be classed as one of the following:(a) Class 1 — a chemical toilet, an incinerating toilet, a recirculating toilet, a selfcontained portable toilet and all forms of privy including a portable privy, an earth pit privy, a pail privy, a privy vault and a composting toilet system, (b) Class 2 — a greywater system, (c) Class 3 — a cesspool, (d) Class 4 — a leaching bed system, or (e) Class 5 — a system that requires or uses a holding tank for the retention of hauled sewage at the site where it is produced prior to its collection by a hauled sewage system. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.2.2.(1),8.1.2.2. Operation and Maintenance ,Operation and maintenance of sewage systems shall comply with Section 8.9.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(1),8.1.3.1. Discharge ,"Except as provided in Sentences (2) to (6), the sewage system shall be designed and constructed to receive only sanitary sewage of domestic origin. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(2),8.1.3.1. Discharge ,"Where laundry waste is not more than 20% of the total daily design sanitary sewage flow, it may discharge to a sewage system.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(3),8.1.3.1. Discharge ,"Where industrial process waste water is treated to the contaminant levels found in domestic sanitary sewage, it may discharge to a leaching bed provided the treatment unit and sewage system are designed in accordance with good engineering practice. (See Appendix A.) ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(4),8.1.3.1. Discharge ,"Where kitchen waste water from a restaurant has passed through an operating grease interceptor, it may discharge to a leaching bed provided the sewage system has been designed in accordance with good engineering practice.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(5),8.1.3.1. Discharge ,Waste water from a kitchen equipped with a garbage grinder may be directed to the sewage system provided the system has been designed to accept such waste water. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(6),8.1.3.1. Discharge ,Water softener and iron filter discharge may be directed to the sewage system provided the system has been designed to accept such discharges.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(7),8.1.3.1. Discharge ,Storm sewage shall not be discharged into a sewage system. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.1.3.1.(8),8.1.3.1. Discharge ,"The interceptor required in Sentence (4) shall, (a) have a minimum flow rate as required by Sentence 7.4.4.3.(8) using a 60 second drain down time, and (b) conform to, (i) CSA B481.1, ""Testing and Rating of Grease Interceptors Using Lard"", or (ii) CSA B481.2, ""Testing and Rating of Grease Interceptors Using Oil"". ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.1.(1),8.2.1.1. Scope ,This Subsection applies to the design of sewage systems.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.2.(1),8.2.1.2. Site Evaluation ,A site evaluation shall be conducted on every site where a new or replacement sewage system is to be installed. (See Appendix A.),,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.2.(2),8.2.1.2. Site Evaluation ,"The percolation time shall be determined by,(a) conducting percolation tests, or (b) classifying the soil according to one of the following methods, (i) the Unified Soil Classification System as described in MMAH Supplementary Standard SB-6, ""Percolation Time and Soil Descriptions"", or (ii) the Soil Texture Classification as described in Chapter 3 of USDA, ""Soil Survey Manual"". (See Appendix A.) ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.2.(3),8.2.1.2. Site Evaluation ,"Where the percolation time is determined by a percolation test, there shall be a minimum of 3 locations selected, suitably spaced to accurately evaluate the leaching bed area, with the highest percolation time of the tests being used. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.3.(1),8.2.1.3. Sewage System Design Flows ,"For residential occupancies, the total daily design sanitary sewage flow shall be at least the value in Column 2 as determined from Table 8.2.1.3.A. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.3.(2),8.2.1.3. Sewage System Design Flows ,"For all other occupancies, the total daily design sanitary sewage flow shall be at least the value in Column 2 as determined from Table 8.2.1.3.B. (See Appendix A.)",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.3.(3),8.2.1.3. Sewage System Design Flows ,"Where a building contains more than one establishment, the total daily design sanitary sewage flow shall be the sum of the total daily design sanitary sewage flow for each establishment.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.3.(4),8.2.1.3. Sewage System Design Flows ,"Where an occupancy is not listed in Table 8.2.1.3.B., the highest of metered flow data from at least 3 similar establishments shall be acceptable for determining the total daily design sanitary sewage flow. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.4.(1),8.2.1.4. Clearances (See Appendix A.) ,"Unless it can be shown to be unnecessary, where the percolation time is 10 minutes or greater, the location of all components within a sewage system shall be in conformance with the clearances listed in Article 8.2.1.5. or 8.2.1.6.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.4.(2),8.2.1.4. Clearances (See Appendix A.) ,"Unless it can be shown to be unnecessary, where the percolation time is less than 10 minutes, the clearances listed in Articles 8.2.1.5. and 8.2.1.6. for wells, lakes, ponds, reservoirs, rivers, springs or streams shall be increased to compensate for the lower percolation time.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.4.(3),8.2.1.4. Clearances (See Appendix A.) ,No building shall be constructed closer to any part of a sewage system than the clearances listed in Article 8.2.1.5. or 8.2.1.6. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.4.(4),8.2.1.4. Clearances (See Appendix A.) ,"If more than one sewage system is located on a lot or parcel of land, there shall be no overlap of any part of the systems.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.5.(1),"8.2.1.5. Clearance Distances for Class 1, 2 and 3 Sewage Systems ","Except as provided in Sentences 8.2.1.4.(1) and (2), no Class 1, 2 or 3 sewage system shall have a horizontal distance of less than that permitted by Table 8.2.1.5.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.6.(1),8.2.1.6. Clearances for a Class 4 or 5 Sewage System ,"Except as provided in Sentences 8.2.1.4.(1) and (2), a treatment unit shall not be located closer than the minimum horizontal distances set out in Table 8.2.1.6.A.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.6.(2),8.2.1.6. Clearances for a Class 4 or 5 Sewage System ,"Except as provided in Sentences 8.2.1.4.(1) and (2), the centreline of a distribution pipe or leaching chamber shall not be located closer than the minimum horizontal distances set out in Table 8.2.1.6.B. and these distances shall be increased when required by Sentence 8.7.4.2.(11).",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.1.6.(3),8.2.1.6. Clearances for a Class 4 or 5 Sewage System ,"Except as provided in Sentences 8.2.1.4.(1) and (2), a holding tank shall not be located closer than the minimum horizontal distances set out in Table 8.2.1.6.C.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.1.(1),8.2.2.1. Application ,"This Subsection applies to any tank used in a sewage system for collecting, treating, holding or storing sanitary sewage.",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(1),8.2.2.2. Tanks ,"Subject to Sentence (3), a tank that is used as a treatment unit in a Class 4 sewage system or a holding tank in a Class 5 sewage system shall conform to the requirements of CSA B66, ""Design, Material, and Manufacturing Requirements for Prefabricated Septic Tanks and Sewage Holding Tanks"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(2),8.2.2.2. Tanks ,"Subject to Sentence (3), material standards, access and construction methods and practices for a tank used for other Classes of sewage systems shall conform to the requirements of CSA B66, ""Design, Material, and Manufacturing Requirements for Prefabricated Septic Tanks and Sewage Holding Tanks"".",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(3),8.2.2.2. Tanks ,"Tanks referred to in Sentences (1) and (2) are not required to conform to the requirements of Clause 10.2.(j) of CSA B66 ""Design, Material, and Manufacturing Requirements for Prefabricated Septic Tanks and Sewage Holding Tanks"". ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(4),8.2.2.2. Tanks ,Sentence (2) does not apply to a tank that is an integral part of a prefabricated Class 1 sewage system.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(5),8.2.2.2. Tanks ,Access openings shall be located to facilitate the pumping of all compartments and the servicing of the inlet and outlet of each compartment not accessible by removal of the tank top or part of it. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(6),8.2.2.2. Tanks ,A tank shall not be covered by soil or leaching bed fill having a depth greater than the maximum depth of burial that the tank is designed to withstand.,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.2.(7),8.2.2.2. Tanks ,A tank shall be securely anchored when located in an area subject to flooding or where ground water levels may cause hydrostatic pressures. ,,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(1),8.2.2.3. Septic Tanks ,"The minimum working capacity of a septic tank shall be the greater of 3 600 L and,(a) in residential occupancies, twice the daily design sanitary sewage flow, or (b) in non-residential occupancies, three times the daily design sanitary sewage flow. ",,P/T Only,Yes,,,,,,,,,,,
2015,ON,NBC,Div B,obc2019divb,Div B,,,,8.2.2.3.(2),8.2.2.3. Septic Tanks ,Every septic tank shall be constructed in such a manner that any sanitary sewage flowing through the tank will pass through at least 2 compartments.,,P/T Only,Yes,,,,,,,,,,,
