Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Article Title (FR),National Sentence Number (FR),National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Article Title (FR),P/T Sentence Number (FR),P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,National Sentence Text (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated,Code Type
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.1.2.1.(1), Defined Terms ,,,Words that appear in italics are defined in Article 1.4.1.2..,,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.1.2.1,10.1,10.1.2,10.1.2.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.1.1.(1), Application ,,,This Section does not apply to buildings described in Sentence 1.3.3.3.(1) of Division A.,,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.1.1,10.2,10.2.1,10.2.1.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.2.1.(1), Design and Installation ,,,"Except as permitted in Article 10.2.2.2., buildings shall be designed and constructed to conform to ANSI/ASHRAE/IES 90.1, ""Energy Standard for Buildings Except Low-Rise Residential Buildings"" (exceptSubsection 8.4.2.), the NECB, or Subsection 10.2.3.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.2.1,10.2,10.2.2,10.2.2.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.2.1.(2), Design and Installation ,,,"Where a building contains one or more major occupancies that conform to Subsection 10.2.3., the remaining major occupancies shall comply with Clause(1)(a) or(b).",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.2.1,10.2,10.2.2,10.2.2.1.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.1.(1), Application ,,,"This Subsection applies to buildings containing any of the following major occupancies: containing any of the following major occupancies: residential business and personal services, or mercantile, and located where the degree-days below 18°C value is less than 3000.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.1,10.2,10.2.3,10.2.3.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.2.(1), Definitions ,,,"For the purpose of this Subsection, the term ""total energy use intensity"" shall mean a metric of the energy used over a year by the building, estimated by using an energy model in accordance with Article 10.2.3.4., normalized per square metre of floor area of conditioned space and expressed in kWh/(m2year), for all of the following combined: space-heating equipment, space-cooling equipment, fans, interior and exterior lighting devices, service water heating equipment, pumps, auxiliary HVAC equipment (see A-9.36.6.2.(1)(f) in Appendix A), receptacle loads and miscellaneous equipment, appliances, and elevators and escalators.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.2,10.2,10.2.3,10.2.3.2.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.2.(2), Definitions ,,,"For the purpose of this Subsection, the term ""thermal energy demand intensity"" shall mean a metric of the annualheating required by the building for space conditioning and for conditioning of ventilation air, estimated by using an energy model in accordance with Article10.2.3.4., normalized per square metre of floor area of conditioned space and expressed in kWh/(m2year), taking into account all of the following: thermal transmittance of above-ground walls and roof-ceiling assemblies, thermal transmittance of floors and walls in contact with the ground, or space that is not conditioned space, thermal transmittance and solar heat gain of windows, doors and skylights, air leakage through the air barrier system, internal heat gains from occupants and equipment, and heat recovery from exhaust ventilation. (See Note A-10.2.3.2.(2).)",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.2,10.2,10.2.3,10.2.3.2.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.2.(3), Definitions ,,,"For the purpose of this Subsection, the term ""Step"" shall meanaStep referredto in Tables10.2.3.3.-A and 10.2.3.3.-B.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.2,10.2,10.2.3,10.2.3.2.(3),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.3.(1), Compliance Requirements ,,,Buildings and major occupancies conforming to the requirements of any of Steps1to 4 shall be designed and constructed to conform to the applicable energy performance requirements in Tables 10.2.3.3.-A and 10.2.3.3.-B.,,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.3,10.2,10.2.3,10.2.3.3.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.3.(2), Compliance Requirements ,,,"Except as permitted by Sentence (3), energy performance shall be calculated in conformance with Article10.2.3.4., and airtightness shall be tested in accordance with Article 10.2.3.5. (See Note A-10.2.3.3.(2).)",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.3,10.2,10.2.3,10.2.3.3.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.3.(3), Compliance Requirements ,,,"Buildings and major occupancies designed and constructed to conform to Step4 of Table 10.2.3.3.-A or to Step 3 in Table 10.2.3.3.-B, and to the Passive House Planning Package, version 9 or newer, are deemed to comply with this Subsection provided the energy model according to which the building orthe major occupancy of the building is designed and constructed is prepared by a Certified Passive House Designer, or Certified Passive House Consultant, who is approved by the Passive House Institute. (See also Sentence 10.2.2.1.(2).)",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.3,10.2,10.2.3,10.2.3.3.(3),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.4.(1), Energy Modelling ,,,"Except as required by Sentence(2), for buildings and major occupancies conforming to the requirements of any of Steps1to 4, energy modelling shall conform to the applicable requirements of Part 8 of the NECB, and the City of Vancouver Energy Modelling Guidelines.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.4,10.2,10.2.3,10.2.3.4.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.4.(2), Energy Modelling ,,,"Except as permitted by Sentence(3), energymodellingfor buildings and major occupancies conforming to the requirements of any of Steps2 to 4 shall account for the airleakage rate derived in accordance with Article 10.2.3.5.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.4,10.2,10.2.3,10.2.3.4.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.4.(3), Energy Modelling ,,,Energy modelling is permitted to account for an air leakage rate of 0.25 L/(sm2) from total gross above-ground wall and roof areas until the air leakage rate determined by Sentence (2) is available.,,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.4,10.2,10.2.3,10.2.3.4.(3),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.5.(1), Building Envelope Airtightness Testing ,,,"Except as required by Sentence(2), buildings and major occupancies shall be tested for airtightness in accordance with ASTME779, ""Standard Test Method for Determining Air Leakage Rate by Fan Pressurization"", or USACE Version 3, ""Air Leakage Test Protocol for Building Envelopes"". (See Note A-10.2.3.5.(1).)",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.5,10.2,10.2.3,10.2.3.5.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.5.(2), Building Envelope Airtightness Testing ,,,"Where airtightness is determined in accordance with Sentence (1) with intentional openings for mechanical equipment left unsealed, the airtightness rate shall be adjusted in the energy model calculations to account for air leakage through mechanical equipment.",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.5,10.2,10.2.3,10.2.3.5.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.2.3.5.(3), Building Envelope Airtightness Testing ,,,Buildings and major occupancies shall be tested for airtightness to an induced test pressure of not less than 75Pa.,,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.2.3.5,10.2,10.2.3,10.2.3.5.(3),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,10.3.1.1.(1), Attributions to Acceptable Solutions ,,,"For the purpose of compliance with this Codeas required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions inthis Partshall be the objectives and functional statements listed in Table 10.3.1.1. (See Note A-1.1.2.1.(1).)",,P/T Only,Yes,,,BC variation for energy efficiency.,10.0,10.3.1.1,10.3,10.3.1,10.3.1.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.12.1.(1), Determination of Ratings ,,,"Except as required by Sentence 3.1.12.1.(2) and as permitted by Sentence 3.1.12.1.(3), the flame-spread rating and smoke developed classification of a material, assembly, or structural member shall be determined on the basis of not less than three tests conducted in conformance with ULC CAN/ULC-S102-10 Test for Surface Burning Characteristics of Building Materials and Assemblies",BCBC,Div B,3.1.12.1.(1), Determination of Ratings ,,,"Except as required by Sentence (2) and as permitted by Sentence (3), the flame-spread rating and smoke developed classification of a material, assembly, or structural member shall be determined on the basis of not less than three tests conducted in conformance with CAN/ULC-S102, ""Standard Method of Test for Surface Burning Characteristics of Building Materials and Assemblies.""",,Common Sentence,Yes,,,"BC variation. NBC doesn't reference legal names of standards. Material if people can't find the right standard. Also, no numerical difference in published codes. They're identifcal. ",3.0,3.1.12.1,3.1,3.1.12,3.1.12.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.13.1.(1)," Interior Finishes, Furnishings and Decorative Materials ",,,"Except as otherwise provided by this Subsection, interior finishes, furnishings and decorative materials shall conform to Section 2.3. of Division B of the NFC.",BCBC,Div B,3.1.13.1.(1)," Interior Finishes, Furnishings and Decorative Materials ",,,"Except as otherwise provided by this Subsection, interior finishes, furnishings and decorative materials shall conform to Section 2.3. of Division B of the British Columbia Fire Code.",,P/T Only,No,,,Code name change,3.0,3.1.13.1,3.1,3.1.13,3.1.13.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.2.1.(1), Classification of Buildings ,,,"Except as permitted by Articles 3.1.2.3. to 3.1.2.5., every building or part thereof shall be classified according to its major occupancy as belonging to one of the Groups or Divisions described in Table 3.1.2.1. (See Note A-3.1.2.1.(1).)",BCBC,Div B,3.1.2.1.(1), Classification of Buildings ,,,"Except as permitted by Articles 3.1.2.3. to 3.1.2.6., every building or part thereof shall be classified according to its major occupancy as belonging to one of the Groups or Divisions described in Table 3.1.2.1. (See Note A-3.1.2.1.(1).)",,P/T Only,No,,,No material difference. Variation counted in row #34.,3.0,3.1.2.1,3.1,3.1.2,3.1.2.1.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,3.1.2.5.(2)," Convalescent, Childrens Custodial, and Residential ",,,"A care facility accepted for residential use pursuant to provincial legislation is permitted to be classified as a residential occupancy, provided occupants live as a single housekeeping unit in a dwelling unit with sleeping accommodation for not more than 10 persons, smoke alarms are installed in conformance with Article 3.2.4.20., emergency lighting is provided in conformance with Subsection 3.2.7., and the building is sprinklered throughout.",,P/T Only,Yes,,,BC variation.,3.0,3.1.2.5,3.1,3.1.2,3.1.2.5.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,3.1.2.6.(1)," Group A, Division 2, Low Occupant Load ",,,"A suite of Group A, Division 2 assembly occupancy, except a child or infant daycare facility, is permitted to be classified as a Group D, business and personal services occupancy provided the number of persons in the suite does not exceed 30, and except as permitted by Sentence (2), the suite is separated from the remainder of the building by a fire separation having a fire-resistance rating of not less than 1 hr.",,P/T Only,Yes,,,BC variation.,3.0,3.1.2.6,3.1,3.1.2,3.1.2.6.(1),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,3.1.2.6.(2)," Group A, Division 2, Low Occupant Load ",,,The fire separation required by Sentence (1) need not have a fire-resistance rating where the suite is located in a building that is sprinklered throughout.,,P/T Only,Yes,,,BC variation.,3.0,3.1.2.6,3.1,3.1.2,3.1.2.6.(2),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,3.1.2.6.(3)," Group A, Division 2, Low Occupant Load ",,,"A permanent sign, with lettering not less than 50 mm high with a 12 mm stroke, indicating the lesser of the occupant load for the suite or 30 persons, shall be posted in a conspicuous location near the suite s principal entrance.",,P/T Only,Yes,,,BC variation.,3.0,3.1.2.6,3.1,3.1.2,3.1.2.6.(3),,,,,,,Building
2015.0,BC,NBC,Div B,,,,,,BCBC,Div B,3.1.2.8.(1), Daycare Facilities for Children (See Note A-3.1.2.8.) ,,,"A daycare facility for children shall be classified as a Group A, Division 2 assembly occupancy. (See also Article 3.3.2.17.)",,P/T Only,Yes,,,BC variation.,3.0,3.1.2.8,3.1,3.1.2,3.1.2.8.(1),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.3.2.(3),Prohibition of Occupancy Combinations ,,,"A building conforming to Article 3.2.2.50. shall not contain except as provided in Sentence 3.1.3.2.(5), a Group A, Division 1 or 3, Group B, or Group F, Division 2 or 3 major occupancy, or a Group A, Division 2 or Group E major occupancy above the second storey.",BCBC,Div B,3.1.3.2.(3), Prohibition of Occupancy Combinations ,,,Reserved.,,National Only,Yes,,,BC variation. Early adoption of 2020 NBC. We're harmonized with future NBC.,3.0,3.1.3.2,3.1,3.1.3,3.1.3.2.(3),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.3.2.(4),Prohibition of Occupancy Combinations ,,,"A building conforming to Article 3.2.2.58. shall not contain a Group A, Division 1 or 3, Group B, or Group F, Division 1 major occupancy, or except as provided in Sentence 3.1.3.2.(5), a Group A, Division 2, Group E, or Group F, Division 2 or 3 major occupancy above the second storey.",BCBC,Div B,3.1.3.2.(4), Prohibition of Occupancy Combinations ,,,Reserved.,,National Only,Yes,,,BC variation. Early adoption of 2020 NBC. We're harmonized with future NBC.,3.0,3.1.3.2,3.1,3.1.3,3.1.3.2.(4),,,,,,,Building
2015.0,BC,NBC,Div B,3.1.3.2.(5),Prohibition of Occupancy Combinations ,,,A building conforming to Article 3.2.2.50. or 3.2.2.58. is permitted to contain a storage garage below the fourth storey. (See Note A-3.1.3.2.(3).) (See also Sentence 4.4.2.1.(1).),BCBC,Div B,3.1.3.2.(5), Prohibition of Occupancy Combinations ,,,Reserved.,,National Only,Yes,,,BC variation. Early adoption of 2020 NBC. We're harmonized with future NBC.,3.0,3.1.3.2,3.1,3.1.3,3.1.3.2.(5),,,,,,,Building
