DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM,Full Index
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.1.10.2.(3),Rating of Firewalls,"Except as permitted by Sentence 3.1.10.2.(4), the required fire-resistance rating of a firewall, except for closures, shall be provided by masonry or concrete.",3.0,1,10,2,3,53592
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.3.1.(2),Limiting Distance and Area of Unprotected Openings,"The area of the unprotected openings in an exposing building face shall be the aggregate area of unprotected openings expressed as a percentage of the area of the exposing building face in Table 3.2.3.1.-B, 3.2.3.1.-C, 3.2.3.1.-Dor 3.2.3.1.-E. (See Sentence 3.2.3.2.(1).)",3.0,2,3,1,2,53593
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.5.11.(6),Hose Stations,"Where a building or part thereof is used as a distillery and the building is sprinklered in conformance with Article 3.2.5.12., small hose (38 stations are permitted to be supplied from interior sprinkler piping.",3.0,2,5,11,6,53594
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.1.4.3.(3),Wires and Cables,"Except as permitted in Sentence 3.1.4.3.(4), where totally enclosed noncombustible raceways are used in a plenum, exposed components of wiring systems with combustible insulation, jackets or sheathes, including optical fibre cables and electrical wires and cables that are used for the transmission of voice, sound or data, that are installed in the plenum or that extend not more than 9 m from the plenum, including drop down to the floor level, are permitted, provided they exhibit a vertical char of not more than 1.5 m when tested in conformance with the Vertical Flame Test – Cables in Cable Trays (FT4 in CSA C22.2 No. 0.3-09 Test Methods for Electrical Wires and Cables",3.0,1,4,3,3,53595
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.2.10.(1),Streets,Every building shall face a street located in conformance with the requirements of Articles 3.2.5.4.and 3.2.5.5. for access routes.,3.0,2,2,10,1,53596
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.24.3.2.(3),Fire-Rated Walls,Framing above doors with steel door frames in non-loadbearing fire separations required to have a fire-resistance rating shall consist of 2 runners on the flat fastened back to back. (See Note A-9.24.3.2.(3).),9.0,24,3,2,3,53597
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.23.16.6.(1),Edge Support,"Where panel-type roof sheathing requires edge support, the support shall consist of metal H clips or not less than 38 mm by 38 mm blocking securely nailed between framing members.",9.0,23,16,6,1,53598
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.22.8.1.(1),Conformance to Standard,Factory-built fireplaces and their installation shall conform to ULC CAN/ULC-S610-M87 Factory-Built Fireplaces,9.0,22,8,1,1,53599
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.4.6.17.(6),Security for Banks and Mercantile Floor Areas,A door referred to in Sentence 3.4.6.17.(5) shall be permanently and distinctly marked to indicate that it is an emergency exit.,3.0,4,6,17,6,53600
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,6.3.1.2.(1),Crawl Spaces and Attic or Roof Spaces,Unconditioned and unoccupied crawl spaces and unconditioned and unoccupied attic or roof spaces shall be ventilated by natural or mechanical means as required by Part 5. (See Note A-6.3.1.2.(1).),6.0,3,1,2,1,53601
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,6.3.1.4.(5),Ventilation of Storage Garages,"Except as provided in Sentence 6.3.1.4.(6), ticket and attendant booths of storage garages shall be pressurized with a supply of uncontaminated air.",6.0,3,1,4,5,53602
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.4.6.5.(3),Handrails,"In addition to Sentence 3.4.6.5.(2), intermediate handrails shall be provided so that a handrail is reachable within 750 mm of all portions of the required exit width, at least one portion of the stair or ramp between two handrails is the minimum width required for stairways or ramps (see Sentences 3.4.3.2.(8)and 3.4.3.3.(4)), and all other portions of the stair or ramp between two handrails have a clear width of 510 mm or more.",3.0,4,6,5,3,53603
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.2.2.(5),Entrances,"If a walkway or pedestrian bridge connects two barrier-freestoreys in different buildings, the path of travel from one storey to the other storey by means of the walkway or bridge shall be barrier-free.",3.0,8,2,2,5,53604
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.2.3.(3),Areas Requiring a Barrier-Free Path of Travel,"In an assembly occupancy, the number of spaces designated for wheelchair use within rooms or areas with fixed seats shall conform to Table 3.8.2.3. (See also Article 3.8.3.21. for additional requirements.)",3.0,8,2,3,3,53605
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.9.3.2.(1),Exit Width,"Except for doors and corridors, the width of every exit facility shall be not less than 900 mm. (See Article 9.9.6.3. for doors, Article 9.8.2.1. for stairs, and Article 9.8.5.2. for ramps.)",9.0,9,3,2,1,53606
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.2.15.(1),Storeys below Ground,"If a building is erected entirely below the adjoining finished ground level and does not extend more than one storey below that ground level, the minimum precautions against fire spread and collapse shall be the same as are required for basements under a building of 1 storey in building height having the same occupancy and building area.",3.0,2,2,15,1,53607
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.3.3.2.(2),Galvanized Sheet Steel,"Where galvanized sheet steel is intended for use in locations exposed to the weather or as a flashing material, it shall have a zinc coating not less than the G90 [Z275] coating designation or an aluminum-zinc alloy coating not less than the AZM150 coating designation, as referred to in Sentence 9.3.3.2.(1).",9.0,3,3,2,2,53608
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.2.89.(1),"Group F, Division 3, One Storey, Any Area, Low Fire Load Occupancy","A building classified as Group F, Division 3 is permitted to conform to Sentence 3.2.2.89.(2) provided it is not more than 1 storey in building height, used solely for low fire loadoccupancies such as power generating plants, or plants for the manufacture or storage of noncombustible materials, and not limited in building area.",3.0,2,2,89,1,53609
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.3.3.(1),Exterior Walks,"Exterior walks that form part of a barrier-free path of travel shall have a slip-resistant, continuous and even surface, be not less than 1 100 mm wide, and have a level area conforming to Sentence 3.8.3.5.(1) adjacent to an entrance doorway.",3.0,8,3,3,1,53610
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.3.6.(2),Doorways and Doors,Every doorway that is located in a barrier-free path of travel shall have a clear width not less than 800 mm when the door is in the open position. (See Note A-3.8.3.6.(2).),3.0,8,3,6,2,53611
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,4.2.2.4.(1),Altered Subsurface Condition,"If, during construction, the soil, rock or groundwater is found not to be of the type or in the condition used in design and as indicated on the drawings, the design shall be reassessed by the designer.",4.0,2,2,4,1,53612
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,4.1.6.9.(2),Gable Roofs,"For gable roofs with a slope   > 15°, the unbalanced load case shall also be considered by setting the values of the accumulation factor, Ca, as follows: on the upwind side of the roof peak, Ca shall be taken as 0, and on the downwind side of the roof peak, Ca shall be taken as 0.25 +  /20, where 15°       20°, and 1.25, where 20° &lt;     90°.",4.0,1,6,9,2,53613
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.3.5.5.(1),Repair Garage Separation,"A repair garage and any ancillary spaces serving it, including waiting rooms, reception rooms, tool and parts storage areas and supervisory office space, shall be separated from other occupancies by a fire separation having a fire-resistance rating not less than 2 h.",3.0,3,5,5,1,53614
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.10.2.4.(1),Buildings Containing More Than One Major Occupancy,"In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1.and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies.",9.0,10,2,4,1,53615
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.16.1.4.(1),Dampproofing and Waterproofing,Dampproofing and waterproofing shall conform to part 9.,9.0,16,1,4,1,53616
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.36.4.2.(3),Equipment Efficiency,"Except for components that are required to be installed outdoors, service water heating equipment shall be installed in a conditioned space. (See Note A-9.36.4.2.(3).)",9.0,36,4,2,3,53617
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.33.6.4.(7),"Coverings, Linings, Adhesives and Insulation",Foamed plastic insulation is permitted to be used in a ceiling space that acts as a return air plenum provided the foamed plastic insulation is protected from exposure to the plenum in accordance with Sentence 3.1.5.14.(4).,9.0,33,6,4,7,53618
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.3.1.(1),Limiting Distance and Area of Unprotected Openings,"Except as permitted by Articles 3.2.3.10.to 3.2.3.12., the area of unprotected openings in an exposing building face for the applicable limiting distance shall be not more than the value determined in accordance with Table 3.2.3.1.-Bor 3.2.3.1.-C for an exposing building face conforming to Article 3.2.3.2. of a building or fire compartment which is not sprinklered, or Table 3.2.3.1.-Dor 3.2.3.1.-E for an exposing building face conforming to Article 3.2.3.2. of a sprinklered fire compartment that is part of a building which is sprinklered in conformance with part 3.",3.0,2,3,1,1,53619
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.7.2.(1),Recessed Lighting Fixtures,A recessed lighting fixture shall not be located in an insulated ceiling unless the fixture is designed for this type of installation.,3.0,2,7,2,1,53620
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.23.15.3.(1),Edge Support,"Where the edges of panel-type subflooring are required to be supported (see Sentence 9.30.2.1.(2)), such support shall consist of tongue-and-groove panel edges or not less than 38 mm by 38 mm blocking securely nailed between framing members.",9.0,23,15,3,1,53621
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.27.4.1.(3),Required Sealants,"Sealant shall be provided at vertical joints between different cladding materials unless the joint is suitably lapped or flashed to prevent the entry of rain. (See Articles 9.7.6.2., 9.20.13.12.and 9.28.1.5.)",9.0,27,4,1,3,53622
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.25.3.3.(6),Continuity of the Air Barrier System,"Penetrations of the air barrier system, such as those created by the installation of doors, windows, electrical wiring, electrical boxes, piping or ductwork, shall be sealed to maintain the integrity of the air barrier system over the entire surface.",9.0,25,3,3,6,53623
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.21.4.9.(1),Separation of Flue Liners,"Flue liners in the same chimney shall be separated by not less than 75 mm of masonry or concrete exclusive of liners where clay liners are used, or 90 mm of firebrick where firebrick liners are used.",9.0,21,4,9,1,53624
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.1.8.5.(4),Installation of Closures,"If a door is installed such that it could damage the integrity of a fire separation if its swing is unrestricted, door stops shall be installed to prevent the damage.",3.0,1,8,5,4,53625
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.7.10.(1),Protection of Electrical Conductors,"The protection of electrical and emergency conductors referred to in Clauses 3.2.7.10.(1)to 3.2.7.10.(1) shall conform to the requirements stated in Sentences 3.2.7.10.(2)to 3.2.7.10.(11): electrical conductors located within buildings identified in Article 3.2.6.1. serving fire alarms, emergency lighting, or emergency equipment within the scope of Articles 3.2.6.2.to 3.2.6.8., emergency conductors serving fire pumps required to be installed under Article 3.2.5.18., and electrical conductors serving mechanical systems serving areas of refuge identified in Sentence 3.3.3.6.(1), or contained use areas identified in Clauses 3.3.3.7.(4)and 3.3.3.7.(4).",3.0,2,7,10,1,53626
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.2.7.(2),Power Door Operators,"The requirements of Sentence 3.8.2.7.(1) do not apply to an individual suite having an area less than 500 m2 in a building having only suites of assembly, care, business and personal services or mercantile occupancy if the suite is completely separated from the remainder of the building so that there is no access to the remainder of the building.",3.0,8,2,7,2,53627
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.3.1.17.(6),Capacity of Access to Exits,"In a building that is not sprinklered throughout in accordance with Sentence 3.2.5.12.(1), an access to exit that is part of the principal entrance serving a dance hall or a licensed beverage establishment with an occupant load more than 250 shall provide at least one half of the required exit width.",3.0,3,1,17,6,53628
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.3.1.20.(3),Exhaust Ventilation and Explosion Venting,"Explosion relief devices, vents or other protective measures conforming to part 6. and Article 6.9.1.2. shall be provided for a space in which substances or conditions that have the potential to create an explosion hazard are present as a result of the principal use of a building.",3.0,3,1,20,3,53629
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.8.8.5.(2),Openings in Guards,"Except where they serve storage garages, guards in industrial occupancies are permitted to consist of a top railing, and one or more horizontal intermediate rails spaced such that the size of the openings through the guard prevents the passage of a spherical object having a diameter of 535 mm.",9.0,8,8,5,2,53630
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.4.13.(1),Vacuum Cleaning System Shutdown,A central vacuum cleaning system in a building equipped with a fire alarm system shall be designed to shut down upon actuation of the fire alarm system.,3.0,2,4,13,1,53631
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.15.2.4.(1),Wood-Frame Foundations,Foundations of wood-frame construction shall conform to CSA S406-16 Permanent Wood Foundations for Housing and Small Buildings or Part 4.,9.0,15,2,4,1,53632
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.4.3.1.(2),Deflections,Dead loads need not be considered in computing deflections referred to in Sentence 9.4.3.1.(1).,9.0,4,3,1,2,53633
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.8.3.6.(14),Doorways and Doors,"Except as provided in Sentence 3.8.3.5.(1), the floor surface on each side of a door in a barrier-free path of travel shall be level within a rectangular area as wide as the door plus the clearance required on the latch side by Sentence 3.8.3.6.(11), and whose dimension perpendicular to the closed door is not less than the width of the barrier-free path of travel but need not exceed 1 500 mm.",3.0,8,3,6,14,53634
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,4.1.6.10.(5),"Arch Roofs, Curved Roofs and Domes","Except as provided in Sentence 4.1.6.10.(6), Ca for curved roofs shall be determined in accordance with the requirements for arch roofs stated in Sentences 4.1.6.10.(3)and 4.1.6.10.(4).",4.0,1,6,10,5,53635
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.36.2.10.(16),Construction of Air Barrier Details,"Where a party wall meets the plane of airtightness, that junction shall be constructed airtight by sealing any voids within the party wall at the perimeter to the adjacent air barrier material and by sealing all junctions between the structural components, or covering the structural components with an air barrier material and sealing it to the adjacent air barrier material.",9.0,36,2,10,16,53636
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.10.9.2.(4),Continuous Barrier,All gypsum board joints in the assemblies described in Sentences 9.10.9.2.(1)and 9.9.9.3.(2) shall conform to CSA A82.31-M1980 Gypsum Board Application and penetrations in these assemblies shall be sealed using flexible sealant or tape to maintain the integrity of the smoke-tight barrier over the entire surface.,9.0,10,9,2,4,53637
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.36.5.5.(1),Climatic Data,"To calculate the effect of heating and cooling consumption, the energy model calculations shall be performed using climatic data measured at time intervals no greater than one hour for one year (8 760 based on the average of at least 10 years of measured data collected at the weather station nearest to the region in which the proposed house is located. (See Note A-9.36.5.5.(1).)",9.0,36,5,5,1,53638
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.33.4.2.(1),Installation of Hydronic Heating Systems,"The installation of a hydronic heating system shall conform to applicable provincial or territorial regulations or municipal bylaws or, in the absence of such regulations or bylaws, to CSA B214-16 Installation Code for Hydronic Heating Systems",9.0,33,4,2,1,53639
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.1.11.7.(7),Fire Block Materials,"In buildings permitted to be of combustible construction, semi-rigid fibre insulation board produced from glass, rock or slag is permitted to be used to block the vertical space in a double stud wall assembly formed at the intersection of the floor assembly and the walls, provided the width of the vertical space does not exceed 25 mm and the insulation board has a density not less than 45 kg/m3, is securely fastened to one set of studs, extends from below the bottom of the top plates in the lower storey to above the top of the bottom plate in the upper storey, and completely fills the portion of the vertical space between the headers and between the wall plates.",3.0,1,11,7,7,53640
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.5.12.(1),Automatic Sprinkler Systems,"Except as permitted by Sentences 3.2.5.12.(2), 3.2.5.12.(3)and 3.2.5.12.(4), an automatic sprinkler system shall be designed, constructed, installed and tested in conformance with NFPA 13-2013 Installation of Sprinkler Systems (See Note A-3.2.5.12.(1).)",3.0,2,5,12,1,53641
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.3.8.(3),Protection of Exterior Building Face,The requirements of Sentence 3.2.3.8.(1) are waived for wall assemblies that comply with the requirements of Article 3.1.5.5. (See Note A-3.1.4.1.(1).),3.0,2,3,8,3,53642
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.10.1.3.(3),Items under Part 3 Jurisdiction,Basements containing more than 1 storey or exceeding 600 m2 in area shall conform to part 3..,9.0,10,1,3,3,53643
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.9.9.1.(3),Travel Limit to Exits or Egress Doors,The travel limit from a floor level in a dwelling unit to an exit or egress door may exceed 1 storey where that floor level has direct access to a balcony.,9.0,9,9,1,3,53644
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.23.9.6.(2),Trimmer Joists,When the header joist exceeds 2 m in length the size of the trimmer joists shall be determined by calculations.,9.0,23,9,6,2,53645
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.27.3.3.(2),Required Sheathing Membrane and Installation,Sheathing membrane required in Sentence 9.27.3.3.(1) shall be applied so that joints are lapped not less than 100 mm.,9.0,27,3,3,2,53646
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.23.16.7.(1),Thickness or Rating,The thickness or rating of roof sheathing on a flat roof used as a walking deck shall conform to either Table 9.23.15.5.-A or Table 9.23.15.5.-B for subfloors.,9.0,23,16,7,1,53647
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.25.2.4.(2),Installation of Loose-Fill Insulation,"Where loose-fill insulation is installed in an unconfined sloped space, such as an attic space over a sloped ceiling, the supporting slope shall not be more than 4.5 in 12 for mineral fibre or cellulose fibre insulation, and 2.5 in 12 for other types of insulation.",9.0,25,2,4,2,53648
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.25.2.5.(1),Installation of Spray-Applied Polyurethane,"Spray-applied polyurethane insulation shall be installed in accordance with ULC CAN/ULC-S705.2-05 Thermal Insulation – Spray Applied Rigid Polyurethane Foam, Medium Density – Application",9.0,25,2,5,1,53649
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.31.6.5.(1),Heating Coils,Heating coils of service water heaters shall not be installed in a flue or in the combustion chamber of a boiler or furnace heating a building.,9.0,31,6,5,1,53650
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.32.2.2.(2),Non-Heating-Season Natural Ventilation,"Where a vestibule opens directly off a living or dining room within a dwelling unit, ventilation to the outdoors for such rooms may be through the vestibule.",9.0,32,2,2,2,53651
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.4.6.17.(5),Security for Banks and Mercantile Floor Areas,"In exit and egress facilities referred to in Sentence 3.4.6.17.(4), at least one door at each exit and egress location shall be operable in conformance with Sentence 3.4.6.16.(1), or be equipped with locks conforming to Sentence 3.4.6.16.(4) that release immediately if an alert signal or alarm signal is initiated in the fire alarm system, or the sprinkler system is actuated.",3.0,4,6,17,5,53652
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.5.4.(1),Access Routes,"A building which is more than 3 storeys in building height or more than 600 m2 in building area shall be provided with access routes for fire department vehicles to the building face having a principal entrance, and to each building face having access openings for firefighting as required by Articles 3.2.5.1.and 3.2.5.2.",3.0,2,5,4,1,53653
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,6.3.2.15.(2),"Evaporative Cooling Towers, Evaporative Fluid Coolers and Evaporative Condensers","The distance between the air intakes of evaporative cooling towers, evaporative fluid coolers and evaporative condensers in relation to kitchen exhaust outlets, vegetation or other sources of organic matter shall be not less than 4.6 m.",6.0,3,2,15,2,53654
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.3.1.9.(6),Corridors,"If a public corridor conforming to Sentence 3.4.2.5.(1) contains an occupancy, the occupancy shall be located so that for pedestrian travel there is an unobstructed width not less than 3 m at all times adjacent and parallel to all rooms and suites that front onto the public corridor, and the combined area of all occupancies in the public corridor shall be not more than 15% of the area of the public corridor.",3.0,3,1,9,6,53655
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.15.3.6.(1),Adjustments to Footing Widths for Interior Walls,The minimum strip footing widths for interior loadbearing masonry walls shown in Table 9.15.3.4. shall be increased by 100 mm for each storey of masonry construction supported by the footing.,9.0,15,3,6,1,53656
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,9.16.2.2.(4),Support of Floors,Fill beneath floors-on-ground need not be compacted where the material is clean coarse aggregate containing not more than 10% of material that will pass a 4 mm sieve.,9.0,16,2,2,4,53657
B,PE,2015,NBC,Div B,EN,pebc2015_divb,B,3.2.2.63.(1),"Group D, up to 2 Storeys, Sprinklered","A building classified as Group D is permitted to conform to Sentence 3.2.2.63.(2) provided except as permitted by Sentences 3.2.2.7.(1)and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 2 storeys in building height, and it has a building area not more than 3 000 m2 if 1 storey in building height, or 2 400 m2 if 2 storeys in building height.",3.0,2,2,63,1,53658
