National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
"Where the building envelope components used are more energy-efficient than those prescribed in Section 3.2., the trade-off calculation is permitted to take this increased performance level into account, provided it can be quantified and is not dependent on occupant interaction.","Where the building envelope components used are more energy-efficient than those prescribed in Section 3.2., the trade-off calculation is permitted to take this increased performance level into account, provided it can be quantified and is not dependent on occupant interaction.","A hose cabinet referred to in Sentence (3) shall be of sufficient size to, contain the equipment referred to in Sentence (3), contain a listed fire extinguisher, and provide sufficient clearance to permit the use of a standard fire department hose key.","A hose cabinet referred to in Sentence (3) shall be of sufficient size to, contain the equipment referred to in Sentence (3), contain a listed fire extinguisher, and provide sufficient clearance to permit the use of a standard fire department hose key.",1.0
"The individual power allowances in each space of the building do not have to be met, provided the total installed interior lighting power is not exceeded.","The individual power allowances in each space of the building do not have to be met, provided the total installed interior lighting power is not exceeded.","If during construction, climatic or any other conditions have changed the properties of the soil, rock or groundwater, the design shall be reassessed by the designer.","If during construction, climatic or any other conditions have changed the properties of the soil, rock or groundwater, the design shall be reassessed by the designer.",1.0
"Where 10% or more of the gross lighted area of the building can be classified as being of a building type other than the principal type for the building, the interior lighting power allowance shall be calculated using the space-by-space method described in Article 4.2.1.6.","Where 10% or more of the gross lighted area of the building can be classified as being of a building type other than the principal type for the building, the interior lighting power allowance shall be calculated using the space-by-space method described in Article 4.2.1.6.","Where steel piles are used in deep foundations and act as permanent load-carrying members, the steel shall conform with one of the following standards: (a) ASTM A252, ""Welded and Seamless Steel Pipe Piles"", (b) ASTM A283 / A283M, ""Low and Intermediate Tensile Strength Carbon Steel Plates"", (c) ASTM A1008 / A1008M , ""Steel, Sheet, Cold-Rolled, Carbon, Structural, High-Strength Low-Alloy, and High-Strength Low-Alloy with Improved Formability, Solution Hardened, and Bake Hardenable"", (d) ASTM A1011 / A1011M, ""Steel, Sheet and Strip, Hot-Rolled, Carbon, Structural, High-Strength Low-Alloy, High-Strength Low-Alloy with Improved Formability, and Ultra-High Strength"", or (e) CSA G40.21, ""Structural Quality Steel"".","Where steel piles are used in deep foundations and act as permanent load-carrying members, the steel shall conform with one of the following standards: (a) ASTM A252, ""Welded and Seamless Steel Pipe Piles"", (b) ASTM A283 / A283M, ""Low and Intermediate Tensile Strength Carbon Steel Plates"", (c) ASTM A1008 / A1008M , ""Steel, Sheet, Cold-Rolled, Carbon, Structural, High-Strength Low-Alloy, and High-Strength Low-Alloy with Improved Formability, Solution Hardened, and Bake Hardenable"", (d) ASTM A1011 / A1011M, ""Steel, Sheet and Strip, Hot-Rolled, Carbon, Structural, High-Strength Low-Alloy, High-Strength Low-Alloy with Improved Formability, and Ultra-High Strength"", or (e) CSA G40.21, ""Structural Quality Steel"".",1.0
"The general lighting in spaces requiring ""Bi-Level"" lighting control in accordance with Table 4.2.1.6. shall have controls that allow at least one intermediate level of lighting, in addition to ""full on"" and ""full off,"" that is between 30% and 70% full lighting power, or continuous dimming.","The general lighting in spaces requiring Bi-Level lighting control in accordance with Table 4.2.1.6. shall have controls that allow at least one intermediate level of lighting, in addition to full on and full off, that is between 30% and 70% full lighting power, or continuous dimming.","Where there is eccentricity or inclination of loading in foundation units, this effect shall be fully investigated and provided for in the design.","Where there is eccentricity or inclination of loading in foundation units, this effect shall be fully investigated and provided for in the design.",1.0
"General lighting in the following areas need not comply with Sentence 4.2.2.1.(10): primary sidelighted areas where the vertical projected distance from the top of the windows to the top of any adjacent structure divided by the horizontal distance from the window to the adjacent structure is greater than or equal to 2, sidelighted areas where the total glazing area is less than 2 m2, and retail spaces.","General lighting in the following areas need not comply with Sentence (10): primary sidelighted areas where the vertical projected distance from the top of the windows to the top of any adjacent structure divided by the horizontal distance from the window to the adjacent structure is greater than or equal to 2, sidelighted areas where the total glazing area is less than 2 m2, and retail spaces.","Where conditions of permafrost are encountered or proven to exist, the design of the foundation shall be based upon analysis of these conditions by a person especially qualified in that field of work.","Where conditions of permafrost are encountered or proven to exist, the design of the foundation shall be based upon analysis of these conditions by a person especially qualified in that field of work.",1.0
"General lighting need not be controlled in accordance with Sentence 4.2.2.1.(16) where the lighting power density for the space is not greater than 8.6 W/m2, the space is lit by high-intensity discharge (HID) lamps, and the power for the general lighting in the space reduces automatically by 30% or more within 20 min of the space being unoccupied.","General lighting need not be controlled in accordance with Sentence (16) where the lighting power density for the space is not greater than 8.6 W/m2, the space is lit by high-intensity discharge (HID) lamps, and the power for the general lighting in the space reduces automatically by 30% or more within 20 min of the space being unoccupied.",The design of excavations and of supports for the sides of excavations shall conform to the requirements of Subsection 4.2.4. and this Subsection. (See Appendix A.),The design of excavations and of supports for the sides of excavations shall conform to the requirements of Subsection 4.2.4. and this Subsection. (See Appendix A.),1.0
Lighting for covered vehicle entrances and exits from storage garages shall be separately controlled by a device that automatically reduces the lighting by at least 50% from sunset to sunrise. (See Note A-4.2.2.2.(3).),Lighting for covered vehicle entrances and exits from storage garages shall be separately controlled by a device that automatically reduces the lighting by at least 50% from sunset to sunrise. (See Note A-4.2.2.2.(3).),The design of shallow foundations shall be in conformance with the requirements of Subsection 4.2.4. and this Subsection. (See Appendix A.),The design of shallow foundations shall be in conformance with the requirements of Subsection 4.2.4. and this Subsection. (See Appendix A.),1.0
"Daylight transition zones and ramps without parking need not comply with the provisions of Sentences 4.2.2.2.(1), 4.2.2.2.(2)and 4.2.2.2.(4). (See Note A-4.2.2.3.)","Daylight transition zones and ramps without parking need not comply with the provisions of Sentences (1), (2) and (4).","Where a shallow foundation unit has not been placed or located as indicated on the drawings, (a) the error shall be corrected, or (b) the design of the foundation unit shall be recalculated for the altered conditions by the designer.","Where a shallow foundation unit has not been placed or located as indicated on the drawings, (a) the error shall be corrected, or (b) the design of the foundation unit shall be recalculated for the altered conditions by the designer.",1.0
"Each primary sidelighted area, which is the floor area directly adjacent to vertical glazing below the ceiling, shall be calculated as the product of the width of the primary sidelighted area, as determined in Sentence 4.2.2.3.(3), and its depth, as determined in Sentence 4.2.2.3.(4).","Each primary sidelighted area, which is the floor area directly adjacent to vertical glazing below the ceiling, shall be calculated as the product of the width of the primary sidelighted area, as determined in Sentence (3), and its depth, as determined in Sentence (4).","The design of deep foundations shall be determined on the basis of geotechnical considerations taking into account, (a) the method of installation, (b) the degree of inspection, (c) the spacing of foundation units and group effects, (d) other requirements of this Subsection, and (e) the appropriate structural requirements of Section 4.1. and Subsections 4.3.1., 4.3.3. and 4.3.4.","The design of deep foundations shall be determined on the basis of geotechnical considerations taking into account, (a) the method of installation, (b) the degree of inspection, (c) the spacing of foundation units and group effects, (d) other requirements of this Subsection, and (e) the appropriate structural requirements of Section 4.1. and Subsections 4.3.1., 4.3.3. and 4.3.4.",1.0
"The depth of the primary sidelighted area shall be calculated as the horizontal distance perpendicular to the glazing that is the smaller of the following values: one window head height, which is the distance from the floor to the top of the glazing, or the distance to any vertical obstruction that is 1.5 m or more in height.","The depth of the primary sidelighted area shall be calculated as the horizontal distance perpendicular to the glazing that is the smaller of the following values: one window head height, which is the distance from the floor to the top of the glazing, or the distance to any vertical obstruction that is 1.5mor more in height.",The portion of a deep foundation unit that is not permanently in contact with soil or rock shall be structurally designed as a laterally unsupported compression member.,The portion of a deep foundation unit that is not permanently in contact with soil or rock shall be structurally designed as a laterally unsupported compression member.,1.0
The daylighted area under roof monitors shall refer to the combined daylighted area under each roof monitor without double-counting overlapping areas. (See Note A-4.2.2.4.(1) and 4.2.2.5.(1).),The daylighted area under roof monitors shall refer to the combined daylighted area under each roof monitor without double-counting overlapping areas (See note A-4.2.2.4.1(1) and 4.2.2.5.(1).),Existing foundations may be used to support new or altered buildings provided they comply with all pertinent requirements of this Section.,Existing foundations may be used to support new or altered buildings provided they comply with all pertinent requirements of this Section.,1.0
"The daylighted area under each roof monitor shall be calculated as the product of Clauses 4.2.2.4.(2)(a)and 4.2.2.4.(2)(b): the width of the vertical glazing above the ceiling plus the smallest of the following measurements applied to each side of the glazing: 0.6 m, the distance to any vertical obstruction that is 1.5 m or more in height, or the distance to the edge of any primary sidelighted area, and the smallest of the following measurements applied horizontally from the bottom edge of the glazing: the monitor’s sill height, which is the vertical distance from the floor to the bottom edge of the monitor’s glazing, or the distance to the nearest face of any vertical obstruction where any part of the obstruction is farther away than the difference between the height of the obstruction and the monitor’s sill height. (See Note A-4.2.2.4.(2).)","The daylighted area under each roof monitor shall be calculated as the product of Clauses (a) and (b): the width of the vertical glazing above the ceiling plus the smallest of the following measurements applied to each side of the glazing: 0.6 m, the distance to any vertical obstruction that is 1.5 m or more in height, or the distance to the edge of any primary sidelighted area, and the smallest of the following measurements applied horizontally from the bottom edge of the glazing: the monitor s sill height, which is the vertical distance from the floor to the bottom edge of the monitor s glazing, or the distance to the nearest face of any vertical obstruction where any part of the obstruction is farther away than the difference between the height of the obstruction and the monitor s sill height. (See Note A-4.2.2.4.(2).)","Glued-laminated members shall be fabricated in plants conforming to CSA O177, ""Qualification Code for Manufacturers of Structural Glued-Laminated Timber"".","Glued-laminated members shall be fabricated in plants conforming to CSA O177, ""Qualification Code for Manufacturers of Structural Glued-Laminated Timber"".",1.0
The daylighted area under skylights shall refer to the combined daylighted area under each skylight without double-counting overlapping areas. (See Note A-4.2.2.4.(1) and 4.2.2.5.(1).),The daylighted area under skylights shall refer to the combined daylighted area under each skylight without double-counting overlapping areas. (See Note A-4.2.2.4.(1) and 4.2.2.5.(1).),"In areas known to be infested by termites, the requirements in Articles 9.3.2.9., 9.12.1.1. and 9.15.5.1. shall apply.","In areas known to be infested by termites, the requirements in Articles 9.3.2.9., 9.12.1.1. and 9.15.5.1. shall apply.",1.0
"Except as provided in Sentences 4.2.4.1.(2)and 4.2.4.1.(3), exterior lighting shall be controlled by astronomical time controls, photosensors, a combination of photosensors and timer shut-off switch, or other types of controls that perform the same function as those referred to in Clauses 4.2.4.1.(1)(a)to 4.2.4.1.(1)(c).","Except as provided in Sentences (2) and (3), exterior lighting shall be controlled by astronomical time controls, photosensors, a combination of photosensors and timer shut-off switch, or other types of controls that perform the same function as those referred to in Clauses (a) to (c).","Material compatibility and deterioration resistance are not required where it can be shown that incompatibility or uncontrolled deterioration will not adversely affect any of,(a) the health or safety of building users, (b) the intended use of the building, or (c) the operation of building services.","Material compatibility and deterioration resistance are not required where it can be shown that incompatibility or uncontrolled deterioration will not adversely affect any of,(a) the health or safety of building users, (b) the intended use of the building, or (c) the operation of building services.",1.0
All lighting schedule controllers shall be equipped with backup provisions to retain programming and the time setting for at least 10 h during a power outage. (See Note A-1.1.2.1.),All lighting schedule controllers shall be equipped with backup provisions to retain programming and the time setting for at least 10 h during a power outage.,"Except as provided in Article 4.1.8.18., the structural loads referred to in Sentence (1) and their related effects shall include,(a) dead loads transferred from structural elements, (b) wind, snow, rain, hydrostatic and earth pressures, (c) earthquake effects for post-disaster buildings, depending on their intended function, (See Appendix A.) (d) live loads due to use and occupancy, and (e) loads due to thermal or moisture-related expansion and contraction, deflection, deformation, creep, shrinkage, settlement, and differential movement.","Except as provided in Article 4.1.8.18., the structural loads referred to in Sentence (1) and their related effects shall include,(a) dead loads transferred from structural elements, (b) wind, snow, rain, hydrostatic and earth pressures, (c) earthquake effects for post-disaster buildings, depending on their intended function, (See Appendix A.) (d) live loads due to use and occupancy, and (e) loads due to thermal or moisture-related expansion and contraction, deflection, deformation, creep, shrinkage, settlement, and differential movement.",1.0
"The total annual energy consumption of interior lighting in the proposed building shall be calculated in accordance with Subsection 4.3.2., or except as provided in Sentence 4.3.1.3.(4), CSA C873.4-14 Building Energy Estimation Methodology – Part 4 – Energy Consumption for Lighting","The total annual energy consumption of interior lighting in the proposed building shall be calculated in accordance with Subsection 4.3.2., or except as provided in Sentence (4), CSA C873.4, Building Energy Estimation Methodology Part 4 Energy Consumption for Lighting.","Waterproofing materials, components, assemblies or systems installed to provide the required protection shall form a continuous and impervious barrier to the ingress of ground water and be capable of accommodating,(a) imperfections, construction joints, control joints and expansion joints, (See Appendix A.) (b) junctions between different building assemblies, and (c) elements penetrating building assemblies.","Waterproofing materials, components, assemblies or systems installed to provide the required protection shall form a continuous and impervious barrier to the ingress of ground water and be capable of accommodating,(a) imperfections, construction joints, control joints and expansion joints, (See Appendix A.) (b) junctions between different building assemblies, and (c) elements penetrating building assemblies.",1.0
"The annual energy consumption of interior lighting in a space, Ei,proposed, in (W·h)/a, shall be calculated using the following equation: Ei,proposed=pi ADL,i  teff,day,DL,i+teff,night,i +ANDL,i teff,day,NDL,i+teff,nigh t,iwherepi= lighting power density in the space, in W/m2, determined in accordance with Article 4.3.2.2., ADL,i= daylighted area, in m2, determined in accordance with Article 4.3.2.3., ANDL,i= non-daylighted area, in m2, determined in accordance with Article 4.3.2.4., teff,day,DL,i= effective annual daytime operational time of daylighted area, in h/a, determined in accordance with Article 4.3.2.5., teff,day,NDL,i= effective annual daytime operational time of non-daylighted area, in h/a, determined in accordance with Article 4.3.2.5., and teff,night,i= effective annual nighttime operational time, in h/a, determined in accordance with Article 4.3.2.5.","The annual energy consumption of interior lighting in a space, Ei,proposed, in (W·h)/a, shall be calculated using the following equation: where pi = lighting power density in the space, in W/m2, determined in accordance with Article 4.3.2.2., ADL,i = daylighted area, in m2, determined in accordance with Article 4.3.2.3., ANDL,i = non-daylighted area, inm2, determined in accordance with Article 4.3.2.4., teff,day,DL,i = effective annual daytime operational time of daylighted area, in h/a, determined in accordance with Article 4.3.2.5., teff,day,NDL,i = effective annual daytime operational time of non-daylighted area, in h/a, determined in accordance with Article 4.3.2.5., and teff,night,i = effective annual nighttime operational time, in h/a, determined in accordance with Article 4.3.2.5.","Compliance with the required STC ratings shall be demonstrated through,(a) measurements carried out in accordance with Sentence 5.8.1.2.(1), or (b) the construction of separating assemblies conforming to Table 1 or 2 of MMAH Supplementary Standard SB-3, ""Fire and Sound Resistance of Building Assemblies"", as applicable.","Compliance with the required STC ratings shall be demonstrated through,(a) measurements carried out in accordance with Sentence 5.8.1.2.(1), or (b) the construction of separating assemblies conforming to Table 1 or 2 of MMAH Supplementary Standard SB-3, ""Fire and Sound Resistance of Building Assemblies"", as applicable.",1.0
"The effective annual daytime operational time of the daylighted area, teff,day,DL,i, in h/a, shall be calculated using the following equation: teff,day,DL,i=tday,i FDL,i F occ,i Fpers,iwheretday,i= annual operational time of the space during daytime, in h, determined in accordance with Article 4.3.2.6., FDL,i= factor for daylight harvesting determined in accordance with Article 4.3.2.7., Focc,i= factor for occupancy control determined in accordance with Article 4.3.2.10., and Fpers,i= factor for personal control determined in accordance with Article 4.3.2.10.","The effective annual daytime operational time of the daylighted area, teff,day,DL,i, in h/a, shall be calculated using the following equation: where tday,i = annual operational time of the space during daytime, in h, determined in accordance with Article 4.3.2.6., FDL,i = factor for daylight harvesting determined in accordance with Article 4.3.2.7., Focc,i = factor for occupancy control determined in accordance with Article 4.3.2.10., and Fpers,i = factor for personal control determined in accordance with Article 4.3.2.10.","The normalized flanking level difference shall be measured in accordance with Parts 1 to 4 of ISO 10848, ""Acoustics - Laboratory Measurement of the Flanking Transmission of Airborne and Impact Sound Between Adjoining Rooms"".","The normalized flanking level difference shall be measured in accordance with Parts 1 to 4 of ISO 10848, ""Acoustics - Laboratory Measurement of the Flanking Transmission of Airborne and Impact Sound Between Adjoining Rooms"".",1.0
"The effective annual daytime operational time of the non-daylighted area, teff,day,NDL,i, in h/a, shall be calculated using the following equation: teff,day,NDL,i=tday,i Focc,i F pers,iwheretday,i= annual operational time of the space during daytime, in h, determined in accordance with Article 4.3.2.6., Focc,i= factor for occupancy control determined in accordance with Article 4.3.2.10., and Fpers,i= factor for personal control determined in accordance with Article 4.3.2.10.","The effective annual daytime operational time of the non-daylighted area, teff,day,NDL,i, in h/a, shall be calculated using the following equation: where tday,i = annual operational time of the space during daytime, in h, determined in accordance with Article 4.3.2.6., Focc,i = factor for occupancy control determined in accordance with Article 4.3.2.10., and Fpers,i = factor for personal control determined in accordance with Article 4.3.2.10.","The direct sound reduction index for the separating assembly in situ shall be determined from sound transmission loss in accordance with Clause (a) or (b), depending on the type of construction: (a) for a lightweight separating wall or floor assembly with wood or steel framing, the index shall be taken as equal to the sound transmission loss, without correction, (b) for a heavyweight separating wall or floor assembly of concrete or masonry, the index shall be determined in accordance with the detailed method for structure-borne transmission presented in ISO 15712-1, ""Building Acoustics - Estimation of Acoustic Performance of Buildings From the Performance of Elements - Part 1: Airborne Sound Insulation Between Rooms"".","The direct sound reduction index for the separating assembly in situ shall be determined from sound transmission loss in accordance with Clause (a) or (b), depending on the type of construction: (a) for a lightweight separating wall or floor assembly with wood or steel framing, the index shall be taken as equal to the sound transmission loss, without correction, (b) for a heavyweight separating wall or floor assembly of concrete or masonry, the index shall be determined in accordance with the detailed method for structure-borne transmission presented in ISO 15712-1, ""Building Acoustics - Estimation of Acoustic Performance of Buildings From the Performance of Elements - Part 1: Airborne Sound Insulation Between Rooms"".",1.0
"For spaces where toplighting is the primary daylight supply, the daylight supply factor, CDL,sup,i, shall be determined in accordance with Article 4.3.2.9.","For spaces where toplighting is the primary daylight supply, the daylight supply factor, CDL,sup,i, shall be determined in accordance with Article 4.3.2.9.","Where the method of operation of an existing heating, ventilating or air-conditioning system is altered, the repair or component replacements that change the capacity or extent of safety of the system shall conform to this Code. (See Appendix A.)","Where the method of operation of an existing heating, ventilating or air-conditioning system is altered, the repair or component replacements that change the capacity or extent of safety of the system shall conform to this Code. (See Appendix A.)",1.0
