DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.3.10.(1),Smoking prohibited,"Smoking shall not take place in storage yards, except as provided in Subsection 2.4.3.",3.0,2,3,10,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.14.8.5.(1),Prohibited activities during flammable liquid application,"During the application of flammable liquids and for at least 1 h after such application all mechanical systems, electric motors, and other equipment that might be a source of ignition shall be shut down, smoking shall not take place, and open flames shall not be used.",5.0,14,8,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.18.3.1.(1),Oven materials,Industrial ovens shall be constructed of noncombustible materials with smooth interior surfaces to permit cleaning.,5.0,18,3,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.4.2.2.(1),Storage in cabinets,"Not more than 450 kg of raw material used for the manufacture of finished cellulose nitrate plastic goods shall be stored in cabinets in any one workroom, not more than 225 kg stored in any one cabinet and not more than 112 kg in any one compartment of the cabinet.",5.0,4,2,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.11.3.6.(1),Engine,"When loading or unloading of Class I liquids is done without the use of the engine of the tank vehicle, the engine ignition shall be shut off during the transfer operations.",4.0,11,3,6,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.2.4.(1),Clearance for yard storage areas,Fire exposure to the yard areas from the mill operations and other structures shall be limited by providing clear space.,3.0,2,2,4,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.5.1.6.(5),Obstructions,Sprinkler system water supply pressure shall be tested with the main drain valve fully open to ensure that there are no obstructions in the water supply piping to the sprinkler system.,6.0,5,1,6,5
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.5.1.8.(1),Records,An approved record shall be kept of inspections of each system.,6.0,5,1,8,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,8.1.2.2.(6),Firewatch,"The demolition safety plan shall include the designation and organization of site personnel to carry out fire safety duties, including a firewatch when required, the emergency procedures to be followed in case of fire, including ensuring that a fire warning is sounded to notify occupants, notifying the fire department, and confining, controlling and extinguishing the fire, the requirement to train site personnel to carry out fire safety duties, including a firewatch and the emergency procedures referred to in Clause (b), the procedures to control fire hazards in and around the demolition site, including procedures to mitigate risks to parts of the building not under demolition or to neighbouring occupied spaces or neighbouring properties, and the maintenance of fire fighting facilities.",8.0,1,2,2,6
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.2.4.2.(2),Maximum quantities,"If a single class of liquid is stored in a building or in a single fire compartment having a fire-resistance rating not less than 1 h, the total quantity of liquid shall not exceed 30 L of Class I liquids, 150 L of Class II liquids, or 600 L of Class IIIA liquids.",4.0,2,4,2,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.2.3.1.(1),Multiple ratings,"Where portable extinguishers have been tested and are rated as being acceptable for fighting more than one class of fire, each class of fire for which they are acceptable shall be designated on each extinguisher.",6.0,2,3,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.8.6.1.(3),Electrical inspections required,"The letter of compliance from the Electrical Safety Authority, as defined in the Electricity Act, 1998, shall be made available to the Chief Fire Official upon request.",9.0,8,6,1,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.6.3.9.(2),Emergency lighting,"Emergency lighting required in Sentence (1) shall be designed to provide illumination for a duration of at least 2 h in buildings whose highest floor level is more than 18 m above grade, and 30 min in buildings whose highest floor level is not more than 18 m above grade, supplied by a source of energy separate from the primary electrical supply for the building, and designed to be automatically actuated when the power to the building is interrupted.",9.0,6,3,9,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.2.6.15.(1),Distribution,"Reference shall be made to Parts 2, 3, 4 and 5 for requirements of portable extinguishers for flammable liquids and combustible liquids, hazardous materials, processes and operations.",6.0,2,6,15,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.5.2.4.(3),Buildings up to 4 storeys,Smoke detectors shall be provided as fire detectors in public corridors serving dwelling units in buildings of combustible construction.,9.0,5,2,4,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.14.2.2.(1),Supply,"Flammable liquids and combustible liquids shall be supplied by direct low pressure pumping arranged to shut down automatically by means of listed and labelled devices in the event of fire, or a gravity tank not exceeding 45 L in capacity.",5.0,14,2,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.4.2.3.(1),Underground piping system construction,Underground piping systems shall be of double-walled construction.,4.0,4,2,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.2.9.6.(3),Explosion venting,Sentence (1) does not apply to the storage of distilled beverage alcohol.,4.0,2,9,6,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.4.2.3.(1),Training,"Only trained and authorized personnel shall operate industrial trucks, replace or refuel propane cylinders for fuel-fired industrial trucks, refuel fuel-fired industrial trucks, or change or charge batteries for battery-powered industrial trucks.",3.0,4,2,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.4.11.5.(4),Visual inspections,Open flames and spark-producing devices shall not be used for leakage detection referred to in Sentence (2).,4.0,4,11,5,4
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.7.1.5.(1),Fuel supply,Liquid fuel storage tanks shall be drained and refilled with fresh fuel at intervals not greater than 12 months.,6.0,7,1,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.8.3.5.(1),Hotel employees,Every employee in a hotel establishment shall take part in at least one fire drill during each 12-month period.,2.0,8,3,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.7.4.8.(2),Leakage testing,Underground piping systems referred to in Sentence (1) shall be tested at intervals not greater than 12 months.,4.0,7,4,8,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.3.11.3.(7),Fill piping and discharge piping,"If the fill point is below the normal liquid level in the underground storage tank, the fill line shall be equipped with a manual or automatic valve located at the fill point to prevent spillage when the fill cap is removed, and the fill line drop tube shall be equipped with a method to prevent siphoning of the tank s contents should a leak occur in the fill line.",4.0,3,11,3,7
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.2.1.(5),Construction,Buildings with limited combustible components may be approved as noncombustible construction.,9.0,9,2,1,5
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.14.4.1.(1),Application,This Subsection applies to electrostatic detearing processes involving the use of flammable liquids or combustible liquids.,5.0,14,4,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.13.5.3.(1),Interlock for heating,The heating system used in drying operations shall be interlocked so that it cannot be started until the associated ventilation system is in operation.,5.0,13,5,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.6.1.2.(1),"Exemption for convents, monasteries and hotels",This Section does not apply to convents and monasteries.,9.0,6,1,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.3.3.5.(3),Storage,Ammonium nitrate shall not be stored in an area where the ambient temperature is such that it can become unstable or susceptible to undesirable reactions.,3.0,3,3,5,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.4.2.2.(2),Battery-powered industrial trucks,Battery charging installations for battery-powered industrial trucks shall be equipped with at least one portable extinguisher having a minimum rating of 2A:30B:C.,3.0,4,2,2,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.10.2.1.(1),Artwork and teaching materials on walls,Combustible artwork and teaching materials that are attached to walls shall not exceed 20% of the area of the walls.,2.0,10,2,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.5.6.5.(3),Spare sprinkler heads,"The minimum stock of spare sprinkler heads to be kept on hand shall be 6 sprinkler heads for installations containing not more than 300 sprinklers, 12 sprinkler heads for installations containing from 301 to 1000 sprinklers, and 24 sprinkler heads for installations containing more than 1000 sprinklers.",6.0,5,6,5,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.7.11.1.(2),Supervision,Cargo shall not be transferred to or from the tank of a marine vessel unless sufficient personnel are on board to control the operation.,4.0,7,11,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.5.2.(6),Standpipe systems,"Hose cabinets shall be of sufficient size to accommodate a hose, hose rack, hose valve and portable extinguisher, conspicuously identified, by lettering at least 50 mm high or by the provision of a sufficiently large glass panel in the door to ensure that the equipment in the cabinet is readily visible, equipped with a door without locks, constructed to open easily, unless otherwise approved, and so located that the door, when open, will not obstruct any doorway.",9.0,9,5,2,6
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.10.1.1.(2),Application,"This Section does not apply to private-home day care, as defined in the Day Nurseries Act, an extended day program or a third party program operated under section 259 of the Education Act, or a day nursery or part of a day nursery, as defined in the Day Nurseries Act, that is operated in a school, as defined in the Education Act, and that provides services only to children who are pupils of a board, as defined in the Education Act.",2.0,10,1,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.3.2.11.(1),Smoking prohibited,"Smoking shall not take place in indoor storage areas, except as provided in Subsection 2.4.3.",3.0,3,2,11,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.2.3.2.(1),Markings or labels,"Except as provided in Sentence (2) and Article 4.2.3.1., containers for flammable liquids or combustible liquids shall be distinctly marked or labelled in easily legible type which is in contrast to any other printed matter on the label with a warning to indicate that the material in the container is flammable, it should be kept away from heat, sparks and open flames, and it should be kept closed when not in use.",4.0,2,3,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.4.3.1.(4),Access to exits,"Where a dead end corridor does not satisfy the travel distance as described in Sentence (2), the existing corridor is deemed to be in compliance where additional fire protection measures are provided that are approved.",9.0,4,3,1,4
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,1.1.2.1.(2),Making of records,"If this Code requires an inspection to be conducted in a supported group living residence or an intensive support residence regulated under the Services and Supports to Promote the Social Inclusion of Persons with Developmental Disabilities Act, 2008, a written record shall be made noting what was inspected and the date and time of the inspection.",1.0,1,2,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.4.2.1.(4),Construction,Buildings with limited combustible components may be approved as noncombustible construction.,9.0,4,2,1,4
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.2.13.(1),Fire department access,"Where storage areas are fenced or otherwise enclosed, gateways having a clear width of at least 3.5 m shall be provided to permit entry of fire department vehicles.",3.0,2,2,13,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.5.2.4.(2),Combustible metals,"Warning signs required in Sentence (1) shall be visible from all directions of approach, and have the name of the metal and the words COMBUSTIBLE METAL   DO NOT USE WATER displayed in plain legible letters as described in Sentence (3).",3.0,5,2,4,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,6.6.2.11.(1),Gravity tanks,Gravity tank expansion joints shall be repacked and adjusted if binding or leaks develop.,6.0,6,2,11,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,7.3.1.3.(5),Maintenance of certain fire emergency systems,The inspections and tests established under Sentence (3) shall be implemented.,7.0,3,1,3,5
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.3.11.(1),Interior finishes,"Interior finish materials on the walls and ceilings of exits and access to exits shall be in accordance with Subsection 3.1.13. of the 1994 Building Code, except as provided in Sentence (2) or otherwise approved.",9.0,9,3,11,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.4.1.(3),Fire alarm requirements,"A building is deemed to be in compliance with Sentence (1) where the building is not more than 3 storeys in building height, sleeping accommodation is provided for not more than 10 persons, and the building is equipped with smoke alarms on or near the ceiling in corridors serving guest suites on each floor area, adjacent to each stairway serving the corridors, and on or near the ceiling in the basement, adjacent to each stairway, and one manual pull station in each floor area in an approved location, installed and interconnected so that the actuation of any manual pull station or smoke alarm will cause all smoke alarms to operate and be audible throughout the building.",9.0,9,4,1,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.1.2.1.(1),Classification of buildings or parts thereof,"For the purpose of applying this Code, a building or part thereof shall be classified according to its major occupancy by the Chief Fire Official in conformance with the Building Code.",2.0,1,2,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.12.11.5.(1),Separators,Separators shall be used to prevent tramp iron or other spark-producing materials from being introduced into the powders being applied.,5.0,12,11,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.6.4.8.(1),Emergency power,Fire alarm and voice communication systems shall be provided with an electrically supervised emergency power supply in accordance with Article 3.2.7.8. of the 1990 Building Code.,9.0,6,4,8,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.1.4.7.(6),Review,"An owner or the owner s agent who feels aggrieved by a decision not to approve a Life Safety Study may, within 30 days of the refusal, appeal the decision in the same manner as though it were an Order.",9.0,1,4,7,6
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.2.1.1.(2),Assembly occupancies,"Revoked: O. Reg. 256/14, s. 317.",9.0,2,1,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.13.6.1.(1),Automatic sprinklers,"Dip tanks shall be located only in rooms protected by an automatic sprinkler system installed in conformance with NFPA 13, Standard for the Installation of Sprinkler Systems.",5.0,13,6,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.14.5.3.(2),Ignition sources,Signs prohibiting smoking that conform to Article 2.4.3.2. shall be posted at the outer limits of the work area.,5.0,14,5,3,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.3.3.1.(3),Number of exits,"Where sleeping accommodation is not provided in the basement, one exit from the basement is deemed to be in compliance with Sentence (1).",9.0,3,3,1,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.12.2.1.(1),General,Spray booths and spray rooms shall have walls and ceilings that consist of steel frames covered with sheet steel having a minimum thickness of 1.14 mm or be of equivalent noncombustible construction.,5.0,12,2,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.4.2.14.(1),Refuse and linen chutes,Automatic sprinklers shall be installed at the top and at alternate floor levels in each linen or refuse chute and in the room or bin into which the chute discharges.,9.0,4,2,14,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.5.1.1.(1),Roof storage prohibited,The roof of a building located in a salvage yard shall not be used for storage purposes.,3.0,5,1,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.2.12.(6),Fuel-fired appliances,"If it is not practical to provide combustion air directly from the outside as required in Sentence (5), alternative means for the safe operation of the appliance may be approved.",9.0,9,2,12,6
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.6.1.4.(1),Valve damage,Cylinders containing compressed gas which are in storage shall be protected against valve damage.,5.0,6,1,4,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.4.10.6.(3),Inert gas transfer systems,A relief valve with a slightly higher setting than the pressure required in Sentence (2) shall be provided on the downstream side of the regulator or on the tank.,4.0,4,10,6,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.1.2.1.(1),Application,The requirements for buildings that are covered by this Part shall be determined by their occupancies as regulated in the appropriate Sections in this Part.,9.0,1,2,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.6.3.3.(1),Spark arresters,Spark arresters installed in conformance with Article 2.6.3.1. shall be inspected and cleaned at intervals not greater than 12 months or more frequently where accumulations of debris will adversely affect operations.,2.0,6,3,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.2.11.1.(2),Quantities and clearances,"The clearances required in Sentence (1) do not apply where not more than 5000 L of flammable liquids or combustible liquids are stored adjacent to a building on the same property, and the building is 1 storey in building height and used primarily for the storage or handling of flammable liquids or combustible liquids, or the exposed wall has a fire-resistance rating not less than 2 h and has no openings within 3 m of such outdoor storage.",4.0,2,11,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.1.5.(2),Clearance for bulk volume over 4800 m³,The tires and shredded tires shall be stored in a group of no more than 16 individual storage piles.,3.0,2,1,5,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.7.4.3.(3),Smoke alarms,Battery-operated smoke alarms are deemed to be in compliance with Sentence (2).,9.0,7,4,3,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.12.3.3.(1),Exhaust for electrostatic spraying,Electrostatic spraying shall have an exhaust air velocity of at least 18 m/min at any opening in a spray booth.,5.0,12,3,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.8.1.1.(1),Application,"This Section applies to a detached house, semi-detached house or row house containing two existing residential units, if the building is 3 storeys or less in building height, the building area does not exceed 600 m2, and one residential unit or a portion of a residential unit is situated above another residential unit, or two residential units side by side share a common interior means of escape.",9.0,8,1,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.7.4.7.(1),Identification,Identification tags or labels of metal or other material impervious to water and to the flammable liquids or combustible liquids being transferred shall be attached to and maintained on all pipelines and control valves to designate their use.,4.0,7,4,7,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.2.3.7.(1),Total width,"The aggregate required width of exits shall be determined by multiplying the occupant load of the area served by 6.1 mm (1/4 per person for ramps with a gradient of not more than 1 in 8, doorways, corridors and passageways, or 9.2 mm (3/8 per person for ramps with a gradient of more than 1 in 8 and stairs.",9.0,2,3,7,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.9.2.13.(1),Vertical service spaces,Vertical service spaces shall be separated from the remainder of the building by a fire separation having a fire-resistance rating not less than 45 min.,9.0,9,2,13,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.8.3.2.(2),Frequency,"A fire drill shall be held for the supervisory staff at least monthly in a supported group living residence or intensive support residence regulated under the Services and Supports to Promote the Social Inclusion of Persons with Developmental Disabilities Act, 2008, a care occupancy, a care and treatment occupancy, a detention occupancy, a day care centre for children, including a day nursery, as defined in the Day Nurseries Act, but excluding private-home day care, as defined in the Day Nurseries Act, an extended day program or third party program operated under section 259 of the Education Act, and a day nursery or part of a day nursery, as defined in the Day Nurseries Act, that is operated in a school, as defined in the Education Act, and that provides services only to children who are pupils of a board, as defined in the Education Act, and a retirement home.",2.0,8,3,2,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.12.1.5.(1),,"Where a covered mall is used for merchandising or public activities, the activities shall be arranged so that access to fire protection equipment, including sprinkler control valves, fire hose stations, portable extinguishers and fire alarm stations, is not restricted.",2.0,12,1,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.3.5.2.(2),Location of vent pipe outlets,"Normal vent pipe outlets for storage tanks of Class II or IIIA liquids shall discharge outside buildings, not less than 2 m above the adjacent ground level, and 1.5 m from any building opening.",4.0,3,5,2,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.3.8.3.(2),Damage repair,Damage to underground storage tank shells shall not be repaired on site.,4.0,3,8,3,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.4.2.1.(3),Materials,"Non-metallic piping systems may be used for underground installations if they comply with CAN/ULC-S660, Standard for Nonmetallic Underground Piping for Flammable and Combustible Liquids.",4.0,4,2,1,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.1.8.1.(2),Containers and storage tanks,Containers and storage tanks for flammable liquids or combustible liquids shall be kept closed when not in use.,4.0,1,8,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,1.1.2.1.(1),Making of records,"If this Code requires tests and corrective measures or operational procedures to be carried out, records shall be made noting what was done and the date and time it was done.",1.0,1,2,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,9.3.1.2.(2),Exemption for MCSS residences and hotels,This Section does not apply to a building or part of a building regulated under Section 9.9.,9.0,3,1,2,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.12.9.3.(1),Location near spraying area,"Equipment described in Article 5.12.9.2. may be installed in an area adjacent to the spraying area provided the adjacent area is equipped with a ventilating system arranged to purge the drying space before the heating system can be started, maintain the atmosphere at any source of ignition at or below 25% of the lower explosive limit of any combustible or flammable materials in use, and automatically shut down the heating system in the event of failure of the ventilating system.",5.0,12,9,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,5.13.6.2.(1),Tank covers and extinguishing systems,"Dip tanks with over 550 L capacity or with over 1 m2 liquid surface area shall be protected by a cover actuated by a device that automatically closes the cover in the event of a fire, and permits manual operation of the cover, or an approved automatic extinguishing system of a water spray, foam, carbon dioxide or dry chemical type.",5.0,13,6,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.3.12.4.(3),Maximum quantities and location,Table 4.3.12.A. does not apply to the storage of distilled beverage alcohol.,4.0,3,12,4,3
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.5.1.2.(1),Fires prohibited,"Open flames shall not be used in a salvage yard, except for the purposes of heating, operating machinery or performing hot works.",3.0,5,1,2,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.3.1.(2),Application,"This Subsection does not apply if the storage yard is approved and does not create a fire hazard or endanger life safety, or the storage yard is approved and approved alternative measures to the requirements set out in this Subsection are taken to prevent the creation of a fire hazard and protect life safety.",3.0,2,3,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.3.8.8.(1),Spillage,"If a spillage occurs involving an underground storage tank, the escaped liquid and all soil contaminated by the spill shall be removed in accordance with Subsection 4.1.6.",4.0,3,8,8,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.4.3.1.(1),Corrosion protection,"Except as provided in Sentence (2), all exposed or underground piping, valves, couplings, flanges and bolts that are fabricated of any ferrous substance shall be thoroughly coated with a rust-resistant compatible material.",4.0,4,3,1,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.6.4.5.(4),Bonding and grounding,Bonding wires for tank vehicles shall be provided with a pull-off connector attached so as to be in electrical contact with the cargo tank of the tank vehicle.,4.0,6,4,5,4
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,2.4.1.1.(2),Accumulation of combustible materials,"Combustible materials shall not be accumulated in any part of an elevator shaft, ventilation shaft, means of egress, service room or service space, unless the location, room or space is designed for those materials.",2.0,4,1,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.1.2.1.(2),Classification,"Flammable liquids shall be Class I liquids, and shall be subdivided into Class IA liquids, which are those having a flash point below 22.8°C and a boiling point below 37.8°C, Class IB liquids, which are those having a flash point below 22.8°C and a boiling point at or above 37.8°C, and Class IC liquids, which are those having a flash point at or above 22.8°C and below 37.8°C.",4.0,1,2,1,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.1.2.3.(2),Used lubricating oil,"When Class I or II liquids are added to the used oils described to in Sentence (1), the resulting mixture shall be classified through tests conforming to Subsection 4.1.3., or in the absence of tests referred to in Clause (a), as a Class IC liquid if Class I liquids are added, or as a Class II liquid if only Class II liquids are added.",4.0,1,2,3,2
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,4.2.9.5.(1),Dispensing,"Dispensing of flammable liquids or combustible liquids from containers having a capacity of more than 30 L shall be by pumps or through self-closing valves, designed in conformance with good engineering practice.",4.0,2,9,5,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.3.3.10.(1),Heating equipment,Heating equipment shall be separated from any storage area in conformance with the requirements of the Building Code.,3.0,3,3,10,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.2.1.3.(1),Fire safety planning,Storage yards shall comply with the requirements of Section 2.8.,3.0,2,1,3,1
F,ON,2015,NBC,Div B,EN,ofc2019_divb,B,3.5.2.2.(1),Pile clearance and dimensions,Piles of salvage material shall be separated by a clear space of 3 m that is kept clear of grass and weeds.,3.0,5,2,2,1
