National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
,,Combustible piping that is part of a system described in Sentence (1) shall not be located in a vertical service space.,Combustible piping that is part of a system described in Sentence (1) shall not be located in a vertical service space.,0.0
Openings through materials referred to in Sentences 3.1.11.7.(1)to 3.1.11.7.(4) shall be protected to maintain the integrity of the construction.,Openings through materials referred to in Sentences 3.1.11.7.(1) to 3.1.11.7.(4) shall be protected to maintain the integrity of the construction.,,,0.0
,,Openings through fire blocks shall be protected to maintain the integrity of the construction.,Openings through fire blocks shall be protected to maintain the integrity of the construction.,0.0
"The building referred to in Sentence 3.2.2.32.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant-treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than 1 200 m2 if facing one street, 1 500 m2 if facing 2 streets, or 1 800 m2 if facing 3 streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.32.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant-treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than 1 200 m2 if facing one street, 1 500 m2 if facing 2 streets , or 1 800 m2 if facing 3 streets , and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than, 1 200 m2 if facing one street, 1 500 m2 if facing two streets, or 1 800 m2 if facing three streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than, 1 200 m2 if facing one street, 1 500 m2 if facing two streets, or 1 800 m2 if facing three streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9565)
"The building referred to in Sentence 3.2.2.83.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less than 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that in a building not more than 1 storey in building height, the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant-treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than 2 400 m2 if facing one street, 3 000 m2 if facing 2 streets, or 3 600 m2 if facing 3 streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",,"The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that in a building not more than 1 storey in building height, the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than, 800 m2 if facing one street, 1 000 m2 if facing two streets, or 1 200 m2 if facing three streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, mezzanines shall have, if of combustible construction, a fire-resistance rating not less 45 min, roof assemblies shall have, if of combustible construction, a fire-resistance rating not less than 45 min, except that in a building not more than 1 storey in building height, the fire-resistance rating is permitted to be waived provided the roof assembly is constructed as a fire-retardant treated wood roof system conforming to Article 3.1.14.1., and the building area is not more than, 800 m2 if facing one street, 1 000 m2 if facing two streets, or 1 200 m2 if facing three streets, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9540)
"The building referred to in Sentence 3.2.2.63.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.63.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","Except as permitted in Sentence (4), an underground station or an underground portion of a station in Sentence (2) shall be of noncombustible construction, and, floor assemblies shall be fire separations having a fire-resistance rating not less than 2 h, roof assemblies below ground level, shall have a fire-resistance rating not less than 2 h, but a fire-resistance rating is not required where steel tunnel liners are left in place to form part of the assembly and the tunnel liners are in direct contact with soil, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted in Sentence (4), an underground station or an underground portion of a station in Sentence (2) shall be of noncombustible construction, and, floor assemblies shall be fire separations having a fire-resistance rating not less than 2 h, roof assemblies below ground level, shall have a fire-resistance rating not less than 2 h, but a fire-resistance rating is not required where steel tunnel liners are left in place to form part of the assembly and the tunnel liners are in direct contact with soil, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",tensor(0.8090)
"The building referred to in Sentence 3.2.2.69.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",,"The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",tensor(0.9055)
"The building referred to in Sentence 3.2.2.63.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.63.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","Except as permitted in Sentence (4), an underground station or an underground portion of a station in Sentence (2) shall be of noncombustible construction, and, floor assemblies shall be fire separations having a fire-resistance rating not less than 2 h, roof assemblies below ground level, shall have a fire-resistance rating not less than 2 h, but a fire-resistance rating is not required where steel tunnel liners are left in place to form part of the assembly and the tunnel liners are in direct contact with soil, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","Except as permitted in Sentence (4), an underground station or an underground portion of a station in Sentence (2) shall be of noncombustible construction, and, floor assemblies shall be fire separations having a fire-resistance rating not less than 2 h, roof assemblies below ground level, shall have a fire-resistance rating not less than 2 h, but a fire-resistance rating is not required where steel tunnel liners are left in place to form part of the assembly and the tunnel liners are in direct contact with soil, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",tensor(0.8090)
"The building referred to in Sentence 3.2.2.69.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",,"The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations with a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the supported assembly.",tensor(0.9055)
"The building referred to in Sentence 3.2.2.86.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",,"The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9174)
"The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9262)
"The building referred to in Sentence 3.2.2.72.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",,"(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9284)
"The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9262)
"The building referred to in Sentence 3.2.2.86.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",,"The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9174)
"The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","The building referred to in Sentence 3.2.2.62.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.","(2) The building referred to in Sentence (1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and, floor assemblies shall be fire separations and, if of combustible construction, shall have a fire-resistance rating not less than 45 min, and loadbearing walls, columns and arches supporting an assembly required to have a fire-resistance rating shall, have a fire-resistance rating not less than 45 min, or be of noncombustible construction.",tensor(0.9262)
Visual signal devices required by Sentence 3.2.4.19.(1) shall continue to emit a visible signal while voice instructions are being transmitted.,Visual signal devices required by Sentence 3.2.4.19.(1) shall continue to emit a visible signal while voice instructions are being transmitted.,,,0.0
,,The voice communication system referred to in Sentence (1) shall be designed so that visual signal devices are not interrupted while voice instructions are being transmitted.,The voice communication system referred to in Sentence (1) shall be designed so that visual signal devices are not interrupted while voice instructions are being transmitted.,0.0
"Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.","Where the facility is not equipped with staff trained to provide instructions over the loudspeakers, a pre-recorded message shall be provided.","A voice communication system required by Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over loudspeakers described in Sentence (2) shall include a pre-recorded message.","A voice communication system required by Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over loudspeakers described in Sentence (2) shall include a pre-recorded message.",tensor(0.8354)
,,"A voice communication system referred to in Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over the system shall include a pre-recorded message.","A voice communication system referred to in Sentence (1) that is installed in a building that is not intended to be staffed, at times when the building will be occupied, with persons trained to provide instructions over the system shall include a pre-recorded message.",0.0
The systems for control of smoke movement and mechanical venting required by Articles 3.2.6.2.and 3.2.6.6. shall be tested to ensure satisfactory operation. (See Note A-3.2.6.9.(1).) (See Note A-3.2.6.9.(1).),The systems for control of smoke movement and mechanical venting required by Articles 3.2.6.2. and 3.2.6.6. shall be tested to ensure satisfactory operation. (See Note A-3.2.6.9.(1).),"The systems for smoke control and venting described in Articles 3.2.8.4., 3.2.8.5., 3.2.8.6. and 3.2.8.9. shall be tested to ensure satisfactory operation.","The systems for smoke control and venting described in Articles 3.2.8.4., 3.2.8.5., 3.2.8.6. and 3.2.8.9. shall be tested to ensure satisfactory operation.",tensor(0.8973)
,,"The systems for control of smoke movement and mechanical venting required by Articles 3.2.6.2. and 3.2.6.6. shall be tested to ensure satisfactory operation in accordance with the procedures described in MMAH Supplementary Standard SB-4, ""Measures for Fire Safety in High Buildings"".","The systems for control of smoke movement and mechanical venting required by Articles 3.2.6.2. and 3.2.6.6. shall be tested to ensure satisfactory operation in accordance with the procedures described in MMAH Supplementary Standard SB-4, ""Measures for Fire Safety in High Buildings"".",0.0
