National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
Fire safety at construction and demolition sites shall conform to Section 5.6. of Division B of the NFC.,Fire safety at construction and demolition sites shall conform to Section 5.6. of Division B of the NFC.,"Fire safety at construction and demolition sites shall conform to CAN/CSA S350-M, ""Code of Practice for Safety in Demolition of Structures,"" and Section 5.6. of Division B of the British Columbia Fire Code.","Fire safety at construction and demolition sites shall conform to CAN/CSA S350-M, ""Code of Practice for Safety in Demolition of Structures,"" and Section 5.6. of Division B of the British Columbia Fire Code.",1.0
Words that appear in italics are defined in Article 1.4.1.2..,Words that appear in italics are defined in Article 1.4.1.2..,Words that appear in italics are defined in Article 1.4.1.2. of Division A.,,1.0
,,"If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance ratings not less than 45 min.","If a building is divided by fire separations into fire compartments, the area of exposing building face is permitted to be calculated for each fire compartment provided the fire separations have a fire-resistance ratings not less than 45 min.",0.0
"Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)","Where the exposing building face of any section of an exterior wall enclosing a single room or space, or combination room and space, has a limiting distance of 2 m or less, that section of the exposing building face serving the room or space shall not be divided into portions for the purpose of calculating area of exposing building face. (See Sentence 9.10.15.4.(5) and Note A-9.10.15.4.(2).)",1.0
"Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.","Except as permitted in Article 9.10.2.4., in any building containing more than one major occupancy in which one major occupancy is located entirely above another, the requirements of Article 9.10.8.1. for each portion of the building containing a major occupancy shall be applied to that portion as if the entire building was of that major occupancy.",1.0
"In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1.and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies.","In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1. and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies .","In a building containing more than one major occupancy, where the aggregate area of all major occupancies in a particular group or division does not exceed 10% of the floor area on the storey on which they are located, they need not be considered as major occupancies for the purposes of Articles 9.10.8.1. and 9.10.2.3. provided they are not classified as Group F, Division 2 occupancies.",,1.0
"In houses that contain a secondary suite, heating-season ventilation need not be provided for exits, public corridors, and ancillary spaces that are not within a dwelling unit, except as provided in Sentence 9.32.1.2.(4). (See Note A-9.32.1.2.(2).)","In houses that contain a secondary suite, heating-season ventilation need not be provided for exits, public corridors, and ancillary spaces that are not within a dwelling unit, except as provided in Sentence 9.32.1.2.(4).",Reserved.,,1.0
"The requirement for a principal ventilation fan may be satisfied by a single fan, by the exhaust side of a heat recovery ventilator, or by a group of fans, provided all fans in the group are controlled simultaneously by a controller complying with Sentences 9.32.3.3.(5), 9.32.3.3.(6)and 9.32.3.3.(7). (See Note A-9.32.3.3.(3).)","The requirement for a principal ventilation fan may be satisfied by a single fan, by the exhaust side of a heat recovery ventilator, or by a group of fans, provided all fans in the group are controlled simultaneously by a controller complying with Sentences 9.32.3.3.(5) , 9.32.3.3.(6) and 9.32.3.3.(7). (See Note A-9.32.3.3.(3).)","Except as provided in Sentence (6), a principal ventilation system shall mechanically provide supply air in accordance with Sentence (2), (3), (4) or (5).","Except as provided in Sentence (6), a principal ventilation system shall mechanically provide supply air in accordance with Sentence (2), (3), (4) or (5).",1.0
"The principal ventilation fan shall be controlled by a manual switch located within the living area of the dwelling unit and clearly marked ""VENTILATION FAN."" (See Note A-9.32.3.3.(5).)","The principal ventilation fan shall be controlled by a manual switch located within the living area of the dwelling unit and clearly marked ""VENTILATION FAN."" (See Note A-9.32.3.3.(5).)","Where the principal ventilation system is a ducted forced-air heating system, the ducted forced-air heating system shall provide supply air through the ducting to each bedroom, and each floor level without a bedroom, draw supply air from an outdoor inlet that is connected to the cabinet containing the furnace air circulating fan required by Clause (d) by ducting that measures, from that cabinet to the point at which the ducting intersects the return air plenum, between 3 m and 4.5 m in length, or if a flow control device is used, not more than 4.5 m in length, draw supply air through ducting that is rigid ducting with an equivalent diameter of at least 100 mm, or flexible ducting with an equivalent diameter of at least 125 mm, and have a furnace air circulating fan set to run continuously.","Where the principal ventilation system is a ducted forced-air heating system, the ducted forced-air heating system shall provide supply air through the ducting to each bedroom, and each floor level without a bedroom, draw supply air from an outdoor inlet that is connected to the cabinet containing the furnace air circulating fan required by Clause (d) by ducting that measures, from that cabinet to the point at which the ducting intersects the return air plenum, between 3 m and 4.5 m in length, or if a flow control device is used, not more than 4.5 m in length, draw supply air through ducting that is rigid ducting with an equivalent diameter of at least 100 mm, or flexible ducting with an equivalent diameter of at least 125 mm, and have a furnace air circulating fan set to run continuously.",1.0
"The principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that activation of the principal ventilation fan automatically activates the outdoor air supply fan required by Sentence 9.32.3.5.(2), and the outdoor air supply fan does not operate when the principal ventilation fan is not operating.","The principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that activation of the principal ventilation fan automatically activates the outdoor air supply fan required by Sentence 9.32.3.5.(2), and the outdoor air supply fan does not operate when the principal ventilation fan is not operating.","For the purposes of Sentence (1), the capacity rating of the exhaust fan shall be determined, based on air-flow performance at 50 pa of external static pressure, in accordance with HVI Publication 916, ""Airflow Test Procedure,"" or CAN/CSA-C260-M, ""Rating the Performance of Residential Mechanical Ventilating Equipment.""","For the purposes of Sentence (1), the capacity rating of the exhaust fan shall be determined, based on air-flow performance at 50 pa of external static pressure, in accordance with HVI Publication 916, ""Airflow Test Procedure,"" or CAN/CSA-C260-M, ""Rating the Performance of Residential Mechanical Ventilating Equipment.""",1.0
"Except as provided in Sentence 9.32.3.6.(3), where an exhaust-only system is installed, the principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that, where applicable, activation of the principal ventilation fan automatically activates the circulation fan of the forced air distribution system required by Clause 9.32.3.6.(1)(b) at its rated capacity.","Except as provided in Sentence 9.32.3.6.(3), where an exhaust-only system is installed, the principal ventilation fan control required by Sentence 9.32.3.3.(5) shall be wired in such a way that, where applicable, activation of the principal ventilation fan automatically activates the circulation fan of the forced air distribution system required by Sentence 9.32.3.6.(1) at its rated capacity.","Where an exhaust duct passes through or is located adjacent to a space that is not conditioned space, the duct shall conform to Article 9.36.3.2., except that in no case shall such a duct be insulated to less than RSI 0.75.","Where an exhaust duct passes through or is located adjacent to a space that is not conditioned space, the duct shall conform to Article 9.36.3.2., except that in no case shall such a duct be insulated to less than RSI 0.75.",1.0
The outdoor air supply fan shall be connected to the outdoors through an outdoor air supply duct.,The outdoor air supply fan shall be connected to the outdoors through an outdoor air supply duct.,"Where a crawl space is heated by a ducted forced-air heating system that does not draw air from the crawl space to the furnace through the return air plenum, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille.","Where a crawl space is heated by a ducted forced-air heating system that does not draw air from the crawl space to the furnace through the return air plenum, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille.",1.0
"Except as provided in Sentences 9.32.3.7.(2)and 9.32.3.7.(3), a supplemental exhaust fan with a rated capacity not less than 50 L/s shall be installed in each kitchen.","Except as provided in Sentences 9.32.3.7.(2) and 9.32.3.7.(3), a supplemental exhaust fan with a rated capacity not less than 50 L/s shall be installed in each kitchen.",,,0.0
"With the principal ventilation fan operating at its normal operating exhaust capacity, the airflow in the outdoor air supply duct shall be measured and the flow-regulating damper required by Sentence 9.32.3.5.(5) shall be adjusted and permanently fixed so that the airflow in the outdoor air supply duct is within ±10% of the actual normal operating exhaust capacity of the principal ventilation fan.","With the principal ventilation fan operating at its normal operating exhaust capacity, the airflow in the outdoor air supply duct shall be measured and the flow-regulating damper required by Sentence 9.32.3.5.(5) shall be adjusted and permanently fixed so that the airflow in the outdoor air supply duct is within ±10% of the actual normal operating exhaust capacity of the principal ventilation fan.","Where a crawl space is heated other than by a ducted forced-air heating system, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille, and the principal ventilation system by a supply air outlet or an exhaust air inlet, be connected to the floor space above the crawl space by at least 2 air-transfer grilles for every 30 m2 of crawl space area, or be connected to the floor space above the crawl space by at least one air-transfer grille, and the outdoors by a dedicated exhaust fan that complies with Sentence (4).","Where a crawl space is heated other than by a ducted forced-air heating system, the crawl space shall be connected to the floor space above the crawl space by at least one air-transfer grille, and the principal ventilation system by a supply air outlet or an exhaust air inlet, be connected to the floor space above the crawl space by at least 2 air-transfer grilles for every 30 m2 of crawl space area, or be connected to the floor space above the crawl space by at least one air-transfer grille, and the outdoors by a dedicated exhaust fan that complies with Sentence (4).",1.0
A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,A supplemental exhaust fan is not required in a kitchen where the only exhaust air intake for the principal ventilation fan is located in that kitchen.,"Where a kitchen exhaust fan grille is installed within 1.2 m horizontally of a cooktop, the exhaust fan duct shall be constructed of a material that is noncombustible, corrosion-resistant, and cleanable, and be equipped with a grease filter at the intake end.","Where a kitchen exhaust fan grille is installed within 1.2 m horizontally of a cooktop, the exhaust fan duct shall be constructed of a material that is noncombustible, corrosion-resistant, and cleanable, and be equipped with a grease filter at the intake end.",1.0
"In a dwelling unit in which there is no storey without a bedroom, if an exhaust air intake for the principal ventilation fan is located in the principal living area and the principal ventilation fan has no more than 2 exhaust air intakes located in other rooms, distribution of outdoor air to the principal living area is not required.","In a dwelling unit in which there is no storey without a bedroom, if an exhaust air intake for the principal ventilation fan is located in the principal living area and the principal ventilation fan has no more than 2 exhaust air intakes located in other rooms, distribution of outdoor air to the principal living area is not required.",Exhaust ducts shall discharge to the outdoors.,Exhaust ducts shall discharge to the outdoors.,1.0
"Except as provided in Sentences 9.32.3.8.(6)to 9.32.3.8.(8), any mechanical air exhausting device, other than the principal ventilation fan operating at a rate not greater than the maximum permitted by Table 9.32.3.3., shall be provided with outdoor makeup air supplied by a fan rated to deliver outdoor air to the dwelling unit at a rate not less than the exhaust capacity of the device, and not greater than that exhaust capacity plus 10%.","Except as provided in Sentences 9.32.3.8.(6) to 9.32.3.8.(8), any mechanical air exhausting device, other than the principal ventilation fan operating at a rate not greater than the maximum permitted by Table 9.32.3.3., shall be provided with outdoor makeup air supplied by a fan rated to deliver outdoor air to the dwelling unit at a rate not less than the exhaust capacity of the device, and not greater than that exhaust capacity plus 10%.","Where additional make-up air is required for appliances described in Sentence (1), it shall be provided by a supply fan rated to deliver outdoor air at the rate of the installed exhaust appliance.","Where additional make-up air is required for appliances described in Sentence (1), it shall be provided by a supply fan rated to deliver outdoor air at the rate of the installed exhaust appliance.",1.0
"A supplemental exhaust fan is not required in a kitchen where the principal ventilation fan draws from that kitchen and other rooms, provided the principal ventilation fan can be switched to a high exhaust rate equal to not less than 2.5 times the minimum normal operating exhaust capacity specified in Table 9.32.3.3., and the high exhaust rate of the principal ventilation fan, as described in Clause 9.32.3.7.(3)(a), is activated by a manual switch in the kitchen labeled ""KITCHEN EXHAUST.""","A supplemental exhaust fan is not required in a kitchen where the principal ventilation fan draws from that kitchen and other rooms, provided the principal ventilation fan can be switched to a high exhaust rate equal to not less than 2.5 times the minimum normal operating exhaust capacity specified in Table 9.32.3.3., and the high exhaust rate of the principal ventilation fan, as described in Sentence 9.32.3.7.(3), is activated by a manual switch in the kitchen labeled ""KITCHEN EXHAUST.""","Except for a supply air system described in Sentence 9.32.3.4.(2) or (3), all joints in exhaust ducts, and in supply ducts that conduct conditioned air, shall be sealed against air leakage with sealants or gaskets made from liquids, mastics or heat-applied materials, mastic with embedded fabric, foil-faced butyl tape, or aluminum foil tape.","Except for a supply air system described in Sentence 9.32.3.4.(2) or (3), all joints in exhaust ducts, and in supply ducts that conduct conditioned air, shall be sealed against air leakage with sealants or gaskets made from liquids, mastics or heat-applied materials, mastic with embedded fabric, foil-faced butyl tape, or aluminum foil tape.",1.0
The provision of makeup air as described in Sentence 9.32.3.8.(2) is not required for mechanical exhausting devices operating a subfloor depressurization system installed for the purpose of reducing the risk of radon ingress. (See Note A-9.32.3.9.),The provision of makeup air as described in Sentence 9.32.3.8.(2) is not required for mechanical exhausting devices operating a subfloor depressurization system installed for the purpose of reducing the risk of radon ingress.,,,0.0
Air duct distribution systems serving one of the dwelling units in a house with a secondary suite shall not be directly interconnected with other parts of the house.,Air duct distribution systems serving one of the dwelling units in a house with a secondary suite shall not be directly interconnected with other parts of the house.,Reserved.,,1.0
Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC.,Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC.,Service water heating systems that use solar thermal technology shall be installed in accordance with the Book II (Plumbing of this Code.,Service water heating systems that use solar thermal technology shall be installed in accordance with the Book II (Plumbing of this Code.,1.0
Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC.,Service water heating systems that use solar thermal technology shall be installed in accordance with the NPC.,Service water heating systems that use solar thermal technology shall be installed in accordance with the Book II (Plumbing of this Code.,Service water heating systems that use solar thermal technology shall be installed in accordance with the Book II (Plumbing of this Code.,1.0
Clear heights under beams and ducting in secondary suites shall be not less than 1.85 m.,Clear heights under beams and ducting in secondary suites shall be not less than 1.85 m.,Reserved.,,1.0
Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. or Sentence 9.5.3.1.(2)or 9.5.3.1.(3) shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. or Sentence 9.5.3.1.(2) or 9.5.3.1.(3) shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. shall be contiguous with the entry or entries to those rooms or spaces.,Areas in rooms or spaces over which ceiling height and clear height are not less than the minimum specified in Table 9.5.3.1. shall be contiguous with the entry or entries to those rooms or spaces.,1.0
Minimum sizes of doorways and doors within a barrier-free path of travel shall conform to Section 9.5.,Minimum sizes of doorways and doors within a barrier-free path of travel shall conform to part 9.,"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.",1.0
Properties of windows and doors within exits shall conform to Section 9.9.,Properties of windows and doors within exits shall conform to part 9.,Reserved.,,1.0
Windows and skylights installed to provide required non-heating season ventilation shall conform to Article 9.32.2.2.,Windows and skylights installed to provide required non-heating season ventilation shall conform to Article 9.32.2.2.,"Windows and doors described in Sentence (1) do not require a thermal break where they reserved, are installed as storm windows and doors, or are required to have a fire-protection rating.","Windows and doors described in Sentence (1) do not require a thermal break where they reserved, are installed as storm windows and doors, or are required to have a fire-protection rating.",1.0
Minimum sizes of doorways and doors within a barrier-free path of travel shall conform to Section 9.5.,Minimum sizes of doorways and doors within a barrier-free path of travel shall conform to part 9.,"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.",1.0
"Except as provided in Sentences 9.7.3.1.(2)to 9.7.3.1.(4), windows, doors and skylights and their components separating conditioned space from unconditioned space or the exterior shall be designed, constructed and installed so that, when in the closed position, they resist the ingress of precipitation into interior space (see Note A-9.7.4.2.(1)), resist wind loads, control air leakage, resist the ingress of insects and vermin, where required, resist forced entry, and are easily operable when not intended to be fixed.","Except as provided in Sentences 9.7.3.1.(2) to 9.7.3.1.(4), windows, doors and skylights and their components separating conditioned space from unconditioned space or the exterior shall be designed, constructed and installed so that, when in the closed position, they resist the ingress of precipitation into interior space (see Note A-9.7.4.2.(1)), resist wind loads, control air leakage, resist the ingress of insects and vermin, where required, resist forced entry, and are easily operable when not intended to be fixed.",,,0.0
"Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Skylights and their components shall be designed, constructed and installed so that they resist snow loads.","Windows, doors and skylights with or without storm doors or sash that are installed in portions of buildings where the intended use of the interior space will result in high moisture generation shall be designed in conformance with Section 5.3. (See Note A-9.25.5.2.)",,1.0
"Metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Metal frames and sash of windows, doors and skylights shall incorporate a thermal break.","Windows, doors, skylights and their components that are required to have a fire-protection rating need not conform to this Subsection.","Windows, doors, skylights and their components that are required to have a fire-protection rating need not conform to this Subsection.",1.0
"Except as provided in Sentence 9.8.4.5.(2) and Article 9.8.4.6., where a flight of stairs consists of both tapered treads and rectangular treads, all the treads shall have a uniform run when measured at a point 300 mm from the centre line of the inside handrail.","Except as provided in Sentence 9.8.4.5.(2) and Article 9.8.4.6., where a flight of stairs consists of both tapered treads and rectangular treads, all the treads shall have a uniform run when measured at a point 300 mm from the centre line of the inside handrail.",Tapered treads in a flight shall have a uniform run in accordance with the construction tolerances stipulated in Sentence (3) when measured at a point 300 mm from the centre line of the handrail as described in Sentence 9.8.7.1.(5).,,1.0
"Where tapered treads are located at the bottom of a mixed-tread flight, the run of the tapered treads when measured at a point 300 mm from the centre line of the inside handrail is permitted to exceed the run of the rectangular treads. (See Note A-9.8.4.6.)","Where tapered treads are located at the bottom of a mixed-tread flight, the run of the tapered treads when measured at a point 300 mm from the centre line of the inside handrail is permitted to exceed the run of the rectangular treads.",The slope of treads shall not exceed 1 in 50.,,1.0
"Self-service storage buildings shall be classified as Group F, Division 2 major occupancies.","Self-service storage buildings shall be classified as Group F, Division 2 major occupancies.","Where there is a vertical addition of one storey and of more than 600 m² in floor area, or of two or more storeys regardless of floor area, access shall be provided to all additional storeys, and the additional storeys shall conform to Subsections 3.8.2. and 3.8.3.","Where there is a vertical addition of one storey and of more than 600 m² in floor area, or of two or more storeys regardless of floor area, access shall be provided to all additional storeys, and the additional storeys shall conform to Subsections 3.8.2. and 3.8.3.",1.0
Fire separations required by Sentences 3.3.1.1.(1)and 3.3.5.9.(1) need not be provided between individual self-service storage units.,Fire separations required by Sentences 3.3.1.1.(1) and 3.3.5.9.(1) need not be provided between individual self-service storage units.,"Within an adaptable dwelling unit, doorways providing access to common living areas and at least one bathroom and one bedroom shall have a clear width of not less than 810 mm when measured in accordance with Clauses 3.8.3.6.(2)(a) and (b). (See Note A-3.8.5.4.(1).)","Within an adaptable dwelling unit, doorways providing access to common living areas and at least one bathroom and one bedroom shall have a clear width of not less than 810 mm when measured in accordance with Clauses 3.8.3.6.(2)(a) and (b). (See Note A-3.8.5.4.(1).)",1.0
"Materials, design, construction and installation of windows, doors and skylights that separate conditioned space from unconditioned space or the exterior but that are not covered in the scope of CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS – North American Fenestration Standard/Specification for Windows, Doors, and Skylights shall conform to the remainder of this Subsection or Subsection 9.7.4., and the applicable requirements in Subsection 9.7.6., or to Part 5.","Materials, design, construction and installation of windows, doors and skylights that separate conditioned space from unconditioned space or the exterior but that are not covered in the scope of CSA AAMA/WDMA/CSA 101/I.S.2/A440-11 NAFS North American Fenestration Standard/Specification for Windows, Doors, and Skylights shall conform to the remainder of this Subsection or part 9., and the applicable requirements in part 9., or to Part 5.","Exterior doors shall have a pin type locking mechanism, with a minimum 9 mm throw into the frame, or an equivalent locking mechanism, operable from the interior without the use of keys, special devices or specialized knowledge of the locking mechanism, or conform to at least Grade 10 in ASTM F842, ""Standard Test Methods for Measuring the Forced Entry Resistance of Sliding Door Assemblies, Excluding Glazing Impact.""","Exterior doors shall have a pin type locking mechanism, with a minimum 9 mm throw into the frame, or an equivalent locking mechanism, operable from the interior without the use of keys, special devices or specialized knowledge of the locking mechanism, or conform to at least Grade 10 in ASTM F842, ""Standard Test Methods for Measuring the Forced Entry Resistance of Sliding Door Assemblies, Excluding Glazing Impact.""",1.0
"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 9.37.1.1. (See Note A-1.1.2.1.(1).) (See Note D-2.6., Background Information.)",,"For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives andfunctionalstatements listed in Table 9.38.1.1. (See Note A-1.1.2.1.(1).)","For the purpose of compliance with this Code as required in Clause 1.2.1.1.(1)(b) of Division A, the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives andfunctionalstatements listed in Table 9.38.1.1. (See Note A-1.1.2.1.(1).)",1.0
