Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Article Title (FR),National Sentence Number (FR),National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Article Title (FR),P/T Sentence Number (FR),P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,National Sentence Text (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated,Code Type
2015.0,AB,NBC,Div B,3.2.1.4.(1),Floor Assembly over Basement ,,,"Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.50.(3), Sentence 3.2.2.51.(3) or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20. to 3.2.2.90. for a floor assembly, but not less than 45 min.",NBC AB2019,Div B,3.2.1.4.(1),Floor Assembly over Basement ,,,"Except as permitted by Sentence 3.2.2.47.(3), Sentence 3.2.2.48.(3), Sentence 3.2.2.49.(3), Sentence 3.2.2.50.(3), Sentence 3.2.2.51.(3) or 3.2.2.54.(3), a floor assembly immediately above a basement shall be constructed as a fire separation having a fire-resistance rating conforming to the requirements of Articles 3.2.2.20. to 3.2.2.90. for a floor assembly, but not less than 45 min.",,Common Sentence,Yes,Part 3 Residential,Yes,,3.0,3.2.1.4,3.2,3.2.1,3.2.1.4.(1),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.1.5.(1),Fire Containment in Basements ,,,"Except as permitted by Sentence 3.2.1.5.(2), in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.",NBC AB2019,Div B,3.2.1.5.(1),Fire Containment in Basements ,,,"Except as permitted by Sentence 3.2.1.5.(2), in a building in which an automatic sprinkler system is not required to be installed by Article 3.2.2.18., every basement shall be sprinklered throughout, or be subdivided into fire compartments not more than 600 m2 in area by a fire separation having a fire-resistance rating not less than that required for the floor assembly immediately above the basement.",,Common Sentence,No,Part 3 Residential,No,,3.0,3.2.1.5,3.2,3.2.1,3.2.1.5.(1),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.1.7.(1),Automatic Fire Suppression Systems ,,,"Except for buildings constructed under Article 3.2.2.89. or 3.2.2.90., and except for curling rinks or arenas used exclusively for sports activities, places of worship, community halls, gymnasiums and spaces containing a swimming pool, a building shall be protected with an automatic fire suppression system if it has a fire compartment more than 2 000 m2 in area.",,P/T Only,Yes,,No,"""Swimming pool"" is an AB specific defined term.",3.0,3.2.1.7,3.2,3.2.1,3.2.1.7.(1),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.1.7.(2),Automatic Fire Suppression Systems ,,,"Where a building is divided into more than one fire compartment with respect to Sentence 3.2.1.7.(1), the compartments shall be divided by fire separations having a fire-resistance rating of not less than 1 h.",,P/T Only,Yes,,No,,3.0,3.2.1.7,3.2,3.2.1,3.2.1.7.(2),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.1.8.(1),Height of Combustible Residential Buildings ,,,"Except for a building that is constructed in accordance with Article 3.2.2.50., a building of combustible construction that contains a residential occupancy shall have no occupied floor level more than 11 m above the lowest exit level. (See Note A-3.2.1.8.(1).)",,P/T Only,Yes,,No,,3.0,3.2.1.8,3.2,3.2.1,3.2.1.8.(1),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.2.2.(2),Special and Unusual Structures ,,,Underground service passageways shall be considered unusual structures under Sentence 3.2.2.2.(1).,,P/T Only,Yes,,No,,3.0,3.2.2.2,3.2,3.2.2,3.2.2.2.(2),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.7.(1),Superimposed Major Occupancies ,,,"Except as provided in Sentences 3.2.2.7.(3) and 3.2.2.7.(4), Article 3.2.2.8. and Sentence 3.2.2.18.(2), in a building in which one major occupancy is located entirely above another major occupancy, the requirements in this Subsection for each portion of the building containing a major occupancy shall apply to that portion as if the entire building were of that major occupancy.",NBC AB2019,Div B,3.2.2.7.(1),Superimposed Major Occupancies ,,,"Except as provided in Sentences 3.2.2.7.(3) and 3.2.2.7.(4), Article 3.2.2.8. and Sentence 3.2.2.18.(2), in a building in which one major occupancy is located entirely above another major occupancy, the requirements in this Subsection for each portion of the building containing a major occupancy shall apply to that portion as if the entire building were of that major occupancy.",,Common Sentence,No,,Yes,,3.0,3.2.2.7,3.2,3.2.2,3.2.2.7.(1),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.15.(2),Storeys below Ground ,,,"If any portion of a building is erected entirely below the adjoining finished ground level and extends more than one storey below that ground level, the following minimum precautions against fire spread and collapse shall be taken: the basements shall be sprinklered throughout, a floor assembly below the ground level shall be constructed as a fire separation with a fire-resistance rating not less than 3 h if the basements are used as Group E or Group F, Division 1 or 2 occupancies, or 2 h if the basements are not used as Group E or Group F, Division 1 or 2 occupancies, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the construction that they support.",NBC AB2019,Div B,3.2.2.15.(2),Storeys below Ground ,,,"If any portion of a building is erected entirely below the adjoining finished ground level and extends more than one storey below that ground level, the following minimum precautions against fire spread and collapse shall be taken: the basements shall be sprinklered throughout, a floor assembly below the ground level shall be constructed as a fire separation with a fire-resistance rating not less than 3 h if the basements are used as Group E or Group F, Division 1 or 2 occupancies, or 2 h if the basements are not used as Group E or Group F, Division 1 or 2 occupancies, and all loadbearing walls, columns and arches shall have a fire-resistance rating not less than that required for the construction that they support.",,Common Sentence,Yes,Part 3 Residential,Yes,,3.0,3.2.2.15,3.2,3.2.2,3.2.2.15.(2),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.15.(3),Storeys below Ground ,,,"If the first storey of a building is not required to be sprinklered, sprinklers are not required in the storey immediately below the first storey provided the storey below contains only residential occupancies, and has at least one unobstructed access opening conforming to Sentence 3.2.5.1.(2) installed on that storey for each 15 m of wall length in at least one wall required by this Subsection to face a street.",NBC AB2019,,,,,,,,National Only,Yes,Part 3 Residential,Yes,,3.0,3.2.2.15,3.2,3.2.2,3.2.2.15.(3),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.18.(1),Automatic Sprinkler System Required ,,,"Except as permitted by Sentence 3.2.2.18.(2), an automatic sprinkler system conforming to the requirements of Articles 3.2.4.7., Article 3.2.4.8., Article 3.2.4.9. and Article 3.2.5.12. shall be installed throughout a building regulated by one or more of Articles 3.2.2.20., Article 3.2.2.21., Article 3.2.2.22., Article 3.2.2.23., Article 3.2.2.24., Article 3.2.2.26., Article 3.2.2.27., Article 3.2.2.29., Article 3.2.2.31., Article 3.2.2.33., Article 3.2.2.36., Article 3.2.2.37., Article 3.2.2.38., Article 3.2.2.39., Article 3.2.2.40., Article 3.2.2.41., Article 3.2.2.42., Article 3.2.2.43., Article 3.2.2.44., Article 3.2.2.45., Article 3.2.2.46., Article 3.2.2.47., Article 3.2.2.48., Article 3.2.2.49., Article 3.2.2.50., Article 3.2.2.51., Article 3.2.2.54., Article 3.2.2.55., Article 3.2.2.57., Article 3.2.2.58., Article 3.2.2.59., Article 3.2.2.61., Article 3.2.2.63., Article 3.2.2.64., Article 3.2.2.65., Article 3.2.2.67., Article 3.2.2.69., Article 3.2.2.70., Article 3.2.2.71., Article 3.2.2.72., Article 3.2.2.74., Article 3.2.2.75., Article 3.2.2.77., Article 3.2.2.79., Article 3.2.2.80., Article 3.2.2.82., Article 3.2.2.84., Article 3.2.2.86. and Article 3.2.2.88.",NBC AB2019,Div B,3.2.2.18.(1),Automatic Sprinkler System Required ,,,"Except as permitted by Sentence 3.2.2.18.(2), an automatic sprinkler system conforming to the requirements of Articles 3.2.4.7., Article 3.2.4.8., Article 3.2.4.9. and Article 3.2.5.12. shall be installed throughout a building regulated by one or more of Articles 3.2.2.20., Article 3.2.2.21., Article 3.2.2.22., Article 3.2.2.23., Article 3.2.2.24., Article 3.2.2.26., Article 3.2.2.27., Article 3.2.2.29., Article 3.2.2.31., Article 3.2.2.33., Article 3.2.2.36., Article 3.2.2.37., Article 3.2.2.38., Article 3.2.2.39., Article 3.2.2.40., Article 3.2.2.41., Article 3.2.2.42., Article 3.2.2.43., Article 3.2.2.44., Article 3.2.2.45., Article 3.2.2.46., Article 3.2.2.47., Article 3.2.2.48., Article 3.2.2.49., Article 3.2.2.50., Article 3.2.2.51., Article 3.2.2.54., Article 3.2.2.55., Article 3.2.2.57., Article 3.2.2.58., Article 3.2.2.59., Article 3.2.2.61., Article 3.2.2.63., Article 3.2.2.64., Article 3.2.2.65., Article 3.2.2.67., Article 3.2.2.69., Article 3.2.2.70., Article 3.2.2.71., Article 3.2.2.72., Article 3.2.2.74., Article 3.2.2.75., Article 3.2.2.77., Article 3.2.2.79., Article 3.2.2.80., Article 3.2.2.82., Article 3.2.2.84., Article 3.2.2.86. and Article 3.2.2.88.",,Common Sentence,Yes,Part 3 Residential,No,,3.0,3.2.2.18,3.2,3.2.2,3.2.2.18.(1),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.2.18.(3),Automatic Sprinkler System Required ,,,"Except for roof assemblies regulated by Articles 3.2.2.50. and 3.2.2.58., the requirements in Articles 3.2.2.20. to 3.2.2.90. for roof assemblies to have a fire-resistance rating are permitted to be waived provided the building is sprinklered, the sprinkler system in Clause 3.2.2.18.(3)(a) is electrically supervised in conformance with Sentence 3.2.4.9.(3), the operation of the sprinkler system in Clause 3.2.2.18.(3)(a) will cause a signal to be transmitted to the fire department in conformance with Sentence 3.2.4.7.(4), and the roof does not support any occupancy other than for servicing or maintenance (see Article 3.2.2.13. for roofs intended for occupancy).",,P/T Only,Yes,,No,,3.0,3.2.2.18,3.2,3.2.2,3.2.2.18.(3),,,,,,,Building
2015.0,AB,NBC,Div B,,,,,,NBC AB2019,Div B,3.2.2.18.(4),Automatic Sprinkler System Required ,,,"Except for mezzanines regulated by Articles 3.2.2.50. and 3.2.2.58., the requirements in Articles 3.2.2.20. to 3.2.2.90. for mezzanines to have a fire-resistance rating are permitted to be waived where the building is sprinklered and the mezzanine is 240 m2 or less in area.",,P/T Only,Yes,,No,,3.0,3.2.2.18,3.2,3.2.2,3.2.2.18.(4),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.49.(1),"Group C, up to 3 Storeys, Noncombustible Construction, Sprinklered ",,,"A building classified as Group C is permitted to conform to Sentence 3.2.2.49.(2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.",NBC AB2019,Div B,3.2.2.49.(1),"Group C, up to 3 Storeys, Noncombustible Construction, Sprinklered ",,,"A building classified as Group C is permitted to conform to Sentence 3.2.2.49.(2) provided except as permitted by Sentences 3.2.2.7.(1) and 3.2.2.18.(2), the building is sprinklered throughout, it is not more than 3 storeys in building height, and it has a building area that is not limited if the building is not more than 2 storeys in building height, or that is not more than 12 000 m2 if 3 storeys in building height.",,Common Sentence,Yes,Part 3 Residential,No,Note: Table 3.2.2.49. has been completely deleted. Change not shown in this document.,3.0,3.2.2.49,3.2,3.2.2,3.2.2.49.(1),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.52.(1),,,,"A building classified as Group C is permitted to conform to Sentence 3.2.2.52.(2) provided it is not more than 3 storeys in building height, and it has a building area not more than the value in Table 3.2.2.52.",NBC AB2019,Div B,,,,,,,National Only,Yes,Part 3 Residential,Yes,"Changes shown are correct. Note that this article was not deleted, it was reserved to retain numbering.",3.0,3.2.2.52,3.2,3.2.2,3.2.2.52.(1),,,,,,,Building
2015.0,AB,NBC,Div B,3.2.2.52.(2),,,,"The building referred to in Sentence 3.2.2.52.(1) is permitted to be of combustible construction or noncombustible construction used singly or in combination, and except as permitted by Sentences 3.2.2.52.(3) and 3.2.2.52.(4), floor assemblies shall be fire separations with a fire-resistance rating not less than 1 h, mezzanines shall have a fire-resistance rating not less than 1 h, roof assemblies shall have a fire-resistance rating not less than 1 h, and loadbearing walls, columns, and arches shall have a fire-resistance rating not less than that required for the supported assembly.",NBC AB2019,Div B,,,,,,,National Only,Yes,Part 3 Residential,Yes,"Changes shown are correct. Note that this article was not deleted, it was reserved to retain numbering.",3.0,3.2.2.52,3.2,3.2.2,3.2.2.52.(2),,,,,,,Building
