Full Index,ID,SEQ,DOCTYPE,DOCID,IDWITHINDOC,DIVISION,PROVISION,ARTICLE_TITLE,FRAG_DOCUMENT,FRAG_DOCUMENT_NOWHITESPACE,WORDCOUNT,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM
9726,1342860,20540.0,F,nfc2015_divb,1358.0,B,6.5.1.6.(2),Inspection of Unit Equipment,"Self-contained emergency lighting unit equipment shall be tested at intervals not greater than one month to ensure that the emergency lights will function upon failure of the primary power supply, and at intervals not greater than 12 months to ensure that the unit will provide emergency lighting for a duration equal to the design criterion under simulated power failure conditions.","self-containedemergencylightingunitequipmentshallbetestedatintervalsnotgreaterthanonemonthtoensurethattheemergencylightswillfunctionuponfailureoftheprimarypowersupply,andatintervalsnotgreaterthan12monthstoensurethattheunitwillprovideemergencylightingforadurationequaltothedesigncriterionundersimulatedpowerfailureconditions.",60.0,6.0,5,1,6,2
9727,1342870,20294.0,F,nfc2015_divb,1112.0,B,4.10.8.1.(1),Portable Extinguishers,"Except as permitted in Sentence 4.10.8.1.(2), in maturing warehouses, at least one portable extinguisher having a rating of 4-A:30-B:C shall be located adjacent to each exit.","exceptaspermittedinsentence4.10.8.1.(2),inmaturingwarehouses,atleastoneportableextinguisherhavingaratingof4-a:30-b:cshallbelocatedadjacenttoeachexit.",26.0,4.0,10,8,1,1
9728,1342872,20297.0,F,nfc2015_divb,1115.0,B,4.10.8.2.(1),Standpipe and Hose Systems,"Except as provided in Sentence 4.10.8.2.(2), standpipe and hose systems shall be provided and installed in distilleries in conformance with Article 2.1.3.1.","exceptasprovidedinsentence4.10.8.2.(2),standpipeandhosesystemsshallbeprovidedandinstalledindistilleriesinconformancewitharticle2.1.3.1.",22.0,4.0,10,8,2,1
9729,1342911,19292.0,F,nfc2015_divb,110.0,B,2.6.1.8.(1),Repairs and Renovations,"Work on ducts involving the use of heat-producing devices for cutting, welding or soldering shall not be undertaken before the system has been shut down, the duct has been cleaned of any accumulations of combustible deposits, and any combustible lining and covering material that could be ignited by such work has been removed.","workonductsinvolvingtheuseofheat-producingdevicesforcutting,weldingorsolderingshallnotbeundertakenbeforethesystemhasbeenshutdown,theducthasbeencleanedofanyaccumulationsofcombustibledeposits,andanycombustibleliningandcoveringmaterialthatcouldbeignitedbysuchworkhasbeenremoved.",53.0,2.0,6,1,8,1
9730,1342930,19949.0,F,nfc2015_divb,767.0,B,4.4.3.1.(1),Leak Detection Tests,"Where field test methods are included in the storage tank construction standards referred to in Articles 4.3.1.2.and 4.3.1.3., such tests shall be permitted for storage tanks conforming to those standards.","wherefieldtestmethodsareincludedinthestoragetankconstructionstandardsreferredtoinarticles4.3.1.2.and4.3.1.3.,suchtestsshallbepermittedforstoragetanksconformingtothosestandards.",30.0,4.0,4,3,1,1
9740,1343485,20171.0,F,nfc2015_divb,989.0,B,4.6.8.5.(3),Duties of Attendants,Attendants shall be trained on how to conduct their duties.,attendantsshallbetrainedonhowtoconducttheirduties.,10.0,4.0,6,8,5,3
9741,1343604,19537.0,F,nfc2015_divb,355.0,B,3.2.8.1.(1),Application,"Except as provided in Subsection 3.1.1., this Subsection applies to the indoor storage of dangerous goods classified as compressed gases.","exceptasprovidedinsubsection3.1.1.,thissubsectionappliestotheindoorstorageofdangerousgoodsclassifiedascompressedgases.",20.0,3.0,2,8,1,1
9747,1344203,20396.0,F,nfc2015_divb,1214.0,B,5.4.3.6.(2),Access to Premises,Warning signs shall be posted in a conspicuous location near every entrance to the premises being fumigated.,warningsignsshallbepostedinaconspicuouslocationneareveryentrancetothepremisesbeingfumigated.,17.0,5.0,4,3,6,2
9748,1344280,19444.0,F,nfc2015_divb,262.0,B,3.2.2.4.(3),Combustible Pallets,"In a sprinkleredbuilding, the storage of combustible pallets is permitted to exceed the values stated in Sentence 3.2.2.4.(2) provided such storage conforms to NFPA 13-2013 Installation of Sprinkler Systems (See Note A-3.2.2.4.(3).)","inasprinkleredbuilding,thestorageofcombustiblepalletsispermittedtoexceedthevaluesstatedinsentence3.2.2.4.(2)providedsuchstorageconformstonfpa13-2013installationofsprinklersystems(seenotea-3.2.2.4.(3).)",32.0,3.0,2,2,4,3
9749,1344286,19320.0,F,nfc2015_divb,138.0,B,2.7.1.6.(1),Maintenance,Means of egress shall be maintained in good repair and free of obstructions.,meansofegressshallbemaintainedingoodrepairandfreeofobstructions.,13.0,2.0,7,1,6,1
9757,1344852,20438.0,F,nfc2015_divb,1256.0,B,5.5.5.1.(2),Maximum Quantities,"Quantities of flammable liquids and combustible liquids in excess of those permitted in Sentence 5.5.5.1.(1) shall be stored in cabinets conforming to Subsection 4.2.10. except that, in laboratories described in Clause 5.5.5.1.(1)(b), the total quantity of flammable liquids and combustible liquids stored in such cabinets shall not exceed the quantity permitted for one cabinet, or a room conforming to Subsection 4.2.9.","quantitiesofflammableliquidsandcombustibleliquidsinexcessofthosepermittedinsentence5.5.5.1.(1)shallbestoredincabinetsconformingtosubsection4.2.10.exceptthat,inlaboratoriesdescribedinclause5.5.5.1.(1)(b),thetotalquantityofflammableliquidsandcombustibleliquidsstoredinsuchcabinetsshallnotexceedthequantitypermittedforonecabinet,oraroomconformingtosubsection4.2.9.",61.0,5.0,5,5,1,2
9758,1344858,20518.0,F,nfc2015_divb,1336.0,B,5.7.1.1.(1),Attribution to Acceptable Solutions,"For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 5.7.1.1. (See Note A-1.1.2.1.(1).)","forthepurposesofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b),theobjectivesandfunctionalstatementsattributedtotheacceptablesolutionsinthispartshallbetheobjectivesandfunctionalstatementslistedintable5.7.1.1.(seenotea-1.1.2.1.(1).)",40.0,5.0,7,1,1,1
9759,1344863,20134.0,F,nfc2015_divb,952.0,B,4.6.5.2.(1),Hose Nozzle Valves,"Every hose nozzle valve through which a Class I or II liquid is dispensed by a motorized dispenser into a vehicle tank shall be automatic closing as required in Sentence 4.6.5.2.(2), and conform to ULC CAN/ULC-S620-16 Hose Nozzle Valves for Flammable and Combustible Liquids","everyhosenozzlevalvethroughwhichaclassioriiliquidisdispensedbyamotorizeddispenserintoavehicletankshallbeautomaticclosingasrequiredinsentence4.6.5.2.(2),andconformtoulccan/ulc-s620-16hosenozzlevalvesforflammableandcombustibleliquids",44.0,4.0,6,5,2,1
9760,1344866,20195.0,F,nfc2015_divb,1013.0,B,4.7.3.3.(1),Dispensing into Metal Containers or Tanks,Class I liquids shall not be dispensed into a metal container or storage tank unless it is electrically connected in conformance with Article 4.1.8.2. (See Note A-4.7.4.),classiliquidsshallnotbedispensedintoametalcontainerorstoragetankunlessitiselectricallyconnectedinconformancewitharticle4.1.8.2.(seenotea-4.7.4.),27.0,4.0,7,3,3,1
9761,1344919,19299.0,F,nfc2015_divb,117.0,B,2.6.1.9.(6),Commercial Cooking Equipment,Commercial cooking equipment that is certified shall be installed and maintained in conformance with its certification.,commercialcookingequipmentthatiscertifiedshallbeinstalledandmaintainedinconformancewithitscertification.,16.0,2.0,6,1,9,6
9762,1344931,19830.0,F,nfc2015_divb,648.0,B,4.3.7.2.(4),Construction,"Where piping passes through a secondary containment, such passages shall conform to Sentences 4.3.7.2.(1)and 4.3.7.2.(2). (See Note A-4.1.6.1.(1).)","wherepipingpassesthroughasecondarycontainment,suchpassagesshallconformtosentences4.3.7.2.(1)and4.3.7.2.(2).(seenotea-4.1.6.1.(1).)",18.0,4.0,3,7,2,4
9764,1344988,19566.0,F,nfc2015_divb,384.0,B,3.3.2.7.(1),Maintenance,"Any access route, gateway or clear space required in this Section shall be maintained in conformance with Section 2.5., and kept free of obstructions and piles of snow.","anyaccessroute,gatewayorclearspacerequiredinthissectionshallbemaintainedinconformancewithsection2.5.,andkeptfreeofobstructionsandpilesofsnow.",28.0,3.0,3,2,7,1
9765,1344998,19636.0,F,nfc2015_divb,454.0,B,4.1.6.1.(2),Spill Control,"When barriers required in Sentence 4.1.6.1.(1) are provided to contain accidental spillage from aboveground storage tanks, they shall conform to the requirements for secondary containment in Subsection 4.3.7.","whenbarriersrequiredinsentence4.1.6.1.(1)areprovidedtocontainaccidentalspillagefromabovegroundstoragetanks,theyshallconformtotherequirementsforsecondarycontainmentinsubsection4.3.7.",28.0,4.0,1,6,1,2
9769,1345521,20011.0,F,nfc2015_divb,829.0,B,4.5.6.2.(1),Location,Piping shall be installed outdoors whenever possible and located so it will not create a hazard to buildings or equipment.,pipingshallbeinstalledoutdoorswheneverpossibleandlocatedsoitwillnotcreateahazardtobuildingsorequipment.,20.0,4.0,5,6,2,1
9770,1345530,20284.0,F,nfc2015_divb,1102.0,B,4.10.3.1.(1),"Design, Fabrication and Testing","Storage tanks, wooden vats, barrels, drums or containers used for the storage or processing of distilled beverage alcohols shall be designed, fabricated and tested for the anticipated maximum working pressure, operating temperature, internal corrosion conditions and structural stresses to which they could be subjected. (See Note A-4.10.3.2.)","storagetanks,woodenvats,barrels,drumsorcontainersusedforthestorageorprocessingofdistilledbeveragealcoholsshallbedesigned,fabricatedandtestedfortheanticipatedmaximumworkingpressure,operatingtemperature,internalcorrosionconditionsandstructuralstressestowhichtheycouldbesubjected.(seenotea-4.10.3.2.)",47.0,4.0,10,3,1,1
9771,1345590,19323.0,F,nfc2015_divb,141.0,B,2.7.1.8.(1),Free of Obstruction,"Where an exit door leading directly to the outside is subject to being obstructed by parked vehicles or storage because of its location, a visible sign or a physical barrier prohibiting such obstructions shall be installed on the exterior side of the door.","whereanexitdoorleadingdirectlytotheoutsideissubjecttobeingobstructedbyparkedvehiclesorstoragebecauseofitslocation,avisiblesignoraphysicalbarrierprohibitingsuchobstructionsshallbeinstalledontheexteriorsideofthedoor.",43.0,2.0,7,1,8,1
9774,1345662,19761.0,F,nfc2015_divb,579.0,B,4.2.11.5.(1),Fencing,An outdoor area used for the container storage of flammable liquids or combustible liquids shall be fenced in conformance with Article 3.3.2.6.,anoutdoorareausedforthecontainerstorageofflammableliquidsorcombustibleliquidsshallbefencedinconformancewitharticle3.3.2.6.,22.0,4.0,2,11,5,1
9777,1346150,20328.0,F,nfc2015_divb,1146.0,B,5.2.1.1.(1),Application,"This Section applies to hot works involving open flames or producing heat or sparks, including but not limited to, cutting, welding, soldering, brazing, grinding, adhesive bonding, roofing operations, thermal spraying and thawing pipes.","thissectionappliestohotworksinvolvingopenflamesorproducingheatorsparks,includingbutnotlimitedto,cutting,welding,soldering,brazing,grinding,adhesivebonding,roofingoperations,thermalsprayingandthawingpipes.",33.0,5.0,2,1,1,1
9778,1346153,20305.0,F,nfc2015_divb,1123.0,B,4.11.2.4.(2),Parking outside Buildings,"A tank vehicle is permitted to be left unattended by the vehicle operator outside a building for more than 1 h, but only in a parking space that is located not less than 15 m from a building, and where the tank vehicle is not exposed to undue hazard from accident or collision.","atankvehicleispermittedtobeleftunattendedbythevehicleoperatoroutsideabuildingformorethan1h,butonlyinaparkingspacethatislocatednotlessthan15mfromabuilding,andwherethetankvehicleisnotexposedtounduehazardfromaccidentorcollision.",53.0,4.0,11,2,4,2
9779,1346200,19417.0,F,nfc2015_divb,235.0,B,3.1.3.1.(3),Industrial Trucks,Battery-powered industrial trucks shall conform to ULC ULC/ORD-C583-14 Guide for the Investigation of Electric Battery Powered Industrial Trucks,battery-poweredindustrialtrucksshallconformtoulculc/ord-c583-14guidefortheinvestigationofelectricbatterypoweredindustrialtrucks,18.0,3.0,1,3,1,3
9780,1346217,19911.0,F,nfc2015_divb,729.0,B,4.3.14.4.(1),Hose Stations and Portable Extinguishers,"In buildings not required to be equipped with a standpipe and hose system by the NBC, hose stations shall be provided in the vicinity of the storage room, such that all parts of the room are within reach of a hose stream. (See Note A-4.3.14.4.(1).)","inbuildingsnotrequiredtobeequippedwithastandpipeandhosesystembythenbc,hosestationsshallbeprovidedinthevicinityofthestorageroom,suchthatallpartsoftheroomarewithinreachofahosestream.(seenotea-4.3.14.4.(1).)",45.0,4.0,3,14,4,1
9784,1346274,19226.0,F,nfc2015_divb,44.0,B,2.2.1.1.(3),Fire Separations,"Rooms, corridors, shafts and other spaces shall be separated where practicable by fire separations conforming to the NBC.","rooms,corridors,shaftsandotherspacesshallbeseparatedwherepracticablebyfireseparationsconformingtothenbc.",18.0,2.0,2,1,1,3
9785,1346286,19619.0,F,nfc2015_divb,437.0,B,4.1.3.1.(2),Determination of Flash Point,"Except as provided in Sentences 4.1.3.1.(3)and 4.1.3.1.(4), the flash point of liquids having a kinematic viscosity of 6 cSt or more at 37.8°C or a flash point of 93.3°C or higher shall be determined in conformance with ASTM D 93-13e1 Flash Point by Pensky-Martens Closed Cup Tester","exceptasprovidedinsentences4.1.3.1.(3)and4.1.3.1.(4),theflashpointofliquidshavingakinematicviscosityof6cstormoreat37.8°coraflashpointof93.3°corhighershallbedeterminedinconformancewithastmd93-13e1flashpointbypensky-martensclosedcuptester",47.0,4.0,1,3,1,2
9786,1346288,19726.0,F,nfc2015_divb,544.0,B,4.2.7.8.(1),Aisles,"Except as provided in Article 4.2.7.9., main aisles, access aisles and aisles defining individual storage areas shall be in conformance with Article 3.2.2.2.","exceptasprovidedinarticle4.2.7.9.,mainaisles,accessaislesandaislesdefiningindividualstorageareasshallbeinconformancewitharticle3.2.2.2.",23.0,4.0,2,7,8,1
9794,1346822,20539.0,F,nfc2015_divb,1357.0,B,6.5.1.6.(1),Inspection of Unit Equipment,"Self-contained emergency lighting unit equipment shall be inspected at intervals not greater than one month to ensure that pilot lights are functioning and not obviously damaged or obstructed, the terminal connections are clean, free of corrosion and lubricated when necessary, the terminal clamps are clean and tight as per manufacturer's specifications, and the battery surface is kept clean and dry.","self-containedemergencylightingunitequipmentshallbeinspectedatintervalsnotgreaterthanonemonthtoensurethatpilotlightsarefunctioningandnotobviouslydamagedorobstructed,theterminalconnectionsareclean,freeofcorrosionandlubricatedwhennecessary,theterminalclampsarecleanandtightaspermanufacturer'sspecifications,andthebatterysurfaceiskeptcleananddry.",60.0,6.0,5,1,6,1
9795,1346881,19264.0,F,nfc2015_divb,82.0,B,2.4.3.2.(2),Flaming Meals and Drinks,"In assembly occupancies, flaming meals or drinks shall be ignited only at the location of serving.","inassemblyoccupancies,flamingmealsordrinksshallbeignitedonlyatthelocationofserving.",16.0,2.0,4,3,2,2
9796,1346896,19400.0,F,nfc2015_divb,218.0,B,3.1.2.3.(1),Packages and Containers,"Dangerous goods shall be stored in packages or containers made of materials that are compatible with the product they contain, and of durable construction and designed to resist damage from normal material handling activities.","dangerousgoodsshallbestoredinpackagesorcontainersmadeofmaterialsthatarecompatiblewiththeproducttheycontain,andofdurableconstructionanddesignedtoresistdamagefromnormalmaterialhandlingactivities.",34.0,3.0,1,2,3,1
9800,1346958,20572.0,F,nfc2015_divb,1390.0,B,7.3.1.2.(1),Doors in Means of Egress,"Where vestibules or stairshafts are pressurized as a means of smoke control, all doors in the path of exit travel shall be tested to ensure that they can be operated as required in Article 2.7.2.1. when the entire smoke control system is being tested.","wherevestibulesorstairshaftsarepressurizedasameansofsmokecontrol,alldoorsinthepathofexittravelshallbetestedtoensurethattheycanbeoperatedasrequiredinarticle2.7.2.1.whentheentiresmokecontrolsystemisbeingtested.",44.0,7.0,3,1,2,1
9801,1346973,19713.0,F,nfc2015_divb,531.0,B,4.2.7.1.(1),Application,"Except as provided in Subsection 4.2.12. regarding self-service storage buildings, this Subsection applies to the storage of flammable liquids and combustible liquids in closed containers in industrial occupancies.","exceptasprovidedinsubsection4.2.12.regardingself-servicestoragebuildings,thissubsectionappliestothestorageofflammableliquidsandcombustibleliquidsinclosedcontainersinindustrialoccupancies.",28.0,4.0,2,7,1,1
9810,1347500,20107.0,F,nfc2015_divb,925.0,B,4.6.2.1.(5),Outside Aboveground Storage Tanks,"In cases where a compartmentalized tank is used, the entire tank shall be treated as one tank with the aggregate of all compartments totaling the total capacity of that tank.","incaseswhereacompartmentalizedtankisused,theentiretankshallbetreatedasonetankwiththeaggregateofallcompartmentstotalingthetotalcapacityofthattank.",30.0,4.0,6,2,1,5
9811,1347503,20173.0,F,nfc2015_divb,991.0,B,4.6.8.6.(2),Fuel-Dispensing Procedures,It is permitted to dispense a Class II or IIIA liquid into the fuel tank of a motor vehicle while its engine is running provided it is dispensed not less than 6 m away from any Class I liquid dispenser. (See Note A-4.6.8.6.(2).),itispermittedtodispenseaclassiioriiialiquidintothefueltankofamotorvehiclewhileitsengineisrunningprovideditisdispensednotlessthan6mawayfromanyclassiliquiddispenser.(seenotea-4.6.8.6.(2).),43.0,4.0,6,8,6,2
9812,1347584,19978.0,F,nfc2015_divb,796.0,B,4.4.3.5.(3),Protocols for Leak Detection Testing of Sumps,"The liquid used for the test shall exceed the elevation of the piping and other points of entry into the sump by at least 50 mm, and not be a flammable liquid or a combustible liquid.","theliquidusedforthetestshallexceedtheelevationofthepipingandotherpointsofentryintothesumpbyatleast50mm,andnotbeaflammableliquidoracombustibleliquid.",36.0,4.0,4,3,5,3
9823,1348160,20317.0,F,nfc2015_divb,1135.0,B,4.12.1.1.(1),Attribution to Acceptable Solutions,"For the purposes of compliance with this Code as required in Clause 1.2.1.1.(1)(b), the objectives and functional statements attributed to the acceptable solutions in this Part shall be the objectives and functional statements listed in Table 4.12.1.1. (See Note A-1.1.2.1.(1).)","forthepurposesofcompliancewiththiscodeasrequiredinclause1.2.1.1.(1)(b),theobjectivesandfunctionalstatementsattributedtotheacceptablesolutionsinthispartshallbetheobjectivesandfunctionalstatementslistedintable4.12.1.1.(seenotea-1.1.2.1.(1).)",40.0,4.0,12,1,1,1
9824,1348212,19860.0,F,nfc2015_divb,678.0,B,4.3.8.8.(1),Spillage,"If a spillage occurs, the escaped liquid and all soil contaminated by the spill shall be removed in conformance with Subsection 4.1.6.","ifaspillageoccurs,theescapedliquidandallsoilcontaminatedbythespillshallberemovedinconformancewithsubsection4.1.6.",22.0,4.0,3,8,8,1
9828,1348286,19644.0,F,nfc2015_divb,462.0,B,4.1.7.1.(1),Rooms or Enclosed Spaces,"Where flammable liquids and combustible liquids are processed, handled, stored, dispensed or used within rooms or enclosed spaces, ventilation shall conform to the appropriate provincial or territorial regulations or municipal bylaws, or in the absence of such legislation, to this Part and the NBC. (See Note A-4.1.7.1.(1).)","whereflammableliquidsandcombustibleliquidsareprocessed,handled,stored,dispensedorusedwithinroomsorenclosedspaces,ventilationshallconformtotheappropriateprovincialorterritorialregulationsormunicipalbylaws,orintheabsenceofsuchlegislation,tothispartandthenbc.(seenotea-4.1.7.1.(1).)",47.0,4.0,1,7,1,1
9835,1348760,20159.0,F,nfc2015_divb,977.0,B,4.6.8.2.(3),Self-service Outlets,The control console referred to in Sentence 4.6.8.2.(2) shall be equipped to regulate the operation of each dispenser.,thecontrolconsolereferredtoinsentence4.6.8.2.(2)shallbeequippedtoregulatetheoperationofeachdispenser.,18.0,4.0,6,8,2,3
9836,1348768,20280.0,F,nfc2015_divb,1098.0,B,4.10.1.1.(2),Application,"The storage, handling and use of flammable liquids or combustible liquids other than distilled beverage alcohols in a distillery shall conform to Part 4..","thestorage,handlinganduseofflammableliquidsorcombustibleliquidsotherthandistilledbeveragealcoholsinadistilleryshallconformtopart4..",24.0,4.0,10,1,1,2
9837,1348770,20238.0,F,nfc2015_divb,1056.0,B,4.8.7.1.(1),Location,"Except as permitted in Sentence 4.8.7.1.(2), the bulk transfer of flammable liquids or combustible liquids shall be permitted only on piers and wharves used exclusively for that purpose.","exceptaspermittedinsentence4.8.7.1.(2),thebulktransferofflammableliquidsorcombustibleliquidsshallbepermittedonlyonpiersandwharvesusedexclusivelyforthatpurpose.",28.0,4.0,8,7,1,1
9841,1348869,19550.0,F,nfc2015_divb,368.0,B,3.2.9.3.(1),Industrial Trucks,"In addition to the requirements of Subsection 3.1.3., industrial trucks used or stored within buildings where ammonium nitrate is also stored shall be maintained so that fuels or hydraulic fluids do not contaminate the ammonium nitrate. (See Note A-3.2.9.3.(1).)","inadditiontotherequirementsofsubsection3.1.3.,industrialtrucksusedorstoredwithinbuildingswhereammoniumnitrateisalsostoredshallbemaintainedsothatfuelsorhydraulicfluidsdonotcontaminatetheammoniumnitrate.(seenotea-3.2.9.3.(1).)",39.0,3.0,2,9,3,1
9842,1348875,19665.0,F,nfc2015_divb,483.0,B,4.1.8.2.(2),Control of Static Electric Charge,"Except as provided in Sentence 4.1.8.2.(3), when Class I liquids are transferred into a storage tank through the top of the tank, the fill pipe shall terminate within 150 mm of the bottom of the tank.","exceptasprovidedinsentence4.1.8.2.(3),whenclassiliquidsaretransferredintoastoragetankthroughthetopofthetank,thefillpipeshallterminatewithin150mmofthebottomofthetank.",36.0,4.0,1,8,2,2
9843,1348877,19643.0,F,nfc2015_divb,461.0,B,4.1.6.3.(3),Spills and Leaks,"Spilled or leaked flammable liquids or combustible liquids shall be flushed to a location where they will not create a fire or explosion hazard, or any risk to public health or safety, or neutralized or absorbed and cleaned up with the aid of a product that is compatible and non-reactive with the liquid being cleaned up (see Note A-4.1.6.3.(3)(b)), and deposited in a receptacle conforming to Article 2.4.1.3., or disposed of in a manner that does not create a fire or explosion hazard.","spilledorleakedflammableliquidsorcombustibleliquidsshallbeflushedtoalocationwheretheywillnotcreateafireorexplosionhazard,oranyrisktopublichealthorsafety,orneutralizedorabsorbedandcleanedupwiththeaidofaproductthatiscompatibleandnon-reactivewiththeliquidbeingcleanedup(seenotea-4.1.6.3.(3)(b)),anddepositedinareceptacleconformingtoarticle2.4.1.3.,ordisposedofinamannerthatdoesnotcreateafireorexplosionhazard.",83.0,4.0,1,6,3,3
