Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Sentence Text,National Article Title (FR),National Sentence Text (FR),P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Sentence Text,P/T Article Title (FR),P/T Sentence Text (FR),Difference Type,Variation,Variation Label,Text Difference Tracked,Exception,Comments,Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(k) ""floor area"" means the space on a storey of a building between exterior walls and firewalls if provided including the space occupied by interior walls, partitions, shaftways and stairways; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(l) ""guard"" means a protective barrier around openings in floors or at the open sides of stairs, landing, balconies, mezzanines, galleries, raised walkways or other locations to prevent accidental falls from one level to a0ther and that barrier may or may 0t have openings through it; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(m) ""industrial occupation"" means the occupancy or use of a building or part of it for the assembling, fabricating, manufacturing, processing, repairing or storing of goods and materials; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(n) ""inspection agency"" means an inspection agency prescribed in accordance with paragraph 30(1)(i) of the Act; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(o) ""major occupancy"" means the principal occupancy for which a building or part of it is used or intended to be used and shall be considered to include the subsidiary occupancies which are an integral part of the principal occupancy; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(p) ""mercantile occupancy"" means the occupancy or use of a building or part of it for the displaying or selling of retail goods, wares or merchandise;",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(q) ""occupancy"" means the use or intended use of a building or part of it for the shelter or support of persons, animals or property; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(r) ""permit"" means a permit issued by the permit issuing authority; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(s) ""principal entrance"" means an entrance in a building which is intended for general use by the public or employees or both the public and employees, and there may be more than one principal entrance; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(t) ""professional engineer"" means an engineer registered in accordance with the Engineers and Geoscientists Act ; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(u) ""public corridor"" means a corridor that provides access to an exit from more than one suite; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(v) ""residential occupancy"" means the occupancy or use of a building or part of it by persons for whom sleeping accommodation is provided but who are 0t harboured or detained to receive medical care or treatment or are 0t involuntarily detained; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(w) ""sprinklered"" means that the building or part of it is equipped with an automatic sprinkler system; ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(x) ""storey"" means that portion of a building which is situated between the top of a floor and the top of the floor next above it and if there is 0t a floor above it, that portion between the top of the floor and the ceiling above it; and ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.2,,3.8.8.1.(1),Definitions ,"(y) ""suite"" means a single room or series of rooms of complementary use operated under a single tenancy and includes dwelling units, individual guest rooms in motels, hotels, boarding houses, rooming houses and dormitories as well as individual stores and individual or complementary rooms for business and personal services occupancies.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.1.(1),Design Standards,"Buildings or parts thereof and facilities that are required to be barrier-free shall be designed in accordance with (a) this Subsection, or (b) the provisions of CSA B651, “Accessible Design for the Built Environment,” listed in Table 3.8.3.1., in their entirety.
(See 0te A-3.8.3.1.(1).)",,,R.3.(1),,3.8.8.1.(1),Codes and standards ,"The following codes and standards and all revisions and amendments to those codes and standards are adopted except as modified and amended in the Schedule: 
	 (a)	 N.R.C.C. National Building Code of Canada ; and 
	 (b)	 Canadian Standards Association Can/CSA-B651 Barrier-Free Design. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.3.(2),,3.8.8.1.(1),Codes and standards ,"Where there is a conflict between the N.R.C.C. National Building Code of Canada and the Canadian Standards Association Can/CSA-B651 Barrier-Free Design, the N.R.C.C. National Building Code of Canada shall prevail. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.1.1.(2),Scope,Buildings and facilities required to be barrier-free in accordance with Subsection 3.8.2. shall be designed in accordance with Subsection 3.8.3.,,,NBC 3.8.1.1.(2),,3.8.8.1.(1),Scope,Buildings and facilities required to be barrier-free in accordance with Subsection 3.8.2. shall be designed in accordance with Subsection 3.8.3.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.4.(1),,3.8.8.1.(1),Building requirements,"A public building having a total floor area, incorporating all storeys, between the exterior walls of greater than 600 square metres measured from and including the lowest floor to which the public and employees employed in the building have access shall 
	 (a)	 from an entrance that is ordinarily used by the public and employees employed in the building and capable of accommodating persons with disabilities provide an acceptable means of making accessible to persons with disabilities all floors to which the public and employees employed in the building have lawful access; and 
	 (b)	 in respect of floors that are required to be accessible to persons with disabilities, have those floors at the same level throughout or have any levels of those floors connected by a ramp.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.4.(2),,3.8.8.1.(1),Building requirements,"An apartment type building that contains more than 4 residential units shall 
	 (a)	 from an entrance that is ordinarily used by the public and occupants and capable of accommodating persons with disabilities, provide an acceptable means of making accessible to persons with disabilities all floors to which the public and occupants have lawful access; 
	 (b)	 in respect of floors that are required to be accessible to persons with disabilities, have those floors at the same level throughout or have any levels of those floors connected by a ramp; and 
	 (c)	 have at least one accessible residential unit, but 0t less than one accessible residential unit in every 10 residential units.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.4.(3),,3.8.8.1.(1),Building requirements,[Rep. by 23/18 s2] ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.4.(4),,3.8.8.1.(1),Building requirements,"A hotel shall have at least one accessible suite, but 0t less than one accessible suite in every 20 suites.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.4.(5),,3.8.8.1.(1),Building requirements," A lodging house, boarding house or bed and breakfast which accommodates more than 10 boarders, lodgers or guests shall have 
	 (a)	 at least one room with sleeping accommodations that are accessible to physically disabled persons; and 
	 (b)	 the entrance and facilities 0rmally used by the boarders, lodgers or guests shall be accessible to physically disabled persons. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.5.(1),,3.8.8.1.(1),Subdivision of building,"Where a building is subdivided or divided by fire walls and where there is 0 physical connection between the subdivisions, each portion of the building so divided or subdivided shall be considered a separate building.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.5.(2),,3.8.8.1.(1),Subdivision of building,"Where a connection is made between the 2 separate subdivisions or divisions after the final inspection, those subdivisions or divisions shall then be considered to be one building.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.1.(1),Exceptions ,"The requirements of this Section apply to all buildings except (a) detached houses, semi-detached houses, houses with a secondary suite, duplexes, triplexes, townhouses, row houses and boarding houses (see 0te A-1.4.1.2.(1), Secondary Suite), (b) buildings of Group F, Division 1 major occupancy, and (c) buildings that are 0t intended to be occupied on a daily or full-time basis, including automatic telephone exchanges, pumphouses and substations.",,,"R.6.(1)

",,3.8.8.1.(1),Exemption,"A public building classified as Group F, Division 1 under subsection 1(3) of the Schedule is exempt from the requirements of the Act and regulations.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.6.(2),,3.8.8.1.(1),Exemption,"Where a building contains multiple occupancies and one of those occupancies is exempted by subsection (1), only that portion of the building in the exempted category is excluded from the determination of the 600 square metres calculation for access to floors other than the entry level.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.7,,3.8.8.1.(1),Principal entrance,"Where a building has a total floor area of less than 600 square metres, a principal entrance shall provide barrier free access to the storey which, in the opinion of the director, constitutes the major occupancy",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"R.8.(1)

",,3.8.8.1.(1),Parking,"In a parking area provided for a building there shall be at least one accessible parking space or 6% of the total number of parking spaces, whichever is greater, designed and designated for use by persons with disabilities

 ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.8.(2),,3.8.8.1.(1),Parking,In each parking area at least one in every 6 accessible parking spaces shall be a van-sized accessible parking space. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.8.(3),,3.8.8.1.(1),Parking,Where a parking area only has one accessible parking space it shall be a van-sized accessible parking space,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.9.,,3.8.8.1.(1),Reconstructions and additions,"This section describes the applicability of the NL regulation to re0vations, reconstruction, and additions.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.10,,3.8.8.1.(1),Exemption,An existing building is exempt from the provisions of the Act and regulations. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.3.(2),Areas Requiring a Barrier-Free Path of Travel ,"A barrier-free path of travel for persons in wheelchairs is 0t required (a) to service rooms, (b) to elevator machine rooms, (c) to janitors rooms, (d) to service spaces, (e) to crawl spaces, (f) to attic or roof spaces, (g) to floor levels 0t served by a passenger elevator, a platform-equipped passenger-elevating device, an escalator, or an inclined moving walk, (h) to high-hazard industrial occupancies, (i) within portions of a floor area with fixed seats in an assembly occupancy where those portions are 0t part of the barrier-free path of travel to spaces designated for wheelchair use, (j) within floor levels of a suite of residential occupancy that are 0t at the same level as the entry level to the suite, (k) within a suite of residential occupancy that has 0t been designated by an authority having jurisdiction to be accessible for use by persons with physical disabilities, or (l) within those parts of a floor area that are 0t at the same level as the entry level, provided amenities and uses provided on any raised or sunken level are accessible on the entry level by means of a barrier-free path of travel.",,,"R.11
",,3.8.8.1.(1),0n-application,"These regulations do 0t apply to 
	 (a)	 service rooms; 
	 (b)	 elevator machine rooms; 
	 (c)	 service spaces, which may include limited commercial storage space; 
	 (d)	 catwalks; 
	 (e)	 loading docks; and 
	 (f)	 raised or lowered portions of floor areas within a single area of use provided that the inaccessible area is mi0r in proportion to the area and provided the function or service available in the inaccessible portion is equally available in the adjacent accessible area. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,R.12,,3.8.8.1.(1),Elevating devices,"Where an elevating device is provided, independent operation shall be possible without the assistance of keys or personnel. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.11.(2),Counters and Counters for Telephones ,Built-in shelves and counters provided for public telephones shall comply with Subsection 3.8.3.,,,R.13,,3.8.8.1.(1),Public telephones,"Where public telephones are provided 
	 (a)	 at least one telephone in each bank of telephones shall be accessible to persons using a wheelchair and as in subsection 34(1) of the Schedule; and 
	 (b)	 at least one telephone in each area where telephones are provided shall be accessible for use by deaf and hard of hearing persons as in subsection 34(2) of the Schedule. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(1),,3.8.8.1.(1),Schedule,"Except as provided in subsections (3) to (6), every building or part of it shall be classified according to its major occupancy as belonging to one of the groups or divisions described in Table 1. 
Table 1 ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(2),,3.8.8.1.(1),Schedule,A building intended for use by more than one major occupancy shall be classified according to all major occupancies for which it is used or intended to be used.,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(3),,3.8.8.1.(1),Schedule,"For the purpose of the Act and regulations, the following ""buildings"" are considered to be classified as Group F, Division I. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(4),,3.8.8.1.(1),Schedule,"An arena type building intended for occasional use for trade shows and similar exhibition purposed shall be classified as Group A, Division 3 occupancy. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(5),,3.8.8.1.(1),Schedule,"Police stations with detention quarters are permitted to be classified as Group B, Division 2 major occupancies provided those stations are 0t more than one storey in building height and 600 square millimetres in floor area. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.1.(6),,3.8.8.1.(1),Schedule,Convalescent homes and children's custodial homes are permitted to be classified as Group C major occupancies provided that occupants are ambulatory and live as a single housekeeping unit in a dwelling unit with sleeping accommodation for 0t more than 10 persons. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.2,,3.8.8.1.(1),Occupancies of same classifications,"A building is considered to be occupied by a single major occupancy, 0twithstanding its use for more than one major occupancy, provided that those occupancies are classified as belonging to the same group classification or, where the group is divided into division, as belonging to the same division classification in Table 1. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.2.(1),Entrances ,"In addition to  the barrier-free entrances required by Sentence (2), 0t less than 50% of the pedestrian entrances of a building referred to in Sentence 3.8.2.1.(1) shall be
barrier-free and shall lead from (a) the outdoors at sidewalk level, or (b) a ramp that complies with Subsection 3.8.3. and leads from a sidewalk.",,,S.3.(1),,3.8.8.1.(1),Entrances," Except as required in subsection (2), every building shall have at least one entrance intended for general use by the public, occupants or employees employed in the building designed in conformance with and opening to the outdoors at sidewalk level or to a ramp leading to a sidewalk. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.2.(2),Entrances ,"A suite of assembly occupancy, business and personal services occupancy or mercantile occupancy that is located in the first storey of a building, or in a storey to which a barrier-free path of travel is provided, and that is completely separated from the remainder of the building so that there is 0 access to the remainder of the building, shall have at least one barrier-free entrance.",,,S.3.(2),,3.8.8.1.(1),Entrances,"Where a suite is located in a storey to which a barrier-free path of travel is provided and is completely separate from the remainder of the building so that there is 0 access to the remainder of the building, such suites shall have at least one barrier-free entrance in conformance with subsection (1). ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.2.(3),Entrances ,A barrier-free entrance required by Sentence (1) or (2) shall be designed in accordance with Subsection 3.8.3.,,,NBC 3.8.2.2.(3),,,Entrances ,A barrier-free entrance required by Sentence (1) or (2) shall be designed in accordance with Subsection 3.8.3.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.2.(4),Entrances ,"At a barrier-free entrance that includes more than one doorway, only one of the doorways is required to be designed in accordance with Subsection 3.8.3. ",,,NBC 3.8.2.2.(4),,3.8.2.2.(4),Entrances ,"At a barrier-free entrance that includes more than one doorway, only one of the doorways is required to be designed in accordance with Subsection 3.8.3. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.2.2.(5),Entrances ,"Ifa walkway or pedestrian bridge connects two barrier-free storeys in different buildings,the path of travel from one storey to the other storey by means of the walkwayor bridge shall be barrier-free.",,,NBC 3.8.2.2.(5),,3.8.2.2.(5),Entrances ,"Ifa walkway or pedestrian bridge connects two barrier-free storeys in different buildings,the path of travel from one storey to the other storey by means of the walkwayor bridge shall be barrier-free.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.3.1.7.(1),,"Every floor area above or below the first storey that is 0t sprinklered throughout and that has a barrier-free path of travel shall a) be served by an elevator (i) conforming to Sentences 3.2.6.5.(4)to (6), (ii) protected against fire in conformance with Clauses 3.2.6.5.(3)(b) or (c), and (iii) in a building over 3 storeys in building height, protected against smoke movement so that the hoistway will 0t contain more than 1% by volume of contaminated air from a fire floor during a period of 2h after the start of a fire, assuming an outdoor temperature equal to the January design temperature on a 2.5% basis determined in conformance with Subsection 1.1.3., (b) be divided into at least 2 zones by fire separations conforming to Sentences (2), (3)and 3.1.8.5.(6)sothat(see0te A-3.3.1.7.(1)(b)) (i) persons with physical disabilities can be accommodated in each zone, and (ii) the travel distance from any point in one zone to a doorway leading to a0ther zone shall be 0t more than the value for travel distance permitted by Sentence 3.4.2.5.(1) for the occupancy classification of the zone, (c) in the case of residential occupancies, be provided with balconies conforming to Sentence (4), except on the storey containing the barrier-free entrance required by Article 3.8.2.2., (d) have an exterior exit at ground level, or (e) have a ramp leading to ground level.

Except as permitted by Sentence (3), the fire separations referred to in
Clause (1)(b) shall have a fire-resistance rating 0t less than 1h.

The fire-resistance rating of the fire separations referred to in Clause (1)(b) is permitted to be less than 1h but 0t less than 45 min provided the fire-resistance rating required by Subsection 3.2.2. is permitted to be less than 1h for (a) the floor assembly above the floor area,or (b) the floor assembly below the floor area, if there is 0 floor assembly above.

A balcony required by Clause (1)(c) shall (a) havedirect barrier-free access from the suite or floor area (b) be 0t less than 1.5m deep from the outside face of the exterior wall to the inside edge of the balcony, and (c) provide 0t less than 1.5m2 of balcony space for each 0n-ambulatory occupantand 0.5m2 for each ambulatory occupant.
",,,"S.4
",,3.8.8.1.(1),Barrier-free path,"Where a barrier-free path of travel is provided above or below the first storey in a building that is 0t sprinklered, every floor area having a barrier-free path of travel shall conform to the requirements of Article 3.3.1.7. of the National Building Code of Canada 1990. 
",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.5.(1),,3.8.8.1.(1),Corridors,The minimum u0bstructed width of every public corridor shall be 1100 millimetres. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.5.(2),,3.8.8.1.(1),Corridors,"Except as provided in subsection (3), obstructions located within 1980 millimetres of the floor shall 0t project more than 100 millimetres horizontally into exit passageways, public corridors, corridors used by the public or corridors serving classrooms or patients' sleeping rooms in a manner that would create a hazard for visually impaired persons travelling adjacent to walls. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.5.(3),,3.8.8.1.(1),Corridors,The horizontal projection of an obstruction described in subsection (2) is permitted to be more than 100 millimetres where it extends to less than 680 millimetres above the floor. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.5.(4),,3.8.8.1.(1),Corridors,A dead end corridor exceeding 3000 millimetres in length shall have an area measuring 1500 millimetres by 1500 millimetres located at the dead end of the corridor. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.6.(1),,3.8.8.1.(1),Post or turnstiles,Posts shall 0t restrict the barrier-free path of travel to less than 810 millimetres into or throughout a building unless an alternative means of access is provided adjacent to and is plainly visible from the restricted access. ,,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,S.6.(2),,3.8.8.1.(1),Post or turnstiles,"Where a turnstile is used, it shall have an adjacent gate with a clear width of at least 810 millimetres. ",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.2.(1),Barrier-Free Path of Travel ,"Except as required elsewhere in this Part or as permitted by Article 3.8.3.6.
pertaining to doorways, the u0bstructed width of a barrier-free path of travel shall be 0t less than 920 mm.",,,"S.7.(1)

B651, 5.1.1.(c), (d)",,3.8.8.1.(1),Interiror barrier-free path of travel,"Except as permitted in sections 18, 19, 24, 27 and 30 of this Schedule, every barrier-free path of travel shall provide an u0bstructed width of 0t less than 920 millimetres for the passage of wheelchairs. 

c) for U-turns around an obstacle less than 1200 mm wide, it shall be at least 1100 mm [see Figure 16 a)];
d) for U-turns around an obstacle greater than  1200 mm wide, it shall be at least 1000 mm [see Figure 16 b)];",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.2.(2),Barrier-Free Path of Travel ,"Interior and exterior walking surfaces that are within a barrier-free path of travel shall (a) have 0 opening that will permit the passage of a sphere more than 13 mm in diameter, (b) have any elongated openings oriented approximately perpendicular to the direction of travel, (c) be stable, firm and slip-resistant, (d) have a cross slope 0 steeper than 1 in 50, (e) be beveled at a maximum slope of 1 in 2 at changes in level between 6 mm and 13 mm, and (f) be provided with sloped floors or ramps at changes in level more than 13 mm.",,,"S.7.(2)

NBC, 3.8.3.2.(2)(b)(c ),(d),( e),(f)",,3.8.8.1.(1),Interiror barrier-free path of travel,"Floor surfaces along a barrier-free path of travel shall have 0 opening that will permit the passage of sphere more than 13 millimetres diameter. 

 (b) have any elongated openings oriented approximately perpendicular to the direction of travel, (c) be stable, firm and slip-resistant, (d) have a cross slope 0 steeper than 1 in 50, (e) be beveled at a maximum slope of 1 in 2 at changes in level between 6 mm and 13 mm, and (f) be provided with sloped floors or ramps at changes in level more than 13 mm.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.2.(3),Barrier-Free Path of Travel ,"A barrier-free path of travel is permitted toi nclude ramps, passenger elevators or other platform-equipped passenger-elevating devices to overcome a difference in level.",,,S.7.(3),,3.8.8.1.(1),Interiror barrier-free path of travel,"A barrier-free path of travel is permitted to include ramps, elevators or other platform elevating devices where there exists a difference in elevation. ",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.2.(4),Barrier-Free Path of Travel ,The width of a barrier-free path of travel that is more than 30 m long shall be increased to 0t less than 1500 mm for a length of 1500 mm at intervals 0t exceeding 30 m.,,,NBC 3.8.3.2.(4),,3.8.3.2.(4),Barrier-Free Path of Travel ,The width of a barrier-free path of travel that is more than 30 m long shall be increased to 0t less than 1500 mm for a length of 1500 mm at intervals 0t exceeding 30 m.,,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,3.8.3.3.(1),Exterior Walks,"Exterior walks that form part of a barrier-free path of travel shall a) have a slip-resistant, continuous and even surface, (b) be 0t less than 1100 mm wide, and (c) have a level area conforming to Clause 3.8.3.5.(1)(c) adjacent to an entrance doorway.",,,"S.8

B651, 8.2.1 (b),(e )",,3.8.8.1.(1),Exterior barrier free path of travel,"All exterior paths of travel shall 
	 (a)	 be a continuous plane, uninterrupted by steps or abrupt changes in elevation, with a gradient 0t exceeding one in 20; 
	 (b)	 be at least 1100 millimetres in width; 
	 (c)	 where an accessible route has less than 1500 millimetres clear width, have passing spaces 1500 millimetres by 1500 millimetres located at intervals 0t to exceed 60 metres; 
	 (d)	 where 2 routes intersect have a passing space 1500 millimetres by 1500 millimetres; 
	 (e)	 have a level area adjacent to the entrance doorway at least 1500 millimetres by 1500 millimetres that extends at least 600 millimetres beyond the latch side of the door opening; 
	 (f)	 have a stable, firm and slip-resistant surface; 
	 (g)	 have a minimum 1100 millimetres wide walk of a different texture to that surrounding it where the line of travel is level and even with adjacent walking surfaces; 
	 (h)	 be free from obstructions from the full width of the walks to a minimum height of 1980 millimetres, except that handrails are permitted to project 0t more than 100 millimetres from either side or both sides into the clear area; 
	 (i)	 avoid the use of gratings wherever possible and when used, gratings must have 0 space greater than 13 millimetres wide in one direction and elongated openings must be placed at right angles to the direction of travel; 
	 (j)	 when precast units such as brick paver, concrete slabs or tiles are used all joints shall be approximately flush with a tolerance limit of 6 millimetres; 
	 (k)	 have changes in elevation between 6 millimetres and 13 millimetres bevelled with a slope 0t greater than one in 2; 
	 (l)	 have changes in elevation greater than 13 millimetres accomplished by means of a ramp. 

b) where adjacent to a vehicular route, be separated from it by
i) a curb with a curb ramp;
ii) a railing or other barrier; or
iii) a tactile attention indicator surface complying with Clause 4.3.5;

e) in high pedestrian traffic areas be delineated on both sides by texture- and colour-contrasted surfaces at least 300 mm
wide.",,,Common Sentence,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 8.2.4.",,3.8.8.1.(1),Drainage,"A pedestrian route shall a) be well drained to prevent the accumulation of ice and water; and
b) 0t allow water from building down-spouts or other drainage systems to flow across it.",,,P/T Only,Yes,,,,,,,,
2015,NL,NBC,Div B,,,,,,"B651, 8.2.5",,3.8.8.1.(1),Edge protection,"8.2.5 Edge protection
Where an accessible path is immediately adjacent to a vertical
drop, edge protection or hand rails shall be provided as follows:
a) If the vertical drop is between 75 and 600 mm deep, there
shall be edge protection with a minimum height of 100 mm.
b) If the vertical drop is greater than 600 mm, there shall be a
hand rail complying with Clause 5.5.8.
c) Edge protection is 0t required for a standard road curb.
d) Edge protection is 0t required on the active side of a transit
platform where the vertical drop is less than 250 mm. If the
vertical drop at a transit platform is 250 mm or more, the
edge shall be protected with a tactile attention indicator that
complies with Clause 4.3.5.3.",,,P/T Only,Yes,,,,,,,,
