DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM,Full Index
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.1.(1),,"Except as otherwise provided in this Code, where fire alarm, standpipe and sprinkler systems are provided, they shall be designed and installed in conformance with the NBC. (See Note A-2.1.3.1.(1).)",2.0,1,3,1,1,38770
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.1.(2),,"When changes in the use of buildings or floor areas create a hazard exceeding the criteria for which the fire protection systems were designed, such fire protection systems shall be upgraded to accommodate the increased hazard.",2.0,1,3,1,2,38196
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.2.(1),,A voice communication system or systems integrated with the general fire alarm system shall be provided in buildings as specified in Subsection 3.2.6. of Division B of the NBC.,2.0,1,3,2,1,38533
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.3.(1),,"Smoke alarms conforming to ULC CAN/ULC-S531-14 Smoke Alarms shall be installed in each dwelling unit and, except for care, treatment or detention occupancies required to have a fire alarm system, in each sleeping room not within a dwelling unit.",2.0,1,3,3,1,39361
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.3.(2),,"Smoke alarms within dwelling units shall be installed between each sleeping area and the remainder of the dwelling unit, and where the sleeping areas are served by hallways, the smoke alarms shall be installed in the hallways.",2.0,1,3,3,2,39266
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.3.(3),,Smoke alarms shall be installed in conformance with ULC CAN/ULC-S553-14 Installation of Smoke Alarms,2.0,1,3,3,3,38918
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.3.(4),,Smoke alarms are permitted to be battery operated.,2.0,1,3,3,4,38952
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.4.(1),,"Materials installed to protect combustible sprinkler piping, as is required by the NBC, shall be maintained in accordance with the provisions of the same edition of the NBC used for their installation. (See Note A-2.1.3.4.(1).)",2.0,1,3,4,1,38114
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(1),,"Where a special fire suppression system is required by this Code or installed through application of good engineering practices, the system shall conform to one of the standards listed in Sentences 2.1.3.5.(3)and 2.1.3.5.(4).",2.0,1,3,5,1,38045
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(2),,"If a water-based fire suppression system is not compatible with the fire suppression requirements for certain types of dangerous goods, a special fire suppression system conforming to one of the standards listed in Sentence 2.1.3.5.(3) is permitted to be installed in lieu of a water-based system.",2.0,1,3,5,2,38465
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(3),,"The design and installation of a special fire suppression system that is not water-based shall conform to one of the following standards: NFPA 11-2016 Low-, Medium-, and High-Expansion Foam NFPA 12-2015 Carbon Dioxide Extinguishing Systems NFPA 12A-2015 Halon 1301 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c)), NFPA 12B-1990 Halon 1211 Fire Extinguishing Systems (see Note A-2.1.3.5.(3)(c)), NFPA 17-2013 Dry Chemical Extinguishing Systems or NFPA 17A-2013 Wet Chemical Extinguishing Systems",2.0,1,3,5,3,38731
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(4),,The design and installation of a water-based special fire suppression system shall conform to one of the following standards: NFPA 15-2012 Water Spray Fixed Systems for Fire Protection or NFPA 16-2011 Installation of Foam-Water Sprinkler and Foam-Water Spray Systems,2.0,1,3,5,4,39278
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(5),,Wetting agents used in conjunction with water-based fire suppression systems shall conform to NFPA 18-2011 Wetting Agents,2.0,1,3,5,5,39451
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(6),,A hazard for which a fire suppression system has been designed is not permitted to be increased unless the level of fire protection is also commensurately increased.,2.0,1,3,5,6,39234
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(7),,"Operating and maintenance instructions for a special fire suppression system shall be posted in proximity to the equipment and, if manual controls are provided, shall be posted near the manual controls.",2.0,1,3,5,7,38313
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.5.(8),,Valves and controls for a special fire suppression system shall be clearly marked to indicate their function and shall be accessible at all times.,2.0,1,3,5,8,38273
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.6.(1),,"Where specific references to the inspection, maintenance and testing of fire safety devices and building fire safety features are not made in this Code, such devices and features shall be maintained to ensure they operate as per their design or function according to their original intent.",2.0,1,3,6,1,39179
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.3.7.(1),,"Where life safety and fire protection systems are installed, they shall be tested in accordance with the NBC.",2.0,1,3,7,1,38486
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.4.1.(1),,"Where a sign, notice, placard or information is required to be posted, it shall be clearly legible, and except as provided in Sentence 2.1.4.1.(2), permanently mounted in a conspicuous or prominent location in proximity to the situation to which it refers.",2.0,1,4,1,1,39028
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.4.1.(2),,"Where the situation for which posting is required is of a temporary nature, permanent mounting need not be provided.",2.0,1,4,1,2,38603
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.4.2.(1),,"Every sign, notice, placard or information that is required to be posted shall be maintained in conformance with Article 2.1.4.1.",2.0,1,4,2,1,38453
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(1),,Portable extinguishers shall be installed in all buildings except dwelling units.,2.0,1,5,1,1,38614
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(2),,"Except as otherwise required by this Code, portable extinguishers shall be selected and installed in accordance with NFPA 10-2013 Portable Fire Extinguishers",2.0,1,5,1,2,38262
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(3),,"Notwithstanding the requirements of Sentence 2.1.5.1.(2), portable extinguishers used to comply with this Code shall conform to the following performance standards as applicable: ULC CAN/ULC-S503-05 Carbon-Dioxide Fire Extinguishers ULC CAN/ULC-S504-12 Dry Chemical Fire Extinguishers ULC CAN/ULC-S507-05 Water Fire Extinguishers ULC CAN/ULC-S512-M87 Halogenated Agent Hand and Wheeled Fire Extinguishers ULC CAN/ULC-S554-16 Water Based Agent Fire Extinguishers and ULC CAN/ULC-S566-17 Halocarbon Clean Agent Fire Extinguishers",2.0,1,5,1,3,38832
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(4),,"Notwithstanding the requirements of Sentence 2.1.5.1.(2), portable extinguishers shall be rated and identified in conformance with ULC CAN/ULC-S508-02 Rating and Fire Testing of Fire Extinguishers",2.0,1,5,1,4,38649
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(5),,Portable extinguishers in proximity to a fire hazard shall be located so as to be accessible without exposing the operator to undue risk. (See Note A-2.1.5.1.(5).),2.0,1,5,1,5,38160
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.1.5.1.(6),,Portable extinguishers that are subject to corrosion shall not be installed in a corrosive environment unless they are provided with appropriate corrosion protection.,2.0,1,5,1,6,38161
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.1.1.(1),,"Where a building contains more than one major occupancy, such occupancies shall be separated from each other in conformance with the NBC.",2.0,2,1,1,1,39021
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.1.1.(2),,"Where rooms or spaces within a building contain a high-hazard industrial occupancy, such occupancy shall be separated from the remainder of the building by fire separations in conformance with this Code and the NBC.",2.0,2,1,1,2,38720
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.1.1.(3),,"Rooms, corridors, shafts and other spaces shall be separated where practicable by fire separations conforming to the NBC.",2.0,2,1,1,3,38190
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.1.2.(1),,"Where fire separations are damaged so as to affect their integrity, they shall be repaired so that the integrity of the fire separation is maintained.",2.0,2,1,2,1,38848
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.1.(1),,Openings in fire separations shall be protected with closures in conformance with the NBC.,2.0,2,2,1,1,38801
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.1.(2),,"Where closures in fire separations are replaced, the replacements shall be in conformance with the NBC.",2.0,2,2,1,2,38236
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.2.(1),,"Where closures are damaged so as to affect the integrity of their fire-protection rating, they shall be repaired so that their integrity is maintained in conformance with Article 2.2.2.1.",2.0,2,2,2,1,38989
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.3.(1),,"Protective guarding devices shall be provided where necessary to prevent damage to the mechanical components of doors in fire separations, and installed so as not to interfere with the proper operation of the doors.",2.0,2,2,3,1,39053
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.4.(1),,"Defects that interfere with the operation of closures in fire separations shall be corrected, and such closures shall be maintained to ensure that they are operable at all times by keeping fusible links and other heat-actuated devices undamaged and free of paint and dirt, keeping guides, bearings and stay rolls clean and lubricated, making necessary adjustments and repairs to door hardware and accessories to ensure proper closing and latching, and repairing or replacing inoperative parts of hold-open devices and automatic releasing devices.",2.0,2,2,4,1,38657
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.4.(2),,"Except where they are equipped with hold-open devices conforming to the NBC, doors in fire separations that are required to be equipped with self-closing devices shall be inspected at intervals not greater than 24 h to ensure that they remain in the closed position when not in use.",2.0,2,2,4,2,39476
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.4.(3),,"Doors in fire separations shall be operated at intervals not greater than one month to ensure that they are properly maintained in accordance with Sentence 2.2.2.4.(1), as specified in the fire safety plan prepared in conformance with part 2.",2.0,2,2,4,3,38519
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.4.(4),,"Closures in fire separations shall not be obstructed, blocked, wedged open, or altered in any way that would prevent the intended operation of the closure.",2.0,2,2,4,4,39238
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.2.2.4.(5),,"Fire dampers, smoke dampers, combination smoke/fire dampers and fire stop flaps shall be inspected at intervals not greater than 12 months to ensure that they are in place and not obviously damaged or obstructed, and tested in accordance with NFPA 80-2013 Fire Doors and Other Opening Protectives",2.0,2,2,4,5,38042
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.1.(1),,"The interior finish material that forms part of the interior surface of a floor, wall, partition or ceiling shall conform to the NBC.",2.0,3,1,1,1,38439
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.2.(1),,"Movable partitions or screens, including acoustical screens, shall have a flame-spread rating not greater than that required for the interior finish of the area in which they are located.",2.0,3,1,2,1,39368
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.3.(1),,Decorative materials on walls or ceilings shall have a flame-spread rating not greater than that required for the interior finish of the space in which they are located.,2.0,3,1,3,1,38243
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.3.(2),Decorative Materials,"Subject to Article 2.3.2.3., in care or detention occupancies (Group and in access to exits for assembly occupancies (Group A), combustible materials used for festive decorations, including crepe paper decorations, other combustible trimming or ornaments shall be flame resistant, or conform to CAN/ULC-S109-03 ""Flame Test of Flame Resistant Fabrics and Films"".",2.0,3,1,3,2,38130
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.3.(3),Decorative Materials,"Combustible materials, such as student artwork and teaching aids attached to walls or ceilings of a school classroom or access to exits shall not be greater than 20% of the wall or ceiling surface unless the combustible materials have been tested in accordance with CAN/ULC-S102-10 ""Standard Method of Tests for Surface Burning Characteristics of Building Materials and Assemblies"", and the flame spread rating does not exceed the rating that is required for the interior finish of the space in which they are located.",2.0,3,1,3,3,38730
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.1.4.(1),,"Combustible contents in interconnected floor spaces in which the ceiling is more than 8 m above the floor, shall not exceed the limit specified in Subsection 3.2.8. of Division B of the NBC.",2.0,3,1,4,1,38537
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.2.1.(1),,"Drapes, curtains and other decorative materials including textiles and films used in buildings shall conform to ULC CAN/ULC-S109-14 Flame Tests of Flame-Resistant Fabrics and Films when such drapes, curtains and other decorative materials are used in any assembly occupancy or Group B, Division 1 detention occupancy, any lobby or exit, or any open floor areas exceeding 500 m2 in any business and personal services, mercantile or industrial occupancy, except where the floor area is divided into fire compartments not exceeding 500 m2 in area and separated from the remainder of the floor area by fire separations having at least a 1 hfire-resistance rating.",2.0,3,2,1,1,38072
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.2.2.(1),,Flame-retardant treatments shall be renewed as often as is required to ensure that the material will pass the match flame test in NFPA 705-2013 Field Flame Test for Textiles and Films (See Note A-2.3.2.2.(1).),2.0,3,2,2,1,39307
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.2.3.(1),,"Except as provided in Sentence 2.3.2.3.(3), bed linen, window drapes and cubicle curtains shall conform to CGSB CAN/CGSB-4.162-M80 Hospital Textiles – Flammability Performance Requirements if used in Group B, Division 2 treatment occupancies, and Group B, Division 3 care occupancies.",2.0,3,2,3,1,38876
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.2.3.(2),,"Except as provided in Sentence 2.3.2.3.(3), mattresses and mattress sets shall conform to ULC CAN/ULC-S137-07 Fire Growth of Mattresses (Open Flame if used in a Group B occupancy.",2.0,3,2,3,2,38026
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.3.2.3.(3),,"Mattresses, bed linen, window drapes and cubicle curtains need not comply with Sentences 2.3.2.3.(1)and 2.3.2.3.(2) if used in suites in a building of care occupancy, or care occupancies with not more than 10 residents.",2.0,3,2,3,3,38548
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(1),,Combustible waste materials in and around buildings shall not be permitted to accumulate in quantities or locations that will constitute an undue fire hazard. (See Note A-2.4.1.1.(1).),2.0,4,1,1,1,38323
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(2),,"Combustible materials, other than those for which the location, room or space is designed, shall not be permitted to accumulate in any part of an elevator shaft, ventilation shaft, means of egress, service room or service space. (See Note A-2.4.1.1.(2).)",2.0,4,1,1,2,38779
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(3),,"Horizontal concealed spaces, such as crawl spaces and ceiling spaces, shall not be used for the storage of combustible materials.",2.0,4,1,1,3,38906
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(4),,Combustible materials shall not be stored on a roof or adjacent to any building so as to create a fire hazard to the building or its occupants.,2.0,4,1,1,4,38023
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(5),,"Abandoned optical fibre cables and electrical wires and cables with combustible insulation, jackets, or sheathes, and nonmetallic raceways shall be removed from a plenum unless they are permanently enclosed by the structure or finish of the building, their removal would disturb the structure or finish of the building, their removal could affect the performance of cables in use, or the plenum space is sprinklered.",2.0,4,1,1,5,38586
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.1.(6),,"Outdoor storage receptacles, such as dumpsters, used for combustible materials shall be located so that they do not create an undue fire hazard to surrounding buildings. (See Note A-2.4.1.1.(6).)",2.0,4,1,1,6,39256
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.2.(1),,"Where rooms are provided for the storage of combustible waste materials, such rooms shall conform to the NBC.",2.0,4,1,2,1,38708
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.3.(1),,"Materials subject to spontaneous ignition, such as oily rags, shall be deposited in a receptacle conforming to Sentence 2.4.1.3.(4) or be removed from the premises. (See Note A-2.4.1.3.(1).)",2.0,4,1,3,1,38634
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.3.(2),,All ashes shall be stored in receptacles conforming to Sentence 2.4.1.3.(4) and combustible materials shall not be stored with ashes in the same container.,2.0,4,1,3,2,39449
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.3.(3),,"Except as permitted in Sentence 2.4.1.3.(4), noncombustible receptacles as required in Sentences 2.4.1.3.(1)and 2.4.1.3.(2) shall not be placed closer than 1 m to combustible materials.",2.0,4,1,3,3,38155
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.3.(4),,"A receptacle required by Sentences 2.4.1.3.(1)and 2.4.1.3.(2) shall be constructed of noncombustible materials, have a close-fitting, self-closing metal cover, and if the flooring material upon which it is placed is combustible, have a flanged bottom or legs not less than 50 mm high.",2.0,4,1,3,4,38355
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.1.4.(1),,Lint traps in laundry equipment shall be cleaned after each use of the equipment.,2.0,4,1,4,1,39145
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.2.1.(1),,Smoking shall not be permitted in areas where conditions are such as to make smoking a fire or explosion hazard.,2.0,4,2,1,1,39223
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.2.1.(2),,An area where smoking is not permitted in Sentence 2.4.2.1.(1) shall be identified by signs conforming to Article 2.4.2.2.,2.0,4,2,1,2,38980
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.2.1.(3),,"Where smoking is permitted, an adequate number of ash trays shall be provided.",2.0,4,2,1,3,38812
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.2.2.(1),,"Signs prohibiting smoking shall have black lettering not less than 50 mm high with a 12 mm stroke on a yellow background, except that symbols of not less than 150 mm by 150 mm are permitted to be used in lieu of lettering.",2.0,4,2,2,1,38498
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.1.(1),,"Open flames whose quantity and method of use create a fire hazard shall not be permitted in processions in assembly occupancies, or in dining areas in Group B, Divisions 2 and 3 care and treatment occupancies.",2.0,4,3,1,1,38212
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.2.(1),,"In Group B, Divisions 2 and 3 care and treatment occupancies, flaming meals or drinks shall not be served.",2.0,4,3,2,1,38691
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.2.(2),,"In assembly occupancies, flaming meals or drinks shall be ignited only at the location of serving.",2.0,4,3,2,2,38143
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.2.(3),,"In assembly occupancies, the refuelling of equipment used to flame meals or drinks, or to warm food, shall be carried out outside the serving area, and away from ignition sources.",2.0,4,3,2,3,38673
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.2.(4),,A portable extinguisher having a minimum rating of 5-B:C shall be located on the serving cart or table where flaming meals and drinks referred to in Sentences 2.4.3.2.(2)and 2.4.3.2.(3) are served.,2.0,4,3,2,4,38112
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.3.3.(1),,Devices having open flames shall be securely supported in noncombustible holders and shall be located or protected so as to prevent accidental contact of the flame with combustible materials.,2.0,4,3,3,1,38663
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.4.1.(1),,"Flammable liquids and combustible liquids shall be classified, stored and handled in conformance with part 4..",2.0,4,4,1,1,39046
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.4.1.(2),,Class I liquids shall not be used for cleaning purposes except where such cleaning is an essential part of a process.,2.0,4,4,1,2,38298
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.4.1.(3),,Spills of flammable liquids or combustible liquids within buildings shall be removed in conformance with part 4.,2.0,4,4,1,3,38794
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.4.2.(1),,Dangerous goods classified as flammable gases shall not be used to inflate balloons.,2.0,4,4,2,1,38893
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.5.1.(1),,"Except for fires used for cooking in fireplaces, grills or barbecues, open air fires shall not be set unless appropriate measures are taken to limit their spread. (See Note A-2.4.5.1.(1).)",2.0,4,5,1,1,39168
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.6.1.(1),,Vacant buildings shall be secured against unauthorized entry. (See Note A-2.4.6.1.(1).),2.0,4,6,1,1,38953
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.4.7.1.(1),,Electrical installations shall be used and maintained so as not to constitute an undue fire hazard.,2.0,4,7,1,1,39293
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.1.(1),,"Fire department vehicles shall have direct access to at least one face of every building by means of a street, yard or roadway in conformance with the NBC.",2.0,5,1,1,1,38775
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.2.(1),,Access panels or windows provided to facilitate access for firefighting operations shall be maintained free of obstruction.,2.0,5,1,2,1,38830
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.3.(1),,"Where access to a roof is provided for firefighting purposes, keys shall be provided for locked roof access doors and kept in a location determined in cooperation with the fire department.",2.0,5,1,3,1,38085
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.4.(1),,Access to fire department connections for sprinkler or standpipe systems by firefighters and their equipment shall be maintained free of obstructions at all times.,2.0,5,1,4,1,38580
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.5.(1),,"Streets, yards and roadways provided for fire department access shall be maintained so as to be ready for use at all times by fire department vehicles.",2.0,5,1,5,1,39421
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.5.1.5.(2),,Vehicles shall not be parked to obstruct access by fire department vehicles and signs shall be posted prohibiting such parking.,2.0,5,1,5,2,38048
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.6.1.1.(1),,"Heating, ventilating and air-conditioning appliances and equipment shall be installed in conformance with the NBC.",2.0,6,1,1,1,39355
F,NS,2015,NBC,Div B,EN,nsfc2015_divb,B,2.6.1.2.(1),,Coal and wood bins shall be located not less than 1.2 m from the appliance served.,2.0,6,1,2,1,38383
