Code Year,Province/Territory,Code Book,National Division,National Sentence Number,National Article Title,National Article Title (FR),National Sentence Number (FR),National Sentence Text,P/T Document,P/T Division,P/T Sentence Number,P/T Article Title,P/T Article Title (FR),P/T Sentence Number (FR),P/T Sentence Text,Text Difference Tracked,Difference Type,Variation,Variation Label,Exception,Comments,Code Part,Code Article,Code Section,Code Subsection,Code Sentence,National Sentence Text (FR),P/T Sentence Text (FR),Text Difference Tracked (FR),Difference Type Updated,Exception Updated,Variation Updated,Code Type
2015.0,ON,NECB,Div B,3.2.2.3.(1),3.2.2.3. Thermal Characteristics of Fenestration,,,"For the purposes of this Article, the term fenestration does not include doors, which are covered in Article 3.2.2.4.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,Above-ground Components of the Building Envelope,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,3.2.2.3.(3),3.2.2.3. Thermal Characteristics of Fenestration,,,"Except as provided in 3.2.1.3.(1), the overall thermal transmittance of fenestration in semi-heated buildings, as defined in Sentence 1.2.1.2.(2), shall be notmore than that shown in Table 3.2.2.3. for the applicable heating degree-day category taken at 15°C, as determined in accordance with Article 3.1.1.5.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,3.2.2.4.(1),3.2.2.4. Thermal Characteristics of Doors and Access Hatches,,,"Except as provided in Sentences , ,  and 3.2.1.3.(1), the overall thermal transmittance of doors shall be not more than that shown in Table 3.2.2.4. for the applicable heating degree-day category taken at 18°C, as determined in accordance with Article 3.1.1.5.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.6.(5),"1.1.1.6. Enhancements to Division B, Part 3 Building Envelope of the 2015 NECB",,,Table 3.2.2.4. in Division B of the 2015 NECB shall be substituted with the following:,,P/T Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,3.2.4.2.(2),3.2.4.2. Opaque Building Assemblies,,,"Except as provided in Sentence , air barrier assemblies shall conform to CAN/ULC-S742, Air Barrier Assemblies Specification, and have an air leakage rate no greater than 0.2 L/(s·m2) at a pressure differential of 75 Pa. (See Note A-3.2.4.2. and .)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,3.2.4.5.(1),3.2.4.5. Fireplace Doors,,,Fireplaces shall be equipped with doors or enclosures to restrict air movement through the chimney when the fireplace is not in use.,obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,3.3.1.2.(2),3.3.1.2. Simple Trade-off Calculations,,,"Compliance with Article 3.3.1.1. shall be determined using the equation that follows to demonstrate that the sum of the areas of all above-ground assemblies of the building envelope multiplied by their respective overall thermal transmittance is not more than it would be if all assemblies complied with Section 3.2.: where n = total number of above-ground assemblies, Uip = overall thermal transmittance of assembly i of the proposed building, Aip = area of assembly i of the proposed building, Uir = overall thermal transmittance of assembly i of the reference building, and Air = area of assembly i of the reference building.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.1.1.2.(1),4.1.1.2. Application,,,"Except as provided in Sentence , this Part applies to lighting components and systems that are connected to the building s electrical service. (See Note A-4.1.1.3.(1).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.1.2.(2),4.2.1.2. Fluorescent Lamp Ballasts,,,"Electronic fluorescent lamp ballasts that are not within the scope of CSA C654, Fluorescent Lamp Ballast Efficacy Measurements, shall conform to ANSI_ANSLG C82.11, American National Standard for Lamp Ballasts High-Frequency Fluorescent Lamp Ballasts.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.1.4.(5),4.2.1.4. Determination of the Installed Interior Lighting Power,,,"Lighting for functions, spaces or equipment need not be included in the calculation of installed interior lighting powerwhere it can be shown that its inclusion will adversely affect the intended functions or the use of the space or equipment.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.1.5.(1),"4.2.1.5. Calculation of Interior Lighting Power Allowance Using the Building Area Method



4.2.1.6. Calculation of Interior Lighting Power Allowance Using the Space-by-Space Method",,,"Calculation of interior lighting power allowance using the building area method as provided in this Article may be applied only where the interior lighting power allowance is being determined for an entire building, and the building type or an equivalent building type is identified in Table 4.2.1.5. The interior lighting power allowance using the space-by-space method shall be determined as follows: the gross interior floor area of each enclosed space shall be determined based on the inside dimensions of the space, the allowed lighting power density  for each enclosed space shall be determined using Table 4.2.1.6. for the exact space type or a space type that most closely represents the proposed use of each space, the lighting power allowance for each enclosed space shall be calculated by multiplying the floor area determined in Clause  by the allowed LPD determined in Clause (b), and the interior lighting power allowance for the entire building shall be calculated by summing the lighting power allowances of all enclosed spaces determined in Clause (c).",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.7.(1),"1.1.1.7. Enhancements to Division B, Part 4 Lighting of the 2015 NECB",,,The calculation of interior lighting power allowance shall be based on the lighting power densities given in Table SB 4.2.1.5. 2017 or Table SB 4.2.1.6. 2017 of this Chapter.,,Common Sentence,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.1.(6),4.2.2.1. Interior Lighting Controls,,,"Except as provided in Sentence , none of the lighting in spaces requiring controls that are restricted to Manual ON in accordance with Table 4.2.1.6. shall turn on automatically.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.1.(7),4.2.2.1. Interior Lighting Controls,,,Sentence  need not apply where Manual ON operation of the general lighting would endanger the safety or security of the building occupants.,obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.2.(5),4.2.2.2. Lighting Controls in Storage Garages,,,"Daylight transition zones and ramps without parking need not comply with the provisions of Sentences ,  and .",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.4.(1),4.2.2.4. Determination of Daylighted Area Under Roof Monitors,,,The daylighted area under roof monitors shall refer to the combined daylighted area under each roof monitor without double-counting overlapping areas (See note A-4.2.2.4.1 and 4.2.2.5.(1).),obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.6.(2),4.2.2.6. Special Applications,,,"Except for night lighting in bathrooms that does not exceed 2 W, all lighting and all switched receptacles used for lighting in guest rooms and suites in commercial temporary lodgings shall be controlled so that their power supply turns off within 20 min of the space being unoccupied. (See Note A-4.2.2.6.(2).) (See also Note A-5.2.8.3.(1).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.6.(3),4.2.2.6. Special Applications,,,"Where captive key systems are used to meet the requirements of Sentence , they shall be located at the entrance to each guest room and suite.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.2.6.(2),4.2.2.6. Special Applications,,,"Except for night lighting in bathrooms that does not exceed 2 W, all lighting and all switched receptacles used for lighting in guest rooms and suites in commercial temporary lodgings shall be controlled so that their power supply turns off within 20 min of the space being unoccupied. (See Note A-4.2.2.6.(2).) (See also Note A-5.2.8.3.(1).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.3.1.(2),4.2.3.1. Exterior Lighting,,,"The basic site allowance to be applied in the calculation of maximum connected exterior lighting power in Sentences  and  shall not exceed the limits specified in Table 4.2.3.1.-B for the applicable lighting zone. Except as provided in Sentence , the connected exterior lighting power for each specific building exterior application listed in Table 4.2.3.1.-C that is to be illuminated shall not be greater than the individual allowance for that application taken from Table 4.2.3.1.-C for the applicable lighting zone plus any unused power applied from the basic site allowance listed in Table 4.2.3.1.-B. (See Note A-4.2.3.1.(3).) Except as provided in Sentence , the connected exterior lighting power for all general building exterior applications not listed in Table 4.2.3.1.-C that are to be illuminated shall not be greater than the sum of the individual allowances for these applications provided in Table 4.2.3.1.-D for the applicable lighting zone plus any remaining basic site allowance not used in compliance with Sentence . (See Note A-4.2.3.1.(4).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,1.1.1.7.(5),"1.1.1.7. Enhancements to Division B, Part 4 Lighting of the 2015 NECB",,,"The calculation of exterior lighting power allowance shall be based on Table SB 4.2.3.1.-B 2017, Table SB 4.2.3.1.- C 2017 and Table SB 4.2.3.1.-D 2017 of this Chapter.",,Common Sentence,Yes,Interior Lighting Controls,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.2.4.1.(6),4.2.4.1. Requirements,,,All lighting schedule controllers shall be equipped with backup provisions to retain programming and the time setting for at least 10 h during a power outage.,obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.1.3.(1),4.3.1.3. Compliance,,,"The total annual energy consumption of interior lighting in the proposed building shall be calculated in accordance with Subsection 4.3.2., or except as provided in Sentence , CSA C873.4, Building Energy Estimation Methodology Part 4 Energy Consumption for Lighting.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.1.3.(2),4.3.1.3. Compliance,,,"The maximum allowed annual energy consumption of interior lighting in the reference building shall be calculated in accordance with Subsection 4.3.3., or except as provided in Sentence , CSA C873.4, Building Energy Estimation Methodology Part 4 Energy Consumption for Lighting.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.1.(2),4.3.2.1. Determination of Installed Interior Lighting Energy,,,"The annual energy consumption of interior lighting in a space, Ei,proposed, in (W·h)/a, shall be calculated using the following equation: where pi = lighting power density in the space, in W/m2, determined in accordance with Article 4.3.2.2., ADL,i = daylighted area, in m2, determined in accordance with Article 4.3.2.3., ANDL,i = non-daylighted area, inm2, determined in accordance with Article 4.3.2.4., teff,day,DL,i = effective annual daytime operational time of daylighted area, in h/a, determined in accordance with Article 4.3.2.5., teff,day,NDL,i = effective annual daytime operational time of non-daylighted area, in h/a, determined in accordance with Article 4.3.2.5., and teff,night,i = effective annual nighttime operational time, in h/a, determined in accordance with Article 4.3.2.5.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.2.(1),4.3.2.2. Determination of Lighting Power Density,,,"The lighting power density for a space, pi, inW/m2, shall be calculated using the following equation: where Pi = lighting power in the space, in W, and Ai = gross interior floor area of that space, in m2.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.4.(1),4.3.2.4. Determination of Non-Daylighted Area,,,"The non-daylighted area of a space, ANDL,i,, inm2, shall be calculated using the following equation: where Ai = gross interior floor area of the space, in m2, and ADL,i = daylighted area of that space, in m2.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.5.(1),4.3.2.5. Determination of Effective Annual Operational Times,,,"The effective annual daytime operational time of the daylighted area, teff,day,DL,i, in h/a, shall be calculated using the following equation: where tday,i = annual operational time of the space during daytime, in h, determined in accordance with Article 4.3.2.6., FDL,i = factor for daylight harvesting determined in accordance with Article 4.3.2.7., Focc,i = factor for occupancy control determined in accordance with Article 4.3.2.10., and Fpers,i = factor for personal control determined in accordance with Article 4.3.2.10.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.6.(4),4.3.2.6. Determination of Operational Times,,,"If the building operates for more or less than the default 250 days per year, the data provided in Tables 4.3.2.6.-A and 4.3.2.6.-B shall be linearly adjusted using the following equation: where tadjusted = adjusted operational time to be used in the trade-off path, in h, tbase = base operational time provided in Table 4.3.2.6.-A or 4.3.2.6.-B, and doperation = actual number of annual days of operation of the building, in days.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.7.(1),4.3.2.7. Determination of Factor for Daylight Harvesting,,,"The factor for daylight harvesting, FDL,i, shall be calculated using the following equation: where CDL,sup,i = daylight supply factor determined in accordance with Sentences  and , CDL,ctrl,i = daylight system control factor determined in accordance with Sentence , and CEL,ctrl,i = daylight-dependent control factor for electric lighting determined in accordance with Sentence .",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.8.(1),4.3.2.8. Determination of the Daylight Supply Factor for Sidelighting,,,"For spaces where sidelighting is the primary daylight supply, the daylight supply factor, CDL,sup,i, shall be calculated using the following equation: where  eff,i = effective luminous transmittance of the fenestration providing sidelighting calculated in accordance with Sentence , CDL,sup,raw,i = raw daylight supply factor for the rough opening (opening without calculated in accordance with Sentence , and fobst,i = factor to account for horizontal obstructions calculated in accordance with Sentence .",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.8.(4),4.3.2.8. Determination of the Daylight Supply Factor for Sidelighting,,,"The factor to account for horizontal obstructions, fobst,i, shall be calculated using the following equation: where  obst,i = angle from the centre of the fenestration to the top of the horizontal obstruction, in degrees.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,Interior Lighting Controls,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.9.(2),4.3.2.9. Determination of the Daylight Supply Factor for Toplighting,,,"The mean daylight factor for toplighting, Di, shall be calculated using the following equation: where  D65,i = luminous transmittance of the roof glazing for standard illuminant D65, kskyl,1,i = factor to account for framing defined as the ratio of glazed area to overall area of the opening including area of framing (if unknown, value shall be set to 0.7), kskyl,2,i = factor to account for dirt accumulation (if unknown, value shall be set to 0.9), kskyl,3,i = factor to account for non-perpendicular light incidence (if unknown, value shall be set to 0.85), ARb,i = area of the openings providing toplighting (area of rough opening), in m2, ARG,i = area of the space, in m2, and  R,i = utilization factor determined using Table 4.3.2.9.-B.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.9.(3),4.3.2.9. Determination of the Daylight Supply Factor for Toplighting,,,"The room cavity ratio, RCR, shall be calculated using the following equation: where H = height of the space, in m, L = length of the space, in m, and W = width of the space, in m.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.10.(1),4.3.2.10. Determination of Factors for Occupancy Control and Personal Control,,,"The factor for occupancy control, Focc,i, shall be calculated using the following equation: · where CA,i = factor to account for the relative absence of occupants in the space determined using Table 4.3.2.10.-A, and Cocc,ctrl,i = factor to account for the occupancy-sensing mechanism determined using Table 4.3.2.10.-B.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.2.10.(2),4.3.2.10. Determination of Factors for Occupancy Control and Personal Control,,,"Except as provided in Sentence , the factor for personal control, Fpers,i, shall be calculated using the following equation: where Cpers,ctrl,i = factor to account for personal control determined using Table 4.3.2.10.-A.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.3.1.(2),4.3.3.1. Determination of Interior Lighting Energy Allowance,,,"The annual energy consumption for lighting in each space, Ei,prescriptive, in (W·h)/a, shall be calculated using the following equation: where LPDi = lighting power density for the space, in W/m2, determined in accordance with Article 4.3.3.2., ADL,i = daylighted area, in m2, determined in accordance with Article 4.3.3.3., ANDL,i = non-daylighted area, inm2, determined in accordance with Article 4.3.3.4., teff,day,DL,i = effective annual daytime operational time in daylighted area, in h/a, determined in accordance with Article 4.3.3.5., teff,day,NDL,i = effective annual daytime operational time in non-daylighted area, in h/a, determined in accordance with Article 4.3.3.5., and teff,night,i = effective annual nighttime operational time, in h/a, determined in accordance with Article 4.3.3.5.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.3.5.(1),4.3.3.5. Determination of Effective Annual Operational Times,,,"The effective annual daytime operational time of the daylighted area, teff,day,DL,i, in h/a, shall be calculated using the following equation: where tday,i = annual operational time of space during daytime, in h, determined in accordance with Article 4.3.3.6., FDL,i = factor for daylight harvesting determined in accordance with Article 4.3.3.7., Focc,i = factor for occupancy control determined in accordance with Article 4.3.3.10., and Fpers,,i = factor for personal control determined in accordance with Article 4.3.3.10.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,4.3.3.7(1),4.3.3.7. Determination of Factor for Daylight Harvesting,,,"The factor for daylight harvesting, FDL,i, shall be determined using the following equation: where CDL,sup,i = daylight supply factor determined in accordance with Sentences  and , CDL,ctrl,i = daylight system control factor determined in accordance with Sentence , and CEL,ctrl,i = daylight-dependent control factor for electric lighting determined in accordance with Sentence .",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,5.2.2.3.(1),5.2.2.3. Duct Sealing,,,"Except as provided in Sentences  to , air-handling ducts and plenums forming part of a heating, ventilating or air-conditioning system shall be constructed, installed and sealed as described in the ANSI/SMACNA 006, HVAC Duct Construction Standards Metal and Flexible, and in accordance with Table 5.2.2.3. (See Note A-5.2.2.3.(1).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,5.2.2.4.(2),5.2.2.4. Leakage Testing of Ducts,,,"For ducts tested in accordance with Sentence , the maximum permitted leakage shall be calculated as follows: where Lmax = maximum permitted leakage, in L/s/m2 of duct surface area, CL = leakage class taken from Table 5.2.2.4., in L/s per m2, and P = maximum operating static pressure, in Pa.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,5.2.3.4.(2),5.2.3.4. Demand Control Ventilation Systems,,,"Commercial kitchen ventilation systems whose design exhaust fan airflow rate meets or exceeds the values shown in Table 5.2.3.4. for the applicable heating-degree day category shall be equipped with a demand control ventilation system, including necessary sensors and controls, that is capable of reducing the design exhaust and make-up airflow rates by at least 50% in response to appliance operation. (See Note A-5.2.3.4.(2).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,5.2.4.2.(2),5.2.4.2. Type and Location of Dampers,,,"Motorized dampers required in Sentence 5.2.4.1. shall be designed so that, when the damper is in the closed position, airflow does not exceed 15 L/s per m2 of cross-sectional area at a pressure differential of 250 Pa, when tested in accordance with ANSI/AMCA 500-D, Testing Dampers for Rating, and ANSI/AMCA 500-L, Testing Louvers for Rating.",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
2015.0,ON,NECB,Div B,5.2.5.3.(1),5.2.5.3. Piping Insulation,,,"Except as provided in Sentences  to , piping forming part of an HVAC system shall be thermally insulated in accordance with Table 5.2.5.3. (See Note A-5.2.5.3.(1).)",obc2019_SB-10_Div3_Ch3,obc2019_SB-10_Div3_Ch3,,,,,,,National Only,Yes,,,,,,,,,,,,,,,Energy
