DOCTYPE,PT,Code Year,Code Book,Division,Language,DOCID,DIVISION,PT Sentence Number,ARTICLE_TITLE,PT Sentence Text,PARTNUM,SECTIONNUM,SUBSECTIONNUM,ARTICLENUM,SENTENCENUM,Full Index
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.1.1.(1),Application,This Part applies to all plumbing systems covered in this Code. (See Article 1.1.1.1..),2.0,1,1,1,1,12811
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.2.1.(1),Sanitary Drainage Systems,"Except as provided in part 2., every sanitary drainage system shall be connected to a public sanitary sewer, a public combined sewer or a private sewage disposal system.",2.0,1,2,1,1,12916
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.2.1.(2),Sanitary Drainage Systems,A combined building drain shall not be installed. (See Note A-2.1.2.1.(2).),2.0,1,2,1,2,12895
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.2.2.(1),Storm Drainage Systems,"Except as provided in part 2., every storm drainage system shall be connected to a public storm sewer, a public combined sewer or a designated storm water disposal location.",2.0,1,2,2,1,12934
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.2.3.(1),Water Distribution Systems,"Except as provided in part 2., every water distribution system shall be connected to a public water main or a potableprivate water supply system.",2.0,1,2,3,1,12942
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.2.4.(1),Separate Services,"Piping in any building connected to the public services shall be connected separately from piping of any other building, except that an ancillary building on the same property may be served by the same service. (See Note A-2.1.2.4.(1).)",2.0,1,2,4,1,12759
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.3.1.(1),Lighting and Ventilation Requirements,"Plumbing fixtures shall not be installed in a room that is not lighted and ventilated in accordance with the appropriate requirements in Parts 3, 6 and 9 of Division B of the Book I (General) of the British Columbia Building Code.",2.0,1,3,1,1,12770
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.1.3.2.(1),Accessibility,"Every fixture, appliance, interceptor, cleanout, valve, device or piece of equipment shall be located so that it is readily accessible for use, cleaning and maintenance.",2.0,1,3,2,1,12838
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.1.(1),Exposure of Materials,"Where unusual conditions exist, such as excessively corrosive soil or water, only materials suited for use in such locations shall be used.",2.0,2,1,1,1,12860
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.1.(2),Exposure of Materials,Materials and equipment used in a drainage system where excessively corrosive wastes are present shall be suitable for the purpose.,2.0,2,1,1,2,13126
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.2.(1),Restrictions on Re-Use,Materials and equipment that have been used for a purpose other than the distribution of potable water shall not be subsequently used in a potablewater system.,2.0,2,1,2,1,12842
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.3.(1),Identification,"Every length of pipe and every fitting shall have cast, stamped or indelibly marked on it the maker's name or mark and the weight or class or quality of the product, or be marked in accordance with the relevant standard.",2.0,2,1,3,1,13164
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.3.(2),Identification,Markings required in Sentence 2.2.1.3.(1) shall be visible after installation.,2.0,2,1,3,2,13179
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.4.(1),Pipe or Piping,"Where the term pipe or piping is used, it shall also apply to tube or tubing unless otherwise stated.",2.0,2,1,4,1,12758
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.5.(1),Withstanding Pressure,"Piping, fittings and joints used in pressure sewer, forcemain or sump pump discharge applications shall be capable of withstanding at least one and one-half times the maximum potential pressure.",2.0,2,1,5,1,13157
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.1.6.(1),Working Pressure of a Water Service Pipe,The working pressure rating of a water service pipe shall not be less than the maximum water main pressure at their point of connection as established by the water supply authority.,2.0,2,1,6,1,12939
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.1.(1),Surface Requirements,"Every fixture shall have a smooth, hard, corrosion-resistant surface free of flaws and blemishes that may interfere with cleaning.",2.0,2,2,1,1,12925
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.2.(1),Conformance to Standards,"Except as provided in Article 2.2.2.3., fixtures shall conform to CSA CAN/CSA-B45 Series-02 Plumbing Fixtures vitreous china fixtures shall conform to ASME/CSA ASME A112.19.2-2013/CSA B45.1-13 Ceramic Plumbing Fixtures enamelled cast-iron fixtures shall conform to ASME/CSA ASME A112.19.1-2013/CSA B45.2-13 Enamelled Cast Iron and Enamelled Steel Plumbing Fixtures porcelain-enamelled steel fixtures shall conform to ASME/CSA ASME A112.19.1-2013/CSA B45.2-13 Enamelled Cast Iron and Enamelled Steel Plumbing Fixtures stainless steel fixtures shall conform to ASME/CSA ASME A112.19.3-2017/CSA B45.4-17 Stainless Steel Plumbing Fixtures plastic fixtures shall conform to CSA B45.5-11/IAPMO Z124-2011 Plastic Plumbing Fixtures hydromassage bathtubs shall conform to ASME/CSA ASME A112.19.7-2012/CSA B45.10-12 Hydromassage Bathtub Systemsand macerating toilet systems shall conform to ASME/CSA ASME A112.3.4-2013/CSA B45.9-13 Plumbing Fixtures with Pumped Waste and Macerating Toilet Systems",2.0,2,2,2,1,13033
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.3.(1),Showers,Shower receptors shall be constructed and arranged so that water cannot leak through the walls or floor.,2.0,2,2,3,1,13235
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.3.(2),Showers,Not more than 6 shower heads shall be served by a single shower drain.,2.0,2,2,3,2,13025
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.3.(3),Showers,"Where 2 or more shower heads are served by a shower drain, the floor shall be sloped and the drain located so that water from one head cannot flow over the area that serves another head. (See Note A-2.2.2.3.(3).)",2.0,2,2,3,3,13225
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.3.(4),Showers,"Except for column showers, when a battery of shower heads is installed, the horizontal distance between 2 adjacent shower heads shall be not less than 750 mm.",2.0,2,2,3,4,13120
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.4.(1),Concealed Overflows,A dishwashing sink and a food preparation sink shall not have concealed overflows. (See Note A-2.2.2.4.(1).),2.0,2,2,4,1,13016
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.2.5.(1),Water Closets in Public Washrooms,"When a water closet is installed in a washroom for public use, it shall be of the elongated type and provided with a seat of the open front type.",2.0,2,2,5,1,12736
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.1.(1),Traps,"Except as provided for in Sentence 2.2.3.1.(2), traps shall have a trap seal depth of not less than 38 mm, be so designed that failure of the seal walls will cause exterior leakage, and have a water seal that does not depend on the action of moving parts.",2.0,2,3,1,1,12998
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.1.(2),Traps,The trap seal depth on fixtures draining to an acid waste system shall be a minimum of 50 mm.,2.0,2,3,1,2,13218
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.1.(3),Traps,"Except for a floor-mounted service sink, every trap that serves a lavatory, a sink or a laundry tray shall be provided with a cleanout plug located at the lowest point of the trap and of the same material as the trap, except that a cast-iron trap shall be provided with a brass cleanout plug, or be designed so that part of the trap can be removed for cleaning purposes.",2.0,2,3,1,3,12826
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.1.(4),Traps,A bell trap shall not be installed in a drainage system. (See Note A-2.2.3.1.(4).),2.0,2,3,1,4,13111
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.1.(5),Traps,A drum trap shall not be used as a fixturetrap unless required to serve as an interceptor and access for servicing is provided.,2.0,2,3,1,5,12781
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.2.(1),Interceptors,Interceptors shall be designed so that they can be readily cleaned.,2.0,2,3,2,1,13081
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.2.(2),Interceptors,"Grease interceptors shall be designed so that they do not become air bound, and not have a water jacket.",2.0,2,3,2,2,12727
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.2.(3),Interceptors,"Grease interceptors shall be selected and installed in conformance with CSA B481.0-12 Material, Design, and Construction Requirements for Grease Interceptors and CSA B481.3-12 Sizing, Selection, Location, and Installation of Grease Interceptors",2.0,2,3,2,3,13109
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.3.3.(1),Tubular Traps,Tubular metal or plastic traps conforming to ASME/CSA ASME A112.18.2-2015/CSA B125.2-15 Plumbing Waste Fittings shall be used only in accessible locations.,2.0,2,3,3,1,13077
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.1.(1),T and Cross Fittings,"A T fitting shall not be used in a drainage system, except to connect a vent pipe.",2.0,2,4,1,1,13172
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.1.(2),T and Cross Fittings,A cross fitting shall not be used in a drainage system.,2.0,2,4,1,2,12840
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.2.(1),Sanitary T Fittings,"A single or double sanitary T fitting shall not be used in a nominally horizontal soil-or-waste pipe, except that a single sanitary T fitting may be used to connect a vent pipe.",2.0,2,4,2,1,12773
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.2.(2),Sanitary T Fittings,"A double sanitary T fitting shall not be used to connect the trap arms of back outlet water closets installed back-to-back, or 2 urinals where no cleanout fitting is provided above the connection.",2.0,2,4,2,2,12782
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.3.(1),° Elbows,"Except as permitted in Sentence 2.2.4.3.(2), 90° elbows of 4 inchsize or less whose centre-line radius is less than the size of the pipe shall not be used to join 2 soil-or-waste pipes.",2.0,2,4,3,1,13083
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.4.3.(2),° Elbows,"For sanitary drainage systems of 4 inchsize or less, 90° elbows described in Sentence 2.2.4.3.(1) shall only be permitted to change the direction of piping from horizontal to vertical, in the direction of flow, where a trap arm enters a wall, or to connect trap arms as permitted by Sentence 2.5.6.3.(2).",2.0,2,4,3,2,12996
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.2.(1),Concrete Pipe and Fittings,"Concrete pipe shall conform to CSA A257.1-14 Non-Reinforced Circular Concrete Culvert, Storm Drain, Sewer Pipe, and Fittings or CSA A257.2-14 Reinforced Circular Concrete Culvert, Storm Drain, Sewer Pipe, and Fittings",2.0,2,5,2,1,12796
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.2.(2),Concrete Pipe and Fittings,"Joints with internal elastomeric gaskets shall conform to CSA A257.3-14 Joints for Circular Concrete Sewer and Culvert Pipe, Manhole Sections, and Fittings Using Rubber Gaskets",2.0,2,5,2,2,13093
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.2.(3),Concrete Pipe and Fittings,Concrete fittings fabricated on the site from lengths of pipe shall not be used. (See Note A-2.2.5.1.(3).),2.0,2,5,2,3,13063
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.2.(4),Concrete Pipe and Fittings,Concrete pipe shall not be used above ground inside a building.,2.0,2,5,2,4,13103
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.2.(5),Concrete Pipe and Fittings,"Precast reinforced circular concrete manhole sections, catch basins and fittings shall conform to CSA A257.4-14 Precast Reinforced Circular Concrete Manhole Sections, Catch Basins, and Fittings",2.0,2,5,2,5,13186
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.3.(1),Vitrified Clay Pipe and Fittings,Vitrified clay pipe and fittings shall conform to CSA A60.1-M1976 Vitrified Clay Pipe,2.0,2,5,3,1,12918
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.3.(2),Vitrified Clay Pipe and Fittings,Couplings and joints for vitrified clay pipe shall conform to CSA A60.3-M1976 Vitrified Clay Pipe Joints,2.0,2,5,3,2,13031
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.3.(3),Vitrified Clay Pipe and Fittings,Vitrified clay pipe and fittings shall not be used except for an underground part of a drainage system.,2.0,2,5,3,3,13197
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.4.(1),Polyethylene Pipe and Fittings,"Polyethylene water pipe, tubing and fittings shall conform to Series 160 of CSA B137.1-17 Polyethylene (PE) Pipe, Tubing, and Fittings for Cold-Water Pressure Services",2.0,2,5,4,1,12794
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.4.(2),Polyethylene Pipe and Fittings,Polyethylene water pipe shall not be used except for a water service pipe.,2.0,2,5,4,2,13139
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.4.(3),Polyethylene Pipe and Fittings,Butt fusion fittings for polyethylene pipe shall conform to ASTM D 3261-16 Butt Heat Fusion Polyethylene (PE) Plastic Fittings for Polyethylene (PE) Plastic Pipe and Tubing,2.0,2,5,4,3,12960
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.5.(1),Polyethylene Pipe Used Underground,Polyethylene pipe used underground outside a building for the rehabilitation of existing drainage systems using trenchless technology shall conform to ASTM F 714-13 Polyethylene (PE) Plastic Pipe (DR-PR) Based on Outside Diameter and shall be HDPE 3408 and SDR 11 or heavier. (See Note A-2.2.5.4.(1).),2.0,2,5,5,1,12990
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.6.(1),Crosslinked Polyethylene Pipe and Fittings,Crosslinked polyethylene pipe and its associated fittings used in hot and cold potablewater systems shall conform to CSA B137.5-17 Crosslinked Polyethylene (PEX) Tubing Systems for Pressure Applications (See Note A-2.2.5.5.(1).),2.0,2,5,6,1,12886
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.7.(1),PVC Pipe and Fittings,"PVC water pipe, fittings and solvent cement shall conform to CSA B137.3-17 Rigid Polyvinylchloride (PVC) Pipe and Fittings for Pressure Applications and have a pressure rating of not less than 1 100 kPa.",2.0,2,5,7,1,12848
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.7.(2),PVC Pipe and Fittings,"PVC water pipe fittings shall conform to ASTM D 2466-15 Poly(Vinyl (PVC) Plastic Pipe Fittings, Schedule 40 or ASTM D 2467-15 Poly(Vinyl (PVC) Plastic Pipe Fittings, Schedule 80",2.0,2,5,7,2,12983
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.7.(3),PVC Pipe and Fittings,PVC injection-moulded gasketed fittings shall conform to CSA B137.2-17 Polyvinylchloride (PVC) Injection-Moulded Gasketed Fittings for Pressure Applications,2.0,2,5,7,3,12979
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.7.(4),PVC Pipe and Fittings,"PVC water pipe and fittings referred to in Sentences 2.2.5.7.(1), 2.2.5.7.(2)and 2.2.5.7.(3) shall not be used in a hot water system.",2.0,2,5,7,4,13193
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.8.(1),"CPVC Pipe, Fittings and Solvent Cements","CPVC hot and cold water pipe, fittings and solvent cements shall conform to CSA B137.6-17 Chlorinated Polyvinylchloride (CPVC) Pipe, Tubing, and Fittings for Hot- and Cold-Water Distribution Systems",2.0,2,5,8,1,12876
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.8.(2),"CPVC Pipe, Fittings and Solvent Cements",The design temperature and design pressure of a CPVC piping system shall conform to Table 2.2.5.8.,2.0,2,5,8,2,13013
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.9.(1),"Plastic Pipe, Fittings and Solvent Cement Used Underground","Plastic pipe, fittings and solvent cement used underground outside a building or under a building in a drainage system shall conform to ASTM F 628-12e2 Acrylonitrile-Butadiene-Styrene (ABS) Schedule 40 Plastic Drain, Waste, and Vent Pipe With a Cellular Core CSA CAN/CSA-B181.1-15 Acrylonitrile-Butadiene-Styrene (ABS) Drain, Waste, and Vent Pipe and Pipe Fittings CSA CAN/CSA-B181.2-15 Polyvinylchloride (PVC) and Chlorinated Polyvinylchloride (CPVC) Drain, Waste, and Vent Pipe and Pipe Fittings CSA CAN/CSA-B182.1-15 Plastic Drain and Sewer Pipe and Pipe Fittings with a pipe stiffness not less than 320 kPa, CSA CAN/CSA-B182.2-15 PSM Type Polyvinylchloride (PVC) Sewer Pipe and Fittings with a pipe stiffness not less than 320 kPa, CSA CAN/CSA-B182.4-15 Profile Polyvinylchloride (PVC) Sewer Pipe and Fittings with a pipe stiffness not less than 320 kPa, CSA CAN/CSA-B182.6-15 Profile Polyethylene (PE) Sewer Pipe and Fittings For Leak-Proof Sewer Applications with a pipe stiffness of not less than 320 kPa, or CSA CAN/CSA-B182.8-15 Profile Polyethylene (PE) Storm Sewer and Drainage Pipe and Fittings for Type 1 joints and non-perforated pipes.",2.0,2,5,9,1,12927
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.10.(1),Transition Solvent Cement,"Solvent cement for transition joints shall conform to CSA CAN/CSA-B181.1-15 Acrylonitrile-Butadiene-Styrene (ABS) Drain, Waste, and Vent Pipe and Pipe Fittings or CSA CAN/CSA-B181.2-15 Polyvinylchloride (PVC) and Chlorinated Polyvinylchloride (CPVC) Drain, Waste, and Vent Pipe and Pipe Fittings",2.0,2,5,10,1,12836
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.10.(2),Transition Solvent Cement,Transition solvent cement shall only be used for joining an ABS drainage system to a PVC drainage system.,2.0,2,5,10,2,13149
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.11.(1),"Plastic Pipe, Fittings and Solvent Cement Used in Buildings","Plastic pipe, fittings and solvent cement used inside or under a building in a drainage or venting system shall conform to ASTM F 628-12e2 Acrylonitrile-Butadiene-Styrene (ABS) Schedule 40 Plastic Drain, Waste, and Vent Pipe With a Cellular Core CSA CAN/CSA-B181.1-15 Acrylonitrile-Butadiene-Styrene (ABS) Drain, Waste, and Vent Pipe and Pipe Fittings or CSA CAN/CSA-B181.2-15 Polyvinylchloride (PVC) and Chlorinated Polyvinylchloride (CPVC) Drain, Waste, and Vent Pipe and Pipe Fittings",2.0,2,5,11,1,13008
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.11.(2),"Plastic Pipe, Fittings and Solvent Cement Used in Buildings","Requirements for combustible piping in relation to fire safety shall conform to Sentences 3.1.5.19.(1) and 9.10.9.6.(3) to (11), and Articles 3.1.9.5. and 9.10.9.7. of Division B of Book I (General) of this Code.",2.0,2,5,11,2,12952
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.11.(3),"Plastic Pipe, Fittings and Solvent Cement Used in Buildings","Where noncombustible piping pierces a fire separation or a fire stop, the requirements of fire stopping of Subsection 3.1.9., Sentence 9.10.9.6.(1) and Article 9.10.16.4. of Division B of the Book I (General) of this Code shall apply.",2.0,2,5,11,3,12911
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.12.(1),Polyethylene/Aluminum/Polyethylene Composite Pipe and Fittings,PE/AL/PE composite pipe and fittings shall conform to CSA B137.9-17 Polyethylene/Aluminum/Polyethylene (PE-AL-PE) Composite Pressure-Pipe Systems (See Note A-2.2.5.11.(1).),2.0,2,5,12,1,13058
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.12.(2),Polyethylene/Aluminum/Polyethylene Composite Pipe and Fittings,"Except as provided in Sentences 2.2.5.12.(3)and 2.2.5.12.(4), PE/AL/PE pipe and fittings shall not be used in hot water systems.",2.0,2,5,12,2,13059
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.12.(3),Polyethylene/Aluminum/Polyethylene Composite Pipe and Fittings,PE/AL/PE pipe with a pressure rating of 690 kPa or greater at 82°C shall be permitted for hot water systems.,2.0,2,5,12,3,12905
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.12.(4),Polyethylene/Aluminum/Polyethylene Composite Pipe and Fittings,PE/AL/PE pipe with a pressure rating of 690 kPa or greater at 82°C shall be used with fittings that conform to CSA B137.10-17 Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene (PEX-AL-PEX) Composite Pressure-Pipe Systems in hot water systems.,2.0,2,5,12,4,12776
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.13.(1),Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene,PEX/AL/PEX composite pipe and fittings used in hot and cold potablewater systems shall conform to CSA B137.10-17 Crosslinked Polyethylene/Aluminum/Crosslinked Polyethylene (PEX-AL-PEX) Composite Pressure-Pipe Systems (See Note A-2.2.5.12.(1).),2.0,2,5,13,1,12879
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.5.14.(1),Polypropylene Pipe and Fittings,Polypropylene pipe and fittings used for hot and cold potablewater systems shall conform to CSA B137.11-17 Polypropylene (PP-R) Pipe and Fittings for Pressure Applications (See Note A-2.2.5.13.(1).),2.0,2,5,14,1,12949
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.1.(1),Cast-Iron Drainage and Vent Pipe and Fittings,"Drainage piping, vent piping and fittings made of cast iron shall conform to CSA B70-12 Cast Iron Soil Pipe, Fittings, and Means of Joining",2.0,2,6,1,1,12935
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.1.(2),Cast-Iron Drainage and Vent Pipe and Fittings,Cast-iron soil pipe and fittings shall not be used in a water system.,2.0,2,6,1,2,12827
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.2.(1),Maintenance Holes and Catch Basins,Cast-iron frames and covers for maintenance holes and catch basins shall conform to CSA B70.1-03 Frames and Covers for Maintenance Holes and Catchbasins,2.0,2,6,2,1,13141
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.4.(1),Threaded Cast-Iron Drainage Fittings,Threaded cast-iron drainage fittings shall conform to ASME B16.12-2009 Cast Iron Threaded Drainage Fittings,2.0,2,6,4,1,13134
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.4.(2),Threaded Cast-Iron Drainage Fittings,Threaded cast-iron drainage fittings shall not be used in a water system.,2.0,2,6,4,2,13078
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.5.(1),Cast-Iron Water Pipes,"Cast-iron water pipes shall conform to AWWA ANSI/AWWA C151/A21.51-09 Ductile-Iron Pipe, Centrifugally Cast",2.0,2,6,5,1,13128
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.5.(2),Cast-Iron Water Pipes,Cement mortar lining for cast-iron water pipes shall conform to AWWA ANSI/AWWA C104/A21.4-13 Cement-Mortar Lining for Ductile-Iron Pipe and Fittings,2.0,2,6,5,2,13204
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.5.(3),Cast-Iron Water Pipes,Cast-iron fittings for cast-iron or ductile-iron water pipes shall conform to AWWA ANSI/AWWA C110/A21.10-12 Ductile-Iron and Gray-Iron Fittings,2.0,2,6,5,3,12962
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.5.(4),Cast-Iron Water Pipes,Rubber gasket joints for cast-iron and ductile-iron pressure pipe for water shall conform to AWWA ANSI/AWWA C111/A21.11-12 Rubber-Gasket Joints for Ductile-Iron Pressure Pipe and Fittings,2.0,2,6,5,4,13012
P,BC,2015,NBC,Div B,EN,bcpc2015_divb,B,2.2.6.6.(1),Screwed Cast-Iron Water Fittings,Screwed cast-iron water fittings shall conform to ASME B16.4-2011 Gray Iron Threaded Fittings: Classes 125 and 250,2.0,2,6,6,1,12795
