National Sentence Text,Matched National Sentence (Variation),P/T Sentence Text,Matched P/T Sentence (Variation),Similarity
"When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.","When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.",,,0.0
,,"The minimum clear width of aisles shall be at least 1100 mm, except as permitted by Sentence (4).","The minimum clear width of aisles shall be at least 1100 mm, except as permitted by Sentence (4).",0.0
"When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.","When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.",,,0.0
"When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.","When nonfixed seats are provided in assembly occupancies, except as provided in Sentence 2.7.1.5.(3), the seats shall be arranged in rows having an unobstructed passage of not less than 400 mm between rows measured horizontally between plumb lines from the backs of the seats in one row and the edges of the furthest forward projection of the seats in the next row behind in the unoccupied position, except as provided in Sentence 2.7.1.5.(2), aisles shall be located so that there are not more than 7 seats between every seat and the nearest aisle, except as provided in Sentence 2.7.1.5.(2), the clear width of an aisle in millimetres shall be not less than the greater of 1 100 or the product of the number of seats served by that aisle and 6.1, the width of an aisle is permitted to be reduced to not less than 750 mm when serving 60 seats or fewer, dead-end aisles shall not be longer than 6 m, and except as provided in Sentence 2.7.1.5.(3), when the occupant load exceeds 200 persons, the seats in a row shall be fastened together in units of no fewer than 8 seats, or where there are 7 seats or fewer in a row, all the seats in the row shall be fastened together.",,,0.0
,,"Aisles required in Sentence (3) may be reduced in width to 750 mm when serving 60 seats or less, or 900 mm when serving seats on one side only.","Aisles required in Sentence (3) may be reduced in width to 750 mm when serving 60 seats or less, or 900 mm when serving seats on one side only.",0.0
,,"Lighting provided for illumination in exits and access to exits, including corridors used by the public, shall be maintained.","Lighting provided for illumination in exits and access to exits, including corridors used by the public, shall be maintained.",0.0
"Emergency lighting and exit signs shall be maintained in operating condition, in conformance with Section 6.5.","Emergency lighting and exit signs shall be maintained in operating condition, in conformance with Section 6.5.",,,0.0
"In buildings or areas described in Article 2.8.1.1., a fire safety plan conforming to this Section shall be prepared in cooperation with the fire department and other applicable regulatory authorities and shall include the emergency procedures to be used in case of fire, including sounding the fire alarm (see Note A-2.8.2.1.(1)(a)(i)), notifying the fire department, instructing occupants on procedures to be followed when the fire alarm sounds, evacuating occupants, including special provisions for persons requiring assistance (see Note A-2.8.2.1.(1)(a)(iv)), confining, controlling and extinguishing the fire, the appointment and organization of designated supervisory staff to carry out fire safety duties, the training of supervisory staff and other occupants in their responsibilities for fire safety, documents, including diagrams, showing the type, location and operation of the building fire emergency systems, the holding of fire drills, the control of fire hazards in the building, and the inspection and maintenance of building facilities provided for the safety of occupants.","In buildings or areas described in Article 2.8.1.1., a fire safety plan conforming to this Section shall be prepared in cooperation with the fire department and other applicable regulatory authorities and shall include the emergency procedures to be used in case of fire, including sounding the fire alarm (see Note A-2.8.2.1.(1)(a)(i)), notifying the fire department, instructing occupants on procedures to be followed when the fire alarm sounds, evacuating occupants, including special provisions for persons requiring assistance (see Note A-2.8.2.1.(1)(a)(iv)), confining, controlling and extinguishing the fire, the appointment and organization of designated supervisory staff to carry out fire safety duties, the training of supervisory staff and other occupants in their responsibilities for fire safety, documents, including diagrams, showing the type, location and operation of the building fire emergency systems, the holding of fire drills, the control of fire hazards in the building, and the inspection and maintenance of building facilities provided for the safety of occupants.","A fire safety plan shall provide for the emergency procedures to be followed in case of fire, including sounding the fire alarm, notifying the fire department, instructing occupants on procedures to be followed when the fire alarm sounds, evacuating occupants, including special provisions for persons requiring assistance, procedures for use of elevators, and confining, controlling and extinguishing the fire, provide for the appointment and organization of supervisory staff to carry out fire safety duties, provide for the training of supervisory staff and the instruction of other occupants in their responsibilities for fire safety, include documents and diagrams showing the type, location and operation of the building fire emergency systems, provide for the holding of fire drills and set out fire drill procedures, provide for the control of fire hazards in the building, provide for the maintenance of building facilities provided for the safety of occupants, and provide for alternative measures to be provided for the safety of occupants during a shutdown of any or all fire protection equipment or systems.","A fire safety plan shall (a) provide for the emergency procedures to be followed in case of fire, including (i) sounding the fire alarm, (ii) notifying the fire department, (iii) instructing occupants on procedures to be followed when the fire alarm sounds, (iv) evacuating occupants, including special provisions for persons requiring assistance, (v) procedures for use of elevators, and (vi) confining, controlling and extinguishing the fire, (b) provide for the appointment and organization of supervisory staff to carry out fire safety duties, (c) provide for the training of supervisory staff and the instruction of other occupants in their responsibilities for fire safety, (d) include documents and diagrams showing the type, location and operation of the building fire emergency systems, (e) provide for the holding of fire drills and set out fire drill procedures, (f) provide for the control of fire hazards in the building, (g) provide for the maintenance of building facilities provided for the safety of occupants, and (h) provide for alternative measures to be provided for the safety of occupants during a shutdown of any or all fire protection equipment or systems.",0.7483757612544252
"A fire safety plan conforming to Section 2.8. and Sentences 3.2.2.5.(2), 3.2.2.5.(3)and 3.2.2.5.(5) shall be prepared.",,"A fire safety plan shall be prepared, approved and implemented in buildings and premises to which this Section applies.","A fire safety plan shall be prepared, approved and implemented in buildings and premises to which this Section applies.",0.6531972647421808
"In every hotel and motel bedroom, the fire safety rules for occupants shall be posted showing the locations of exits and the paths of travel to exits.","In every hotel and motel bedroom, the fire safety rules for occupants shall be posted showing the locations of exits and the paths of travel to exits.",,,0.0
,,"In addition to Sentence (1), in a hotel establishment one copy of the approved fire safety plan shall be posted in the main reception area, and a copy of the emergency procedures, location of exits and the fire safety rules shall be posted on the inside of the egress doors of each guest suite.","In addition to Sentence (1), in a hotel establishment (a) one copy of the approved fire safety plan shall be posted in the main reception area, and (b) a copy of the emergency procedures, location of exits and the fire safety rules shall be posted on the inside of the egress doors of each guest suite.",0.0
Flame-retardant treatments shall be renewed as often as is required to ensure that the material will pass the match flame test in NFPA 705-2013 Field Flame Test for Textiles and Films (See Note A-2.3.2.2.(1).),Flame-retardant treatments shall be renewed as often as is required to ensure that the material will pass the match flame test in NFPA 705-2013 Field Flame Test for Textiles and Films (See Note A-2.3.2.2.(1).),"Flame retardant treatments shall be renewed as often as required to ensure that the material will pass the match flame test in NFPA 705, Recommended Practice for a Field Flame Test for Textiles and Films.","Flame retardant treatments shall be renewed as often as required to ensure that the material will pass the match flame test in NFPA 705, ""Recommended Practice for a Field Flame Test for Textiles and Films"".",0.8846153846153845
,,"Flameproofing treatments shall be renewed as often as necessary to ensure that the material will pass the match flame test in NFPA 705, Recommended Practice for a Field Flame Test for Textiles and Films.","Flameproofing treatments shall be renewed as often as necessary to ensure that the material will pass the match flame test in NFPA 705, ""Recommended Practice for a Field Flame Test for Textiles and Films"".",0.0
"The electrical system and equipment in a tent or air-supported structure, including electrical fuses and switches, shall be inaccessible to the public.","The electrical system and equipment in a tent or air-supported structure, including electrical fuses and switches, shall be inaccessible to the public.","The electrical system and equipment in a tent, including electrical fuses and switches, shall be inaccessible to the public.","The electrical system and equipment in a tent, including electrical fuses and switches, shall be inaccessible to the public.",0.9258200997725514
"Flammable liquids and combustible liquids shall be classified, stored and handled in conformance with Part 4..","Flammable liquids and combustible liquids shall be classified, stored and handled in conformance with part 4.","Flammable liquids and combustible liquids for use in spraying areas shall be stored and handled in conformance with Part 4, and at no time shall the amount of flammable liquids and combustible liquids in the spraying areas exceed one day s supply.","Flammable liquids and combustible liquids for use in spraying areas shall be stored and handled in conformance with Part 4, and at no time shall the amount of flammable liquids and combustible liquids in the spraying areas exceed one day""s supply.",0.692820323027551
Flammable liquids and combustible liquids shall be stored in conformance with Part 4. and in areas inaccessible to children.,,Flammable liquids and combustible liquids shall be stored in conformance with Part 4 and in areas inaccessible to children.,Flammable liquids and combustible liquids shall be stored in conformance with Part 4 and in areas inaccessible to children.,0.9999999999999999
"When a covered mall having a width of not less than 9 m has been provided for the purpose of considering each portion of the building separated by the mall as a separate building, merchandising or public activities are permitted within the required 9 m width provided alternative protection is installed in conformance with Article 1.2.1.1..","When a covered mall having a width of not less than 9 m has been provided for the purpose of considering each portion of the building separated by the mall as a separate building, merchandising or public activities are permitted within the required 9 m width provided alternative protection is installed in conformance with Article 1.2.1.1..","When a covered mall having a width of 9 m or more has been provided for the purpose of considering each portion of the building separated by the mall as a separate building, no merchandising or public activities shall be carried on within the 9 m width.","When a covered mall having a width of 9 m or more has been provided for the purpose of considering each portion of the building separated by the mall as a separate building, no merchandising or public activities shall be carried on within the 9 m width.",0.7189966356788136
,,"Despite Sentence (1), merchandising or public activities or both may be carried on within the 9 m width where they are approved and they do not endanger life safety or alternative measures are taken to provide life safety.","Despite Sentence (1), merchandising or public activities or both may be carried on within the 9 m width where they are approved and they do not endanger life safety or alternative measures are taken to provide life safety.",0.0
"Except as permitted in Sentences 3.3.3.2.(3)and 3.3.3.2.(4), a clear space of not less than 15 m shall be maintained between stored products and a building on the same property to reduce the risk of fire spreading from the outdoor storage area to the building.","Except as permitted in Sentences 3.3.3.2.(3) and 3.3.3.2.(4), a clear space of not less than 15 m shall be maintained between stored products and a building on the same property to reduce the risk of fire spreading from the outdoor storage area to the building.",,,0.0
,,"Despite Article 3.5.2.1., storage piles of tires or shredded tires in a storage yard shall be located at least 15 m from property lines, at least 15 m from buildings, at least 4.5 m from combustible ground vegetation comprised of grass and weeds, and at least 30 m away from combustible ground vegetation comprised of brush and forested areas.","Despite Article 3.5.2.1., storage piles of tires or shredded tires in a storage yard shall be located (a) at least 15 m from property lines, (b) at least 15 m from buildings, (c) at least 4.5 m from combustible ground vegetation comprised of grass and weeds, (d) and at least 30 m away from combustible ground vegetation comprised of brush and forested areas.",0.0
"Except as permitted in Sentences 3.3.3.2.(3)and 3.3.3.2.(4), a clear space of not less than 15 m shall be maintained between stored products and a building on the same property to reduce the risk of fire spreading from the outdoor storage area to the building.","Except as permitted in Sentences 3.3.3.2.(3) and 3.3.3.2.(4), a clear space of not less than 15 m shall be maintained between stored products and a building on the same property to reduce the risk of fire spreading from the outdoor storage area to the building.",,,0.0
,,Stickered lumber piles in storage yards shall be located at least 15 m from property lines and buildings.,Stickered lumber piles in storage yards shall be located at least 15 m from property lines and buildings.,0.0
"Except as provided in Subsection 2.6.2., the burning of materials in an outdoor storage area shall be performed only in a burner that is designed, constructed and maintained in conformance with good engineering practice, and located not less than 15 m from a building or stored products.","Except as provided in part 2., the burning of materials in an outdoor storage area shall be performed only in a burner that is designed, constructed and maintained in conformance with good engineering practice, and located not less than 15 m from a building or stored products.",,,0.0
,,"Shavings, sawdust and refuse materials shall be burned only in boilers or furnaces, or in incinerators or refuse burners conforming to Subsection 2.6.3.","Shavings, sawdust and refuse materials shall be burned only in boilers or furnaces, or in incinerators or refuse burners conforming to Subsection 2.6.3.",0.0
"Except as provided in Subsection 2.6.2., the burning of materials in an outdoor storage area shall be performed only in a burner that is designed, constructed and maintained in conformance with good engineering practice, and located not less than 15 m from a building or stored products.","Except as provided in part 2., the burning of materials in an outdoor storage area shall be performed only in a burner that is designed, constructed and maintained in conformance with good engineering practice, and located not less than 15 m from a building or stored products.",,,0.0
,,"Refuse burners or incinerators referred to in Article 3.2.2.17. shall be located at least 15 m from buildings, property lines or piles of logs or lumber.","Refuse burners or incinerators referred to in Article 3.2.2.17. shall be located at least 15 m from buildings, property lines or piles of logs or lumber.",0.0
Flammable liquids and combustible liquids shall be stored in conformance with Part 4..,Flammable liquids and combustible liquids shall be stored in conformance with part 4..,The storage and handling of flammable liquids and combustible liquids shall be in conformance with Part 4.,The storage and handling of flammable liquids and combustible liquids shall be in conformance with Part 4.,0.8058229640253801
Measures to control spilled liquid or solid dangerous goods shall be provided in conformance with Subsection 4.1.6.,Measures to control spilled liquid or solid dangerous goods shall be provided in conformance with part 4.,Measures to control spilled flammable liquids or combustible liquids shall be provided in conformance with Subsection 4.1.6.,Measures to control spilled flammable liquids or combustible liquids shall be provided in conformance with Subsection 4.1.6.,0.7745966692414831
,,At least one main aisle having a width equal to at least half the height of the highest adjacent pile and extending the length of the structure shall be provided but in no case shall the width of the aisle be less than 2.4 m.,At least one main aisle having a width equal to at least half the height of the highest adjacent pile and extending the length of the structure shall be provided but in no case shall the width of the aisle be less than 2.4 m.,0.0
"Main access aisles shall extend the length of the storage area where only one main access aisle is provided, or the length or width of the storage area where 2 or more main access aisles are provided.","Main access aisles shall extend the length of the storage area where only one main access aisle is provided, or the length or width of the storage area where 2 or more main access aisles are provided.",,,0.0
"Buildings intended for the storage of ammonium nitrate shall not have basements or crawl spaces, or contain open floor drains, tunnels, elevator pits or other pockets that might trap molten ammonium nitrate.",,"A building used for the storage of ammonium nitrate shall not have basements or crawl spaces, or contain open floor drains, tunnels, elevator pits or other pockets which might trap molten ammonium nitrate.","A building used for the storage of ammonium nitrate shall not (a) have basements or crawl spaces, or (b) contain open floor drains, tunnels, elevator pits or other pockets which might trap molten ammonium nitrate.",0.8800000000000003
"Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.","Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.",,,0.0
"Buildings intended for the storage of ammonium nitrate shall have not less than 0.007 m2 of vent area for each square metre of storage area, unless mechanical ventilation is provided.",,A building used for the storage of ammonium nitrate shall have not less than 70 cm2 in vent area for each square metre of storage area unless mechanical ventilation is provided.,A building used for the storage of ammonium nitrate shall have not less than 70 cm2 in vent area for each square metre of storage area unless mechanical ventilation is provided.,0.8340576562282993
"Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.","Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.",,,0.0
"Buildings intended for the storage of ammonium nitrate shall be designed to prevent the ammonium nitrate from coming into contact with building materials that will cause the ammonium nitrate to become unstable, may corrode or deteriorate by reason of contact with the ammonium nitrate, or will become impregnated with the ammonium nitrate. (See Note A-3.3.6.6.(6).)",,"A building used for the bulk storage of ammonium nitrate shall be designed to prevent contact with building material that will cause the ammonium nitrate to become unstable, may corrode or deteriorate by reason of contact with the ammonium nitrate, or will become impregnated by ammonium nitrate.","A building used for the bulk storage of ammonium nitrate shall be designed to prevent contact with building material that (a) will cause the ammonium nitrate to become unstable, (b) may corrode or deteriorate by reason of contact with the ammonium nitrate, or (c) will become impregnated by ammonium nitrate.",0.8351913809763263
"Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.","Buildings intended for the storage of ammonium nitrate shall conform to Sentence 3.3.6.6.(3) of Division B of the NBC, have ventilation in conformance with Sentence 3.3.6.6.(4) of Division B of the NBC, and be designed to prevent the ammonium nitrate from coming into contact with building materials that may react with it as described in Sentence 3.3.6.6.(6) of Division B of the NBC.",,,0.0
Dangerous goods shall not be stored in areas where the ambient temperature may cause them to become unstable or susceptible to undesirable reactions.,Dangerous goods shall not be stored in areas where the ambient temperature may cause them to become unstable or susceptible to undesirable reactions.,Ammonium nitrate shall not be stored in an area where the ambient temperature is such that it can become unstable or susceptible to undesirable reactions.,Ammonium nitrate shall not be stored in an area where the ambient temperature is such that it can become unstable or susceptible to undesirable reactions.,0.6681531047810612
Ammonium nitrate classified as oxidizers and dangerous goods classified as compressed gases shall not be stored in an area where the ambient air temperature is higher than 52°C.,Ammonium nitrate classified as oxidizers and dangerous goods classified as compressed gases shall not be stored in an area where the ambient air temperature is higher than 52°C,,,0.0
"Except as provided in Subsection 2.4.2., smoking shall not be permitted in an outdoor storage area.","Except as provided in Subsection 2.4.2., smoking shall not be permitted in an outdoor storage area.","Smoking shall not take place in storage yards, except as provided in Subsection 2.4.3.","Smoking shall not take place in storage yards, except as provided in Subsection 2.4.3.",0.7526178090063818
,,"Smoking shall not take place in salvage yards, except as provided in Subsection 2.4.3.","Smoking shall not take place in salvage yards, except as provided in Subsection 2.4.3.",0.0
Used rags and similar materials contaminated with flammable liquids or combustible liquids shall be stored in receptacles conforming to Article 2.4.1.3.,Used rags and similar materials contaminated with flammable liquids or combustible liquids shall be stored in receptacles conforming to Article 2.4.1.3.,,,0.0
,,Cleaning rags shall be stored in receptacles conforming to Sentence 2.4.1.3.(3).,Cleaning rags shall be stored in receptacles conforming to Sentence 2.4.1.3.(3).,0.0
The clearance between the top of storage and the lowest structural members shall not be less than 450 mm.,,"The clearance between the top of storage and the lowest structural members, sprinkler head deflectors or other overhead fire protection system components shall be not less than 450 mm.","The clearance between the top of storage and the lowest structural members, sprinkler head deflectors or other overhead fire protection system components shall be not less than 450 mm.",0.75
The clearance between the top of storage and the ceiling sprinkler deflectors or other overhead fire protection systems shall be in accordance with the standard used for the design of the respective system.,The clearance between the top of storage and the lowest structural members shall not be less than 450 mm. The clearance between the top of storage and the ceiling sprinkler deflectors or other overhead fire protection systems shall be in accordance with the standard used for the design of the respective system.,,,0.0
,,"At the time of installation, underground storage tanks and associated piping shall be tested for leakage in conformance with Subsections 4.3.15. and 4.4.6.","At the time of installation, underground storage tanks and associated piping shall be tested for leakage in conformance with Subsections 4.3.15. and 4.4.6.",0.0
Vent piping shall be tested for leaks at the commissioning stage in conformance with Clause 4.4.1.2.(1)(a).,Vent piping shall be tested for leaks at the commissioning stage in conformance with Clause 4.4.1.2.(1)(a).,,,0.0
"In addition to the requirements of Article 4.3.9.2., the sumps referred to in Sentences 4.3.9.1.(1)to 4.3.9.1.(4) shall be installed in conformance with the sump manufacturer's instructions.","In addition to the requirements of Article 4.3.9.2., the sumps referred to in Sentences 4.3.9.1.(1) to 4.3.9.1.(4) shall be installed in conformance with the sump manufacturer's instructions.","In addition to the requirements of this Subsection, public spas shall comply with the requirements of Sentences 3.11.10.1.(1) to (6).","In addition to the requirements of this Subsection, public spas shall comply with the requirements of Sentences 3.11.10.1.(1) to (6).",0.6240377207533828
